Freq [GHz],"deg(S(2,1))"
2.281,112.1387325765
2.282,112.1088437077
2.283,112.078954723
2.284,112.0490656224
2.285,112.0191764059
2.286,111.9892870733
2.287,111.9593976245
2.288,111.9295080596
2.289,111.8996183783
2.29,111.8697285806
2.291,111.8398386664
2.292,111.8099486357
2.293,111.7800584883
2.294,111.7501682242
2.295,111.7202778433
2.296,111.6903873455
2.297,111.6604967307
2.298,111.6306059987
2.299,111.6007151497
2.3,111.5708241834
2.301,111.5409330997
2.302,111.5110418986
2.303,111.48115058
2.304,111.4512591438
2.305,111.4213675898
2.306,111.3914759181
2.307,111.3615841286
2.308,111.331692221
2.309,111.3018001954
2.31,111.2719080517
2.311,111.2420157897
2.312,111.2121234093
2.313,111.1822309106
2.314,111.1523382933
2.315,111.1224455574
2.316,111.0925527028
2.317,111.0626597294
2.318,111.0327666371
2.319,111.0028734258
2.32,110.9729800954
2.321,110.9430866458
2.322,110.913193077
2.323,110.8832993887
2.324,110.853405581
2.325,110.8235116537
2.326,110.7936176067
2.327,110.7637234399
2.328,110.7338291533
2.329,110.7039347466
2.33,110.6740402199
2.331,110.644145573
2.332,110.6142508058
2.333,110.5843559182
2.334,110.5544609101
2.335,110.5245657815
2.336,110.4946705321
2.337,110.4647751618
2.338,110.4348796707
2.339,110.4049840586
2.34,110.3750883253
2.341,110.3451924707
2.342,110.3152964948
2.343,110.2854003975
2.344,110.2555041786
2.345,110.2256078379
2.346,110.1957113755
2.347,110.1658147912
2.348,110.1359180849
2.349,110.1060212564
2.35,110.0761243057
2.351,110.0462272326
2.352,110.0163300371
2.353,109.9864327189
2.354,109.956535278
2.355,109.9266377144
2.356,109.8967400277
2.357,109.866842218
2.358,109.8369442851
2.359,109.8070462289
2.36,109.7771480493
2.361,109.7472497461
2.362,109.7173513192
2.363,109.6874527685
2.364,109.657554094
2.365,109.6276552953
2.366,109.5977563725
2.367,109.5678573254
2.368,109.5379581539
2.369,109.5080588579
2.37,109.4781594371
2.371,109.4482598915
2.372,109.418360221
2.373,109.3884604255
2.374,109.3585605047
2.375,109.3286604586
2.376,109.298760287
2.377,109.2688599898
2.378,109.2389595669
2.379,109.2090590181
2.38,109.1791583433
2.381,109.1492575424
2.382,109.1193566152
2.383,109.0894555615
2.384,109.0595543813
2.385,109.0296530744
2.386,108.9997516407
2.387,108.96985008
2.388,108.9399483921
2.389,108.910046577
2.39,108.8801446345
2.391,108.8502425644
2.392,108.8203403666
2.393,108.790438041
2.394,108.7605355873
2.395,108.7306330055
2.396,108.7007302955
2.397,108.670827457
2.398,108.6409244899
2.399,108.611021394
2.4,108.5811181693
2.401,108.5512148155
2.402,108.5213113325
2.403,108.4914077201
2.404,108.4615039782
2.405,108.4316001067
2.406,108.4016961053
2.407,108.371791974
2.408,108.3418877125
2.409,108.3119833207
2.41,108.2820787984
2.411,108.2521741455
2.412,108.2222693619
2.413,108.1923644472
2.414,108.1624594015
2.415,108.1325542245
2.416,108.102648916
2.417,108.072743476
2.418,108.0428379041
2.419,108.0129322003
2.42,107.9830263644
2.421,107.9531203962
2.422,107.9232142956
2.423,107.8933080623
2.424,107.8634016962
2.425,107.8334951972
2.426,107.803588565
2.427,107.7736817995
2.428,107.7437749005
2.429,107.7138678678
2.43,107.6839607013
2.431,107.6540534007
2.432,107.6241459659
2.433,107.5942383968
2.434,107.5643306931
2.435,107.5344228546
2.436,107.5045148812
2.437,107.4746067727
2.438,107.4446985288
2.439,107.4147901495
2.44,107.3848816346
2.441,107.3549729837
2.442,107.3250641968
2.443,107.2951552737
2.444,107.2652462142
2.445,107.235337018
2.446,107.205427685
2.447,107.175518215
2.448,107.1456086079
2.449,107.1156988633
2.45,107.0857889812
2.451,107.0558789613
2.452,107.0259688034
2.453,106.9960585074
2.454,106.966148073
2.455,106.9362375
2.456,106.9063267882
2.457,106.8764159375
2.458,106.8465049476
2.459,106.8165938184
2.46,106.7866825495
2.461,106.7567711409
2.462,106.7268595923
2.463,106.6969479035
2.464,106.6670360744
2.465,106.6371241046
2.466,106.607211994
2.467,106.5772997423
2.468,106.5473873495
2.469,106.5174748152
2.47,106.4875621392
2.471,106.4576493214
2.472,106.4277363615
2.473,106.3978232593
2.474,106.3679100146
2.475,106.3379966272
2.476,106.3080830968
2.477,106.2781694232
2.478,106.2482556063
2.479,106.2183416458
2.48,106.1884275414
2.481,106.158513293
2.482,106.1285989003
2.483,106.0986843632
2.484,106.0687696813
2.485,106.0388548545
2.486,106.0089398826
2.487,105.9790247652
2.488,105.9491095022
2.489,105.9191940934
2.49,105.8892785386
2.491,105.8593628374
2.492,105.8294469897
2.493,105.7995309952
2.494,105.7696148537
2.495,105.739698565
2.496,105.7097821288
2.497,105.679865545
2.498,105.6499488132
2.499,105.6200319332
2.5,105.5901149048
2.501,105.5601977278
2.502,105.5302804019
2.503,105.5003629269
2.504,105.4704453025
2.505,105.4405275285
2.506,105.4106096046
2.507,105.3806915307
2.508,105.3507733064
2.509,105.3208549316
2.51,105.2909364059
2.511,105.2610177292
2.512,105.2310989011
2.513,105.2011799215
2.514,105.1712607901
2.515,105.1413415066
2.516,105.1114220708
2.517,105.0815024824
2.518,105.0515827413
2.519,105.021662847
2.52,104.9917427995
2.521,104.9618225983
2.522,104.9319022434
2.523,104.9019817343
2.524,104.8720610709
2.525,104.8421402529
2.526,104.8122192801
2.527,104.7822981521
2.528,104.7523768688
2.529,104.7224554299
2.53,104.692533835
2.531,104.662612084
2.532,104.6326901766
2.533,104.6027681124
2.534,104.5728458914
2.535,104.5429235131
2.536,104.5130009774
2.537,104.4830782839
2.538,104.4531554324
2.539,104.4232324226
2.54,104.3933092543
2.541,104.3633859272
2.542,104.3334624409
2.543,104.3035387954
2.544,104.2736149902
2.545,104.243691025
2.546,104.2137668998
2.547,104.183842614
2.548,104.1539181676
2.549,104.1239935602
2.55,104.0940687915
2.551,104.0641438612
2.552,104.0342187691
2.553,104.0042935149
2.554,103.9743680984
2.555,103.9444425191
2.556,103.914516777
2.557,103.8845908716
2.558,103.8546648027
2.559,103.82473857
2.56,103.7948121733
2.561,103.7648856122
2.562,103.7349588864
2.563,103.7050319958
2.564,103.6751049399
2.565,103.6451777186
2.566,103.6152503314
2.567,103.5853227782
2.568,103.5553950587
2.569,103.5254671725
2.57,103.4955391193
2.571,103.465610899
2.572,103.4356825111
2.573,103.4057539554
2.574,103.3758252317
2.575,103.3458963395
2.576,103.3159672786
2.577,103.2860380488
2.578,103.2561086497
2.579,103.226179081
2.58,103.1962493425
2.581,103.1663194338
2.582,103.1363893546
2.583,103.1064591047
2.584,103.0765286837
2.585,103.0465980914
2.586,103.0166673274
2.587,102.9867363915
2.588,102.9568052833
2.589,102.9268740025
2.59,102.8969425489
2.591,102.8670109222
2.592,102.8370791219
2.593,102.8071471479
2.594,102.7772149998
2.595,102.7472826774
2.596,102.7173501802
2.597,102.6874175081
2.598,102.6574846606
2.599,102.6275516376
2.6,102.5976184386
2.601,102.5676850635
2.602,102.5377515117
2.603,102.5078177832
2.604,102.4778838775
2.605,102.4479497943
2.606,102.4180155334
2.607,102.3880810943
2.608,102.3581464769
2.609,102.3282116808
2.61,102.2982767056
2.611,102.2683415511
2.612,102.238406217
2.613,102.2084707028
2.614,102.1785350084
2.615,102.1485991334
2.616,102.1186630775
2.617,102.0887268404
2.618,102.0587904217
2.619,102.0288538211
2.62,101.9989170383
2.621,101.968980073
2.622,101.9390429249
2.623,101.9091055937
2.624,101.879168079
2.625,101.8492303805
2.626,101.8192924978
2.627,101.7893544308
2.628,101.759416179
2.629,101.7294777421
2.63,101.6995391198
2.631,101.6696003118
2.632,101.6396613177
2.633,101.6097221373
2.634,101.5797827702
2.635,101.549843216
2.636,101.5199034745
2.637,101.4899635453
2.638,101.4600234281
2.639,101.4300831225
2.64,101.4001426283
2.641,101.3702019451
2.642,101.3402610726
2.643,101.3103200105
2.644,101.2803787584
2.645,101.2504373159
2.646,101.2204956828
2.647,101.1905538588
2.648,101.1606118434
2.649,101.1306696365
2.65,101.1007272375
2.651,101.0707846463
2.652,101.0408418624
2.653,101.0108988856
2.654,100.9809557155
2.655,100.9510123517
2.656,100.921068794
2.657,100.891125042
2.658,100.8611810953
2.659,100.8312369537
2.66,100.8012926168
2.661,100.7713480842
2.662,100.7414033557
2.663,100.7114584308
2.664,100.6815133093
2.665,100.6515679908
2.666,100.621622475
2.667,100.5916767615
2.668,100.5617308501
2.669,100.5317847402
2.67,100.5018384317
2.671,100.4718919242
2.672,100.4419452173
2.673,100.4119983108
2.674,100.3820512041
2.675,100.3521038971
2.676,100.3221563894
2.677,100.2922086807
2.678,100.2622607705
2.679,100.2323126586
2.68,100.2023643445
2.681,100.1724158281
2.682,100.1424671089
2.683,100.1125181866
2.684,100.0825690608
2.685,100.0526197312
2.686,100.0226701975
2.687,99.9927204593
2.688,99.9627705163
2.689,99.932820368
2.69,99.9028700143
2.691,99.8729194547
2.692,99.8429686889
2.693,99.8130177166
2.694,99.7830665373
2.695,99.7531151508
2.696,99.7231635567
2.697,99.6932117547
2.698,99.6632597444
2.699,99.6333075254
2.7,99.6033550975
2.701,99.5734024603
2.702,99.5434496133
2.703,99.5134965564
2.704,99.4835432891
2.705,99.4535898111
2.706,99.4236361221
2.707,99.3936822216
2.708,99.3637281094
2.709,99.333773785
2.71,99.3038192483
2.711,99.2738644987
2.712,99.2439095359
2.713,99.2139543597
2.714,99.1839989696
2.715,99.1540433654
2.716,99.1240875466
2.717,99.0941315129
2.718,99.0641752639
2.719,99.0342187994
2.72,99.0042621189
2.721,98.9743052221
2.722,98.9443481087
2.723,98.9143907783
2.724,98.8844332306
2.725,98.8544754651
2.726,98.8245174816
2.727,98.7945592798
2.728,98.7646008591
2.729,98.7346422194
2.73,98.7046833603
2.731,98.6747242813
2.732,98.6447649822
2.733,98.6148054626
2.734,98.5848457222
2.735,98.5548857606
2.736,98.5249255774
2.737,98.4949651723
2.738,98.465004545
2.739,98.435043695
2.74,98.4050826221
2.741,98.375121326
2.742,98.3451598061
2.743,98.3151980623
2.744,98.285236094
2.745,98.2552739011
2.746,98.2253114832
2.747,98.1953488398
2.748,98.1653859706
2.749,98.1354228754
2.75,98.1054595536
2.751,98.0754960051
2.752,98.0455322294
2.753,98.0155682261
2.754,97.9856039951
2.755,97.9556395357
2.756,97.9256748478
2.757,97.895709931
2.758,97.865744785
2.759,97.8357794093
2.76,97.8058138036
2.761,97.7758479676
2.762,97.7458819009
2.763,97.7159156032
2.764,97.6859490741
2.765,97.6559823133
2.766,97.6260153204
2.767,97.596048095
2.768,97.5660806369
2.769,97.5361129457
2.77,97.506145021
2.771,97.4761768624
2.772,97.4462084697
2.773,97.4162398424
2.774,97.3862709803
2.775,97.3563018829
2.776,97.32633255
2.777,97.2963629811
2.778,97.2663931759
2.779,97.2364231342
2.78,97.2064528554
2.781,97.1764823393
2.782,97.1465115855
2.783,97.1165405937
2.784,97.0865693636
2.785,97.0565978947
2.786,97.0266261868
2.787,96.9966542394
2.788,96.9666820523
2.789,96.936709625
2.79,96.9067369573
2.791,96.8767640488
2.792,96.8467908991
2.793,96.816817508
2.794,96.7868438749
2.795,96.7568699997
2.796,96.726895882
2.797,96.6969215213
2.798,96.6669469174
2.799,96.63697207
2.8,96.6069969786
2.801,96.5770216429
2.802,96.5470460626
2.803,96.5170702374
2.804,96.4870941668
2.805,96.4571178506
2.806,96.4271412884
2.807,96.3971644799
2.808,96.3671874246
2.809,96.3372101224
2.81,96.3072325727
2.811,96.2772547754
2.812,96.24727673
2.813,96.2172984362
2.814,96.1873198936
2.815,96.157341102
2.816,96.1273620609
2.817,96.0973827701
2.818,96.0674032291
2.819,96.0374234377
2.82,96.0074433955
2.821,95.9774631022
2.822,95.9474825574
2.823,95.9175017608
2.824,95.887520712
2.825,95.8575394107
2.826,95.8275578566
2.827,95.7975760494
2.828,95.7675939886
2.829,95.737611674
2.83,95.7076291051
2.831,95.6776462818
2.832,95.6476632036
2.833,95.6176798702
2.834,95.5876962813
2.835,95.5577124365
2.836,95.5277283355
2.837,95.4977439779
2.838,95.4677593635
2.839,95.4377744919
2.84,95.4077893627
2.841,95.3778039757
2.842,95.3478183304
2.843,95.3178324266
2.844,95.2878462639
2.845,95.257859842
2.846,95.2278731605
2.847,95.1978862192
2.848,95.1678990177
2.849,95.1379115556
2.85,95.1079238326
2.851,95.0779358485
2.852,95.0479476028
2.853,95.0179590953
2.854,94.9879703256
2.855,94.9579812933
2.856,94.9279919982
2.857,94.89800244
2.858,94.8680126182
2.859,94.8380225326
2.86,94.8080321829
2.861,94.7780415687
2.862,94.7480506897
2.863,94.7180595455
2.864,94.6880681359
2.865,94.6580764605
2.866,94.628084519
2.867,94.5980923111
2.868,94.5680998364
2.869,94.5381070947
2.87,94.5081140856
2.871,94.4781208087
2.872,94.4481272638
2.873,94.4181334506
2.874,94.3881393687
2.875,94.3581450177
2.876,94.3281503975
2.877,94.2981555076
2.878,94.2681603478
2.879,94.2381649177
2.88,94.208169217
2.881,94.1781732454
2.882,94.1481770026
2.883,94.1181804883
2.884,94.0881837021
2.885,94.0581866437
2.886,94.0281893128
2.887,93.9981917092
2.888,93.9681938324
2.889,93.9381956823
2.89,93.9081972584
2.891,93.8781985604
2.892,93.8481995881
2.893,93.8182003411
2.894,93.7882008192
2.895,93.758201022
2.896,93.7282009491
2.897,93.6982006004
2.898,93.6681999755
2.899,93.638199074
2.9,93.6081978957
2.901,93.5781964403
2.902,93.5481947075
2.903,93.5181926969
2.904,93.4881904083
2.905,93.4581878413
2.906,93.4281849957
2.907,93.3981818711
2.908,93.3681784673
2.909,93.3381747839
2.91,93.3081708207
2.911,93.2781665773
2.912,93.2481620535
2.913,93.2181572488
2.914,93.1881521632
2.915,93.1581467962
2.916,93.1281411475
2.917,93.0981352169
2.918,93.0681290041
2.919,93.0381225087
2.92,93.0081157305
2.921,92.9781086691
2.922,92.9481013244
2.923,92.9180936959
2.924,92.8880857835
2.925,92.8580775867
2.926,92.8280691054
2.927,92.7980603391
2.928,92.7680512877
2.929,92.7380419509
2.93,92.7080323283
2.931,92.6780224197
2.932,92.6480122248
2.933,92.6180017433
2.934,92.5879909749
2.935,92.5579799193
2.936,92.5279685763
2.937,92.4979569455
2.938,92.4679450267
2.939,92.4379328196
2.94,92.4079203239
2.941,92.3779075393
2.942,92.3478944656
2.943,92.3178811025
2.944,92.2878674496
2.945,92.2578535068
2.946,92.2278392737
2.947,92.1978247501
2.948,92.1678099357
2.949,92.1377948302
2.95,92.1077794333
2.951,92.0777637448
2.952,92.0477477644
2.953,92.0177314918
2.954,91.9877149267
2.955,91.9576980689
2.956,91.9276809182
2.957,91.8976634741
2.958,91.8676457366
2.959,91.8376277052
2.96,91.8076093798
2.961,91.77759076
2.962,91.7475718457
2.963,91.7175526364
2.964,91.6875331321
2.965,91.6575133323
2.966,91.6274932369
2.967,91.5974728456
2.968,91.5674521581
2.969,91.5374311742
2.97,91.5074098936
2.971,91.477388316
2.972,91.4473664412
2.973,91.417344269
2.974,91.387321799
2.975,91.357299031
2.976,91.3272759648
2.977,91.2972526001
2.978,91.2672289366
2.979,91.2372049742
2.98,91.2071807125
2.981,91.1771561513
2.982,91.1471312904
2.983,91.1171061294
2.984,91.0870806682
2.985,91.0570549065
2.986,91.0270288441
2.987,90.9970024807
2.988,90.966975816
2.989,90.9369488499
2.99,90.906921582
2.991,90.8768940122
2.992,90.8468661401
2.993,90.8168379656
2.994,90.7868094884
2.995,90.7567807083
2.996,90.726751625
2.997,90.6967222383
2.998,90.666692548
2.999,90.6366625538
3,90.6066322554
3.001,90.5766016528
3.002,90.5465707455
3.003,90.5165395334
3.004,90.4865080162
3.005,90.4564761938
3.006,90.4264440659
3.007,90.3964116322
3.008,90.3663788926
3.009,90.3363458467
3.01,90.3063124944
3.011,90.2762788355
3.012,90.2462448697
3.013,90.2162105968
3.014,90.1861760166
3.015,90.1561411288
3.016,90.1261059333
3.017,90.0960704297
3.018,90.066034618
3.019,90.0359984978
3.02,90.005962069
3.021,89.9759253313
3.022,89.9458882845
3.023,89.9158509284
3.024,89.8858132628
3.025,89.8557752875
3.026,89.8257370022
3.027,89.7956984068
3.028,89.765659501
3.029,89.7356202847
3.03,89.7055807576
3.031,89.6755409194
3.032,89.6455007701
3.033,89.6154603094
3.034,89.585419537
3.035,89.5553784528
3.036,89.5253370566
3.037,89.4952953482
3.038,89.4652533274
3.039,89.4352109939
3.04,89.4051683476
3.041,89.3751253882
3.042,89.3450821157
3.043,89.3150385297
3.044,89.2849946301
3.045,89.2549504166
3.046,89.2249058892
3.047,89.1948610475
3.048,89.1648158915
3.049,89.1347704208
3.05,89.1047246354
3.051,89.074678535
3.052,89.0446321194
3.053,89.0145853884
3.054,88.984538342
3.055,88.9544909798
3.056,88.9244433016
3.057,88.8943953074
3.058,88.8643469969
3.059,88.83429837
3.06,88.8042494264
3.061,88.7742001659
3.062,88.7441505885
3.063,88.7141006938
3.064,88.6840504818
3.065,88.6539999523
3.066,88.623949105
3.067,88.5938979399
3.068,88.5638464566
3.069,88.5337946552
3.07,88.5037425353
3.071,88.4736900968
3.072,88.4436373396
3.073,88.4135842634
3.074,88.3835308682
3.075,88.3534771537
3.076,88.3234231197
3.077,88.2933687662
3.078,88.2633140929
3.079,88.2332590997
3.08,88.2032037864
3.081,88.1731481528
3.082,88.1430921988
3.083,88.1130359243
3.084,88.082979329
3.085,88.0529224128
3.086,88.0228651756
3.087,87.9928076172
3.088,87.9627497375
3.089,87.9326915362
3.09,87.9026330133
3.091,87.8725741685
3.092,87.8425150018
3.093,87.812455513
3.094,87.7823957019
3.095,87.7523355684
3.096,87.7222751123
3.097,87.6922143335
3.098,87.6621532319
3.099,87.6320918072
3.1,87.6020300595
3.101,87.5719679884
3.102,87.5419055939
3.103,87.5118428759
3.104,87.4817798341
3.105,87.4517164685
3.106,87.4216527789
3.107,87.3915887652
3.108,87.3615244273
3.109,87.3314597649
3.11,87.3013947781
3.111,87.2713294666
3.112,87.2412638303
3.113,87.211197869
3.114,87.1811315828
3.115,87.1510649713
3.116,87.1209980346
3.117,87.0909307724
3.118,87.0608631847
3.119,87.0307952713
3.12,87.0007270321
3.121,86.970658467
3.122,86.9405895759
3.123,86.9105203585
3.124,86.8804508149
3.125,86.8503809449
3.126,86.8203107484
3.127,86.7902402252
3.128,86.7601693752
3.129,86.7300981984
3.13,86.7000266947
3.131,86.6699548638
3.132,86.6398827057
3.133,86.6098102203
3.134,86.5797374075
3.135,86.5496642671
3.136,86.5195907991
3.137,86.4895170033
3.138,86.4594428797
3.139,86.4293684282
3.14,86.3992936485
3.141,86.3692185407
3.142,86.3391431047
3.143,86.3090673403
3.144,86.2789912474
3.145,86.2489148259
3.146,86.2188380758
3.147,86.1887609969
3.148,86.1586835892
3.149,86.1286058525
3.15,86.0985277868
3.151,86.0684493919
3.152,86.0383706679
3.153,86.0082916145
3.154,85.9782122317
3.155,85.9481325194
3.156,85.9180524775
3.157,85.8879721059
3.158,85.8578914046
3.159,85.8278103735
3.16,85.7977290125
3.161,85.7676473214
3.162,85.7375653003
3.163,85.707482949
3.164,85.6774002674
3.165,85.6473172555
3.166,85.6172339133
3.167,85.5871502405
3.168,85.5570662372
3.169,85.5269819033
3.17,85.4968972387
3.171,85.4668122433
3.172,85.436726917
3.173,85.4066412599
3.174,85.3765552718
3.175,85.3464689526
3.176,85.3163823023
3.177,85.2862953208
3.178,85.2562080081
3.179,85.226120364
3.18,85.1960323886
3.181,85.1659440818
3.182,85.1358554434
3.183,85.1057664735
3.184,85.075677172
3.185,85.0455875388
3.186,85.0154975738
3.187,84.9854072771
3.188,84.9553166485
3.189,84.925225688
3.19,84.8951343956
3.191,84.8650427712
3.192,84.8349508147
3.193,84.8048585261
3.194,84.7747659053
3.195,84.7446729524
3.196,84.7145796672
3.197,84.6844860497
3.198,84.6543920998
3.199,84.6242978176
3.2,84.5942032029
3.201,84.5641082558
3.202,84.5340129762
3.203,84.503917364
3.204,84.4738214192
3.205,84.4437251418
3.206,84.4136285317
3.207,84.3835315889
3.208,84.3534343134
3.209,84.3233367051
3.21,84.293238764
3.211,84.26314049
3.212,84.2330418832
3.213,84.2029429435
3.214,84.1728436708
3.215,84.1427440652
3.216,84.1126441266
3.217,84.082543855
3.218,84.0524432504
3.219,84.0223423127
3.22,83.9922410419
3.221,83.962139438
3.222,83.932037501
3.223,83.9019352309
3.224,83.8718326275
3.225,83.841729691
3.226,83.8116264213
3.227,83.7815228183
3.228,83.7514188822
3.229,83.7213146127
3.23,83.69121001
3.231,83.661105074
3.232,83.6309998048
3.233,83.6008942022
3.234,83.5707882663
3.235,83.5406819972
3.236,83.5105753946
3.237,83.4804684588
3.238,83.4503611896
3.239,83.4202535871
3.24,83.3901456512
3.241,83.360037382
3.242,83.3299287794
3.243,83.2998198434
3.244,83.2697105741
3.245,83.2396009715
3.246,83.2094910355
3.247,83.1793807662
3.248,83.1492701635
3.249,83.1191592275
3.25,83.0890479581
3.251,83.0589363554
3.252,83.0288244194
3.253,82.9987121501
3.254,82.9685995475
3.255,82.9384866115
3.256,82.9083733423
3.257,82.8782597399
3.258,82.8481458042
3.259,82.8180315352
3.26,82.787916933
3.261,82.7578019976
3.262,82.727686729
3.263,82.6975711272
3.264,82.6674551923
3.265,82.6373389243
3.266,82.6072223231
3.267,82.5771053888
3.268,82.5469881215
3.269,82.5168705211
3.27,82.4867525876
3.271,82.4566343212
3.272,82.4265157218
3.273,82.3963967895
3.274,82.3662775242
3.275,82.3361579261
3.276,82.3060379951
3.277,82.2759177312
3.278,82.2457971346
3.279,82.2156762052
3.28,82.1855549431
3.281,82.1554333483
3.282,82.1253114208
3.283,82.0951891607
3.284,82.065066568
3.285,82.0349436427
3.286,82.004820385
3.287,81.9746967947
3.288,81.9445728721
3.289,81.914448617
3.29,81.8843240296
3.291,81.8541991099
3.292,81.8240738579
3.293,81.7939482737
3.294,81.7638223574
3.295,81.7336961089
3.296,81.7035695284
3.297,81.6734426158
3.298,81.6433153713
3.299,81.6131877948
3.3,81.5830598865
3.301,81.5529316463
3.302,81.5228030744
3.303,81.4926741707
3.304,81.4625449354
3.305,81.4324153685
3.306,81.40228547
3.307,81.37215524
3.308,81.3420246787
3.309,81.3118937859
3.31,81.2817625618
3.311,81.2516310065
3.312,81.2214991199
3.313,81.1913669023
3.314,81.1612343536
3.315,81.1311014738
3.316,81.1009682632
3.317,81.0708347216
3.318,81.0407008493
3.319,81.0105666462
3.32,80.9804321124
3.321,80.9502972481
3.322,80.9201620532
3.323,80.8900265279
3.324,80.8598906721
3.325,80.8297544861
3.326,80.7996179698
3.327,80.7694811233
3.328,80.7393439468
3.329,80.7092064402
3.33,80.6790686036
3.331,80.6489304373
3.332,80.6187919411
3.333,80.5886531152
3.334,80.5585139597
3.335,80.5283744746
3.336,80.4982346601
3.337,80.4680945162
3.338,80.4379540429
3.339,80.4078132405
3.34,80.3776721089
3.341,80.3475306483
3.342,80.3173888587
3.343,80.2872467402
3.344,80.257104293
3.345,80.226961517
3.346,80.1968184125
3.347,80.1666749794
3.348,80.1365312178
3.349,80.106387128
3.35,80.0762427098
3.351,80.0460979636
3.352,80.0159528892
3.353,79.9858074869
3.354,79.9556617567
3.355,79.9255156988
3.356,79.8953693131
3.357,79.8652225999
3.358,79.8350755592
3.359,79.8049281911
3.36,79.7747804957
3.361,79.7446324732
3.362,79.7144841235
3.363,79.6843354469
3.364,79.6541864433
3.365,79.624037113
3.366,79.5938874561
3.367,79.5637374725
3.368,79.5335871625
3.369,79.5034365261
3.37,79.4732855635
3.371,79.4431342747
3.372,79.4129826599
3.373,79.3828307192
3.374,79.3526784526
3.375,79.3225258604
3.376,79.2923729425
3.377,79.2622196992
3.378,79.2320661304
3.379,79.2019122365
3.38,79.1717580173
3.381,79.1416034732
3.382,79.1114486041
3.383,79.0812934102
3.384,79.0511378916
3.385,79.0209820485
3.386,78.9908258809
3.387,78.960669389
3.388,78.9305125729
3.389,78.9003554326
3.39,78.8701979684
3.391,78.8400401804
3.392,78.8098820686
3.393,78.7797236332
3.394,78.7495648743
3.395,78.7194057921
3.396,78.6892463866
3.397,78.659086658
3.398,78.6289266064
3.399,78.598766232
3.4,78.5686055348
3.401,78.538444515
3.402,78.5082831727
3.403,78.4781215081
3.404,78.4479595213
3.405,78.4177972123
3.406,78.3876345814
3.407,78.3574716287
3.408,78.3273083543
3.409,78.2971447583
3.41,78.2669808408
3.411,78.2368166021
3.412,78.2066520422
3.413,78.1764871612
3.414,78.1463219594
3.415,78.1161564368
3.416,78.0859905935
3.417,78.0558244298
3.418,78.0256579457
3.419,77.9954911415
3.42,77.9653240171
3.421,77.9351565728
3.422,77.9049888087
3.423,77.8748207249
3.424,77.8446523216
3.425,77.814483599
3.426,77.7843145571
3.427,77.7541451961
3.428,77.7239755162
3.429,77.6938055175
3.43,77.6636352001
3.431,77.6334645641
3.432,77.6032936099
3.433,77.5731223373
3.434,77.5429507467
3.435,77.5127788382
3.436,77.4826066119
3.437,77.4524340679
3.438,77.4222612065
3.439,77.3920880277
3.44,77.3619145317
3.441,77.3317407187
3.442,77.3015665887
3.443,77.2713921421
3.444,77.2412173788
3.445,77.2110422991
3.446,77.1808669031
3.447,77.1506911909
3.448,77.1205151628
3.449,77.0903388189
3.45,77.0601621592
3.451,77.0299851841
3.452,76.9998078935
3.453,76.9696302878
3.454,76.939452367
3.455,76.9092741313
3.456,76.8790955808
3.457,76.8489167158
3.458,76.8187375363
3.459,76.7885580426
3.46,76.7583782347
3.461,76.7281981129
3.462,76.6980176773
3.463,76.667836928
3.464,76.6376558653
3.465,76.6074744892
3.466,76.5772928
3.467,76.5471107978
3.468,76.5169284828
3.469,76.4867458551
3.47,76.4565629148
3.471,76.4263796622
3.472,76.3961960975
3.473,76.3660122207
3.474,76.3358280321
3.475,76.3056435317
3.476,76.2754587199
3.477,76.2452735966
3.478,76.2150881622
3.479,76.1849024167
3.48,76.1547163604
3.481,76.1245299934
3.482,76.0943433158
3.483,76.0641563279
3.484,76.0339690297
3.485,76.0037814216
3.486,75.9735935035
3.487,75.9434052758
3.488,75.9132167386
3.489,75.883027892
3.49,75.8528387362
3.491,75.8226492713
3.492,75.7924594977
3.493,75.7622694153
3.494,75.7320790245
3.495,75.7018883253
3.496,75.6716973179
3.497,75.6415060026
3.498,75.6113143794
3.499,75.5811224486
3.5,75.5509302103
3.501,75.5207376647
3.502,75.4905448119
3.503,75.4603516522
3.504,75.4301581858
3.505,75.3999644127
3.506,75.3697703331
3.507,75.3395759473
3.508,75.3093812554
3.509,75.2791862576
3.51,75.2489909541
3.511,75.218795345
3.512,75.1885994305
3.513,75.1584032108
3.514,75.1282066861
3.515,75.0980098565
3.516,75.0678127222
3.517,75.0376152834
3.518,75.0074175403
3.519,74.977219493
3.52,74.9470211417
3.521,74.9168224867
3.522,74.886623528
3.523,74.8564242659
3.524,74.8262247005
3.525,74.7960248321
3.526,74.7658246607
3.527,74.7356241866
3.528,74.7054234099
3.529,74.6752223309
3.53,74.6450209497
3.531,74.6148192664
3.532,74.5846172814
3.533,74.5544149947
3.534,74.5242124065
3.535,74.494009517
3.536,74.4638063264
3.537,74.4336028348
3.538,74.4033990426
3.539,74.3731949497
3.54,74.3429905564
3.541,74.312785863
3.542,74.2825808695
3.543,74.2523755761
3.544,74.2221699831
3.545,74.1919640906
3.546,74.1617578988
3.547,74.1315514079
3.548,74.101344618
3.549,74.0711375294
3.55,74.0409301422
3.551,74.0107224566
3.552,73.9805144727
3.553,73.9503061909
3.554,73.9200976112
3.555,73.8898887338
3.556,73.859679559
3.557,73.8294700868
3.558,73.7992603175
3.559,73.7690502513
3.56,73.7388398883
3.561,73.7086292288
3.562,73.6784182728
3.563,73.6482070207
