"Freq [GHz]","dB(S(1,1)) [] - line_width='1mm' reflect_length='10mm'","dB(S(1,1)) [] - line_width='3.09mm' reflect_length='15mm'"
4.569,-0.175845556415241,-0.243680268780402
4.57,-0.175865697700217,-0.24369198628879
4.571,-0.175885836508431,-0.243703629377168
4.572,-0.17590597282616,-0.243715197759109
4.573,-0.175926106639616,-0.243726691147838
4.574,-0.175946237934936,-0.243738109256388
4.575,-0.17596636669819,-0.243749451797451
4.576,-0.175986492915372,-0.243760718483443
4.577,-0.176006616572401,-0.24377190902651
4.578,-0.17602673765513,-0.24378302313848
4.579,-0.17604685614934,-0.243794060530923
4.58,-0.176066972040737,-0.243805020915159
4.581,-0.176087085314951,-0.243815904002135
4.582,-0.176107195957547,-0.243826709502624
4.583,-0.17612730395402,-0.243837437127038
4.584,-0.176147409289774,-0.243848086585549
4.585,-0.17616751195017,-0.24385865758804
4.586,-0.176187611920471,-0.243869149844104
4.587,-0.176207709185881,-0.243879563063087
4.588,-0.176227803731517,-0.243889896954028
4.589,-0.176247895542445,-0.243900151225697
4.59,-0.176267984603641,-0.243910325586608
4.591,-0.176288070900008,-0.243920419744971
4.592,-0.17630815441639,-0.243930433408735
4.593,-0.176328235137541,-0.243940366285575
4.594,-0.176348313048151,-0.243950218082907
4.595,-0.176368388132837,-0.243959988507849
4.596,-0.176388460376149,-0.243969677267278
4.597,-0.176408529762535,-0.243979284067752
4.598,-0.176428596276402,-0.243988808615625
4.599,-0.176448659902067,-0.243998250616923
4.6,-0.176468720623786,-0.244007609777449
4.601,-0.176488778425726,-0.244016885802693
4.602,-0.176508833291981,-0.244026078397917
4.603,-0.17652888520658,-0.244035187268093
4.604,-0.176548934153476,-0.244044212117952
4.605,-0.176568980116545,-0.244053152651939
4.606,-0.17658902307959,-0.244062008574214
4.607,-0.17660906302634,-0.244070779588733
4.608,-0.176629099940453,-0.244079465399137
4.609,-0.176649133805496,-0.244088065708837
4.61,-0.176669164604993,-0.244096580220961
4.611,-0.176689192322357,-0.244105008638384
4.612,-0.176709216940952,-0.244113350663723
4.613,-0.176729238444057,-0.244121605999339
4.614,-0.176749256814881,-0.24412977434733
4.615,-0.176769272036557,-0.244137855409524
4.616,-0.176789284092137,-0.244145848887524
4.617,-0.1768092929646,-0.244153754482653
4.618,-0.176829298636857,-0.244161571895976
4.619,-0.176849301091741,-0.244169300828317
4.62,-0.17686930031199,-0.244176940980234
4.621,-0.17688929628031,-0.244184492052059
4.622,-0.17690928897929,-0.244191953743821
4.623,-0.17692927839146,-0.244199325755337
4.624,-0.176949264499278,-0.244206607786174
4.625,-0.17696924728511,-0.244213799535625
4.626,-0.176989226731271,-0.244220900702752
4.627,-0.17700920281998,-0.244227910986361
4.628,-0.177029175533395,-0.244234830085016
4.629,-0.177049144853592,-0.244241657697024
4.63,-0.177069110762547,-0.244248393520455
4.631,-0.177089073242196,-0.244255037253112
4.632,-0.17710903227439,-0.244261588592607
4.633,-0.17712898784089,-0.244268047236235
4.634,-0.177148939923381,-0.24427441288109
4.635,-0.177168888503508,-0.244280685224035
4.636,-0.177188833562773,-0.244286863961661
4.637,-0.177208775082666,-0.244292948790341
4.638,-0.177228713044568,-0.244298939406173
4.639,-0.177248647429779,-0.244304835505075
4.64,-0.177268578219541,-0.244310636782665
4.641,-0.177288505395002,-0.244316342934363
4.642,-0.17730842893725,-0.244321953655325
4.643,-0.177328348827276,-0.244327468640487
4.644,-0.177348265046017,-0.244332887584551
4.645,-0.177368177574306,-0.244338210181966
4.646,-0.177388086392921,-0.244343436126973
4.647,-0.177407991482553,-0.244348565113555
4.648,-0.177427892823806,-0.244353596835497
4.649,-0.177447790397242,-0.244358530986303
4.65,-0.177467684183302,-0.244363367259282
4.651,-0.177487574162372,-0.244368105347505
4.652,-0.17750746031476,-0.244372744943811
4.653,-0.177527342620682,-0.244377285740804
4.654,-0.177547221060296,-0.244381727430868
4.655,-0.177567095613668,-0.244386069706163
4.656,-0.177586966260787,-0.244390312258634
4.657,-0.177606832981589,-0.244394454779956
4.658,-0.177626695755877,-0.244398496961634
4.659,-0.177646554563431,-0.244402438494906
4.66,-0.177666409383929,-0.244406279070806
4.661,-0.177686260196951,-0.24441001838016
4.662,-0.177706106982044,-0.244413656113558
4.663,-0.177725949718639,-0.244417191961357
4.664,-0.177745788386107,-0.244420625613695
4.665,-0.177765622963733,-0.244423956760527
4.666,-0.177785453430718,-0.244427185091566
4.667,-0.177805279766198,-0.24443031029628
4.668,-0.177825101949227,-0.244433332063962
4.669,-0.177844919958754,-0.244436250083687
4.67,-0.177864733773698,-0.244439064044279
4.671,-0.177884543372859,-0.244441773634391
4.672,-0.177904348734961,-0.244444378542441
4.673,-0.177924149838672,-0.244446878456616
4.674,-0.177943946662563,-0.244449273064944
4.675,-0.17796373918511,-0.244451562055184
4.676,-0.177983527384766,-0.244453745114923
4.677,-0.178003311239829,-0.244455821931526
4.678,-0.178023090728578,-0.244457792192153
4.679,-0.178042865829181,-0.24445965558376
4.68,-0.178062636519733,-0.244461411793065
4.681,-0.17808240277825,-0.244463060506648
4.682,-0.178102164582677,-0.244464601410797
4.683,-0.178121921910866,-0.244466034191669
4.684,-0.178141674740578,-0.244467358535188
4.685,-0.178161423049533,-0.244468574127066
4.686,-0.178181166815336,-0.244469680652841
4.687,-0.178200906015524,-0.244470677797812
4.688,-0.178220640627555,-0.244471565247119
4.689,-0.178240370628792,-0.244472342685674
4.69,-0.178260095996537,-0.2444730097982
4.691,-0.178279816708001,-0.244473566269236
4.692,-0.178299532740322,-0.244474011783082
4.693,-0.17831924407055,-0.244474346023912
4.694,-0.178338950675648,-0.244474568675623
4.695,-0.178358652532519,-0.244474679421988
4.696,-0.178378349617963,-0.244474677946555
4.697,-0.178398041908712,-0.244474563932687
4.698,-0.1784177293814,-0.244474337063519
4.699,-0.178437412012631,-0.244473997022073
4.7,-0.17845708977884,-0.244473543491103
4.701,-0.178476762656465,-0.244472976153243
4.702,-0.17849643062181,-0.244472294690872
4.703,-0.17851609365112,-0.244471498786222
4.704,-0.178535751720562,-0.244470588121337
4.705,-0.178555404806207,-0.244469562378068
4.706,-0.178575052884048,-0.244468421238071
4.707,-0.178594695930003,-0.244467164382853
4.708,-0.178614333919899,-0.244465791493676
4.709,-0.178633966829486,-0.2444643022517
4.71,-0.178653594634443,-0.24446269633784
4.711,-0.178673217310343,-0.244460973432863
4.712,-0.178692834832696,-0.244459133217342
4.713,-0.178712447176933,-0.244457175371683
4.714,-0.178732054318375,-0.244455099576101
4.715,-0.178751656232288,-0.244452905510653
4.716,-0.178771252893848,-0.244450592855192
4.717,-0.178790844278163,-0.244448161289424
4.718,-0.178810430360208,-0.244445610492879
4.719,-0.17883001111494,-0.24444294014489
4.72,-0.17884958651719,-0.24444014992464
4.721,-0.178869156541728,-0.244437239511129
4.722,-0.17888872116323,-0.244434208583194
4.723,-0.178908280356297,-0.244431056819502
4.724,-0.178927834095427,-0.244427783898545
4.725,-0.178947382355067,-0.244424389498642
4.726,-0.178966925109555,-0.244420873297986
4.727,-0.17898646233317,-0.244417234974528
4.728,-0.179005994000075,-0.244413474206132
4.729,-0.17902552008438,-0.244409590670455
4.73,-0.179045040560097,-0.244405584044986
4.731,-0.179064555401163,-0.244401454007091
4.732,-0.179084064581408,-0.244397200233917
4.733,-0.17910356807462,-0.244392822402515
4.734,-0.179123065854472,-0.244388320189717
4.735,-0.179142557894546,-0.244383693272235
4.736,-0.179162044168376,-0.244378941326612
4.737,-0.179181524649384,-0.244374064029217
4.738,-0.179200999310915,-0.244369061056311
4.739,-0.179220468126232,-0.244363932083931
4.74,-0.179239931068516,-0.244358676788018
4.741,-0.17925938811086,-0.244353294844343
4.742,-0.17927883922627,-0.244347785928498
4.743,-0.179298284387671,-0.244342149715967
4.744,-0.179317723567916,-0.244336385882049
4.745,-0.179337156739759,-0.244330494101916
4.746,-0.17935658387586,-0.244324474050567
4.747,-0.179376004948825,-0.244318325402879
4.748,-0.179395419931151,-0.244312047833573
4.749,-0.179414828795247,-0.244305641017212
4.75,-0.179434231513465,-0.244299104628243
4.751,-0.17945362805805,-0.24429243834093
4.752,-0.179473018401172,-0.244285641829423
4.753,-0.1794924025149,-0.244278714767726
4.754,-0.179511780371235,-0.244271656829668
4.755,-0.179531151942098,-0.244264467688996
4.756,-0.179550517199302,-0.244257147019283
4.757,-0.179569876114587,-0.244249694493965
4.758,-0.179589228659624,-0.244242109786343
4.759,-0.17960857480597,-0.244234392569584
4.76,-0.179627914525117,-0.24422654251671
4.761,-0.17964724778846,-0.244218559300621
4.762,-0.179666574567321,-0.244210442594086
4.763,-0.179685894832925,-0.244202192069725
4.764,-0.17970520855642,-0.244193807400034
4.765,-0.179724515708855,-0.244185288257384
4.766,-0.179743816261212,-0.244176634314003
4.767,-0.17976311018437,-0.244167845242
4.768,-0.179782397449144,-0.244158920713367
4.769,-0.179801678026226,-0.244149860399927
4.77,-0.179820951886268,-0.244140663973429
4.771,-0.179840218999814,-0.244131331105466
4.772,-0.179859479337313,-0.244121861467516
4.773,-0.179878732869134,-0.244112254730927
4.774,-0.179897979565559,-0.244102510566936
4.775,-0.179917219396807,-0.244092628646641
4.776,-0.17993645233297,-0.244082608641038
4.777,-0.17995567834409,-0.244072450220993
4.778,-0.179974897400107,-0.244062153057257
4.779,-0.179994109470858,-0.244051716820465
4.78,-0.180013314526124,-0.244041141181135
4.781,-0.180032512535589,-0.244030425809666
4.782,-0.180051703468838,-0.244019570376336
4.783,-0.180070887295387,-0.244008574551334
4.784,-0.180090063984657,-0.243997438004711
4.785,-0.180109233505983,-0.243986160406401
4.786,-0.180128395828598,-0.243974741426282
4.787,-0.180147550921685,-0.243963180734032
4.788,-0.180166698754296,-0.243951477999294
4.789,-0.180185839295434,-0.243939632891591
4.79,-0.180204972513996,-0.243927645080309
4.791,-0.180224098378793,-0.243915514234752
4.792,-0.180243216858542,-0.243903240024108
4.793,-0.180262327921894,-0.24389082211748
4.794,-0.180281431537385,-0.243878260183857
4.795,-0.180300527673495,-0.243865553892101
4.796,-0.180319616298595,-0.24385270291102
4.797,-0.180338697380965,-0.243839706909277
4.798,-0.180357770888817,-0.243826565555467
4.799,-0.180376836790253,-0.243813278518076
4.8,-0.180395895053309,-0.243799845465509
4.801,-0.180414945645923,-0.243786266066045
4.802,-0.180433988535934,-0.24377253998788
4.803,-0.180453023691102,-0.243758666899121
4.804,-0.180472051079136,-0.243744646467788
4.805,-0.18049107066758,-0.243730478361804
4.806,-0.180510082423949,-0.243716162248986
4.807,-0.180529086315667,-0.24370169779708
4.808,-0.180548082310043,-0.243687084673726
4.809,-0.180567070374306,-0.243672322546503
4.81,-0.180586050475614,-0.243657411082885
4.811,-0.180605022581006,-0.243642349950252
4.812,-0.180623986657483,-0.243627138815911
4.813,-0.180642942671906,-0.243611777347093
4.814,-0.180661890591056,-0.24359626521091
4.815,-0.180680830381663,-0.243580602074438
4.816,-0.180699762010322,-0.243564787604642
4.817,-0.180718685443568,-0.24354882146842
4.818,-0.180737600647848,-0.24353270333259
4.819,-0.180756507589497,-0.243516432863889
4.82,-0.180775406234783,-0.24350000972898
4.821,-0.180794296549868,-0.24348343359444
4.822,-0.180813178500858,-0.243466704126795
4.823,-0.180832052053718,-0.243449820992445
4.824,-0.180850917174371,-0.243432783857792
4.825,-0.180869773828632,-0.243415592389116
4.826,-0.180888621982228,-0.24339824625263
4.827,-0.180907461600788,-0.243380745114491
4.828,-0.180926292649874,-0.243363088640778
4.829,-0.18094511509492,-0.243345276497514
4.83,-0.180963928901322,-0.243327308350627
4.831,-0.180982734034352,-0.243309183866022
4.832,-0.181001530459211,-0.243290902709509
4.833,-0.181020318140975,-0.243272464546832
4.834,-0.181039097044672,-0.243253869043689
4.835,-0.181057867135236,-0.243235115865713
4.836,-0.181076628377477,-0.243216204678467
4.837,-0.181095380736151,-0.24319713514747
4.838,-0.181114124175905,-0.243177906938157
4.839,-0.18113285866131,-0.24315851971594
4.84,-0.18115158415683,-0.243138973146145
4.841,-0.181170300626866,-0.243119266894057
4.842,-0.181189008035694,-0.243099400624908
4.843,-0.18120770634752,-0.243079374003864
4.844,-0.181226395526465,-0.243059186696047
4.845,-0.181245075536556,-0.243038838366545
4.846,-0.181263746341705,-0.243018328680353
4.847,-0.181282407905782,-0.242997657302461
4.848,-0.181301060192522,-0.242976823897784
4.849,-0.181319703165589,-0.242955828131195
4.85,-0.181338336788572,-0.242934669667549
4.851,-0.181356961024927,-0.242913348171602
4.852,-0.181375575838061,-0.242891863308121
4.853,-0.18139418119127,-0.242870214741774
4.854,-0.181412777047774,-0.242848402137254
4.855,-0.181431363370678,-0.242826425159167
4.856,-0.181449940123023,-0.242804283472068
4.857,-0.181468507267734,-0.242781976740514
4.858,-0.181487064767673,-0.242759504629011
4.859,-0.181505612585574,-0.242736866802019
4.86,-0.181524150684134,-0.242714062923948
4.861,-0.18154267902591,-0.242691092659214
4.862,-0.181561197573378,-0.242667955672175
4.863,-0.181579706288956,-0.242644651627163
4.864,-0.181598205134921,-0.242621180188469
4.865,-0.181616694073485,-0.242597541020355
4.866,-0.181635173066783,-0.242573733787076
4.867,-0.181653642076828,-0.242549758152829
4.868,-0.181672101065576,-0.2425256137818
4.869,-0.181690549994851,-0.24250130033816
4.87,-0.181708988826407,-0.242476817486029
4.871,-0.181727417521926,-0.242452164889519
4.872,-0.181745836042969,-0.242427342212714
4.873,-0.181764244351009,-0.242402349119683
4.874,-0.18178264240745,-0.242377185274472
4.875,-0.181801030173573,-0.242351850341102
4.876,-0.181819407610586,-0.242326343983592
4.877,-0.181837774679615,-0.242300665865907
4.878,-0.181856131341663,-0.242274815652042
4.879,-0.181874477557665,-0.242248793005954
4.88,-0.181892813288475,-0.242222597591574
4.881,-0.181911138494816,-0.242196229072843
4.882,-0.181929453137352,-0.242169687113674
4.883,-0.181947757176648,-0.242142971377994
4.884,-0.181966050573168,-0.242116081529674
4.885,-0.181984333287297,-0.242089017232623
4.886,-0.182002605279311,-0.242061778150717
4.887,-0.182020866509408,-0.242034363947828
4.888,-0.182039116937696,-0.242006774287842
4.889,-0.182057356524173,-0.241979008834613
4.89,-0.182075585228759,-0.241951067252002
4.891,-0.182093803011283,-0.241922949203886
4.892,-0.182112009831479,-0.24189465435411
4.893,-0.182130205648987,-0.241866182366541
4.894,-0.182148390423326,-0.241837532905016
4.895,-0.182166564113994,-0.241808705633448
4.896,-0.18218472668033,-0.241779700215658
4.897,-0.182202878081601,-0.241750516315542
4.898,-0.182221018277,-0.241721153596965
4.899,-0.182239147225591,-0.24169161172382
4.9,-0.182257264886382,-0.241661890359994
4.901,-0.182275371218243,-0.241631989169383
4.902,-0.182293466180019,-0.241601907815889
4.903,-0.182311549730396,-0.241571645963464
4.904,-0.182329621828004,-0.241541203276005
4.905,-0.182347682431372,-0.241510579417472
4.906,-0.182365731498922,-0.241479774051825
4.907,-0.18238376898901,-0.241448786843057
4.908,-0.182401794859869,-0.241417617455137
4.909,-0.182419809069665,-0.241386265552085
4.91,-0.18243781157645,-0.241354730797912
4.911,-0.182455802338203,-0.241323012856693
4.912,-0.18247378131279,-0.24129111139249
4.913,-0.182491748457996,-0.241259026069384
4.914,-0.182509703731513,-0.241226756551502
4.915,-0.182527647090924,-0.241194302502977
4.916,-0.182545578493742,-0.241161663587971
4.917,-0.182563497897365,-0.241128839470673
4.918,-0.182581405259116,-0.241095829815314
4.919,-0.18259930053622,-0.241062634286132
4.92,-0.182617183685794,-0.2410292525474
4.921,-0.182635054664879,-0.240995684263436
4.922,-0.182652913430396,-0.24096192909857
4.923,-0.182670759939219,-0.240927986717181
4.924,-0.182688594148081,-0.240893856783685
4.925,-0.182706416013659,-0.24085953896251
4.926,-0.182724225492492,-0.24082503291814
4.927,-0.182742022541068,-0.240790338315093
4.928,-0.18275980711576,-0.240755454817927
4.929,-0.182777579172863,-0.240720382091238
4.93,-0.182795338668538,-0.240685119799653
4.931,-0.182813085558913,-0.240649667607866
4.932,-0.182830819799968,-0.240614025180594
4.933,-0.182848541347603,-0.240578192182599
4.934,-0.182866250157659,-0.2405421682787
4.935,-0.182883946185833,-0.240505953133752
4.936,-0.182901629387744,-0.24046954641266
4.937,-0.182919299718945,-0.240432947780379
4.938,-0.182936957134845,-0.240396156901918
4.939,-0.182954601590809,-0.240359173442331
4.94,-0.182972233042083,-0.240321997066735
4.941,-0.182989851443793,-0.240284627440291
4.942,-0.183007456751022,-0.240247064228199
4.943,-0.183025048918721,-0.240209307095746
4.944,-0.183042627901768,-0.24017135570827
4.945,-0.183060193654938,-0.240133209731143
4.946,-0.183077746132898,-0.24009486882983
4.947,-0.183095285290241,-0.240056332669805
4.948,-0.183112811081474,-0.240017600916666
4.949,-0.183130323460962,-0.239978673236039
4.95,-0.183147822383019,-0.239939549293621
4.951,-0.183165307801861,-0.239900228755147
4.952,-0.183182779671587,-0.239860711286476
4.953,-0.183200237946218,-0.239820996553488
4.954,-0.183217682579679,-0.239781084222121
4.955,-0.183235113525785,-0.239740973958433
4.956,-0.183252530738285,-0.239700665428518
4.957,-0.1832699341708,-0.239660158298548
4.958,-0.183287323776887,-0.239619452234768
4.959,-0.183304699509986,-0.239578546903487
4.96,-0.183322061323433,-0.239537441971113
4.961,-0.183339409170502,-0.239496137104103
4.962,-0.183356743004355,-0.239454631969012
4.963,-0.183374062778051,-0.239412926232464
4.964,-0.183391368444565,-0.239371019561177
4.965,-0.183408659956772,-0.239328911621918
4.966,-0.18342593726744,-0.239286602081558
4.967,-0.183443200329275,-0.239244090607065
4.968,-0.183460449094857,-0.239201376865465
4.969,-0.183477683516671,-0.239158460523879
4.97,-0.183494903547136,-0.239115341249508
4.971,-0.183512109138525,-0.239072018709654
4.972,-0.183529300243078,-0.239028492571711
4.973,-0.183546476812885,-0.238984762503141
4.974,-0.183563638799966,-0.238940828171507
4.975,-0.183580786156255,-0.238896689244486
4.976,-0.183597918833554,-0.238852345389817
4.977,-0.183615036783624,-0.238807796275332
4.978,-0.183632139958065,-0.238763041569003
4.979,-0.183649228308445,-0.238718080938847
4.98,-0.183666301786187,-0.238672914053009
4.981,-0.183683360342632,-0.238627540579716
4.982,-0.183700403929055,-0.238581960187322
4.983,-0.183717432496602,-0.238536172544258
4.984,-0.183734445996316,-0.238490177319079
4.985,-0.183751444379172,-0.238443974180395
4.986,-0.18376842759604,-0.238397562796989
4.987,-0.183785395597689,-0.238350942837706
4.988,-0.183802348334785,-0.238304113971501
4.989,-0.183819285757918,-0.238257075867463
4.99,-0.183836207817565,-0.238209828194769
4.991,-0.183853114464135,-0.238162370622724
4.992,-0.183870005647873,-0.2381147028207
4.993,-0.183886881319007,-0.238066824458237
4.994,-0.18390374142763,-0.238018735204986
4.995,-0.183920585923748,-0.237970434730673
4.996,-0.183937414757259,-0.237921922705162
4.997,-0.183954227877969,-0.237873198798456
4.998,-0.183971025235596,-0.23782426268064
4.999,-0.183987806779757,-0.237775114021932
5,-0.184004572459978,-0.237725752492705
1,,
1.001,,
1.002,,
1.003,,
1.004,,
1.005,,
1.006,,
1.007,,
1.008,,
1.009,,
1.01,,
1.011,,
1.012,,
1.013,,
1.014,,
1.015,,
1.016,,
1.017,,
1.018,,
1.019,,
1.02,,
1.021,,
1.022,,
1.023,,
1.024,,
1.025,,
1.026,,
1.027,,
1.028,,
1.029,,
1.03,,
1.031,,
1.032,,
1.033,,
1.034,,
1.035,,
1.036,,
1.037,,
1.038,,
1.039,,
1.04,,
1.041,,
1.042,,
1.043,,
1.044,,
1.045,,
1.046,,
1.047,,
1.048,,
1.049,,
1.05,,
1.051,,
1.052,,
1.053,,
1.054,,
1.055,,
1.056,,
1.057,,
1.058,,
1.059,,
1.06,,
1.061,,
1.062,,
1.063,,
1.064,,
1.065,,
1.066,,
1.067,,
1.068,,
1.069,,
1.07,,
1.071,,
1.072,,
1.073,,
1.074,,
1.075,,
1.076,,
1.077,,
1.078,,
1.079,,
1.08,,
1.081,,
1.082,,
1.083,,
1.084,,
1.085,,
1.086,,
1.087,,
1.088,,
1.089,,
1.09,,
1.091,,
1.092,,
1.093,,
1.094,,
1.095,,
1.096,,
1.097,,
1.098,,
1.099,,
1.1,,
1.101,,
1.102,,
1.103,,
1.104,,
1.105,,
1.106,,
1.107,,
1.108,,
1.109,,
1.11,,
1.111,,
1.112,,
1.113,,
1.114,,
1.115,,
1.116,,
1.117,,
1.118,,
1.119,,
1.12,,
1.121,,
1.122,,
1.123,,
1.124,,
1.125,,
1.126,,
1.127,,
1.128,,
1.129,,
1.13,,
1.131,,
1.132,,
1.133,,
1.134,,
1.135,,
1.136,,
1.137,,
1.138,,
1.139,,
1.14,,
1.141,,
1.142,,
1.143,,
1.144,,
1.145,,
1.146,,
1.147,,
1.148,,
1.149,,
1.15,,
1.151,,
1.152,,
1.153,,
1.154,,
1.155,,
1.156,,
1.157,,
1.158,,
1.159,,
1.16,,
1.161,,
1.162,,
1.163,,
1.164,,
1.165,,
1.166,,
1.167,,
1.168,,
1.169,,
1.17,,
1.171,,
1.172,,
1.173,,
1.174,,
1.175,,
1.176,,
1.177,,
1.178,,
1.179,,
1.18,,
1.181,,
1.182,,
1.183,,
1.184,,
1.185,,
1.186,,
1.187,,
1.188,,
1.189,,
1.19,,
1.191,,
1.192,,
1.193,,
1.194,,
1.195,,
1.196,,
1.197,,
1.198,,
1.199,,
1.2,,
1.201,,
1.202,,
1.203,,
1.204,,
1.205,,
1.206,,
1.207,,
1.208,,
1.209,,
1.21,,
1.211,,
1.212,,
1.213,,
1.214,,
1.215,,
1.216,,
1.217,,
1.218,,
1.219,,
1.22,,
1.221,,
1.222,,
1.223,,
1.224,,
1.225,,
1.226,,
1.227,,
1.228,,
1.229,,
1.23,,
1.231,,
1.232,,
1.233,,
1.234,,
1.235,,
1.236,,
1.237,,
1.238,,
1.239,,
1.24,,
1.241,,
1.242,,
1.243,,
1.244,,
1.245,,
1.246,,
1.247,,
1.248,,
1.249,,
1.25,,
1.251,,
1.252,,
1.253,,
1.254,,
1.255,,
1.256,,
1.257,,
1.258,,
1.259,,
1.26,,
1.261,,
1.262,,
1.263,,
1.264,,
1.265,,
1.266,,
1.267,,
1.268,,
1.269,,
1.27,,
1.271,,
1.272,,
1.273,,
1.274,,
1.275,,
1.276,,
1.277,,
1.278,,
1.279,,
1.28,,
1.281,,
1.282,,
1.283,,
1.284,,
1.285,,
1.286,,
1.287,,
1.288,,
1.289,,
1.29,,
1.291,,
1.292,,
1.293,,
1.294,,
1.295,,
1.296,,
1.297,,
1.298,,
1.299,,
1.3,,
1.301,,
1.302,,
1.303,,
1.304,,
1.305,,
1.306,,
1.307,,
1.308,,
1.309,,
1.31,,
1.311,,
1.312,,
1.313,,
1.314,,
1.315,,
1.316,,
1.317,,
1.318,,
1.319,,
1.32,,
1.321,,
1.322,,
1.323,,
1.324,,
1.325,,
1.326,,
1.327,,
1.328,,
1.329,,
1.33,,
1.331,,
1.332,,
1.333,,
1.334,,
1.335,,
1.336,,
1.337,,
1.338,,
1.339,,
1.34,,
1.341,,
1.342,,
1.343,,
1.344,,
1.345,,
1.346,,
1.347,,
1.348,,
1.349,,
1.35,,
1.351,,
1.352,,
1.353,,
1.354,,
1.355,,
1.356,,
1.357,,
1.358,,
1.359,,
1.36,,
1.361,,
1.362,,
1.363,,
1.364,,
1.365,,
1.366,,
1.367,,
1.368,,
1.369,,
1.37,,
1.371,,
1.372,,
1.373,,
1.374,,
1.375,,
1.376,,
1.377,,
1.378,,
1.379,,
1.38,,
1.381,,
1.382,,
1.383,,
1.384,,
1.385,,
1.386,,
1.387,,
1.388,,
1.389,,
1.39,,
1.391,,
1.392,,
1.393,,
1.394,,
1.395,,
1.396,,
1.397,,
1.398,,
1.399,,
1.4,,
1.401,,
1.402,,
1.403,,
1.404,,
1.405,,
1.406,,
1.407,,
1.408,,
1.409,,
1.41,,
1.411,,
1.412,,
1.413,,
1.414,,
1.415,,
1.416,,
1.417,,
1.418,,
1.419,,
1.42,,
1.421,,
1.422,,
1.423,,
1.424,,
1.425,,
1.426,,
1.427,,
1.428,,
1.429,,
1.43,,
1.431,,
1.432,,
1.433,,
1.434,,
1.435,,
1.436,,
1.437,,
1.438,,
1.439,,
1.44,,
1.441,,
1.442,,
1.443,,
1.444,,
1.445,,
1.446,,
1.447,,
1.448,,
1.449,,
1.45,,
1.451,,
1.452,,
1.453,,
1.454,,
1.455,,
1.456,,
1.457,,
1.458,,
1.459,,
1.46,,
1.461,,
1.462,,
1.463,,
1.464,,
1.465,,
1.466,,
1.467,,
1.468,,
1.469,,
1.47,,
1.471,,
1.472,,
1.473,,
1.474,,
1.475,,
1.476,,
1.477,,
1.478,,
1.479,,
1.48,,
1.481,,
1.482,,
1.483,,
1.484,,
1.485,,
1.486,,
1.487,,
1.488,,
1.489,,
1.49,,
1.491,,
1.492,,
1.493,,
1.494,,
1.495,,
1.496,,
1.497,,
1.498,,
1.499,,
1.5,,
1.501,,
1.502,,
1.503,,
1.504,,
1.505,,
1.506,,
1.507,,
1.508,,
1.509,,
1.51,,
1.511,,
1.512,,
1.513,,
1.514,,
1.515,,
1.516,,
1.517,,
1.518,,
1.519,,
1.52,,
1.521,,
1.522,,
1.523,,
1.524,,
1.525,,
1.526,,
1.527,,
1.528,,
1.529,,
1.53,,
1.531,,
1.532,,
1.533,,
1.534,,
1.535,,
1.536,,
1.537,,
1.538,,
1.539,,
1.54,,
1.541,,
1.542,,
1.543,,
1.544,,
1.545,,
1.546,,
1.547,,
1.548,,
1.549,,
1.55,,
1.551,,
1.552,,
1.553,,
1.554,,
1.555,,
1.556,,
1.557,,
1.558,,
1.559,,
1.56,,
1.561,,
1.562,,
1.563,,
1.564,,
1.565,,
1.566,,
1.567,,
1.568,,
1.569,,
1.57,,
1.571,,
1.572,,
1.573,,
1.574,,
1.575,,
1.576,,
1.577,,
1.578,,
1.579,,
1.58,,
1.581,,
1.582,,
1.583,,
1.584,,
1.585,,
1.586,,
1.587,,
1.588,,
1.589,,
1.59,,
1.591,,
1.592,,
1.593,,
1.594,,
1.595,,
1.596,,
1.597,,
1.598,,
1.599,,
1.6,,
1.601,,
1.602,,
1.603,,
1.604,,
1.605,,
1.606,,
1.607,,
1.608,,
1.609,,
1.61,,
1.611,,
1.612,,
1.613,,
1.614,,
1.615,,
1.616,,
1.617,,
1.618,,
1.619,,
1.62,,
1.621,,
1.622,,
1.623,,
1.624,,
1.625,,
1.626,,
1.627,,
1.628,,
1.629,,
1.63,,
1.631,,
1.632,,
1.633,,
1.634,,
1.635,,
1.636,,
1.637,,
1.638,,
1.639,,
1.64,,
1.641,,
1.642,,
1.643,,
1.644,,
1.645,,
1.646,,
1.647,,
1.648,,
1.649,,
1.65,,
1.651,,
1.652,,
1.653,,
1.654,,
1.655,,
1.656,,
1.657,,
1.658,,
1.659,,
1.66,,
1.661,,
1.662,,
1.663,,
1.664,,
1.665,,
1.666,,
1.667,,
1.668,,
1.669,,
1.67,,
1.671,,
1.672,,
1.673,,
1.674,,
1.675,,
1.676,,
1.677,,
1.678,,
1.679,,
1.68,,
1.681,,
1.682,,
1.683,,
1.684,,
1.685,,
1.686,,
1.687,,
1.688,,
1.689,,
1.69,,
1.691,,
1.692,,
1.693,,
1.694,,
1.695,,
1.696,,
1.697,,
1.698,,
1.699,,
1.7,,
1.701,,
1.702,,
1.703,,
1.704,,
1.705,,
1.706,,
1.707,,
1.708,,
1.709,,
1.71,,
1.711,,
1.712,,
1.713,,
1.714,,
1.715,,
1.716,,
1.717,,
1.718,,
1.719,,
1.72,,
1.721,,
1.722,,
1.723,,
1.724,,
1.725,,
1.726,,
1.727,,
1.728,,
1.729,,
1.73,,
1.731,,
1.732,,
1.733,,
1.734,,
1.735,,
1.736,,
