Freq [GHz],"Simul_dB(S(2,1)) []",Measure_S21 Log Mag(dB)
3.396,-0.013924006,-0.034672629
3.397,-0.013924871,-0.0492463
3.398,-0.013925694,-0.046695232
3.399,-0.013926476,-0.034957819
3.4,-0.013927216,-0.047753174
3.401,-0.013927913,-0.013187792
3.402,-0.013928569,-0.067721777
3.403,-0.013929182,-0.051002357
3.404,-0.013929754,-0.040735938
3.405,-0.013930282,-0.045840532
3.406,-0.013930769,-0.048207082
3.407,-0.013931213,-0.043976534
3.408,-0.013931614,-0.014534909
3.409,-0.013931973,-0.06354855
3.41,-0.013932289,-0.056151539
3.411,-0.013932562,-0.048238896
3.412,-0.013932792,-0.036807265
3.413,-0.01393298,-0.03304724
3.414,-0.013933124,-0.041393835
3.415,-0.013933225,-0.049461834
3.416,-0.013933283,-0.075093053
3.417,-0.013933298,-0.048308134
3.418,-0.013933269,-0.068599835
3.419,-0.013933196,-0.067089312
3.42,-0.013933081,-0.053570498
3.421,-0.013932921,-0.009270027
3.422,-0.013932718,-0.070470616
3.423,-0.013932472,-0.04797405
3.424,-0.013932181,-0.051701594
3.425,-0.013931847,-0.046527583
3.426,-0.013931468,-0.06269557
3.427,-0.013931046,-0.055575512
3.428,-0.013930579,-0.042873804
3.429,-0.013930068,-0.054712847
3.43,-0.013929513,-0.054049559
3.431,-0.013928914,-0.069143295
3.432,-0.01392827,-0.064587742
3.433,-0.013927582,-0.07675641
3.434,-0.013926849,-0.065785639
3.435,-0.013926072,-0.060957596
3.436,-0.01392525,-0.046528839
3.437,-0.013924383,-0.075782262
3.438,-0.013923472,-0.064929351
3.439,-0.013922515,-0.07090655
3.44,-0.013921514,-0.03610101
3.441,-0.013920468,-0.068631053
3.442,-0.013919376,-0.042505763
3.443,-0.01391824,-0.067201473
3.444,-0.013917058,-0.048831925
3.445,-0.013915832,-0.044038072
3.446,-0.013914559,-0.080596134
3.447,-0.013913242,-0.029843256
3.448,-0.013911879,-0.08059904
3.449,-0.01391047,-0.077671535
3.45,-0.013909016,-0.053785834
3.451,-0.013907517,-0.085214481
3.452,-0.013905972,-0.067485161
3.453,-0.013904381,-0.028189125
3.454,-0.013902744,-0.041257907
3.455,-0.013901061,-0.045072895
3.456,-0.013899333,-0.095327042
3.457,-0.013897558,-0.026565285
3.458,-0.013895738,-0.068580821
3.459,-0.013893871,-0.044559073
3.46,-0.013891959,-0.08418449
3.461,-0.01389,-0.068444498
3.462,-0.013887995,-0.043342419
3.463,-0.013885944,-0.045531921
3.464,-0.013883846,-0.050551463
3.465,-0.013881702,-0.059358418
3.466,-0.013879512,-0.080574587
3.467,-0.013877275,-0.057611492
3.468,-0.013874992,-0.041665386
3.469,-0.013872662,-0.029778322
3.47,-0.013870286,-0.064799823
3.471,-0.013867863,-0.05396717
3.472,-0.013865393,-0.054835021
3.473,-0.013862876,-0.055210408
3.474,-0.013860313,-0.075220458
3.475,-0.013857703,-0.074291661
3.476,-0.013855046,-0.044948958
3.477,-0.013852342,-0.041467801
3.478,-0.013849591,-0.045756958
3.479,-0.013846793,-0.076144479
3.48,-0.013843948,-0.024551464
3.481,-0.013841056,-0.027068112
3.482,-0.013838116,-0.04562106
3.483,-0.01383513,-0.036181502
3.484,-0.013832096,-0.033664156
3.485,-0.013829016,-0.04394234
3.486,-0.013825888,-0.054244649
3.487,-0.013822712,-0.04947333
3.488,-0.013819489,-0.042972293
3.489,-0.013816219,-0.037395936
3.49,-0.013812902,-0.040223323
3.491,-0.013809537,-0.05382105
3.492,-0.013806124,-0.067180619
3.493,-0.013802664,-0.076272257
3.494,-0.013799157,-0.024777483
3.495,-0.013795601,-0.079574451
3.496,-0.013791999,-0.064449117
3.497,-0.013788348,-0.052949343
3.498,-0.01378465,-0.028853416
3.499,-0.013780904,-0.073471218
3.5,-0.013777111,-0.077103883
3.501,-0.01377327,-0.035771411
3.502,-0.013769381,-0.065881841
3.503,-0.013765444,-0.032015543
3.504,-0.013761459,-0.008738134
3.505,-0.013757426,-0.050165888
3.506,-0.013753346,-0.025704259
3.507,-0.013749218,-0.061187241
3.508,-0.013745042,-0.048658952
3.509,-0.013740817,-0.04643498
3.51,-0.013736545,-0.023842772
3.511,-0.013732225,-0.047459751
3.512,-0.013727857,-0.057916235
3.513,-0.013723441,-0.059463054
3.514,-0.013718977,-0.020739077
3.515,-0.013714464,-0.048037052
3.516,-0.013709904,-0.068650737
3.517,-0.013705296,-0.037204981
3.518,-0.013700639,-0.03821094
3.519,-0.013695935,-0.039550934
3.52,-0.013691182,-0.02743247
3.521,-0.013686381,-0.058553919
3.522,-0.013681532,-0.067014202
3.523,-0.013676635,-0.013734964
3.524,-0.013671689,-0.018561929
3.525,-0.013666696,-0.022211129
3.526,-0.013661654,-0.050590415
3.527,-0.013656564,-0.023427658
3.528,-0.013651426,-0.077228054
3.529,-0.013646239,-0.056495793
3.53,-0.013641005,-0.044749513
3.531,-0.013635722,-0.039128792
3.532,-0.013630391,-0.038415041
3.533,-0.013625011,-0.041283168
3.534,-0.013619584,-0.091808029
3.535,-0.013614108,-0.035118382
3.536,-0.013608584,-0.039222222
3.537,-0.013603012,-0.077661961
3.538,-0.013597391,-0.071571574
3.539,-0.013591722,-0.026753442
3.54,-0.013586005,-0.006343018
3.541,-0.01358024,-0.075921044
3.542,-0.013574426,-0.075040892
3.543,-0.013568565,-0.057078145
3.544,-0.013562655,-0.070818119
3.545,-0.013556697,-0.036690984
3.546,-0.01355069,-0.037924122
3.547,-0.013544635,-0.051965587
3.548,-0.013538533,-0.03852281
3.549,-0.013532382,-0.035514507
3.55,-0.013526182,-0.068211377
3.551,-0.013519935,-0.041267522
3.552,-0.013513639,-0.059295218
3.553,-0.013507296,-0.046183117
3.554,-0.013500904,-0.04434336
3.555,-0.013494464,-0.048730589
3.556,-0.013487976,-0.06495706
3.557,-0.01348144,-0.038010012
3.558,-0.013474856,-0.056797087
3.559,-0.013468223,-0.058116045
3.56,-0.013461543,-0.03296186
3.561,-0.013454814,-0.050187841
3.562,-0.013448038,-0.035350461
3.563,-0.013441214,-0.036194231
3.564,-0.013434341,-0.040957164
3.565,-0.013427421,-0.049071714
3.566,-0.013420453,-0.06857951
3.567,-0.013413437,-0.056412358
3.568,-0.013406373,-0.025676165
3.569,-0.013399261,-0.022748152
3.57,-0.013392101,-0.042443477
3.571,-0.013384894,-0.031507824
3.572,-0.013377639,-0.051496219
3.573,-0.013370336,-0.029109826
3.574,-0.013362985,-0.034778472
3.575,-0.013355587,-0.035347655
3.576,-0.013348141,-0.024739511
3.577,-0.013340647,-0.027311319
3.578,-0.013333106,-0.063418701
3.579,-0.013325517,-0.059431415
3.58,-0.013317881,-0.052022137
3.581,-0.013310197,-0.06697464
3.582,-0.013302465,-0.040970404
3.583,-0.013294687,-0.028276211
3.584,-0.013286861,-0.036255147
3.585,-0.013278987,-0.029964589
3.586,-0.013271067,-0.033157889
3.587,-0.013263099,-0.047099713
3.588,-0.013255084,-0.00410131
3.589,-0.013247021,-0.042327665
3.59,-0.013238912,-0.000916642
3.591,-0.013230755,-0.025603924
3.592,-0.013222552,-0.047623795
3.593,-0.013214301,-0.023853941
3.594,-0.013206003,-0.03485968
3.595,-0.013197659,-0.068956964
3.596,-0.013189268,-0.019579211
3.597,-0.013180829,-0.033042055
3.598,-0.013172345,-0.070736647
3.599,-0.013163813,-0.035650909
3.6,-0.013155235,-0.038358204
3.601,-0.01314661,-0.034084126
3.602,-0.013137938,-0.022447711
3.603,-0.01312922,-0.020852633
3.604,-0.013120456,-0.033304743
3.605,-0.013111645,-0.007580417
3.606,-0.013102788,-0.029283583
3.607,-0.013093885,-0.020711886
3.608,-0.013084935,-0.055512913
3.609,-0.01307594,-0.02116878
3.61,-0.013066898,-0.05913014
3.611,-0.01305781,-0.04670316
3.612,-0.013048676,-0.060225159
3.613,-0.013039496,-0.01485753
3.614,-0.013030271,-0.031330325
3.615,-0.013020999,-0.074535996
3.616,-0.013011682,-0.019985983
3.617,-0.01300232,-0.046051696
3.618,-0.012992911,-0.050613377
3.619,-0.012983457,-0.049238332
3.62,-0.012973958,-0.056805745
3.621,-0.012964414,0.005788886
3.622,-0.012954824,-0.03997764
3.623,-0.012945189,-0.031424601
3.624,-0.012935508,-0.046770927
3.625,-0.012925783,-0.047489244
3.626,-0.012916013,-0.027079435
3.627,-0.012906197,-0.038064133
3.628,-0.012896337,-0.043041375
3.629,-0.012886432,-0.029716058
3.63,-0.012876483,-0.020414244
3.631,-0.012866488,-0.063043207
3.632,-0.01285645,-0.002257803
3.633,-0.012846367,-0.051979087
3.634,-0.012836239,-0.052127857
3.635,-0.012826067,-0.045567013
3.636,-0.012815851,-0.025726223
3.637,-0.012805591,-0.017956942
3.638,-0.012795287,-0.025878895
3.639,-0.012784939,-0.010874975
3.64,-0.012774547,-0.038697641
3.641,-0.012764111,-0.026537064
3.642,-0.012753632,-0.037507951
3.643,-0.012743109,-0.026370144
3.644,-0.012732542,-0.025504295
3.645,-0.012721932,-0.009178366
3.646,-0.012711279,-0.021505885
3.647,-0.012700583,-0.034194563
3.648,-0.012689843,-0.010627784
3.649,-0.012679061,-0.024905775
3.65,-0.012668235,-0.026539611
3.651,-0.012657367,-0.060194418
3.652,-0.012646456,-0.013712455
3.653,-0.012635503,-0.008743198
3.654,-0.012624507,-0.027228566
3.655,-0.012613468,-0.042494658
3.656,-0.012602387,-0.030168856
3.657,-0.012591265,-0.005835252
3.658,-0.012580099,-0.031421445
3.659,-0.012568892,-0.005718454
3.66,-0.012557643,-0.020047272
3.661,-0.012546353,-0.018397054
3.662,-0.01253502,-0.063726187
3.663,-0.012523647,-0.024478225
3.664,-0.012512231,-0.037672348
3.665,-0.012500774,-0.023169957
3.666,-0.012489277,-0.031509802
3.667,-0.012477738,-0.004967521
3.668,-0.012466158,-0.017542472
3.669,-0.012454537,-0.022059772
3.67,-0.012442875,-0.012510953
3.671,-0.012431173,-0.036216669
3.672,-0.01241943,-0.049650565
3.673,-0.012407647,0.009977828
3.674,-0.012395824,-0.005304644
3.675,-0.01238396,-0.039220966
3.676,-0.012372057,-0.035149779
3.677,-0.012360113,-0.005231573
3.678,-0.01234813,-0.044088967
3.679,-0.012336107,-0.026873985
3.68,-0.012324045,-0.025812766
3.681,-0.012311943,-0.023114976
3.682,-0.012299802,-0.007823478
3.683,-0.012287622,-0.029384531
3.684,-0.012275403,-0.001047574
3.685,-0.012263145,-0.025278009
3.686,-0.012250848,-0.048195273
3.687,-0.012238513,-0.029215358
3.688,-0.012226139,-0.033845186
3.689,-0.012213727,-0.000839201
3.69,-0.012201276,0.013085485
3.691,-0.012188788,-0.00387213
3.692,-0.012176262,0.02895066
3.693,-0.012163698,-0.019682417
3.694,-0.012151096,0.017979583
3.695,-0.012138457,-0.0061027
3.696,-0.012125781,-0.008809144
3.697,-0.012113067,-0.03056029
3.698,-0.012100316,0.003383671
3.699,-0.012087529,-0.048621219
3.7,-0.012074704,0.004241268
3.701,-0.012061843,-0.017347516
3.702,-0.012048946,-0.011190093
3.703,-0.012036012,-0.007398555
3.704,-0.012023043,-0.042844366
3.705,-0.012010037,-0.028394068
3.706,-0.011996995,-0.031805597
3.707,-0.011983918,0.009291173
3.708,-0.011970805,0.025305934
3.709,-0.011957657,0.009220541
3.71,-0.011944473,0.003619752
3.711,-0.011931255,0.006394703
3.712,-0.011918001,0.009372858
3.713,-0.011904713,-0.029161701
3.714,-0.01189139,-0.029274411
3.715,-0.011878033,-0.026924878
3.716,-0.011864642,-0.018314248
3.717,-0.011851216,-0.027242696
3.718,-0.011837757,-0.023461362
3.719,-0.011824264,0.001079247
3.72,-0.011810737,-0.008711854
3.721,-0.011797177,-0.027909789
3.722,-0.011783584,-0.01927169
3.723,-0.011769957,-0.009158557
3.724,-0.011756298,-0.005938398
3.725,-0.011742606,-0.030320013
3.726,-0.011728882,-0.005637201
3.727,-0.011715125,0.003904373
3.728,-0.011701336,-0.013185732
3.729,-0.011687515,-0.0076195
3.73,-0.011673662,-0.026252676
3.731,-0.011659777,-0.012847444
3.732,-0.011645861,0.007327254
3.733,-0.011631914,-0.037219383
3.734,-0.011617936,0.010816637
3.735,-0.011603926,0.02183347
3.736,-0.011589886,-0.035993598
3.737,-0.011575816,0.001227283
3.738,-0.011561715,-0.036989454
3.739,-0.011547584,-0.029398009
3.74,-0.011533423,0.022454515
3.741,-0.011519232,0.015893916
3.742,-0.011505011,-0.005953441
3.743,-0.011490761,0.019441256
3.744,-0.011476482,0.008436077
3.745,-0.011462174,0.01747719
3.746,-0.011447837,0.004402558
3.747,-0.011433472,-0.011194621
3.748,-0.011419078,-0.014818965
3.749,-0.011404656,-0.004862899
3.75,-0.011390205,-0.012735891
3.751,-0.011375727,0.054937307
3.752,-0.011361222,0.00496762
3.753,-0.011346689,-0.016157152
3.754,-0.011332128,0.003204912
3.755,-0.011317541,0.006183408
3.756,-0.011302927,0.000135157
3.757,-0.011288286,0.023676559
3.758,-0.011273619,0.00588742
3.759,-0.011258926,-0.000430702
3.76,-0.011244207,-0.004703885
3.761,-0.011229462,0.004885177
3.762,-0.011214691,-0.001755233
3.763,-0.011199895,0.018570006
3.764,-0.011185074,0.0242212
3.765,-0.011170228,0.015087638
3.766,-0.011155358,-0.009905426
3.767,-0.011140463,-0.005212661
3.768,-0.011125544,-0.029799322
3.769,-0.0111106,0.012835856
3.77,-0.011095633,0.01728869
3.771,-0.011080643,-0.001119792
3.772,-0.011065629,-0.025174113
3.773,-0.011050592,-0.005998105
3.774,-0.011035532,0.026009683
3.775,-0.011020449,0.019909929
3.776,-0.011005344,0.001728154
3.777,-0.010990216,0.000149801
3.778,-0.010975067,-0.02698154
3.779,-0.010959896,-0.012483048
3.78,-0.010944703,0.00017325
3.781,-0.010929489,-0.021649783
3.782,-0.010914254,0.000575223
3.783,-0.010898999,-0.012527523
3.784,-0.010883722,-0.004512711
3.785,-0.010868425,0.007366497
3.786,-0.010853109,-0.005603074
3.787,-0.010837772,0.02554418
3.788,-0.010822415,0.003273522
3.789,-0.01080704,0.019026317
3.79,-0.010791645,0.019576706
3.791,-0.010776231,0.025069924
3.792,-0.010760798,-0.008245884
3.793,-0.010745347,0.020260144
3.794,-0.010729878,0.008609863
3.795,-0.010714391,0.012261081
3.796,-0.010698886,0.01092166
3.797,-0.010683364,0.024296785
3.798,-0.010667825,0.006260277
3.799,-0.010652269,0.03359374
3.8,-0.010636696,0.000399852
3.801,-0.010621106,0.018299973
3.802,-0.010605501,0.01069884
3.803,-0.010589879,0.024991727
3.804,-0.010574242,0.015413293
3.805,-0.01055859,-0.009739263
3.806,-0.010542922,0.012950704
3.807,-0.01052724,0.004007296
3.808,-0.010511542,0.004122578
3.809,-0.010495831,0.069068246
3.81,-0.010480105,0.005858333
3.811,-0.010464366,0.028792202
3.812,-0.010448613,-0.007007881
3.813,-0.010432847,-0.001270799
3.814,-0.010417068,-0.005648641
3.815,-0.010401276,0.017819369
3.816,-0.010385471,0.012120377
3.817,-0.010369654,0.017448608
3.818,-0.010353826,0.024412796
3.819,-0.010337985,0.016895544
3.82,-0.010322134,0.029261267
3.821,-0.010306271,0.042190488
3.822,-0.010290397,0.027684867
3.823,-0.010274513,-0.012175356
3.824,-0.010258618,0.018552519
3.825,-0.010242713,0.02546734
3.826,-0.010226799,0.024030812
3.827,-0.010210875,0.032621969
3.828,-0.010194942,0.011569009
3.829,-0.010179,0.031944301
3.83,-0.01016305,-0.013505531
3.831,-0.010147091,0.001610269
3.832,-0.010131124,0.038724549
3.833,-0.010115149,0.005051906
3.834,-0.010099167,0.037931778
3.835,-0.010083178,0.009737858
3.836,-0.010067182,0.032430436
3.837,-0.010051179,0.017745035
3.838,-0.01003517,0.024211003
3.839,-0.010019154,0.024588769
3.84,-0.010003134,0.029878885
3.841,-0.009987107,0.025939995
3.842,-0.009971076,0.018968541
3.843,-0.009955039,0.022961717
3.844,-0.009938999,0.008859802
3.845,-0.009922954,0.003978306
3.846,-0.009906905,-0.003275658
3.847,-0.009890852,0.024756687
3.848,-0.009874796,0.04123877
3.849,-0.009858737,0.038632523
3.85,-0.009842675,0.026956186
3.851,-0.009826611,0.016023686
3.852,-0.009810544,0.004784801
3.853,-0.009794476,0.034208097
3.854,-0.009778406,0.005331483
3.855,-0.009762336,0.028276507
3.856,-0.009746264,0.029905109
3.857,-0.009730191,0.001934939
3.858,-0.009714119,0.021161167
3.859,-0.009698046,0.002833608
3.86,-0.009681974,0.024314044
3.861,-0.009665902,0.008747892
3.862,-0.009649831,0.023667201
3.863,-0.009633762,0.033058997
3.864,-0.009617694,0.005388693
3.865,-0.009601628,0.021707591
3.866,-0.009585565,0.023484034
3.867,-0.009569503,0.000167691
3.868,-0.009553445,-0.00435318
3.869,-0.00953739,-0.006417589
3.87,-0.009521339,0.031020954
3.871,-0.009505291,0.002143975
3.872,-0.009489248,0.004844033
3.873,-0.009473209,-0.000924502
3.874,-0.009457175,0.048847757
3.875,-0.009441146,0.033739131
3.876,-0.009425122,0.037538063
3.877,-0.009409104,0.012323166
3.878,-0.009393093,0.040813349
3.879,-0.009377088,0.025124373
3.88,-0.009361089,0.037920073
3.881,-0.009345098,0.044598266
3.882,-0.009329114,0.016692057
3.883,-0.009313138,-0.008868644
3.884,-0.00929717,0.017754275
3.885,-0.009281211,0.023258753
3.886,-0.00926526,0.021582589
3.887,-0.009249319,0.023046613
3.888,-0.009233387,0.019209558
3.889,-0.009217465,0.008410573
3.89,-0.009201553,0.007174963
3.891,-0.009185651,0.035035837
3.892,-0.009169761,0.008548714
3.893,-0.009153881,0.034901481
3.894,-0.009138013,0.013621077
3.895,-0.009122157,-0.004794076
3.896,-0.009106313,0.019476624
3.897,-0.009090482,0.031036079
3.898,-0.009074663,0.04075015
3.899,-0.009058858,0.010188723
3.9,-0.009043066,0.020544674
3.901,-0.009027289,0.028438017
3.902,-0.009011525,0.020327369
3.903,-0.008995777,0.017849414
3.904,-0.008980043,0.053340912
3.905,-0.008964324,0.016208066
3.906,-0.008948622,0.002283331
3.907,-0.008932935,0.038440932
3.908,-0.008917265,0.011202014
3.909,-0.008901611,-0.001080298
3.91,-0.008885975,0.02639118
3.911,-0.008870356,0.036666252
3.912,-0.008854755,0.038319182
3.913,-0.008839173,0.031304613
3.914,-0.008823608,0.011303836
3.915,-0.008808063,0.002841539
3.916,-0.008792537,0.011730665
3.917,-0.008777031,0.035935156
3.918,-0.008761544,-0.00348685
3.919,-0.008746078,0.005678615
3.92,-0.008730633,0.007365097
3.921,-0.008715209,0.01453508
3.922,-0.008699806,0.013474577
3.923,-0.008684425,-0.008702057
3.924,-0.008669066,-0.013047644
3.925,-0.00865373,-0.005197042
3.926,-0.008638417,0.013685737
3.927,-0.008623127,0.021459324
3.928,-0.008607861,-0.008788898
3.929,-0.008592619,0.023617188
3.93,-0.008577401,-0.004073765
3.931,-0.008562208,-0.014190514
3.932,-0.00854704,0.019439735
3.933,-0.008531898,-0.012016955
3.934,-0.008516781,0.015193156
3.935,-0.008501691,0.030927902
3.936,-0.008486628,0.019127831
3.937,-0.008471591,0.029912129
3.938,-0.008456582,0.00302196
3.939,-0.008441601,-0.011169097
3.94,-0.008426648,-0.00348454
3.941,-0.008411723,-0.001650251
3.942,-0.008396828,-0.012975318
3.943,-0.008381961,0.017658446
3.944,-0.008367125,0.020711761
3.945,-0.008352318,-0.012359191
3.946,-0.008337542,0.033351433
3.947,-0.008322797,0.027423829
3.948,-0.008308083,0.005355892
3.949,-0.008293401,0.036975414
3.95,-0.00827875,0.016520932
3.951,-0.008264132,-0.008856054
3.952,-0.008249547,0.048891697
3.953,-0.008234994,-0.007733551
3.954,-0.008220476,-0.007265154
3.955,-0.008205991,0.012347052
3.956,-0.008191541,0.008615471
3.957,-0.008177125,0.015911238
3.958,-0.008162744,0.026603358
3.959,-0.008148399,-0.012187425
3.96,-0.00813409,-0.003110791
3.961,-0.008119817,0.01309458
3.962,-0.00810558,-0.010421677
3.963,-0.008091381,0.004975265
3.964,-0.008077219,-0.010962887
3.965,-0.008063095,-0.006758133
3.966,-0.008049009,0.03867241
3.967,-0.008034961,0.040970299
3.968,-0.008020953,-0.004432972
3.969,-0.008006984,-0.027554451
3.97,-0.007993055,0.006417708
3.971,-0.007979166,0.025554469
3.972,-0.007965318,-0.02108431
3.973,-0.00795151,-0.004377367
3.974,-0.007937744,0.017052077
3.975,-0.00792402,0.014945571
3.976,-0.007910338,0.001370348
3.977,-0.007896699,-0.011543347
3.978,-0.007883102,0.005803475
3.979,-0.007869549,-0.004110497
3.98,-0.00785604,0.005361709
3.981,-0.007842575,-0.001462127
3.982,-0.007829154,0.008202387
3.983,-0.007815779,0.001232091
3.984,-0.007802448,0.00124804
3.985,-0.007789164,-0.014400055
3.986,-0.007775926,0.003889658
3.987,-0.007762734,-0.009601278
3.988,-0.007749589,-0.002364914
3.989,-0.007736492,0.017438939
3.99,-0.007723443,0.002604917
3.991,-0.007710442,-0.004944832
3.992,-0.007697489,0.003108588
3.993,-0.007684585,0.007272129
3.994,-0.007671731,0.003378731
3.995,-0.007658927,-0.016469946
3.996,-0.007646173,-0.004320434
3.997,-0.007633469,0.0103332
3.998,-0.007620817,-0.019511595
3.999,-0.007608216,0.003689928
4,-0.007595667,-0.020675566
4.001,-0.00758317,0.021171771
4.002,-0.007570726,0.010473134
4.003,-0.007558335,0.005607599
4.004,-0.007545997,0.016058834
4.005,-0.007533713,-0.0188975
4.006,-0.007521484,-0.028052004
4.007,-0.007509309,-0.00480241
4.008,-0.00749719,-0.015982684
4.009,-0.007485126,-0.006446071
4.01,-0.007473118,-0.02576769
4.011,-0.007461166,-0.01685665
4.012,-0.007449271,0.026229944
4.013,-0.007437434,-0.001476014
4.014,-0.007425654,-0.011216537
4.015,-0.007413931,-0.03467482
4.016,-0.007402268,-0.048255589
4.017,-0.007390663,-0.007848421
4.018,-0.007379117,-0.011690526
4.019,-0.007367631,-0.028653154
4.02,-0.007356205,-0.030215826
4.021,-0.00734484,-0.037106521
4.022,-0.007333535,-0.01341304
4.023,-0.007322292,-0.004623612
4.024,-0.00731111,-0.00251593
4.025,-0.007299991,-0.024376135
4.026,-0.007288934,0.00550904
4.027,-0.00727794,-0.03648252
4.028,-0.007267009,-0.010360079
4.029,-0.007256143,0.003267287
4.03,-0.00724534,-0.009663818
4.031,-0.007234602,-0.017146751
4.032,-0.007223929,-0.034604415
4.033,-0.007213321,0.011636618
4.034,-0.007202779,-0.016055863
4.035,-0.007192304,-0.00685139
4.036,-0.007181895,-0.017131172
4.037,-0.007171553,-0.031528562
4.038,-0.007161279,-0.016920261
4.039,-0.007151072,-0.039366286
4.04,-0.007140934,-0.027965415
4.041,-0.007130865,-0.008471877
4.042,-0.007120864,-0.001859807
4.043,-0.007110934,-0.014227525
4.044,-0.007101073,0.00122154
4.045,-0.007091282,-0.021793066
4.046,-0.007081563,-0.004738181
4.047,-0.007071914,0.002163024
4.048,-0.007062337,-0.016369984
4.049,-0.007052833,-0.018712256
4.05,-0.0070434,-0.050031282
4.051,-0.007034041,-0.034905087
4.052,-0.007024754,0.00743804
4.053,-0.007015542,0.005604427
4.054,-0.007006403,-0.017452253
4.055,-0.006997339,-0.018599285
4.056,-0.00698835,-0.009958085
4.057,-0.006979436,0.023163749
4.058,-0.006970598,-0.038957354
4.059,-0.006961836,-0.007363176
4.06,-0.00695315,-0.024654655
4.061,-0.006944542,-0.008289361
4.062,-0.006936011,-0.01128514
4.063,-0.006927557,0.005781251
4.064,-0.006919182,-0.003792505
4.065,-0.006910885,-0.007263696
4.066,-0.006902667,-0.042603046
4.067,-0.006894529,-0.035801992
4.068,-0.006886471,-0.025148708
4.069,-0.006878492,-0.014940842
4.07,-0.006870595,-0.005938822
4.071,-0.006862778,-0.025880108
4.072,-0.006855043,-0.029851427
4.073,-0.00684739,-0.028118797
4.074,-0.006839818,0.004597986
4.075,-0.00683233,-0.029086476
4.076,-0.006824925,-0.030217977
4.077,-0.006817603,0.002714059
4.078,-0.006810364,-0.006097194
4.079,-0.006803211,-0.019411772
4.08,-0.006796141,-0.027458027
4.081,-0.006789157,-0.020253057
4.082,-0.006782259,-0.011746904
4.083,-0.006775446,-0.022546345
4.084,-0.00676872,-0.028439561
4.085,-0.00676208,-0.033060554
4.086,-0.006755527,-0.028244186
4.087,-0.006749062,-0.032443017
4.088,-0.006742684,-0.020274634
4.089,-0.006736395,-0.026749866
4.09,-0.006730195,-0.054555498
4.091,-0.006724083,-0.027772682
4.092,-0.006718061,-0.016511248
4.093,-0.006712129,-0.0340425
4.094,-0.006706288,-0.040260676
4.095,-0.006700536,-0.023860848
4.096,-0.006694876,-0.029711233
4.097,-0.006689308,-0.047346462
4.098,-0.006683831,-0.044589825
4.099,-0.006678446,-0.009433168
4.1,-0.006673154,-0.019862527
4.101,-0.006667955,-0.019171316
4.102,-0.00666285,-0.026246903
4.103,-0.006657838,-0.050871789
4.104,-0.00665292,-0.047179725
4.105,-0.006648097,-0.034880158
4.106,-0.006643369,-0.041400328
4.107,-0.006638736,-0.027300216
4.108,-0.006634199,0.001498261
4.109,-0.006629758,-0.035036527
4.11,-0.006625413,-0.056662329
4.111,-0.006621166,-0.0482498
4.112,-0.006617015,-0.041214347
4.113,-0.006612963,-0.009693919
4.114,-0.006609008,-0.032983229
4.115,-0.006605152,-0.028974924
4.116,-0.006601394,-0.020638831
4.117,-0.006597736,-0.028688338
4.118,-0.006594177,-0.028091995
4.119,-0.006590718,-0.044517525
4.12,-0.006587359,-0.026104825
4.121,-0.006584101,-0.055969041
4.122,-0.006580944,-0.031535313
4.123,-0.006577889,-0.040706173
4.124,-0.006574935,-0.037281089
4.125,-0.006572084,-0.01436217
4.126,-0.006569334,-0.032963671
4.127,-0.006566688,-0.048278939
4.128,-0.006564145,-0.01245197
4.129,-0.006561706,-0.048749037
4.13,-0.006559371,-0.048088897
4.131,-0.00655714,-0.053588748
4.132,-0.006555013,-0.035466164
4.133,-0.006552992,-0.029262828
4.134,-0.006551076,-0.048878599
4.135,-0.006549266,-0.052684534
4.136,-0.006547563,-0.032995936
4.137,-0.006545965,-0.040086273
4.138,-0.006544475,-0.035013501
4.139,-0.006543092,-0.046473872
4.14,-0.006541816,-0.026869431
4.141,-0.006540648,-0.043056261
4.142,-0.006539589,-0.044639014
4.143,-0.006538638,-0.037597626
4.144,-0.006537797,-0.057428584
4.145,-0.006537064,-0.041874241
4.146,-0.006536441,-0.034114622
4.147,-0.006535929,-0.011013182
4.148,-0.006535526,-0.056982033
4.149,-0.006535235,-0.033236623
4.15,-0.006535054,-0.049297575
4.151,-0.006534985,-0.051714193
4.152,-0.006535027,-0.043279737
4.153,-0.006535182,-0.061415609
4.154,-0.006535449,-0.043325048
4.155,-0.006535829,-0.034075383
4.156,-0.006536322,-0.048771344
4.157,-0.006536928,-0.033914018
4.158,-0.006537648,-0.059593897
4.159,-0.006538482,-0.046844602
4.16,-0.00653943,-0.042932067
4.161,-0.006540494,-0.05115914
4.162,-0.006541672,-0.039579131
4.163,-0.006542965,-0.050150778
4.164,-0.006544375,-0.0695116
4.165,-0.0065459,-0.042440847
4.166,-0.006547541,-0.061524909
4.167,-0.0065493,-0.067706257
4.168,-0.006551175,-0.069487199
4.169,-0.006553167,-0.045436338
4.17,-0.006555277,-0.046769392
4.171,-0.006557505,-0.01771768
4.172,-0.006559852,-0.069011852
4.173,-0.006562316,-0.049980238
4.174,-0.0065649,-0.065054052
4.175,-0.006567602,-0.043270394
4.176,-0.006570424,-0.023777487
4.177,-0.006573366,-0.0762714
4.178,-0.006576428,-0.048036933
4.179,-0.00657961,-0.039255429
4.18,-0.006582913,-0.06353078
4.181,-0.006586336,-0.046249487
4.182,-0.006589881,-0.008286573
4.183,-0.006593547,-0.055257708
