Freq [GHz],"Simul_cang_deg(S(2,1)) [deg]",Measure_S21 Phase(°)
1.875,123.103867,-57.377975
1.876,123.0733562,-57.547569
1.877,123.0428455,-57.58474
1.878,123.012335,-57.599136
1.879,122.9818246,-57.700981
1.88,122.9513143,-57.603268
1.881,122.9208041,-57.699772
1.882,122.890294,-57.745903
1.883,122.859784,-57.857113
1.884,122.8292742,-57.864277
1.885,122.7987645,-57.739727
1.886,122.7682548,-57.692539
1.887,122.7377453,-57.70422
1.888,122.7072359,-57.801739
1.889,122.6767267,-57.818836
1.89,122.6462175,-57.953247
1.891,122.6157084,-57.977501
1.892,122.5851995,-58.064007
1.893,122.5546906,-58.006905
1.894,122.5241819,-58.087639
1.895,122.4936732,-58.007095
1.896,122.4631647,-58.039028
1.897,122.4326563,-58.232903
1.898,122.402148,-58.344028
1.899,122.3716398,-58.234337
1.9,122.3411316,-58.279171
1.901,122.3106236,-58.137184
1.902,122.2801157,-58.141937
1.903,122.2496079,-58.402264
1.904,122.2191002,-58.156078
1.905,122.1885926,-58.436714
1.906,122.1580851,-58.266151
1.907,122.1275777,-58.393002
1.908,122.0970703,-58.690109
1.909,122.0665631,-58.432152
1.91,122.036056,-58.582958
1.911,122.005549,-58.599846
1.912,121.975042,-58.708591
1.913,121.9445352,-58.523827
1.914,121.9140284,-58.768391
1.915,121.8835218,-58.666714
1.916,121.8530152,-58.717537
1.917,121.8225087,-58.812103
1.918,121.7920023,-58.897507
1.919,121.761496,-58.708637
1.92,121.7309898,-58.821404
1.921,121.7004837,-58.831287
1.922,121.6699776,-58.853821
1.923,121.6394717,-58.820538
1.924,121.6089658,-59.151844
1.925,121.57846,-59.144993
1.926,121.5479543,-59.135143
1.927,121.5174487,-59.24147
1.928,121.4869431,-59.19294
1.929,121.4564377,-59.0868
1.93,121.4259323,-59.342773
1.931,121.395427,-59.217381
1.932,121.3649218,-59.327297
1.933,121.3344166,-59.251633
1.934,121.3039116,-59.406212
1.935,121.2734066,-59.371815
1.936,121.2429016,-59.39822
1.937,121.2123968,-59.396759
1.938,121.1818921,-59.230129
1.939,121.1513874,-59.516075
1.94,121.1208827,-59.222378
1.941,121.0903782,-59.30801
1.942,121.0598737,-59.4547
1.943,121.0293693,-59.461899
1.944,120.998865,-59.43169
1.945,120.9683607,-59.482944
1.946,120.9378566,-59.664757
1.947,120.9073524,-59.829365
1.948,120.8768484,-59.669327
1.949,120.8463444,-59.792332
1.95,120.8158405,-59.658398
1.951,120.7853366,-59.906239
1.952,120.7548328,-59.832588
1.953,120.7243291,-59.750401
1.954,120.6938254,-60.021271
1.955,120.6633218,-60.134781
1.956,120.6328183,-59.910172
1.957,120.6023148,-59.996307
1.958,120.5718114,-59.807663
1.959,120.5413081,-60.119164
1.96,120.5108048,-60.115719
1.961,120.4803015,-60.333225
1.962,120.4497984,-59.941597
1.963,120.4192952,-60.221565
1.964,120.3887922,-60.289116
1.965,120.3582892,-59.981266
1.966,120.3277862,-60.328167
1.967,120.2972833,-60.224335
1.968,120.2667805,-60.241444
1.969,120.2362777,-60.243717
1.97,120.2057749,-60.304043
1.971,120.1752723,-60.16547
1.972,120.1447696,-60.288952
1.973,120.114267,-60.50864
1.974,120.0837645,-60.429962
1.975,120.053262,-60.622902
1.976,120.0227596,-60.386421
1.977,119.9922572,-60.544792
1.978,119.9617548,-60.548069
1.979,119.9312526,-60.684532
1.98,119.9007503,-60.70726
1.981,119.8702481,-60.900726
1.982,119.8397459,-60.665966
1.983,119.8092438,-61.026375
1.984,119.7787418,-61.062527
1.985,119.7482397,-60.760666
1.986,119.7177377,-61.053333
1.987,119.6872358,-61.184246
1.988,119.6567339,-60.837471
1.989,119.626232,-60.791531
1.99,119.5957302,-60.933483
1.991,119.5652284,-61.055218
1.992,119.5347267,-61.198128
1.993,119.504225,-60.916996
1.994,119.4737233,-61.308456
1.995,119.4432216,-61.200359
1.996,119.41272,-61.201817
1.997,119.3822185,-61.001247
1.998,119.3517169,-61.273315
1.999,119.3212154,-61.317749
2,119.290714,-61.3512
2.001,119.2602125,-61.17931
2.002,119.2297111,-61.273544
2.003,119.1992098,-61.3493
2.004,119.1687084,-61.358952
2.005,119.1382071,-61.358109
2.006,119.1077058,-61.426754
2.007,119.0772046,-61.643887
2.008,119.0467033,-61.55542
2.009,119.0162021,-61.677544
2.01,118.985701,-61.538387
2.011,118.9551998,-61.602226
2.012,118.9246987,-61.806519
2.013,118.8941976,-61.621338
2.014,118.8636965,-61.648518
2.015,118.8331955,-61.735435
2.016,118.8026945,-61.71875
2.017,118.7721934,-61.92384
2.018,118.7416925,-61.79221
2.019,118.7111915,-61.752945
2.02,118.6806906,-61.986172
2.021,118.6501896,-61.822849
2.022,118.6196887,-62.154156
2.023,118.5891879,-62.124962
2.024,118.558687,-61.966953
2.025,118.5281861,-62.042385
2.026,118.4976853,-61.893139
2.027,118.4671845,-62.084957
2.028,118.4366837,-61.943272
2.029,118.4061829,-62.068928
2.03,118.3756821,-62.282883
2.031,118.3451814,-62.267059
2.032,118.3146806,-62.208988
2.033,118.2841799,-62.400364
2.034,118.2536792,-62.395103
2.035,118.2231785,-62.505348
2.036,118.1926778,-62.479431
2.037,118.1621771,-62.452923
2.038,118.1316764,-62.437595
2.039,118.1011757,-62.557178
2.04,118.0706751,-62.403728
2.041,118.0401744,-62.553135
2.042,118.0096738,-62.462353
2.043,117.9791731,-62.74955
2.044,117.9486725,-62.73518
2.045,117.9181719,-62.549232
2.046,117.8876712,-62.637199
2.047,117.8571706,-62.695183
2.048,117.82667,-62.758041
2.049,117.7961694,-62.795197
2.05,117.7656688,-62.693138
2.051,117.7351681,-62.962318
2.052,117.7046675,-62.903618
2.053,117.6741669,-62.766224
2.054,117.6436663,-62.98373
2.055,117.6131657,-63.071354
2.056,117.5826651,-62.906479
2.057,117.5521645,-62.990391
2.058,117.5216639,-63.155079
2.059,117.4911632,-63.073322
2.06,117.4606626,-63.202808
2.061,117.430162,-63.121025
2.062,117.3996614,-63.171066
2.063,117.3691607,-63.24424
2.064,117.3386601,-63.36237
2.065,117.3081594,-63.325867
2.066,117.2776588,-63.526581
2.067,117.2471581,-63.121643
2.068,117.2166574,-63.429474
2.069,117.1861568,-63.235531
2.07,117.1556561,-63.360325
2.071,117.1251554,-63.497341
2.072,117.0946547,-63.656139
2.073,117.0641539,-63.411674
2.074,117.0336532,-63.557793
2.075,117.0031525,-63.424046
2.076,116.9726517,-63.706085
2.077,116.9421509,-63.440289
2.078,116.9116501,-63.708359
2.079,116.8811493,-63.719601
2.08,116.8506485,-63.595661
2.081,116.8201477,-63.911999
2.082,116.7896469,-63.665028
2.083,116.759146,-63.972523
2.084,116.7286451,-63.884968
2.085,116.6981442,-63.722679
2.086,116.6676433,-63.946491
2.087,116.6371424,-63.944019
2.088,116.6066414,-63.884605
2.089,116.5761404,-63.794434
2.09,116.5456395,-64.058136
2.091,116.5151384,-63.881142
2.092,116.4846374,-63.967747
2.093,116.4541363,-64.134377
2.094,116.4236353,-64.05851
2.095,116.3931342,-64.119263
2.096,116.362633,-64.333611
2.097,116.3321319,-64.374519
2.098,116.3016307,-64.253883
2.099,116.2711295,-64.233116
2.1,116.2406283,-64.354767
2.101,116.210127,-64.388817
2.102,116.1796257,-64.574142
2.103,116.1491244,-64.546051
2.104,116.1186231,-64.309052
2.105,116.0881217,-64.432762
2.106,116.0576203,-64.380348
2.107,116.0271189,-64.527855
2.108,115.9966175,-64.727432
2.109,115.966116,-64.438011
2.11,115.9356145,-64.554436
2.111,115.9051129,-64.598511
2.112,115.8746113,-64.563156
2.113,115.8441097,-64.64798
2.114,115.8136081,-64.602943
2.115,115.7831064,-64.762283
2.116,115.7526047,-64.63855
2.117,115.7221029,-64.687592
2.118,115.6916011,-64.706947
2.119,115.6610993,-64.959106
2.12,115.6305975,-64.988235
2.121,115.6000956,-64.961578
2.122,115.5695936,-64.954094
2.123,115.5390917,-64.909683
2.124,115.5085897,-64.906128
2.125,115.4780876,-65.088921
2.126,115.4475855,-65.109108
2.127,115.4170834,-65.141068
2.128,115.3865812,-65.195396
2.129,115.356079,-65.243607
2.13,115.3255768,-65.26619
2.131,115.2950745,-65.290581
2.132,115.2645722,-65.291763
2.133,115.2340698,-65.429153
2.134,115.2035674,-65.26371
2.135,115.1730649,-65.383934
2.136,115.1425624,-65.281189
2.137,115.1120598,-65.384254
2.138,115.0815572,-65.591103
2.139,115.0510546,-65.423218
2.14,115.0205519,-65.53524
2.141,114.9900491,-65.358261
2.142,114.9595463,-65.89502
2.143,114.9290435,-65.569626
2.144,114.8985406,-65.883392
2.145,114.8680377,-65.632614
2.146,114.8375347,-65.798698
2.147,114.8070317,-65.71608
2.148,114.7765286,-65.790649
2.149,114.7460254,-65.708282
2.15,114.7155223,-65.63974
2.151,114.685019,-65.771217
2.152,114.6545157,-65.764557
2.153,114.6240124,-65.91008
2.154,114.593509,-65.853264
2.155,114.5630055,-65.911423
2.156,114.532502,-66.267708
2.157,114.5019984,-65.985794
2.158,114.4714948,-65.972168
2.159,114.4409911,-66.124199
2.16,114.4104874,-66.065422
2.161,114.3799836,-66.278915
2.162,114.3494798,-66.224815
2.163,114.3189759,-66.194405
2.164,114.2884719,-66.35817
2.165,114.2579679,-66.216843
2.166,114.2274638,-66.364738
2.167,114.1969597,-66.328056
2.168,114.1664555,-66.429779
2.169,114.1359512,-66.439705
2.17,114.1054469,-66.405853
2.171,114.0749425,-66.525787
2.172,114.044438,-66.468498
2.173,114.0139335,-66.534836
2.174,113.9834289,-66.478867
2.175,113.9529243,-66.60511
2.176,113.9224196,-66.469917
2.177,113.8919148,-66.609047
2.178,113.86141,-66.612831
2.179,113.8309051,-66.59301
2.18,113.8004001,-66.70742
2.181,113.7698951,-66.568893
2.182,113.73939,-66.658478
2.183,113.7088848,-66.845123
2.184,113.6783796,-66.697136
2.185,113.6478743,-66.881874
2.186,113.6173689,-66.812874
2.187,113.5868635,-66.825668
2.188,113.556358,-66.948952
2.189,113.5258524,-66.93119
2.19,113.4953467,-67.2258
2.191,113.464841,-67.151131
2.192,113.4343352,-66.828087
2.193,113.4038293,-67.142181
2.194,113.3733234,-67.277428
2.195,113.3428174,-66.953621
2.196,113.3123113,-67.490646
2.197,113.2818051,-67.31591
2.198,113.2512989,-67.317078
2.199,113.2207926,-67.329796
2.2,113.1902862,-67.323395
2.201,113.1597798,-67.346565
2.202,113.1292732,-67.341179
2.203,113.0987666,-67.395988
2.204,113.0682599,-67.410408
2.205,113.0377531,-67.358147
2.206,113.0072463,-67.44722
2.207,112.9767394,-67.478065
2.208,112.9462324,-67.528168
2.209,112.9157253,-67.620903
2.21,112.8852181,-67.406517
2.211,112.8547109,-67.630402
2.212,112.8242035,-67.782433
2.213,112.7936961,-67.884933
2.214,112.7631886,-67.824158
2.215,112.7326811,-67.703514
2.216,112.7021734,-67.770554
2.217,112.6716657,-68.01664
2.218,112.6411579,-68.336792
2.219,112.61065,-67.982147
2.22,112.580142,-67.874641
2.221,112.5496339,-67.797974
2.222,112.5191257,-67.970177
2.223,112.4886175,-67.874519
2.224,112.4581092,-67.917091
2.225,112.4276008,-67.735382
2.226,112.3970923,-68.17511
2.227,112.3665837,-68.061928
2.228,112.336075,-68.282135
2.229,112.3055662,-67.96933
2.23,112.2750574,-68.356125
2.231,112.2445484,-68.403351
2.232,112.2140394,-68.291435
2.233,112.1835303,-68.408577
2.234,112.1530211,-68.284271
2.235,112.1225117,-68.457047
2.236,112.0920024,-68.385826
2.237,112.0614929,-68.35215
2.238,112.0309833,-68.449608
2.239,112.0004736,-68.562843
2.24,111.9699638,-68.575684
2.241,111.939454,-68.534546
2.242,111.908944,-68.47123
2.243,111.878434,-68.550079
2.244,111.8479239,-68.524246
2.245,111.8174136,-68.45813
2.246,111.7869033,-68.658043
2.247,111.7563929,-68.756104
2.248,111.7258823,-68.814636
2.249,111.6953717,-69.108192
2.25,111.664861,-68.695572
2.251,111.6343502,-69.013611
2.252,111.6038393,-68.784805
2.253,111.5733283,-68.823624
2.254,111.5428172,-68.976891
2.255,111.5123059,-68.844711
2.256,111.4817946,-68.944084
2.257,111.4512832,-69.151192
2.258,111.4207717,-69.072769
2.259,111.3902601,-69.135323
2.26,111.3597484,-69.075859
2.261,111.3292366,-69.222153
2.262,111.2987247,-69.099197
2.263,111.2682127,-69.214203
2.264,111.2377005,-69.167068
2.265,111.2071883,-69.373856
2.266,111.176676,-69.222443
2.267,111.1461636,-69.444725
2.268,111.115651,-69.334702
2.269,111.0851384,-69.455826
2.27,111.0546256,-69.33374
2.271,111.0241128,-69.471352
2.272,110.9935998,-69.447327
2.273,110.9630868,-69.527725
2.274,110.9325736,-69.669533
2.275,110.9020603,-69.380516
2.276,110.8715469,-69.542122
2.277,110.8410334,-69.387962
2.278,110.8105198,-69.719894
2.279,110.7800061,-69.682579
2.28,110.7494923,-69.740723
2.281,110.7189784,-69.894341
2.282,110.6884643,-69.899261
2.283,110.6579502,-69.795227
2.284,110.6274359,-69.805611
2.285,110.5969215,-69.991241
2.286,110.566407,-69.798454
2.287,110.5358925,-70.048676
2.288,110.5053777,-70.007133
2.289,110.4748629,-69.774673
2.29,110.444348,-70.044594
2.291,110.4138329,-70.115898
2.292,110.3833178,-70.013504
2.293,110.3528025,-70.051872
2.294,110.3222871,-70.176369
2.295,110.2917716,-70.091835
2.296,110.261256,-70.390862
2.297,110.2307402,-70.224953
2.298,110.2002244,-70.239395
2.299,110.1697084,-70.35199
2.3,110.1391923,-70.409615
2.301,110.1086761,-70.268486
2.302,110.0781598,-70.335861
2.303,110.0476433,-70.427147
2.304,110.0171268,-70.266739
2.305,109.9866101,-70.555084
2.306,109.9560933,-70.528435
2.307,109.9255764,-70.541138
2.308,109.8950593,-70.503128
2.309,109.8645422,-70.59874
2.31,109.8340249,-70.523056
2.311,109.8035075,-70.60511
2.312,109.77299,-70.754936
2.313,109.7424723,-70.538033
2.314,109.7119546,-70.836418
2.315,109.6814367,-70.613907
2.316,109.6509187,-70.805481
2.317,109.6204005,-70.80172
2.318,109.5898823,-70.56916
2.319,109.5593639,-70.873291
2.32,109.5288454,-70.968422
2.321,109.4983267,-70.863838
2.322,109.467808,-70.906517
2.323,109.4372891,-71.070053
2.324,109.4067701,-70.980225
2.325,109.3762509,-71.018173
2.326,109.3457317,-71.20504
2.327,109.3152123,-71.043411
2.328,109.2846927,-71.174286
2.329,109.2541731,-70.963455
2.33,109.2236533,-71.16153
2.331,109.1931334,-71.150063
2.332,109.1626134,-71.324409
2.333,109.1320932,-71.257965
2.334,109.1015729,-71.23156
2.335,109.0710525,-71.202301
2.336,109.0405319,-71.276649
2.337,109.0100113,-71.367416
2.338,108.9794904,-71.271751
2.339,108.9489695,-71.323326
2.34,108.9184484,-71.366463
2.341,108.8879272,-71.403366
2.342,108.8574059,-71.5784
2.343,108.8268844,-71.430717
2.344,108.7963628,-71.538689
2.345,108.765841,-71.70356
2.346,108.7353191,-71.585258
2.347,108.7047971,-71.653954
2.348,108.674275,-71.693359
2.349,108.6437527,-71.770348
2.35,108.6132303,-71.667549
2.351,108.5827077,-71.637505
2.352,108.552185,-72.024406
2.353,108.5216622,-71.824898
2.354,108.4911392,-71.724876
2.355,108.4606161,-71.943314
2.356,108.4300929,-71.938087
2.357,108.3995695,-71.911972
2.358,108.369046,-71.91774
2.359,108.3385224,-72.036446
2.36,108.3079986,-71.996819
2.361,108.2774746,-72.307068
2.362,108.2469506,-72.218315
2.363,108.2164263,-72.019951
2.364,108.185902,-72.194641
2.365,108.1553775,-72.404251
2.366,108.1248529,-72.223045
2.367,108.0943281,-72.425209
2.368,108.0638032,-72.485878
2.369,108.0332781,-72.390633
2.37,108.0027529,-72.407356
2.371,107.9722276,-72.511841
2.372,107.9417021,-72.302658
2.373,107.9111765,-72.483246
2.374,107.8806507,-72.521332
2.375,107.8501248,-72.474449
2.376,107.8195987,-72.728897
2.377,107.7890725,-72.517586
2.378,107.7585461,-72.665253
2.379,107.7280196,-72.474739
2.38,107.697493,-72.683502
2.381,107.6669662,-72.716896
2.382,107.6364393,-72.768425
2.383,107.6059122,-72.631805
2.384,107.575385,-72.57589
2.385,107.5448576,-72.782028
2.386,107.5143301,-72.809212
2.387,107.4838024,-72.792938
2.388,107.4532746,-72.985138
2.389,107.4227466,-73.039978
2.39,107.3922185,-73.105652
2.391,107.3616902,-72.907295
2.392,107.3311618,-72.971169
2.393,107.3006332,-72.984459
2.394,107.2701045,-73.070847
2.395,107.2395756,-73.127647
2.396,107.2090466,-73.267395
2.397,107.1785174,-73.180374
2.398,107.1479881,-73.01255
2.399,107.1174586,-73.236389
2.4,107.086929,-73.305428
2.401,107.0563992,-73.31485
2.402,107.0258693,-73.402222
2.403,106.9953392,-73.363884
2.404,106.964809,-73.443901
2.405,106.9342786,-73.345436
2.406,106.903748,-73.76516
2.407,106.8732173,-73.526718
2.408,106.8426864,-73.235054
2.409,106.8121554,-73.435364
2.41,106.7816243,-73.569839
2.411,106.7510929,-73.358879
2.412,106.7205615,-73.539635
2.413,106.6900298,-73.73217
2.414,106.659498,-73.624344
2.415,106.6289661,-73.620285
2.416,106.598434,-73.661385
2.417,106.5679017,-73.774269
2.418,106.5373693,-73.762474
2.419,106.5068367,-73.780251
2.42,106.4763039,-73.721504
2.421,106.445771,-74.095718
2.422,106.415238,-73.746689
2.423,106.3847047,-73.929993
2.424,106.3541714,-73.96637
2.425,106.3236378,-74.021233
2.426,106.2931041,-74.062302
2.427,106.2625703,-74.098015
2.428,106.2320362,-74.188255
2.429,106.201502,-74.044418
2.43,106.1709677,-74.228508
2.431,106.1404332,-74.412422
2.432,106.1098985,-74.149429
2.433,106.0793637,-74.184746
2.434,106.0488287,-74.37365
2.435,106.0182935,-74.302811
2.436,105.9877582,-74.250984
2.437,105.9572227,-74.478706
2.438,105.926687,-74.245178
2.439,105.8961512,-74.454964
2.44,105.8656152,-74.456146
2.441,105.8350791,-74.438026
2.442,105.8045428,-74.746361
2.443,105.7740063,-74.686142
2.444,105.7434696,-74.584297
2.445,105.7129328,-74.63295
2.446,105.6823958,-74.549629
2.447,105.6518587,-74.475273
2.448,105.6213214,-74.604385
2.449,105.5907839,-74.592056
2.45,105.5602462,-74.669922
2.451,105.5297084,-74.780487
2.452,105.4991704,-74.645752
2.453,105.4686323,-74.969566
2.454,105.4380939,-74.740143
2.455,105.4075555,-74.72876
2.456,105.3770168,-75.083603
2.457,105.3464779,-75.061058
2.458,105.3159389,-74.981255
2.459,105.2853998,-75.037712
2.46,105.2548604,-75.067841
2.461,105.2243209,-75.068825
2.462,105.1937812,-75.112755
2.463,105.1632413,-75.160973
2.464,105.1327013,-75.163322
2.465,105.1021611,-75.246437
2.466,105.0716207,-75.316765
2.467,105.0410802,-75.306679
2.468,105.0105394,-75.534492
2.469,104.9799985,-75.263908
2.47,104.9494575,-75.068848
2.471,104.9189162,-75.327606
2.472,104.8883748,-75.196487
2.473,104.8578332,-75.554047
2.474,104.8272914,-75.527946
2.475,104.7967495,-75.313942
2.476,104.7662074,-75.647301
2.477,104.7356651,-75.473869
2.478,104.7051226,-75.629425
2.479,104.6745799,-75.536064
2.48,104.6440371,-75.649452
2.481,104.6134941,-75.622215
2.482,104.5829509,-75.742722
2.483,104.5524076,-75.449875
2.484,104.521864,-75.767174
2.485,104.4913203,-75.730515
2.486,104.4607764,-75.738937
2.487,104.4302323,-75.881859
2.488,104.3996881,-75.927689
2.489,104.3691437,-75.802078
2.49,104.338599,-76.187103
2.491,104.3080543,-75.802849
2.492,104.2775093,-75.897278
2.493,104.2469641,-76.111595
2.494,104.2164188,-76.084526
2.495,104.1858733,-76.045639
2.496,104.1553276,-76.117104
2.497,104.1247817,-76.066208
2.498,104.0942356,-76.220375
2.499,104.0636894,-76.239487
2.5,104.033143,-76.097923
2.501,104.0025964,-76.365044
2.502,103.9720496,-76.458366
2.503,103.9415026,-76.59671
2.504,103.9109555,-76.298813
2.505,103.8804081,-76.488403
2.506,103.8498606,-76.391777
2.507,103.8193129,-76.366867
2.508,103.788765,-76.592339
2.509,103.7582169,-76.557755
2.51,103.7276687,-76.573235
2.511,103.6971202,-76.594162
2.512,103.6665716,-76.723381
2.513,103.6360227,-76.828041
2.514,103.6054737,-76.607986
2.515,103.5749245,-76.758324
2.516,103.5443752,-76.708794
2.517,103.5138256,-76.779991
2.518,103.4832758,-76.826508
2.519,103.4527259,-76.843498
2.52,103.4221758,-76.916283
2.521,103.3916255,-76.767082
2.522,103.361075,-77.031998
2.523,103.3305243,-76.914841
2.524,103.2999734,-77.106796
2.525,103.2694223,-76.926056
2.526,103.238871,-77.286491
2.527,103.2083196,-77.088791
2.528,103.1777679,-77.047081
2.529,103.1472161,-77.339836
2.53,103.1166641,-77.170555
2.531,103.0861119,-77.123604
2.532,103.0555595,-77.226135
2.533,103.0250069,-77.410378
2.534,102.9944541,-77.411667
2.535,102.9639011,-77.417877
2.536,102.9333479,-77.246643
2.537,102.9027946,-77.515839
2.538,102.872241,-77.376068
2.539,102.8416873,-77.468315
2.54,102.8111333,-77.484123
2.541,102.7805792,-77.379219
2.542,102.7500248,-77.598465
2.543,102.7194703,-77.606415
2.544,102.6889156,-77.485786
2.545,102.6583607,-77.828918
2.546,102.6278056,-77.730606
2.547,102.5972503,-77.580605
2.548,102.5666948,-77.801506
2.549,102.5361391,-77.592514
2.55,102.5055832,-77.928474
2.551,102.4750271,-77.815063
2.552,102.4444708,-78.012825
2.553,102.4139143,-77.728447
2.554,102.3833577,-77.88562
2.555,102.3528008,-77.86972
2.556,102.3222437,-77.835686
2.557,102.2916865,-78.083771
2.558,102.261129,-77.953613
2.559,102.2305713,-78.080467
2.56,102.2000135,-78.235275
2.561,102.1694554,-78.218445
2.562,102.1388972,-78.193672
2.563,102.1083387,-78.307648
2.564,102.07778,-78.228561
2.565,102.0472212,-78.268501
2.566,102.0166621,-78.392212
2.567,101.9861029,-78.1931
2.568,101.9555434,-78.550514
2.569,101.9249837,-78.196259
2.57,101.8944239,-78.546059
2.571,101.8638638,-78.496262
2.572,101.8333036,-78.742851
2.573,101.8027431,-78.467407
2.574,101.7721824,-78.615021
2.575,101.7416216,-78.653168
2.576,101.7110605,-78.59903
2.577,101.6804992,-78.463264
2.578,101.6499378,-78.78405
2.579,101.6193761,-78.756607
2.58,101.5888142,-78.858727
2.581,101.5582521,-78.805115
2.582,101.5276898,-78.809174
2.583,101.4971273,-78.797165
2.584,101.4665646,-78.78344
2.585,101.4360017,-78.787231
2.586,101.4054386,-78.810921
2.587,101.3748753,-79.131653
2.588,101.3443118,-78.732742
2.589,101.3137481,-79.052711
2.59,101.2831841,-78.909142
2.591,101.25262,-79.158905
2.592,101.2220557,-79.033882
2.593,101.1914911,-79.184006
2.594,101.1609264,-79.270729
2.595,101.1303614,-79.244064
2.596,101.0997962,-79.371056
2.597,101.0692309,-79.203362
2.598,101.0386653,-79.27697
2.599,101.0080995,-79.334183
2.6,100.9775335,-79.548416
2.601,100.9469673,-79.417625
2.602,100.9164009,-79.474472
2.603,100.8858342,-79.474365
2.604,100.8552674,-79.522438
2.605,100.8247004,-79.546143
2.606,100.7941331,-79.563545
2.607,100.7635657,-79.540901
2.608,100.732998,-79.549118
2.609,100.7024301,-79.809044
2.61,100.671862,-79.617332
2.611,100.6412937,-79.783371
2.612,100.6107252,-79.791443
2.613,100.5801565,-79.65316
2.614,100.5495875,-79.865486
2.615,100.5190184,-79.985458
2.616,100.488449,-79.918526
2.617,100.4578794,-79.955109
2.618,100.4273096,-80.014168
2.619,100.3967396,-80.049492
2.62,100.3661694,-79.973732
2.621,100.335599,-80.055969
2.622,100.3050284,-79.940163
2.623,100.2744575,-80.130127
2.624,100.2438864,-80.139946
2.625,100.2133152,-80.133797
2.626,100.1827437,-80.295151
2.627,100.152172,-80.355904
2.628,100.1216,-80.285759
2.629,100.0910279,-80.246414
2.63,100.0604555,-80.503098
2.631,100.029883,-80.422699
2.632,99.99931019,-80.443787
2.633,99.96873719,-80.406708
2.634,99.93816397,-80.655731
2.635,99.90759054,-80.423119
2.636,99.87701689,-80.557983
2.637,99.84644302,-80.836777
2.638,99.81586894,-80.594452
2.639,99.78529464,-80.521255
2.64,99.75472012,-80.910408
2.641,99.72414538,-80.904442
2.642,99.69357043,-80.786179
2.643,99.66299526,-80.872795
2.644,99.63241986,-80.910873
2.645,99.60184426,-80.818565
2.646,99.57126843,-80.942604
2.647,99.54069238,-80.924965
2.648,99.51011611,-81.031891
2.649,99.47953963,-80.90303
2.65,99.44896292,-80.920128
2.651,99.418386,-80.772316
2.652,99.38780885,-81.308571
2.653,99.35723149,-81.223289
2.654,99.3266539,-81.117317
2.655,99.29607609,-81.176414
2.656,99.26549807,-81.041931
2.657,99.23491982,-80.929504
2.658,99.20434134,-81.291603
2.659,99.17376265,-81.256882
2.66,99.14318374,-81.398476
2.661,99.1126046,-81.333122
2.662,99.08202524,-81.267426
2.663,99.05144566,-81.292419
2.664,99.02086586,-81.304184
2.665,98.99028583,-81.333206
2.666,98.95970558,-81.466896
2.667,98.9291251,-81.652359
2.668,98.89854441,-81.530136
2.669,98.86796349,-81.785637
2.67,98.83738234,-81.688217
2.671,98.80680097,-81.911682
2.672,98.77621938,-81.702583
2.673,98.74563756,-81.665619
2.674,98.71505551,-81.637596
2.675,98.68447324,-81.787086
2.676,98.65389075,-81.748123
2.677,98.62330803,-81.650871
2.678,98.59272508,-82.129471
2.679,98.56214191,-81.842674
2.68,98.53155851,-82.001732
2.681,98.50097489,-82.133842
2.682,98.47039104,-81.967812
2.683,98.43980696,-81.956352
2.684,98.40922266,-81.98912
2.685,98.37863812,-82.25428
2.686,98.34805336,-82.091698
2.687,98.31746838,-82.465927
2.688,98.28688316,-82.162781
2.689,98.25629772,-82.204292
2.69,98.22571205,-82.215546
2.691,98.19512615,-82.169479
2.692,98.16454002,-82.375587
2.693,98.13395366,-82.484192
2.694,98.10336707,-82.407104
2.695,98.07278025,-82.334229
2.696,98.04219321,-82.450287
2.697,98.01160593,-82.532486
2.698,97.98101843,-82.652039
2.699,97.95043069,-82.372894
2.7,97.91984272,-82.730721
2.701,97.88925453,-82.606003
2.702,97.8586661,-82.649452
2.703,97.82807744,-82.868874
2.704,97.79748855,-82.955589
2.705,97.76689943,-82.667778
2.706,97.73631008,-82.689362
2.707,97.70572049,-82.820786
2.708,97.67513067,-82.720703
2.709,97.64454062,-83.094566
2.71,97.61395034,-82.884659
2.711,97.58335983,-82.873741
2.712,97.55276908,-83.065758
2.713,97.5221781,-82.842979
2.714,97.49158689,-83.023132
2.715,97.46099544,-83.083252
2.716,97.43040376,-82.928711
2.717,97.39981184,-83.115036
2.718,97.3692197,-83.092171
2.719,97.33862731,-83.001686
2.72,97.3080347,-83.298866
2.721,97.27744184,-83.108765
2.722,97.24684876,-83.117188
2.723,97.21625543,-83.126022
2.724,97.18566188,-83.160385
2.725,97.15506808,-83.176102
2.726,97.12447406,-83.43618
2.727,97.09387979,-83.386307
2.728,97.06328529,-83.487091
2.729,97.03269055,-83.52832
2.73,97.00209558,-83.296532
2.731,96.97150037,-83.418915
2.732,96.94090493,-83.604645
2.733,96.91030924,-83.694305
2.734,96.87971332,-83.680244
2.735,96.84911716,-83.730499
2.736,96.81852077,-83.811958
2.737,96.78792413,-83.803627
2.738,96.75732726,-83.775246
2.739,96.72673015,-83.706734
2.74,96.6961328,-83.733955
2.741,96.66553521,-83.842079
2.742,96.63493739,-84.009041
2.743,96.60433932,-83.849159
2.744,96.57374102,-84.042847
2.745,96.54314248,-84.016785
2.746,96.51254369,-83.986794
2.747,96.48194467,-83.864349
2.748,96.45134541,-84.093338
2.749,96.4207459,-84.033188
2.75,96.39014616,-83.990021
2.751,96.35954618,-84.23008
