Freq(Hz),S11 Log Mag(dB),S11 Phase(�),S22 Log Mag(dB),S22 Phase(�),S21 Log Mag(dB),S21 Phase(�),S31 Log Mag(dB),S31 Phase(�),S32 Log Mag(dB),S32 Phase(�),S33 Log Mag(dB),S33 Phase(�)
1169000000,-15.318543,112.13251,-16.746777,-2.8620846,-3.3028018,-108.12717,-3.3102725,-107.96626,-10.911061,-163.617,-17.363434,-2.2433715
1170000000,-15.302574,112.60699,-16.808113,-2.8638618,-3.2983813,-108.20168,-3.2857852,-108.1278,-10.914454,-163.9446,-17.412832,-2.1905556
1171000000,-15.34479,112.51797,-16.840809,-2.7439823,-3.3192968,-108.4754,-3.2861309,-108.21351,-10.915903,-164.06862,-17.438726,-2.3025222
1172000000,-15.370058,112.26986,-16.795921,-3.1661749,-3.2969511,-108.28168,-3.3063083,-108.18752,-10.927696,-163.97568,-17.418034,-2.5056467
1173000000,-15.335656,112.19009,-16.805208,-2.9548111,-3.3418205,-108.45743,-3.3133583,-108.29445,-10.94289,-164.09575,-17.426367,-2.3409369
1174000000,-15.408298,112.16132,-16.791056,-2.9779837,-3.3360569,-108.40218,-3.3365052,-108.25565,-10.952879,-164.04456,-17.396757,-2.4511929
1175000000,-15.357203,112.31026,-16.790827,-3.3885963,-3.2928011,-108.66579,-3.3079386,-108.69226,-10.947335,-164.5452,-17.422289,-2.6997175
1176000000,-15.386769,112.16059,-16.817064,-3.4288521,-3.3035908,-108.75033,-3.2935283,-108.58237,-10.958464,-164.59842,-17.448355,-2.8013136
1177000000,-15.399499,111.99628,-16.811638,-3.2605908,-3.3529735,-108.91001,-3.307409,-108.74121,-10.991856,-164.72794,-17.449852,-2.5418472
1178000000,-15.349679,112.45215,-16.862841,-3.0810137,-3.3086104,-108.9287,-3.297821,-108.83698,-10.964224,-164.76418,-17.488623,-2.5603418
1179000000,-15.419118,111.81074,-16.838236,-3.187427,-3.3321319,-108.94567,-3.3035872,-108.93023,-10.982199,-164.85043,-17.456484,-2.6048551
1180000000,-15.389479,111.98347,-16.815725,-3.4929333,-3.3100853,-109.07751,-3.2948563,-109.04113,-10.983574,-165.11757,-17.446159,-2.9047956
1181000000,-15.438829,112.14953,-16.838276,-3.600352,-3.3204043,-109.11864,-3.2910936,-109.10737,-11.006876,-165.1356,-17.483313,-3.0886464
1182000000,-15.382832,112.04489,-16.903196,-3.449394,-3.3476295,-109.56093,-3.2622781,-109.38131,-11.021548,-165.23727,-17.514126,-2.7834537
1183000000,-15.420436,111.70287,-16.851847,-3.1794631,-3.3203135,-109.52669,-3.2830405,-109.37486,-10.995149,-165.52344,-17.474369,-2.8265038
1184000000,-15.453069,111.76651,-16.854345,-3.5405118,-3.3296795,-109.50133,-3.3271601,-109.42213,-11.032818,-165.47478,-17.481779,-3.06884
1185000000,-15.450248,111.85412,-16.872776,-3.3489769,-3.3112772,-109.62457,-3.3263872,-109.4072,-11.039273,-165.46283,-17.515911,-2.9735608
1186000000,-15.437957,111.72256,-16.848274,-3.4553444,-3.3306496,-109.62655,-3.2919872,-109.5364,-11.051503,-165.60916,-17.504272,-3.0324755
1187000000,-15.469495,111.60856,-16.869991,-3.5926006,-3.3083284,-109.93275,-3.3156688,-109.7674,-11.028689,-165.99617,-17.50264,-3.0328434
1188000000,-15.413198,111.74309,-16.897295,-3.725198,-3.3012917,-109.84114,-3.2898293,-109.87477,-11.044275,-165.89221,-17.522457,-3.2081974
1189000000,-15.425978,111.5872,-16.913107,-3.6890168,-3.3201947,-109.95583,-3.3215561,-110.0723,-11.061044,-166.35179,-17.557268,-3.2409282
1190000000,-15.463767,111.27607,-16.850431,-3.7450376,-3.2967193,-110.09604,-3.2815495,-109.98704,-11.034772,-166.37015,-17.491167,-3.3793871
1191000000,-15.462584,111.70103,-16.886742,-4.0658307,-3.3345287,-110.11858,-3.2934175,-109.96235,-11.049726,-166.241,-17.54582,-3.731869
1192000000,-15.458021,111.80531,-16.874111,-4.0131936,-3.2840562,-110.26973,-3.2809501,-110.2256,-11.055412,-166.53065,-17.531563,-3.5525784
1193000000,-15.491741,111.26694,-16.884962,-3.8727715,-3.3083878,-110.25455,-3.2935545,-110.20641,-11.087544,-166.61879,-17.514723,-3.5150588
1194000000,-15.531969,111.24597,-16.852293,-3.9902513,-3.3268862,-110.38905,-3.2833235,-110.26839,-11.112437,-166.59683,-17.500086,-3.6265671
1195000000,-15.467272,111.15871,-16.854717,-3.7471089,-3.343859,-110.50985,-3.3078136,-110.51374,-11.0963,-166.85037,-17.49094,-3.3699601
1196000000,-15.441461,111.42661,-16.887287,-3.8993597,-3.3014355,-110.57655,-3.2913804,-110.6237,-11.086001,-167.08461,-17.554657,-3.3921423
1197000000,-15.547067,111.1725,-16.905886,-4.1617222,-3.3332047,-110.86216,-3.3213198,-110.83795,-11.10846,-167.27052,-17.573,-3.6223195
1198000000,-15.547061,111.05029,-16.895309,-4.0998964,-3.3147879,-110.86608,-3.3141496,-110.83205,-11.094446,-167.3297,-17.58499,-3.847604
1199000000,-15.529598,111.04745,-16.911402,-3.8802941,-3.3063281,-110.96529,-3.2846918,-110.89138,-11.116816,-167.32539,-17.558962,-3.5790136
1200000000,-15.527096,111.01032,-16.916752,-4.1430411,-3.3041508,-111.0563,-3.3017137,-111.0008,-11.111794,-167.80046,-17.594084,-3.7730312
1201000000,-15.550687,110.74674,-16.893776,-4.2577386,-3.2910275,-111.11732,-3.282418,-110.94623,-11.148822,-167.59663,-17.552816,-3.8313143
1202000000,-15.532988,111.07231,-16.877159,-4.2166524,-3.3142507,-111.12992,-3.3014312,-111.09499,-11.137229,-167.67557,-17.560802,-3.8672864
1203000000,-15.593041,110.98241,-16.898357,-4.2012744,-3.3142717,-111.40056,-3.3017182,-111.13448,-11.161839,-167.81227,-17.566441,-3.8757546
1204000000,-15.558757,110.77376,-16.940489,-4.4137287,-3.3089678,-111.38027,-3.2970417,-111.30995,-11.131238,-168.18549,-17.599916,-4.1056108
1205000000,-15.545537,110.89194,-16.954084,-4.3003435,-3.3127682,-111.5457,-3.3156273,-111.4113,-11.158484,-168.11708,-17.616184,-4.0295548
1206000000,-15.564857,110.99193,-16.964466,-4.2988491,-3.3332231,-111.54476,-3.3080819,-111.34203,-11.177249,-168.04417,-17.645452,-3.9616845
1207000000,-15.584168,111.33779,-16.983601,-4.2884693,-3.3101473,-111.54106,-3.2910469,-111.39965,-11.190998,-168.15369,-17.661978,-3.9381497
1208000000,-15.600732,111.0493,-16.934425,-4.3859801,-3.3287139,-111.79147,-3.312058,-111.68256,-11.202482,-168.26811,-17.598797,-4.0524302
1209000000,-15.555869,110.86396,-16.957024,-4.3110566,-3.3173313,-111.65349,-3.2994533,-111.80804,-11.184729,-168.41394,-17.620644,-3.9173458
1210000000,-15.613829,110.69608,-16.960701,-4.5834317,-3.3392298,-111.97039,-3.3214746,-111.80457,-11.2348,-168.61584,-17.638884,-4.3618431
1211000000,-15.618205,110.88052,-16.953642,-4.3496437,-3.3191526,-111.84516,-3.2888615,-112.02848,-11.223797,-168.6678,-17.61985,-3.9805984
1212000000,-15.592237,110.41089,-16.953552,-4.5328188,-3.3048811,-112.13892,-3.3044655,-112.05479,-11.207029,-168.79558,-17.61113,-4.2863221
1213000000,-15.62153,110.74399,-16.948086,-4.6271458,-3.3208621,-112.30202,-3.3030972,-112.21555,-11.233774,-168.99608,-17.642626,-4.2813764
1214000000,-15.641511,110.33385,-16.916328,-4.5584326,-3.3523133,-112.34764,-3.2830482,-112.15967,-11.257304,-169.08871,-17.592903,-4.4526534
1215000000,-15.581509,110.51808,-16.955999,-4.5759249,-3.3069434,-112.43137,-3.2820354,-112.36352,-11.227412,-169.17064,-17.639326,-4.154767
1216000000,-15.62966,110.41237,-16.96368,-4.485981,-3.3090959,-112.37469,-3.2975295,-112.36388,-11.236295,-169.18393,-17.647758,-4.1336021
1217000000,-15.605838,110.55807,-17.017424,-4.708159,-3.3185785,-112.50174,-3.2885499,-112.6208,-11.238113,-169.56323,-17.700335,-4.4456735
1218000000,-15.647332,110.29836,-16.951401,-4.6352296,-3.3079734,-112.84241,-3.2771368,-112.63917,-11.231858,-169.62344,-17.642122,-4.4569602
1219000000,-15.587466,110.38563,-16.976898,-4.6625566,-3.3186004,-112.67588,-3.2806501,-112.65452,-11.245605,-169.69005,-17.665482,-4.4755273
1220000000,-15.638007,110.12215,-16.955788,-4.7209587,-3.3145585,-112.71787,-3.2801085,-112.82411,-11.270048,-169.68251,-17.654659,-4.3767314
1221000000,-15.664528,110.26402,-16.993214,-4.8334632,-3.313241,-112.83413,-3.2997468,-112.89458,-11.256651,-170.0331,-17.677792,-4.5515866
1222000000,-15.665068,110.44479,-17.007582,-5.0422153,-3.3109531,-112.96664,-3.3191955,-112.80045,-11.310158,-170.08862,-17.695192,-4.7836986
1223000000,-15.666223,110.13129,-17.016352,-4.9668789,-3.3200107,-113.21439,-3.3073575,-113.12365,-11.281476,-170.35547,-17.721682,-4.8115463
1224000000,-15.697031,109.87652,-16.970993,-4.8688993,-3.2966325,-113.10317,-3.2755747,-113.03423,-11.281071,-170.23514,-17.67774,-4.60638
1225000000,-15.708597,109.84686,-16.995564,-5.2679853,-3.2947457,-113.22986,-3.2943072,-113.08951,-11.281023,-170.4236,-17.680887,-5.0994163
1226000000,-15.693132,109.78003,-17.018814,-5.0132599,-3.3090627,-113.51585,-3.3231652,-113.43501,-11.305648,-170.62738,-17.720488,-4.7258897
1227000000,-15.730988,109.87481,-16.999544,-5.2844768,-3.3498297,-113.4602,-3.3225121,-113.48432,-11.316729,-170.57219,-17.723007,-4.9952946
1228000000,-15.715912,109.60529,-17.032749,-4.8706222,-3.3266172,-113.71026,-3.3052256,-113.54817,-11.325446,-170.80936,-17.744764,-4.6769295
1229000000,-15.749578,109.96938,-17.049387,-5.0606785,-3.2840955,-113.69403,-3.3000727,-113.66997,-11.304765,-170.74594,-17.74741,-4.8314891
1230000000,-15.765574,109.89722,-17.020887,-5.3472962,-3.3004794,-113.86112,-3.3048217,-113.76283,-11.348132,-171.04062,-17.721169,-5.1178093
1231000000,-15.738166,109.41757,-16.999935,-5.2309194,-3.3149273,-113.97301,-3.2963624,-113.9797,-11.352738,-171.15201,-17.726439,-4.9318385
1232000000,-15.856424,109.70156,-17.049078,-5.1671696,-3.3322308,-113.93301,-3.2992842,-113.87566,-11.393615,-171.2408,-17.749666,-4.9391026
1233000000,-15.744193,109.7613,-17.028145,-5.1214209,-3.3085847,-114.10052,-3.293679,-114.0598,-11.338181,-171.57016,-17.737936,-5.0515676
1234000000,-15.772892,109.84034,-17.031414,-5.3164845,-3.3298728,-114.18393,-3.3292484,-114.23734,-11.388732,-171.44099,-17.767017,-5.1080742
1235000000,-15.743916,109.51089,-17.029484,-5.5306897,-3.2831724,-114.21619,-3.2815831,-114.13417,-11.362889,-171.69969,-17.726904,-5.2919984
1236000000,-15.723834,109.74226,-17.065334,-5.2969022,-3.323966,-114.40293,-3.2888501,-114.27256,-11.377585,-171.68454,-17.806141,-5.0673814
1237000000,-15.777672,109.58193,-17.054722,-5.4559584,-3.3207746,-114.32008,-3.2681568,-114.2931,-11.384791,-171.93488,-17.768761,-5.2680674
1238000000,-15.740213,109.13234,-17.042059,-5.3596268,-3.319674,-114.60203,-3.3032062,-114.51398,-11.38697,-171.96902,-17.766695,-5.1086507
1239000000,-15.786721,109.61454,-17.069387,-5.4421182,-3.3402216,-114.62993,-3.3208647,-114.67605,-11.40678,-172.16281,-17.777212,-5.351902
1240000000,-15.767907,109.54849,-17.05957,-5.4444866,-3.3075864,-114.6469,-3.310729,-114.71297,-11.405431,-172.20032,-17.793079,-5.2990899
1241000000,-15.791296,109.41548,-17.070034,-5.1844163,-3.3301034,-114.60448,-3.2912042,-114.75249,-11.409428,-172.24329,-17.801497,-5.0823832
1242000000,-15.817246,109.15808,-17.043667,-5.6190586,-3.3057733,-114.9075,-3.2869244,-114.71027,-11.444591,-172.44371,-17.77133,-5.4761791
1243000000,-15.788072,109.21421,-17.071888,-5.4601951,-3.3232546,-115.05231,-3.3179107,-114.93431,-11.413763,-172.75058,-17.819063,-5.3263545
1244000000,-15.816984,109.12429,-17.043615,-5.7242832,-3.3226929,-115.1983,-3.2843471,-115.08459,-11.441752,-172.60748,-17.774414,-5.5595608
1245000000,-15.867202,109.21966,-17.066084,-5.573071,-3.3260736,-115.20586,-3.3178768,-115.19781,-11.438635,-172.79028,-17.789148,-5.655911
1246000000,-15.862107,108.73306,-17.051914,-5.9718986,-3.3100488,-115.31438,-3.2853744,-115.24279,-11.430734,-172.90321,-17.777174,-5.885499
1247000000,-15.801922,109.3148,-17.103916,-5.6032133,-3.3127203,-115.44041,-3.29109,-115.46323,-11.459743,-173.21857,-17.844519,-5.5442076
1248000000,-15.870657,108.69759,-17.048777,-5.7563052,-3.3076055,-115.51757,-3.2864797,-115.61031,-11.466923,-173.11426,-17.785179,-5.7119331
1249000000,-15.842671,108.99318,-17.075981,-5.738091,-3.3121567,-115.63046,-3.2866094,-115.4752,-11.459036,-173.29805,-17.80559,-5.5828691
1250000000,-15.893259,108.97683,-17.112217,-5.6932602,-3.3182313,-115.7198,-3.3005927,-115.64996,-11.484996,-173.37947,-17.878424,-5.5226564
1251000000,-15.913817,108.63975,-17.064137,-6.1033449,-3.3083129,-115.64312,-3.2702985,-115.72859,-11.46927,-173.66272,-17.813229,-6.1595631
1252000000,-15.870002,108.44326,-17.06212,-5.9906306,-3.2906141,-116.02077,-3.2748792,-115.8802,-11.476719,-173.87015,-17.799,-5.9398017
1253000000,-15.922973,108.67598,-17.068756,-5.9355655,-3.3308539,-115.96182,-3.3215249,-116.023,-11.510497,-173.7975,-17.831953,-5.920517
1254000000,-15.941619,108.75938,-17.082945,-5.9938669,-3.3372588,-116.03776,-3.3299575,-116.21909,-11.539649,-174.0423,-17.835796,-6.0575795
1255000000,-15.893897,108.80272,-17.106583,-6.0686421,-3.2847416,-116.05046,-3.2897093,-116.06731,-11.505107,-173.93382,-17.842369,-6.0699496
1256000000,-15.872686,108.78508,-17.125631,-6.0299726,-3.3038275,-116.41477,-3.296854,-116.1228,-11.513577,-174.21426,-17.846264,-6.0457811
1257000000,-15.923507,108.65102,-17.080997,-6.1957011,-3.3080649,-116.24937,-3.2833509,-116.31484,-11.50036,-174.27875,-17.823597,-6.2806292
1258000000,-15.913407,108.5696,-17.082798,-6.2941737,-3.2855904,-116.49269,-3.2793648,-116.42245,-11.529825,-174.41843,-17.862875,-6.3015766
1259000000,-15.931177,108.46643,-17.077068,-6.2584271,-3.3165705,-116.63585,-3.2907395,-116.56319,-11.537996,-174.59627,-17.837912,-6.2573085
1260000000,-15.957259,108.3287,-17.113817,-6.0740767,-3.3144634,-116.42843,-3.2778728,-116.43123,-11.56813,-174.5809,-17.86779,-6.0746598
1261000000,-15.993075,108.75855,-17.111908,-6.3875709,-3.3098125,-116.43369,-3.3204634,-116.57153,-11.575989,-174.66122,-17.880226,-6.3924141
1262000000,-15.941607,108.27876,-17.102201,-6.2515421,-3.3197045,-116.81908,-3.2901883,-116.74602,-11.56179,-174.92543,-17.871023,-6.2599621
1263000000,-15.944871,108.25469,-17.13448,-6.1411467,-3.2929432,-116.85922,-3.2870495,-116.89344,-11.545028,-175.15628,-17.897827,-6.2411437
1264000000,-15.983602,108.5195,-17.112467,-6.2882061,-3.3210411,-116.81637,-3.3165987,-116.8859,-11.585882,-175.01559,-17.887409,-6.1605453
1265000000,-15.980083,108.31575,-17.097136,-6.500423,-3.3111937,-116.83873,-3.2876003,-116.87103,-11.577779,-175.12859,-17.862944,-6.4460297
1266000000,-16.020857,108.44463,-17.177635,-6.5248675,-3.3219867,-116.97258,-3.3023624,-117.02678,-11.597495,-175.20686,-17.9161,-6.6130514
1267000000,-16.01787,108.36771,-17.144402,-6.379436,-3.3104491,-117.29031,-3.3011107,-117.28654,-11.578665,-175.43175,-17.911135,-6.4108739
1268000000,-16.030449,107.99446,-17.110147,-6.5389962,-3.2878478,-117.34571,-3.2924278,-117.28547,-11.601113,-175.59897,-17.885666,-6.7505355
1269000000,-16.002731,107.88261,-17.154905,-6.365943,-3.3079991,-117.37716,-3.2717938,-117.28495,-11.573347,-175.61206,-17.911718,-6.381114
1270000000,-16.014502,108.05457,-17.155996,-6.5066361,-3.3351245,-117.45901,-3.3249006,-117.57271,-11.674026,-175.88342,-17.910124,-6.630301
1271000000,-16.05654,107.56306,-17.15976,-6.5853601,-3.3427534,-117.6432,-3.3158586,-117.57021,-11.631222,-175.92458,-17.90196,-6.7457829
1272000000,-16.048326,107.86029,-17.145035,-6.8867168,-3.3164928,-117.74036,-3.3038394,-117.77716,-11.624829,-176.1797,-17.900393,-6.8895712
1273000000,-16.103512,107.7312,-17.121834,-6.8352218,-3.3091218,-117.8256,-3.2893014,-117.71796,-11.659373,-176.08954,-17.879459,-6.8590174
1274000000,-16.057558,107.56061,-17.132746,-6.6357374,-3.2942197,-117.89507,-3.2832782,-117.93684,-11.642654,-176.36456,-17.892237,-6.8258262
1275000000,-16.034649,107.82014,-17.168726,-6.8832612,-3.309433,-118.10123,-3.2898338,-118.03976,-11.638885,-176.56606,-17.934193,-6.8591332
1276000000,-16.082508,107.80153,-17.137909,-7.153791,-3.3289404,-118.07836,-3.3254118,-118.02599,-11.68793,-176.49602,-17.901535,-7.1887484
1277000000,-16.067032,107.84791,-17.185621,-6.9988837,-3.3137484,-118.05737,-3.2968335,-118.12335,-11.657631,-176.69032,-17.947422,-7.0619583
1278000000,-16.072193,107.44946,-17.141933,-6.5991802,-3.3117292,-118.22525,-3.2770638,-118.26273,-11.651483,-176.53496,-17.90723,-6.743176
1279000000,-16.082779,107.30361,-17.196157,-6.7341256,-3.3058178,-118.40262,-3.2782605,-118.4385,-11.702495,-176.77481,-17.947634,-6.9237022
1280000000,-16.120094,107.33475,-17.178719,-6.9917674,-3.2992556,-118.5867,-3.2853973,-118.55814,-11.675127,-177.13208,-17.930559,-7.1660733
1281000000,-16.116192,107.50392,-17.176702,-6.8494763,-3.3201351,-118.45451,-3.3245506,-118.54657,-11.713819,-177.08388,-17.954407,-6.960597
1282000000,-16.11841,107.44826,-17.205627,-6.9085402,-3.3341606,-118.68835,-3.3034105,-118.52545,-11.735543,-177.21635,-17.964893,-7.0921426
1283000000,-16.077196,106.84634,-17.187868,-7.0216556,-3.3190467,-118.77247,-3.2995679,-118.9001,-11.75102,-177.57809,-17.957045,-7.2474756
1284000000,-16.120136,107.47732,-17.162014,-6.8983054,-3.2904227,-118.81736,-3.2785685,-118.89955,-11.65337,-177.52562,-17.903933,-7.030652
1285000000,-16.122419,107.20258,-17.129683,-7.0304976,-3.3181114,-118.90719,-3.287291,-118.83869,-11.737588,-177.62283,-17.903191,-7.2832117
1286000000,-16.161919,107.38937,-17.208778,-7.1040831,-3.2966197,-118.8935,-3.3051505,-118.86373,-11.756185,-177.74202,-17.97628,-7.3903346
1287000000,-16.154861,107.42572,-17.198496,-7.0468793,-3.304075,-119.00263,-3.3155901,-118.92782,-11.74124,-177.71736,-17.957556,-7.1383443
1288000000,-16.117994,106.92841,-17.184446,-6.8173008,-3.2906923,-118.9924,-3.3039632,-119.05031,-11.734075,-178.05319,-17.957413,-7.0152464
1289000000,-16.217451,106.74194,-17.193722,-7.1579237,-3.3264232,-119.29015,-3.3110061,-119.25058,-11.762783,-178.27322,-17.978216,-7.3581791
1290000000,-16.188581,106.90483,-17.162292,-7.389967,-3.3207664,-119.43393,-3.3000007,-119.50156,-11.783761,-178.08276,-17.967033,-7.581048
1291000000,-16.219425,106.99763,-17.183331,-7.1086507,-3.3284798,-119.40835,-3.2917857,-119.49047,-11.760077,-178.37563,-17.93169,-7.4793272
1292000000,-16.121277,106.79933,-17.194304,-7.1593871,-3.3037395,-119.84056,-3.2777505,-119.82442,-11.757284,-178.47543,-17.964542,-7.532763
1293000000,-16.187992,107.0028,-17.19841,-7.0615149,-3.3020439,-119.5143,-3.3107088,-119.63673,-11.804934,-178.63033,-17.959641,-7.3483701
1294000000,-16.225273,106.88775,-17.181349,-7.3688068,-3.315335,-119.6814,-3.2891002,-119.55204,-11.795684,-178.69838,-17.965866,-7.657444
1295000000,-16.209122,106.98226,-17.207287,-7.2883983,-3.3007364,-119.75962,-3.2785549,-119.79285,-11.814222,-178.77521,-17.992071,-7.6398101
1296000000,-16.226475,107.01028,-17.236837,-7.383379,-3.3192265,-119.75365,-3.2776949,-119.66393,-11.810009,-178.78731,-18.008383,-7.6192307
1297000000,-16.211752,106.58123,-17.210934,-7.3973494,-3.3313441,-119.96181,-3.3189864,-119.97967,-11.848019,-179.0594,-17.987907,-7.822423
1298000000,-16.186636,106.50671,-17.196064,-7.3661294,-3.3052387,-120.36821,-3.297332,-120.32254,-11.847648,-179.25494,-17.982494,-7.6259847
1299000000,-16.268929,106.85443,-17.235144,-7.3643355,-3.2939892,-119.87702,-3.3099954,-120.0686,-11.815151,-179.29684,-18.015413,-7.811614
1300000000,-16.209892,106.91392,-17.265724,-7.3985376,-3.2905679,-120.34418,-3.2876847,-120.46262,-11.827709,-179.48465,-18.027847,-7.6714687
1301000000,-16.303774,106.18366,-17.253241,-7.6007967,-3.3484342,-120.42065,-3.3023717,-120.42767,-11.879101,-179.47662,-18.034678,-7.8258176
1302000000,-16.275454,106.49598,-17.229612,-7.6168351,-3.2853043,-120.48927,-3.2779589,-120.43562,-11.811334,-179.72139,-18.030537,-7.9626217
1303000000,-16.30282,106.54398,-17.257624,-7.6507416,-3.2897935,-120.61334,-3.2538381,-120.65778,-11.866416,-179.96075,-18.045227,-8.1550303
1304000000,-16.29644,106.35625,-17.205572,-7.6747217,-3.3167295,-120.58269,-3.3014569,-120.55485,-11.879582,-179.76147,-17.980274,-7.9898715
1305000000,-16.283745,106.44701,-17.230831,-7.592196,-3.3083429,-120.76033,-3.3010616,-120.75944,-11.878962,-179.95468,-18.025442,-7.8414226
1306000000,-16.245411,106.14981,-17.240238,-7.5006809,-3.3163006,-120.75388,-3.3148794,-120.75387,-11.897859,-179.94661,-18.025213,-7.7237616
1307000000,-16.281898,106.05553,-17.227289,-7.6043811,-3.315624,-121.11813,-3.3030171,-121.06375,-11.876163,-180.34987,-18.022362,-8.0828466
1308000000,-16.340706,105.90299,-17.212801,-7.6599846,-3.3070741,-120.88462,-3.3220923,-120.79456,-11.912449,-180.2377,-18.007921,-8.0009794
1309000000,-16.35742,106.27694,-17.232519,-7.9690185,-3.3138642,-121.0493,-3.2823071,-121.10949,-11.911706,-180.41032,-18.018415,-8.3820419
1310000000,-16.270109,106.03321,-17.220802,-7.6795721,-3.3100562,-121.1285,-3.3008549,-121.25804,-11.914876,-180.67085,-18.037775,-8.0376921
1311000000,-16.349398,105.81064,-17.214151,-7.8100557,-3.312149,-121.32549,-3.2900808,-121.28762,-11.92276,-180.64706,-18.018635,-8.1967583
1312000000,-16.400038,105.95934,-17.240105,-7.7316976,-3.3081679,-121.45298,-3.279732,-121.30775,-11.903742,-180.79262,-18.031515,-8.148138
1313000000,-16.314102,105.71532,-17.243004,-7.9426684,-3.304338,-121.63756,-3.3068459,-121.61897,-11.933407,-180.98267,-18.037725,-8.3610058
1314000000,-16.382881,105.87629,-17.240776,-7.9805222,-3.3089406,-121.79031,-3.3046737,-121.82806,-11.948262,-181.15266,-18.047621,-8.4883738
1315000000,-16.337187,105.67873,-17.250668,-8.0286655,-3.3017416,-121.87493,-3.2952139,-121.7643,-11.955212,-181.35457,-18.044031,-8.3392763
1316000000,-16.430586,105.72185,-17.221838,-7.916379,-3.3342478,-121.68089,-3.3020313,-121.90282,-11.944869,-181.30466,-18.019138,-8.2991257
1317000000,-16.422392,105.94904,-17.24263,-7.8839831,-3.3088436,-122.04003,-3.2779362,-121.87541,-11.972119,-181.45331,-18.035433,-8.2183104
1318000000,-16.351767,105.67136,-17.266361,-7.9154158,-3.3167295,-122.00931,-3.295572,-121.85853,-11.962393,-181.51004,-18.050571,-8.287117
1319000000,-16.412664,105.58872,-17.295053,-7.8244281,-3.314455,-122.23454,-3.2998033,-122.20512,-11.957236,-181.67882,-18.073732,-8.2435837
