"Freq [GHz]","S(1,1) []"
3.587,-0.792229309577118 + 0.517593324902452i
3.588,-0.791807341950609 + 0.51835414149836i
3.589,-0.791384587396799 + 0.519113692186157i
3.59,-0.790961047099312 + 0.519871982979721i
3.591,-0.790536722212233 + 0.520629019856142i
3.592,-0.790111613860353 + 0.521384808755945i
3.593,-0.789685723139419 + 0.522139355583312i
3.594,-0.78925905111637 + 0.522892666206305i
3.595,-0.788831598829573 + 0.523644746457089i
3.596,-0.788403367289062 + 0.524395602132143i
3.597,-0.787974357476768 + 0.52514523899248i
3.598,-0.787544570346746 + 0.525893662763865i
3.599,-0.787114006825403 + 0.52664087913702i
3.6,-0.786682667811721 + 0.527386893767846i
3.601,-0.786250554177475 + 0.52813171227762i
3.602,-0.78581766676745 + 0.528875340253217i
3.603,-0.785384006399661 + 0.529617783247301i
3.604,-0.784949573865557 + 0.530359046778541i
3.605,-0.784514369930234 + 0.531099136331813i
3.606,-0.784078395332644 + 0.531838057358397i
3.607,-0.783641650785793 + 0.532575815276176i
3.608,-0.783204136976945 + 0.533312415469845i
3.609,-0.782765854567822 + 0.534047863291092i
3.61,-0.782326804194797 + 0.534782164058804i
3.611,-0.781886986469089 + 0.535515323059256i
3.612,-0.781446401976954 + 0.536247345546308i
3.613,-0.781005051279874 + 0.536978236741588i
3.614,-0.780562934914742 + 0.537708001834686i
3.615,-0.780120053394045 + 0.538436645983339i
3.616,-0.779676407206046 + 0.539164174313619i
3.617,-0.779231996814967 + 0.539890591920115i
3.618,-0.778786822661155 + 0.540615903866117i
3.619,-0.77834088516127 + 0.541340115183797i
3.62,-0.777894184708446 + 0.542063230874391i
3.621,-0.777446721672467 + 0.542785255908369i
3.622,-0.77699849639993 + 0.543506195225624i
3.623,-0.776549509214416 + 0.544226053735639i
3.624,-0.776099760416646 + 0.544944836317664i
3.625,-0.775649250284651 + 0.545662547820888i
3.626,-0.775197979073923 + 0.546379193064607i
3.627,-0.774745947017575 + 0.547094776838402i
3.628,-0.774293154326498 + 0.547809303902295i
3.629,-0.773839601189505 + 0.548522778986929i
3.63,-0.773385287773499 + 0.549235206793722i
3.631,-0.772930214223601 + 0.549946591995038i
3.632,-0.772474380663311 + 0.55065693923435i
3.633,-0.772017787194648 + 0.551366253126395i
3.634,-0.771560433898291 + 0.552074538257339i
3.635,-0.771102320833727 + 0.552781799184935i
3.636,-0.77064344803938 + 0.55348804043868i
3.637,-0.770183815532756 + 0.554193266519968i
3.638,-0.769723423310574 + 0.55489748190225i
3.639,-0.769262271348903 + 0.555600691031183i
3.64,-0.768800359603291 + 0.556302898324782i
3.641,-0.768337688008894 + 0.557004108173574i
3.642,-0.767874256480609 + 0.557704324940741i
3.643,-0.767410064913194 + 0.558403552962275i
3.644,-0.766945113181396 + 0.559101796547122i
3.645,-0.766479401140076 + 0.559799059977324i
3.646,-0.766012928624327 + 0.560495347508168i
3.647,-0.765545695449592 + 0.561190663368327i
3.648,-0.765077701411786 + 0.561885011760003i
3.649,-0.764608946287413 + 0.56257839685906i
3.65,-0.764139429833674 + 0.563270822815177i
3.651,-0.763669151788585 + 0.563962293751972i
3.652,-0.76319811187109 + 0.564652813767149i
3.653,-0.762726309781169 + 0.565342386932625i
3.654,-0.762253745199939 + 0.566031017294672i
3.655,-0.761780417789775 + 0.566718708874044i
3.656,-0.761306327194406 + 0.567405465666112i
3.657,-0.760831473039018 + 0.568091291640994i
3.658,-0.760355854930361 + 0.568776190743684i
3.659,-0.759879472456849 + 0.569460166894181i
3.66,-0.759402325188652 + 0.570143223987615i
3.661,-0.758924412677809 + 0.570825365894372i
3.662,-0.758445734458306 + 0.571506596460226i
3.663,-0.757966290046186 + 0.572186919506451i
3.664,-0.757486078939635 + 0.572866338829952i
3.665,-0.757005100619078 + 0.573544858203385i
3.666,-0.756523354547267 + 0.574222481375273i
3.667,-0.75604084016937 + 0.574899212070131i
3.668,-0.755557556913063 + 0.575575053988578i
3.669,-0.755073504188614 + 0.576250010807462i
3.67,-0.754588681388971 + 0.576924086179966i
3.671,-0.754103087889841 + 0.577597283735728i
3.672,-0.753616723049781 + 0.578269607080957i
3.673,-0.75312958621027 + 0.578941059798537i
3.674,-0.752641676695801 + 0.57961164544815i
3.675,-0.752152993813949 + 0.580281367566376i
3.676,-0.751663536855456 + 0.580950229666805i
3.677,-0.751173305094304 + 0.58161823524015i
3.678,-0.750682297787793 + 0.582285387754349i
3.679,-0.750190514176616 + 0.582951690654672i
3.68,-0.749697953484929 + 0.583617147363827i
3.681,-0.749204614920423 + 0.584281761282062i
3.682,-0.7487104976744 + 0.584945535787272i
3.683,-0.748215600921836 + 0.585608474235094i
3.684,-0.747719923821453 + 0.586270579959018i
3.685,-0.747223465515786 + 0.586931856270475i
3.686,-0.746726225131251 + 0.587592306458946i
3.687,-0.746228201778203 + 0.588251933792053i
3.688,-0.745729394551012 + 0.588910741515657i
3.689,-0.745229802528115 + 0.589568732853958i
3.69,-0.744729424772081 + 0.590225911009585i
3.691,-0.744228260329678 + 0.590882279163693i
3.692,-0.743726308231922 + 0.591537840476053i
3.693,-0.743223567494145 + 0.592192598085144i
3.694,-0.742720037116047 + 0.592846555108247i
3.695,-0.742215716081756 + 0.593499714641532i
3.696,-0.741710603359881 + 0.594152079760148i
3.697,-0.74120469790357 + 0.59480365351831i
3.698,-0.740697998650559 + 0.595454438949389i
3.699,-0.740190504523227 + 0.596104439065992i
3.7,-0.739682214428651 + 0.596753656860052i
3.701,-0.739173127258651 + 0.597402095302912i
3.702,-0.738663241889843 + 0.598049757345404i
3.703,-0.738152557183683 + 0.59869664591794i
3.704,-0.737641071986528 + 0.599342763930581i
3.705,-0.737128785129663 + 0.599988114273126i
3.706,-0.736615695429363 + 0.600632699815192i
3.707,-0.736101801686934 + 0.601276523406283i
3.708,-0.735587102688752 + 0.601919587875885i
3.709,-0.735071597206312 + 0.602561896033523i
3.71,-0.734555283996267 + 0.603203450668847i
3.711,-0.734038161800471 + 0.603844254551711i
3.712,-0.73352022934602 + 0.604484310432235i
3.713,-0.733001485345291 + 0.605123621040889i
3.714,-0.732481928495979 + 0.60576218908856i
3.715,-0.731961557481137 + 0.606400017266624i
3.716,-0.731440370969214 + 0.607037108247016i
3.717,-0.730918367614088 + 0.6076734646823i
3.718,-0.730395546055105 + 0.608309089205739i
3.719,-0.729871904917114 + 0.60894398443136i
3.72,-0.729347442810492 + 0.609578152954023i
3.721,-0.728822158331191 + 0.610211597349486i
3.722,-0.728296050060757 + 0.610844320174471i
3.723,-0.727769116566371 + 0.611476323966727i
3.724,-0.727241356400875 + 0.612107611245094i
3.725,-0.726712768102803 + 0.612738184509565i
3.726,-0.726183350196408 + 0.613368046241351i
3.727,-0.725653101191689 + 0.613997198902935i
3.728,-0.725122019584427 + 0.614625644938141i
3.729,-0.724590103856203 + 0.615253386772184i
3.73,-0.724057352474425 + 0.615880426811733i
3.731,-0.72352376389236 + 0.616506767444971i
3.732,-0.722989336549145 + 0.617132411041647i
3.733,-0.722454068869827 + 0.617757359953131i
3.734,-0.721917959265375 + 0.618381616512474i
3.735,-0.721381006132701 + 0.61900518303446i
3.736,-0.720843207854692 + 0.619628061815657i
3.737,-0.720304562800222 + 0.62025025513447i
3.738,-0.719765069324172 + 0.620871765251197i
3.739,-0.719224725767456 + 0.621492594408073i
3.74,-0.71868353045703 + 0.622112744829328i
3.741,-0.718141481705922 + 0.622732218721226i
3.742,-0.717598577813238 + 0.623351018272124i
3.743,-0.717054817064184 + 0.623969145652512i
3.744,-0.716510197730083 + 0.624586603015063i
3.745,-0.715964718068387 + 0.62520339249468i
3.746,-0.715418376322693 + 0.625819516208536i
3.747,-0.714871170722756 + 0.626434976256124i
3.748,-0.714323099484506 + 0.627049774719296i
3.749,-0.713774160810056 + 0.627663913662312i
3.75,-0.713224352887715 + 0.628277395131873i
3.751,-0.712673673892001 + 0.62889022115717i
3.752,-0.71212212198365 + 0.629502393749921i
3.753,-0.711569695309628 + 0.630113914904409i
3.754,-0.711016392003136 + 0.630724786597523i
3.755,-0.710462210183624 + 0.631335010788799i
3.756,-0.709907147956799 + 0.631944589420446i
3.757,-0.709351203414626 + 0.632553524417398i
3.758,-0.708794374635341 + 0.633161817687336i
3.759,-0.708236659683455 + 0.63376947112073i
3.76,-0.707678056609764 + 0.634376486590873i
3.761,-0.707118563451345 + 0.634982865953909i
3.762,-0.706558178231568 + 0.63558861104887i
3.763,-0.705996898960099 + 0.636193723697709i
3.764,-0.7054347236329 + 0.636798205705326i
3.765,-0.704871650232234 + 0.6374020588596i
3.766,-0.704307676726667 + 0.638005284931422i
3.767,-0.70374280107107 + 0.638607885674717i
3.768,-0.703177021206619 + 0.639209862826476i
3.769,-0.702610335060793 + 0.639811218106784i
3.77,-0.702042740547382 + 0.640411953218841i
3.771,-0.701474235566475 + 0.641012069848994i
3.772,-0.700904818004466 + 0.641611569666758i
3.773,-0.700334485734055 + 0.642210454324838i
3.774,-0.699763236614232 + 0.642808725459157i
3.775,-0.699191068490294 + 0.643406384688873i
3.776,-0.69861797919382 + 0.644003433616407i
3.777,-0.698043966542685 + 0.644599873827459i
3.778,-0.697469028341045 + 0.645195706891028i
3.779,-0.696893162379335 + 0.645790934359433i
3.78,-0.696316366434262 + 0.646385557768332i
3.781,-0.695738638268804 + 0.646979578636737i
3.782,-0.695159975632191 + 0.647572998467036i
3.783,-0.694580376259915 + 0.648165818745004i
3.784,-0.693999837873706 + 0.648758040939819i
3.785,-0.693418358181534 + 0.64934966650408i
3.786,-0.692835934877598 + 0.649940696873819i
3.787,-0.692252565642311 + 0.650531133468513i
3.788,-0.6916682481423 + 0.651120977691099i
3.789,-0.691082980030382 + 0.651710230927984i
3.79,-0.690496758945572 + 0.652298894549052i
3.791,-0.689909582513052 + 0.652886969907683i
3.792,-0.689321448344173 + 0.653474458340755i
3.793,-0.688732354036436 + 0.654061361168656i
3.794,-0.68814229717348 + 0.654647679695289i
3.795,-0.687551275325071 + 0.655233415208081i
3.796,-0.686959286047085 + 0.655818568977988i
3.797,-0.686366326881496 + 0.656403142259503i
3.798,-0.685772395356359 + 0.656987136290655i
3.799,-0.685177488985798 + 0.657570552293023i
3.8,-0.684581605269987 + 0.658153391471727i
3.801,-0.683984741695133 + 0.658735655015438i
3.802,-0.683386895733464 + 0.65931734409638i
3.803,-0.682788064843208 + 0.659898459870323i
3.804,-0.682188246468575 + 0.660479003476595i
3.805,-0.68158743803974 + 0.66105897603807i
3.806,-0.680985636972826 + 0.661638378661173i
3.807,-0.68038284066988 + 0.662217212435875i
3.808,-0.67977904651886 + 0.662795478435692i
3.809,-0.67917425189361 + 0.663373177717681i
3.81,-0.678568454153839 + 0.663950311322431i
3.811,-0.677961650645106 + 0.664526880274062i
3.812,-0.67735383869879 + 0.665102885580218i
3.813,-0.676745015632076 + 0.66567832823206i
3.814,-0.676135178747929 + 0.666253209204257i
3.815,-0.675524325335072 + 0.666827529454976i
3.816,-0.67491245266796 + 0.66740128992588i
3.817,-0.674299558006762 + 0.667974491542108i
3.818,-0.67368563859733 + 0.668547135212269i
3.819,-0.673070691671182 + 0.66911922182843i
3.82,-0.67245471444547 + 0.669690752266106i
3.821,-0.67183770412296 + 0.67026172738424i
3.822,-0.671219657892004 + 0.670832148025194i
3.823,-0.670600572926509 + 0.671402015014732i
3.824,-0.669980446385922 + 0.671971329162007i
3.825,-0.66935927541519 + 0.672540091259539i
3.826,-0.668737057144741 + 0.673108302083204i
3.827,-0.668113788690453 + 0.673675962392208i
3.828,-0.667489467153624 + 0.674243072929078i
3.829,-0.666864089620947 + 0.674809634419634i
3.83,-0.666237653164477 + 0.67537564757297i
3.831,-0.665610154841602 + 0.675941113081435i
3.832,-0.664981591695018 + 0.676506031620609i
3.833,-0.66435196075269 + 0.677070403849281i
3.834,-0.663721259027828 + 0.677634230409421i
3.835,-0.663089483518851 + 0.678197511926161i
3.836,-0.662456631209358 + 0.678760249007766i
3.837,-0.661822699068095 + 0.679322442245608i
3.838,-0.661187684048923 + 0.679884092214138i
3.839,-0.660551583090785 + 0.680445199470861i
3.84,-0.65991439311767 + 0.681005764556302i
3.841,-0.659276111038582 + 0.68156578799398i
3.842,-0.658636733747507 + 0.682125270290376i
3.843,-0.657996258123375 + 0.682684211934903i
3.844,-0.657354681030025 + 0.68324261339987i
3.845,-0.656711999316175 + 0.683800475140452i
3.846,-0.656068209815379 + 0.684357797594654i
3.847,-0.655423309345995 + 0.684914581183278i
3.848,-0.654777294711148 + 0.685470826309884i
3.849,-0.654130162698694 + 0.686026533360757i
3.85,-0.653481910081177 + 0.686581702704867i
3.851,-0.652832533615802 + 0.687136334693831i
3.852,-0.652182030044383 + 0.687690429661872i
3.853,-0.651530396093317 + 0.688243987925782i
3.854,-0.650877628473539 + 0.688797009784881i
3.855,-0.650223723880484 + 0.689349495520968i
3.856,-0.649568678994045 + 0.689901445398288i
3.857,-0.648912490478537 + 0.69045285966348i
3.858,-0.648255154982653 + 0.691003738545538i
3.859,-0.647596669139429 + 0.69155408225576i
3.86,-0.646937029566192 + 0.692103890987709i
3.861,-0.64627623286453 + 0.692653164917153i
3.862,-0.645614275620244 + 0.693201904202034i
3.863,-0.644951154403306 + 0.6937501089824i
3.864,-0.644286865767819 + 0.694297779380368i
3.865,-0.643621406251969 + 0.694844915500067i
3.866,-0.64295477237799 + 0.69539151742759i
3.867,-0.642286960652111 + 0.695937585230932i
3.868,-0.641617967564515 + 0.696483118959949i
3.869,-0.6409477895893 + 0.69702811864629i
3.87,-0.640276423184427 + 0.697572584303351i
3.871,-0.639603864791677 + 0.698116515926212i
3.872,-0.638930110836607 + 0.69865991349158i
3.873,-0.638255157728503 + 0.699202776957735i
3.874,-0.637579001860332 + 0.699745106264461i
3.875,-0.636901639608701 + 0.700286901332994i
3.876,-0.6362230673338 + 0.700828162065956i
3.877,-0.635543281379368 + 0.701368888347292i
3.878,-0.634862278072632 + 0.701909080042206i
3.879,-0.63418005372427 + 0.702448736997099i
3.88,-0.633496604628353 + 0.702987859039499i
3.881,-0.632811927062305 + 0.703526445977999i
3.882,-0.632126017286848 + 0.70406449760218i
3.883,-0.631438871545956 + 0.704602013682557i
3.884,-0.6307504860668 + 0.705138993970493i
3.885,-0.63006085705971 + 0.705675438198139i
3.886,-0.629369980718108 + 0.706211346078358i
3.887,-0.628677853218467 + 0.70674671730465i
3.888,-0.627984470720264 + 0.707281551551083i
3.889,-0.627289829365917 + 0.707815848472212i
3.89,-0.626593925280745 + 0.708349607703007i
3.891,-0.625896754572904 + 0.708882828858773i
3.892,-0.625198313333346 + 0.709415511535073i
3.893,-0.624498597635759 + 0.709947655307649i
3.894,-0.623797603536518 + 0.710479259732338i
3.895,-0.623095327074627 + 0.711010324344994i
3.896,-0.62239176427167 + 0.711540848661405i
3.897,-0.621686911131756 + 0.712070832177203i
3.898,-0.620980763641461 + 0.712600274367791i
3.899,-0.620273317769779 + 0.713129174688241i
3.9,-0.619564569468063 + 0.713657532573221i
3.901,-0.61885451466997 + 0.714185347436899i
3.902,-0.618143149291409 + 0.714712618672852i
3.903,-0.617430469230479 + 0.715239345653981i
3.904,-0.61671647036742 + 0.715765527732417i
3.905,-0.616001148564548 + 0.716291164239422i
3.906,-0.615284499666209 + 0.716816254485303i
3.907,-0.614566519498714 + 0.717340797759311i
3.908,-0.613847203870278 + 0.717864793329548i
3.909,-0.613126548570974 + 0.718388240442866i
3.91,-0.61240454937267 + 0.718911138324768i
3.911,-0.611681202028963 + 0.719433486179311i
3.912,-0.610956502275132 + 0.719955283188998i
3.913,-0.610230445828075 + 0.720476528514683i
3.914,-0.609503028386244 + 0.720997221295462i
3.915,-0.608774245629596 + 0.721517360648566i
3.916,-0.608044093219523 + 0.72203694566926i
3.917,-0.6073125667988 + 0.722555975430732i
3.918,-0.606579661991523 + 0.723074448983982i
3.919,-0.605845374403043 + 0.723592365357715i
3.92,-0.605109699619913 + 0.724109723558227i
3.921,-0.604372633209819 + 0.724626522569293i
3.922,-0.603634170721528 + 0.725142761352051i
3.923,-0.602894307684818 + 0.725658438844891i
3.924,-0.602153039610419 + 0.726173553963329i
3.925,-0.601410361989955 + 0.726688105599899i
3.926,-0.600666270295873 + 0.727202092624028i
3.927,-0.599920759981388 + 0.727715513881913i
3.928,-0.599173826480417 + 0.7282283681964i
3.929,-0.598425465207516 + 0.728740654366866i
3.93,-0.597675671557818 + 0.729252371169082i
3.931,-0.596924440906963 + 0.729763517355099i
3.932,-0.596171768611047 + 0.730274091653111i
3.933,-0.595417650006544 + 0.730784092767327i
3.934,-0.594662080410252 + 0.731293519377845i
3.935,-0.59390505511922 + 0.731802370140517i
3.936,-0.59314656941069 + 0.732310643686808i
3.937,-0.592386618542031 + 0.732818338623675i
3.938,-0.591625197750668 + 0.733325453533415i
3.939,-0.590862302254022 + 0.733831986973542i
3.94,-0.590097927249444 + 0.734337937476631i
3.941,-0.589332067914149 + 0.734843303550192i
3.942,-0.588564719405146 + 0.735348083676516i
3.943,-0.587795876859174 + 0.735852276312536i
3.944,-0.587025535392641 + 0.736355879889683i
3.945,-0.586253690101548 + 0.736858892813731i
3.946,-0.585480336061425 + 0.737361313464658i
3.947,-0.58470546832727 + 0.737863140196487i
3.948,-0.583929081933475 + 0.738364371337135i
3.949,-0.583151171893757 + 0.738865005188268i
3.95,-0.582371733201099 + 0.739365040025133i
3.951,-0.581590760827673 + 0.739864474096409i
3.952,-0.580808249724779 + 0.740363305624049i
3.953,-0.580024194822769 + 0.740861532803113i
3.954,-0.57923859103099 + 0.741359153801612i
3.955,-0.578451433237703 + 0.741856166760344i
3.956,-0.577662716310023 + 0.742352569792726i
3.957,-0.576872435093845 + 0.742848360984628i
3.958,-0.576080584413781 + 0.743343538394206i
3.959,-0.575287159073084 + 0.743838100051728i
3.96,-0.574492153853583 + 0.744332043959406i
3.961,-0.573695563515615 + 0.74482536809122i
3.962,-0.572897382797947 + 0.74531807039274i
3.963,-0.57209760641772 + 0.745810148780953i
3.964,-0.571296229070368 + 0.746301601144081i
3.965,-0.570493245429548 + 0.746792425341402i
3.966,-0.569688650147082 + 0.74728261920306i
3.967,-0.568882437852875 + 0.747772180529893i
3.968,-0.568074603154845 + 0.748261107093233i
3.969,-0.567265140638862 + 0.748749396634726i
3.97,-0.56645404486867 + 0.74923704686614i
3.971,-0.565641310385818 + 0.749724055469169i
3.972,-0.564826931709591 + 0.750210420095244i
3.973,-0.564010903336938 + 0.750696138365333i
3.974,-0.563193219742403 + 0.751181207869747i
3.975,-0.562373875378051 + 0.751665626167934i
3.976,-0.561552864673402 + 0.75214939078828i
3.977,-0.560730182035356 + 0.752632499227908i
3.978,-0.559905821848125 + 0.753114948952468i
3.979,-0.559079778473162 + 0.753596737395927i
3.98,-0.558252046249085 + 0.754077861960369i
3.981,-0.557422619491617 + 0.754558320015768i
3.982,-0.5565914924935 + 0.755038108899788i
3.983,-0.55575865952444 + 0.755517225917554i
3.984,-0.554924114831025 + 0.755995668341445i
3.985,-0.554087852636659 + 0.756473433410866i
3.986,-0.553249867141487 + 0.756950518332027i
3.987,-0.552410152522331 + 0.75742692027772i
3.988,-0.551568702932612 + 0.757902636387088i
3.989,-0.550725512502285 + 0.758377663765401i
3.99,-0.549880575337763 + 0.758851999483821i
3.991,-0.54903388552185 + 0.759325640579167i
