"Freq [GHz]","cang_deg(S(2,1)) [deg]","cang_deg(S(3,1)) [deg]"
1.695,-180.607769036258,-228.030650527785
1.696,-180.68027677747,-228.173741748383
1.697,-180.752737705386,-228.316882957813
1.698,-180.825152135937,-228.460074287426
1.699,-180.897520388417,-228.603315868569
1.7,-180.969842785505,-228.746607832588
1.701,-181.042119653273,-228.889950310822
1.702,-181.114351321201,-229.033343434601
1.703,-181.186538122192,-229.176787335244
1.704,-181.258680392583,-229.320282144055
1.705,-181.33077847216,-229.463827992321
1.706,-181.402832704169,-229.607425011309
1.707,-181.474843435328,-229.751073332263
1.708,-181.546811015844,-229.894773086404
1.709,-181.618735799421,-230.038524404921
1.71,-181.690618143273,-230.182327418974
1.711,-181.76245840814,-230.326182259687
1.712,-181.834256958293,-230.47008905815
1.713,-181.906014161553,-230.61404794541
1.714,-181.977730389299,-230.758059052472
1.715,-182.04940601648,-230.902122510295
1.716,-182.121041421625,-231.046238449789
1.717,-182.192636986859,-231.190407001812
1.718,-182.264193097906,-231.334628297166
1.719,-182.335710144109,-231.478902466596
1.72,-182.407188518434,-231.623229640784
1.721,-182.478628617482,-231.767609950349
1.722,-182.550030841501,-231.912043525841
1.723,-182.621395594396,-232.05653049774
1.724,-182.692723283735,-232.20107099645
1.725,-182.764014320764,-232.3456651523
1.726,-182.835269120414,-232.490313095537
1.727,-182.906488101309,-232.635014956323
1.728,-182.977671685778,-232.779770864734
1.729,-183.048820299862,-232.924580950754
1.73,-183.119934373324,-233.069445344274
1.731,-183.191014339654,-233.214364175088
1.732,-183.262060636083,-233.359337572886
1.733,-183.333073703586,-233.504365667257
1.734,-183.404053986893,-233.64944858768
1.735,-183.475001934495,-233.794586463522
1.736,-183.545917998651,-233.939779424037
1.737,-183.616802635396,-234.085027598359
1.738,-183.687656304549,-234.230331115499
1.739,-183.758479469717,-234.375690104344
1.74,-183.829272598304,-234.521104693649
1.741,-183.900036161516,-234.666575012039
1.742,-183.970770634365,-234.812101187999
1.743,-184.041476495679,-234.957683349876
1.744,-184.112154228104,-235.103321625869
1.745,-184.18280431811,-235.249016144033
1.746,-184.253427255998,-235.394767032267
1.747,-184.3240235359,-235.540574418316
1.748,-184.394593655787,-235.686438429766
1.749,-184.465138117474,-235.832359194038
1.75,-184.535657426621,-235.978336838385
1.751,-184.606152092736,-236.124371489889
1.752,-184.676622629182,-236.270463275456
1.753,-184.747069553179,-236.416612321813
1.754,-184.817493385802,-236.562818755502
1.755,-184.887894651991,-236.70908270288
1.756,-184.958273880546,-236.855404290108
1.757,-185.028631604134,-237.001783643155
1.758,-185.098968359289,-237.148220887786
1.759,-185.169284686411,-237.294716149564
1.76,-185.239581129771,-237.441269553844
1.761,-185.309858237508,-237.587881225766
1.762,-185.380116561631,-237.734551290253
1.763,-185.450356658019,-237.881279872008
1.764,-185.520579086422,-238.028067095508
1.765,-185.590784410456,-238.174913084999
1.766,-185.660973197608,-238.321817964492
1.767,-185.731146019231,-238.468781857759
1.768,-185.801303450541,-238.61580488833
1.769,-185.871446070621,-238.762887179487
1.77,-185.941574462412,-238.910028854256
1.771,-186.011689212715,-239.057230035411
1.772,-186.081790912187,-239.204490845461
1.773,-186.151880155336,-239.351811406649
1.774,-186.221957540521,-239.499191840948
1.775,-186.292023669944,-239.646632270056
1.776,-186.362079149648,-239.794132815389
1.777,-186.432124589513,-239.941693598079
1.778,-186.502160603249,-240.089314738969
1.779,-186.572187808393,-240.236996358606
1.78,-186.6422068263,-240.384738577239
1.781,-186.712218282141,-240.532541514812
1.782,-186.782222804894,-240.680405290959
1.783,-186.852221027339,-240.828330025003
1.784,-186.922213586047,-240.976315835945
1.785,-186.992201121378,-241.124362842463
1.786,-187.06218427747,-241.272471162908
1.787,-187.13216370223,-241.420640915295
1.788,-187.202140047327,-241.5688722173
1.789,-187.272113968183,-241.717165186256
1.79,-187.342086123964,-241.865519939146
1.791,-187.412057177568,-242.013936592599
1.792,-187.482027795618,-242.162415262885
1.793,-187.551998648447,-242.310956065909
1.794,-187.621970410094,-242.459559117206
1.795,-187.691943758286,-242.608224531935
1.796,-187.76191937443,-242.756952424875
1.797,-187.831897943599,-242.905742910419
1.798,-187.901880154521,-243.05459610257
1.799,-187.971866699567,-243.203512114933
1.8,-188.041858274735,-243.352491060712
1.801,-188.111855579638,-243.501533052701
1.802,-188.181859317489,-243.650638203285
1.803,-188.251870195089,-243.799806624427
1.804,-188.321888922809,-243.949038427669
1.805,-188.391916214577,-244.09833372412
1.806,-188.461952787861,-244.247692624456
1.807,-188.531999363654,-244.397115238913
1.808,-188.602056666457,-244.546601677277
1.809,-188.67212542426,-244.696152048887
1.81,-188.74220636853,-244.845766462618
1.811,-188.812300234189,-244.995445026886
1.812,-188.882407759595,-245.145187849637
1.813,-188.952529686528,-245.294995038339
1.814,-189.022666760167,-245.444866699981
1.815,-189.092819729074,-245.594802941065
1.816,-189.16298934517,-245.7448038676
1.817,-189.23317636372,-245.894869585095
1.818,-189.303381543305,-246.045000198556
1.819,-189.373605645811,-246.195195812476
1.82,-189.4438494364,-246.345456530835
1.821,-189.514113683488,-246.495782457085
1.822,-189.584399158728,-246.646173694154
1.823,-189.654706636984,-246.796630344431
1.824,-189.725036896308,-246.947152509767
1.825,-189.795390717915,-247.097740291464
1.826,-189.865768886162,-247.24839379027
1.827,-189.936172188525,-247.399113106374
1.828,-190.006601415566,-247.5498983394
1.829,-190.07705736092,-247.700749588398
1.83,-190.147540821256,-247.85166695184
1.831,-190.218052596264,-248.002650527614
1.832,-190.288593488618,-248.153700413016
1.833,-190.359164303956,-248.304816704743
1.834,-190.429765850848,-248.455999498889
1.835,-190.500398940773,-248.607248890939
1.836,-190.571064388087,-248.758564975759
1.837,-190.641763009995,-248.909947847592
1.838,-190.712495626523,-249.06139760005
1.839,-190.783263060492,-249.212914326111
1.84,-190.854066137479,-249.364498118106
1.841,-190.924905685798,-249.51614906772
1.842,-190.99578253646,-249.667867265979
1.843,-191.066697523148,-249.819652803246
1.844,-191.137651482184,-249.971505769216
1.845,-191.208645252496,-250.123426252906
1.846,-191.279679675585,-250.27541434265
1.847,-191.350755595496,-250.427470126091
1.848,-191.421873858783,-250.579593690177
1.849,-191.493035314474,-250.731785121151
1.85,-191.56424081404,-250.884044504546
1.851,-191.635491211359,-251.036371925178
1.852,-191.706787362682,-251.188767467137
1.853,-191.778130126597,-251.341231213783
1.854,-191.849520363996,-251.493763247739
1.855,-191.920958938036,-251.64636365088
1.856,-191.992446714105,-251.799032504332
1.857,-192.063984559786,-251.951769888459
1.858,-192.135573344817,-252.104575882861
1.859,-192.207213941059,-252.257450566364
1.86,-192.278907222451,-252.410394017012
1.861,-192.350654064978,-252.563406312065
1.862,-192.422455346631,-252.716487527985
1.863,-192.494311947366,-252.869637740435
1.864,-192.566224749069,-253.022857024267
1.865,-192.638194635512,-253.176145453517
1.866,-192.710222492314,-253.329503101399
1.867,-192.782309206905,-253.482930040296
1.868,-192.85445566848,-253.636426341753
1.869,-192.926662767962,-253.789992076468
1.87,-192.998931397955,-253.94362731429
1.871,-193.071262452712,-254.097332124206
1.872,-193.143656828083,-254.251106574335
1.873,-193.216115421478,-254.404950731925
1.874,-193.288639131824,-254.558864663338
1.875,-193.361228859521,-254.712848434051
1.876,-193.433885506398,-254.866902108639
1.877,-193.506609975673,-255.021025750778
1.878,-193.579403171903,-255.175219423229
1.879,-193.652266000945,-255.329483187836
1.88,-193.725199369909,-255.483817105516
1.881,-193.798204187113,-255.638221236251
1.882,-193.871281362041,-255.792695639081
1.883,-193.944431805291,-255.9472403721
1.884,-194.017656428536,-256.101855492441
1.885,-194.090956144474,-256.256541056277
1.886,-194.164331866781,-256.411297118805
1.887,-194.237784510069,-256.566123734246
1.888,-194.311314989834,-256.721020955833
1.889,-194.384924222411,-256.875988835802
1.89,-194.458613124927,-257.03102742539
1.891,-194.532382615252,-257.186136774823
1.892,-194.606233611952,-257.341316933307
1.893,-194.68016703424,-257.496567949026
1.894,-194.754183801928,-257.65188986913
1.895,-194.828284835378,-257.807282739726
1.896,-194.902471055452,-257.962746605877
1.897,-194.976743383468,-258.118281511585
1.898,-195.05110274114,-258.273887499792
1.899,-195.125550050541,-258.429564612365
1.9,-195.200086234044,-258.585312890095
1.901,-195.274712214273,-258.741132372684
1.902,-195.349428914059,-258.89702309874
1.903,-195.424237256381,-259.052985105766
1.904,-195.499138164322,-259.209018430157
1.905,-195.574132561014,-259.365123107189
1.906,-195.649221369588,-259.521299171012
1.907,-195.724405513124,-259.677546654642
1.908,-195.799685914599,-259.833865589955
1.909,-195.875063496834,-259.990256007674
1.91,-195.950539182444,-260.146717937367
1.911,-196.026113893785,-260.303251407438
1.912,-196.101788552903,-260.459856445116
1.913,-196.177564081479,-260.616533076451
1.914,-196.253441400782,-260.773281326303
1.915,-196.329421431611,-260.930101218336
1.916,-196.405505094245,-261.086992775011
1.917,-196.48169330839,-261.243956017575
1.918,-196.557986993127,-261.400990966058
1.919,-196.634387066858,-261.55809763926
1.92,-196.710894447251,-261.715276054746
1.921,-196.787510051191,-261.872526228839
1.922,-196.864234794725,-262.029848176609
1.923,-196.941069593006,-262.187241911868
1.924,-197.018015360245,-262.344707447163
1.925,-197.095073009653,-262.502244793764
1.926,-197.172243453388,-262.659853961659
1.927,-197.249527602504,-262.817534959548
1.928,-197.326926366895,-262.975287794832
1.929,-197.404440655243,-263.133112473605
1.93,-197.482071374962,-263.29100900065
1.931,-197.559819432146,-263.448977379428
1.932,-197.637685731515,-263.60701761207
1.933,-197.715671176361,-263.765129699371
1.934,-197.793776668495,-263.923313640784
1.935,-197.87200310819,-264.081569434406
1.936,-197.950351394132,-264.239897076977
1.937,-198.028822423363,-264.39829656387
1.938,-198.107417091226,-264.55676788908
1.939,-198.186136291317,-264.715311045222
1.94,-198.264980915424,-264.87392602352
1.941,-198.343951853479,-265.032612813799
1.942,-198.4230499935,-265.19137140448
1.943,-198.50227622154,-265.350201782569
1.944,-198.581631421634,-265.509103933652
1.945,-198.661116475743,-265.668077841887
1.946,-198.740732263702,-265.827123489996
1.947,-198.820479663167,-265.986240859258
1.948,-198.900359549562,-266.145429929499
1.949,-198.980372796021,-266.30469067909
1.95,-199.060520273345,-266.464023084934
1.951,-199.140802849937,-266.623427122461
1.952,-199.221221391759,-266.782902765621
1.953,-199.301776762272,-266.942449986875
1.954,-199.38246982239,-267.10206875719
1.955,-199.463301430419,-267.26175904603
1.956,-199.544272442015,-267.421520821347
1.957,-199.625383710122,-267.581354049579
1.958,-199.706636084926,-267.741258695638
1.959,-199.7880304138,-267.901234722903
1.96,-199.869567541255,-268.061282093217
1.961,-199.951248308884,-268.221400766875
1.962,-200.033073555315,-268.38159070262
1.963,-200.115044116158,-268.541851857633
1.964,-200.197160823952,-268.70218418753
1.965,-200.279424508116,-268.862587646352
1.966,-200.3618359949,-269.023062186558
1.967,-200.444396107331,-269.18360775902
1.968,-200.527105665163,-269.344224313014
1.969,-200.609965484829,-269.504911796215
1.97,-200.692976379391,-269.66567015469
1.971,-200.776139158488,-269.826499332887
1.972,-200.859454628289,-269.987399273637
1.973,-200.942923591442,-270.148369918138
1.974,-201.026546847027,-270.309411205953
1.975,-201.110325190504,-270.470523075006
1.976,-201.194259413669,-270.631705461568
1.977,-201.278350304602,-270.792958300258
1.978,-201.362598647622,-270.954281524031
1.979,-201.447005223236,-271.115675064176
1.98,-201.531570808096,-271.277138850305
1.981,-201.616296174948,-271.438672810353
1.982,-201.701182092587,-271.600276870563
1.983,-201.786229325811,-271.761950955489
1.984,-201.871438635374,-271.923694987984
1.985,-201.956810777938,-272.085508889194
1.986,-202.042346506034,-272.247392578556
1.987,-202.12804656801,-272.409345973787
1.988,-202.213911707987,-272.571368990882
1.989,-202.29994266582,-272.733461544106
1.99,-202.386140177046,-272.895623545988
1.991,-202.472504972847,-273.057854907318
1.992,-202.55903778,-273.220155537136
1.993,-202.645739320841,-273.382525342734
1.994,-202.732610313215,-273.544964229641
1.995,-202.819651470438,-273.707472101626
1.996,-202.906863501253,-273.870048860689
1.997,-202.994247109791,-274.032694407052
1.998,-203.081802995525,-274.195408639162
1.999,-203.169531853232,-274.358191453678
2,-203.257434372954,-274.52104274547
2.001,-203.345511239952,-274.683962407613
2.002,-203.433763134673,-274.846950331379
2.003,-203.522190732707,-275.010006406239
2.004,-203.610794704746,-275.17313051985
2.005,-203.699575716549,-275.336322558056
2.006,-203.788534428904,-275.499582404882
2.007,-203.877671497586,-275.662909942524
2.008,-203.966987573325,-275.826305051355
2.009,-204.056483301763,-275.98976760991
2.01,-204.146159323424,-276.153297494887
2.011,-204.236016273672,-276.316894581142
2.012,-204.32605478268,-276.480558741683
2.013,-204.416275475391,-276.64428984767
2.014,-204.506678971486,-276.808087768403
2.015,-204.597265885348,-276.971952371328
2.016,-204.688036826028,-277.135883522024
2.017,-204.778992397214,-277.299881084205
2.018,-204.870133197194,-277.463944919713
2.019,-204.961459818826,-277.628074888516
2.02,-205.052972849507,-277.792270848704
2.021,-205.144672871137,-277.956532656484
2.022,-205.236560460093,-278.120860166181
2.023,-205.328636187195,-278.285253230228
2.024,-205.420900617677,-278.449711699167
2.025,-205.513354311157,-278.614235421648
2.026,-205.605997821605,-278.778824244419
2.027,-205.698831697322,-278.943478012329
2.028,-205.791856480902,-279.108196568323
2.029,-205.88507270921,-279.27297975344
2.03,-205.978480913356,-279.437827406809
2.031,-206.07208161866,-279.602739365646
2.032,-206.165875344636,-279.767715465255
2.033,-206.259862604959,-279.932755539021
2.034,-206.354043907442,-280.097859418412
2.035,-206.448419754012,-280.263026932973
2.036,-206.542990640682,-280.428257910325
2.037,-206.637757057533,-280.593552176168
2.038,-206.732719488685,-280.75890955427
2.039,-206.827878412276,-280.924329866471
2.04,-206.923234300442,-281.089812932684
2.041,-207.018787619292,-281.255358570885
2.042,-207.114538828887,-281.42096659712
2.043,-207.210488383222,-281.586636825499
2.044,-207.306636730201,-281.752369068195
2.045,-207.402984311621,-281.918163135444
2.046,-207.499531563152,-282.084018835546
2.047,-207.596278914316,-282.249935974858
2.048,-207.693226788471,-282.415914357801
2.049,-207.790375602793,-282.581953786854
2.05,-207.887725768257,-282.748054062554
2.051,-207.985277689623,-282.914214983498
2.052,-208.083031765416,-283.080436346341
2.053,-208.180988387914,-283.246717945795
2.054,-208.279147943131,-283.413059574631
2.055,-208.377510810802,-283.579461023678
2.056,-208.47607736437,-283.745922081824
2.057,-208.574847970972,-283.912442536014
2.058,-208.673822991424,-284.079022171254
2.059,-208.773002780212,-284.245660770607
2.06,-208.872387685475,-284.412358115199
2.061,-208.971978049,-284.579113984214
2.062,-209.071774206203,-284.745928154902
2.063,-209.171776486126,-284.912800402572
2.064,-209.271985211422,-285.0797305006
2.065,-209.372400698347,-285.246718220426
2.066,-209.473023256751,-285.413763331558
2.067,-209.57385319007,-285.580865601572
2.068,-209.674890795317,-285.748024796115
2.069,-209.776136363075,-285.915240678904
2.07,-209.877590177491,-286.082513011733
2.071,-209.979252516268,-286.24984155447
2.072,-210.081123650658,-286.417226065062
2.073,-210.183203845461,-286.584666299537
2.074,-210.285493359016,-286.752162012006
2.075,-210.387992443198,-286.919712954667
2.076,-210.490701343413,-287.087318877805
2.077,-210.593620298599,-287.254979529796
2.078,-210.696749541215,-287.422694657114
2.079,-210.800089297246,-287.590464004328
2.08,-210.903639786199,-287.758287314108
2.081,-211.007401221098,-287.92616432723
2.082,-211.111373808489,-288.094094782578
2.083,-211.215557748434,-288.262078417147
2.084,-211.319953234517,-288.430114966048
2.085,-211.424560453838,-288.598204162513
2.086,-211.529379587019,-288.766345737897
2.087,-211.634410808202,-288.934539421683
2.088,-211.739654285057,-289.102784941487
2.089,-211.845110178775,-289.271082023063
2.09,-211.95077864408,-289.439430390306
2.091,-212.056659829228,-289.60782976526
2.092,-212.162753876011,-289.776279868117
2.093,-212.269060919763,-289.944780417231
2.094,-212.375581089363,-290.113331129114
2.095,-212.482314507243,-290.28193171845
2.096,-212.589261289391,-290.450581898092
2.097,-212.696421545359,-290.619281379077
2.098,-212.803795378269,-290.788029870623
2.099,-212.91138288482,-290.956827080141
2.1,-213.019184155298,-291.125672713241
2.101,-213.12719927358,-291.294566473732
2.102,-213.235428317147,-291.463508063639
2.103,-213.343871357088,-291.632497183199
2.104,-213.452528458116,-291.801533530875
2.105,-213.56139967857,-291.97061680336
2.106,-213.670485070434,-292.139746695584
2.107,-213.77978467934,-292.308922900722
2.108,-213.889298544583,-292.478145110202
2.109,-213.999026699133,-292.647413013712
2.11,-214.108969169647,-292.816726299204
2.111,-214.21912597648,-292.986084652908
2.112,-214.329497133697,-293.155487759337
2.113,-214.440082649091,-293.324935301295
2.114,-214.550882524191,-293.494426959884
2.115,-214.661896754281,-293.663962414517
2.116,-214.773125328412,-293.833541342918
2.117,-214.884568229415,-294.003163421143
2.118,-214.996225433923,-294.172828323575
2.119,-215.108096912379,-294.342535722946
2.12,-215.220182629058,-294.512285290337
2.121,-215.33248254208,-294.682076695189
2.122,-215.444996603429,-294.851909605318
2.123,-215.557724758968,-295.021783686917
2.124,-215.670666948461,-295.19169860457
2.125,-215.783823105585,-295.361654021262
2.126,-215.897193157954,-295.531649598388
2.127,-216.010777027136,-295.701684995761
2.128,-216.12457462867,-295.871759871627
2.129,-216.238585872088,-296.041873882673
2.13,-216.352810660934,-296.212026684037
2.131,-216.467248892785,-296.382217929319
2.132,-216.581900459271,-296.552447270594
2.133,-216.696765246096,-296.722714358419
2.134,-216.811843133058,-296.893018841849
2.135,-216.927133994074,-297.063360368444
2.136,-217.042637697198,-297.233738584286
2.137,-217.158354104647,-297.404153133982
2.138,-217.274283072819,-297.574603660684
2.139,-217.390424452323,-297.745089806099
2.14,-217.506778087994,-297.915611210497
2.141,-217.623343818922,-298.086167512727
2.142,-217.740121478476,-298.25675835023
2.143,-217.857110894324,-298.427383359048
2.144,-217.974311888461,-298.59804217384
2.145,-218.091724277234,-298.768734427891
2.146,-218.209347871366,-298.939459753131
2.147,-218.32718247598,-299.11021778014
2.148,-218.445227890627,-299.281008138169
2.149,-218.56348390931,-299.451830455148
2.15,-218.681950320513,-299.622684357702
2.151,-218.800626907225,-299.793569471162
2.152,-218.919513446967,-299.964485419583
2.153,-219.038609711819,-300.135431825754
2.154,-219.15791546845,-300.306408311215
2.155,-219.277430478141,-300.477414496266
2.156,-219.397154496817,-300.648449999988
2.157,-219.517087275072,-300.819514440254
2.158,-219.6372285582,-300.990607433742
2.159,-219.757578086219,-301.161728595952
2.16,-219.878135593908,-301.33287754122
2.161,-219.998900810825,-301.504053882734
2.162,-220.119873461347,-301.675257232546
2.163,-220.241053264692,-301.846487201592
2.164,-220.362439934951,-302.017743399701
2.165,-220.484033181121,-302.189025435616
2.166,-220.605832707128,-302.360332917008
2.167,-220.727838211865,-302.531665450488
2.168,-220.850049389219,-302.703022641628
2.169,-220.9724659281,-302.874404094975
2.17,-221.095087512474,-303.045809414066
2.171,-221.217913821396,-303.217238201443
2.172,-221.340944529036,-303.388690058673
2.173,-221.464179304717,-303.560164586361
2.174,-221.587617812941,-303.731661384169
2.175,-221.711259713424,-303.903180050831
2.176,-221.835104661127,-304.074720184168
2.177,-221.959152306288,-304.246281381109
2.178,-222.083402294456,-304.417863237705
2.179,-222.207854266521,-304.589465349145
2.18,-222.332507858747,-304.761087309778
2.181,-222.457362702807,-304.932728713124
2.182,-222.582418425815,-305.104389151895
2.183,-222.707674650358,-305.276068218012
2.184,-222.833130994529,-305.447765502621
2.185,-222.958787071962,-305.619480596114
2.186,-223.084642491864,-305.791213088142
2.187,-223.210696859052,-305.962962567636
2.188,-223.33694977398,-306.134728622825
2.189,-223.463400832781,-306.306510841251
2.19,-223.590049627294,-306.478308809791
2.191,-223.716895745102,-306.650122114673
2.192,-223.843938769565,-306.821950341495
2.193,-223.971178279855,-306.99379307524
2.194,-224.09861385099,-307.1656499003
2.195,-224.226245053867,-307.337520400493
2.196,-224.3540714553,-307.509404159076
2.197,-224.482092618052,-307.681300758772
2.198,-224.610308100868,-307.853209781783
2.199,-224.738717458516,-308.02513080981
2.2,-224.867320241815,-308.197063424075
2.201,-224.996115997675,-308.369007205334
2.202,-225.125104269129,-308.540961733902
2.203,-225.254284595372,-308.712926589669
2.204,-225.383656511788,-308.884901352119
2.205,-225.513219549997,-309.05688560035
2.206,-225.642973237879,-309.228878913095
2.207,-225.772917099617,-309.400880868737
2.208,-225.903050655729,-309.572891045333
2.209,-226.033373423104,-309.744909020631
2.21,-226.163884915038,-309.91693437209
2.211,-226.294584641268,-310.088966676899
2.212,-226.425472108011,-310.261005511998
2.213,-226.556546817995,-310.433050454097
2.214,-226.687808270497,-310.605101079696
2.215,-226.81925596138,-310.777156965104
2.216,-226.950889383125,-310.94921768646
2.217,-227.082708024871,-311.121282819751
2.218,-227.214711372446,-311.293351940835
2.219,-227.346898908408,-311.465424625459
2.22,-227.479270112074,-311.637500449276
2.221,-227.611824459563,-311.809578987874
2.222,-227.744561423826,-311.981659816784
2.223,-227.877480474685,-312.153742511512
2.224,-228.010581078866,-312.325826647549
2.225,-228.143862700038,-312.497911800399
2.226,-228.277324798845,-312.669997545595
2.227,-228.410966832944,-312.84208345872
2.228,-228.544788257041,-313.014169115426
2.229,-228.678788522925,-313.186254091458
2.23,-228.812967079503,-313.358337962671
2.231,-228.947323372838,-313.530420305051
2.232,-229.081856846183,-313.702500694736
2.233,-229.216566940017,-313.874578708035
2.234,-229.35145309208,-314.046653921451
2.235,-229.486514737407,-314.218725911699
2.236,-229.621751308366,-314.390794255725
2.237,-229.757162234692,-314.562858530731
2.238,-229.892746943524,-314.734918314191
2.239,-230.028504859436,-314.906973183874
2.24,-230.164435404475,-315.079022717863
2.241,-230.300537998198,-315.251066494576
2.242,-230.436812057702,-315.423104092785
2.243,-230.573256997664,-315.59513509164
2.244,-230.709872230372,-315.767159070683
2.245,-230.846657165763,-315.939175609876
2.246,-230.983611211456,-316.111184289616
2.247,-231.120733772785,-316.283184690756
2.248,-231.258024252838,-316.455176394626
2.249,-231.395482052488,-316.627158983055
2.25,-231.533106570429,-316.799132038387
2.251,-231.670897203208,-316.971095143507
2.252,-231.808853345263,-317.143047881855
2.253,-231.946974388956,-317.31498983745
2.254,-232.085259724605,-317.48692059491
2.255,-232.22370874052,-317.65883973947
2.256,-232.362320823035,-317.830746857004
2.257,-232.501095356545,-318.002641534046
2.258,-232.640031723538,-318.174523357805
2.259,-232.779129304626,-318.346391916191
2.26,-232.918387478585,-318.518246797832
2.261,-233.05780562238,-318.690087592093
2.262,-233.197383111206,-318.861913889098
2.263,-233.337119318516,-319.033725279748
2.264,-233.477013616057,-319.205521355742
2.265,-233.617065373902,-319.377301709596
2.266,-233.757273960481,-319.549065934662
2.267,-233.897638742617,-319.720813625149
2.268,-234.038159085558,-319.892544376141
2.269,-234.178834353005,-320.064257783619
2.27,-234.319663907153,-320.235953444477
2.271,-234.460647108712,-320.407630956544
2.272,-234.601783316952,-320.5792899186
2.273,-234.743071889722,-320.750929930399
2.274,-234.884512183491,-320.922550592688
2.275,-235.026103553378,-321.094151507221
2.276,-235.167845353178,-321.265732276784
2.277,-235.309736935403,-321.43729250521
2.278,-235.451777651304,-321.608831797401
2.279,-235.593966850908,-321.780349759343
2.28,-235.736303883046,-321.951845998127
2.281,-235.878788095387,-322.123320121967
2.282,-236.021418834464,-322.29477174022
2.283,-236.164195445711,-322.466200463401
2.284,-236.307117273486,-322.637605903205
2.285,-236.450183661108,-322.808987672522
2.286,-236.593393950882,-322.980345385459
2.287,-236.736747484133,-323.151678657353
2.288,-236.880243601232,-323.322987104793
2.289,-237.023881641631,-323.494270345637
2.29,-237.167660943885,-323.665527999028
2.291,-237.311580845689,-323.836759685414
2.292,-237.455640683902,-324.007965026564
2.293,-237.599839794579,-324.179143645586
2.294,-237.744177512997,-324.350295166944
2.295,-237.888653173687,-324.521419216475
2.296,-238.033266110461,-324.692515421408
2.297,-238.178015656439,-324.863583410377
2.298,-238.322901144079,-325.034622813445
2.299,-238.467921905207,-325.20563326211
2.3,-238.613077271039,-325.376614389334
2.301,-238.758366572215,-325.547565829549
2.302,-238.903789138823,-325.718487218681
2.303,-239.049344300426,-325.88937819416
2.304,-239.195031386094,-326.060238394943
2.305,-239.340849724422,-326.231067461524
2.306,-239.486798643569,-326.401865035952
2.307,-239.632877471272,-326.57263076185
2.308,-239.779085534883,-326.743364284424
2.309,-239.92542216139,-326.914065250487
2.31,-240.071886677442,-327.084733308466
2.311,-240.218478409379,-327.255368108423
2.312,-240.365196683257,-327.425969302068
2.313,-240.512040824871,-327.596536542774
2.314,-240.659010159783,-327.767069485594
2.315,-240.806104013344,-327.937567787272
2.316,-240.953321710727,-328.108031106261
2.317,-241.10066257694,-328.278459102735
2.318,-241.248125936862,-328.448851438605
2.319,-241.395711115261,-328.619207777533
2.32,-241.54341743682,-328.789527784946
2.321,-241.691244226162,-328.959811128048
2.322,-241.839190807873,-329.130057475838
2.323,-241.987256506525,-329.30026649912
2.324,-242.135440646705,-329.470437870515
2.325,-242.28374255303,-329.640571264482
2.326,-242.432161550176,-329.810666357321
2.327,-242.580696962902,-329.980722827194
2.328,-242.729348116067,-330.150740354135
2.329,-242.87811433466,-330.32071862006
2.33,-243.026994943816,-330.490657308786
2.331,-243.175989268844,-330.660556106036
2.332,-243.325096635245,-330.830414699458
2.333,-243.474316368736,-331.000232778632
2.334,-243.623647795271,-331.170010035084
2.335,-243.773090241063,-331.339746162298
2.336,-243.922643032607,-331.50944085573
2.337,-244.072305496697,-331.679093812811
2.338,-244.222076960452,-331.84870473297
2.339,-244.371956751334,-332.018273317636
2.34,-244.521944197168,-332.187799270254
2.341,-244.672038626167,-332.357282296291
2.342,-244.822239366946,-332.526722103254
2.343,-244.972545748547,-332.696118400693
2.344,-245.122957100456,-332.865470900216
2.345,-245.273472752625,-333.034779315498
2.346,-245.424092035491,-333.204043362288
2.347,-245.574814279994,-333.373262758426
2.348,-245.725638817598,-333.542437223844
2.349,-245.876564980308,-333.711566480582
2.35,-246.027592100691,-333.880650252794
2.351,-246.178719511894,-334.049688266759
2.352,-246.329946547661,-334.218680250889
2.353,-246.481272542354,-334.387625935737
2.354,-246.632696830968,-334.556525054008
2.355,-246.784218749151,-334.725377340564
2.356,-246.935837633221,-334.894182532437
2.357,-247.087552820185,-335.062940368832
2.358,-247.239363647754,-335.23165059114
2.359,-247.391269454361,-335.400312942941
2.36,-247.543269579178,-335.568927170014
2.361,-247.695363362134,-335.737493020346
2.362,-247.84755014393,-335.906010244137
2.363,-247.999829266057,-336.074478593806
2.364,-248.152200070811,-336.242897824001
2.365,-248.304661901308,-336.411267691605
2.366,-248.457214101504,-336.579587955741
2.367,-248.609856016206,-336.747858377778
2.368,-248.762586991092,-336.916078721341
2.369,-248.91540637272,-337.084248752314
2.37,-249.068313508551,-337.252368238844
2.371,-249.221307746959,-337.420436951352
2.372,-249.374388437247,-337.588454662535
2.373,-249.527554929661,-337.756421147372
2.374,-249.680806575407,-337.924336183128
2.375,-249.834142726661,-338.092199549361
2.376,-249.987562736587,-338.260011027928
2.377,-250.141065959351,-338.427770402984
2.378,-250.29465175013,-338.595477460993
2.379,-250.448319465132,-338.76313199073
2.38,-250.602068461605,-338.930733783281
2.381,-250.755898097852,-339.098282632053
2.382,-250.909807733243,-339.265778332778
2.383,-251.063796728229,-339.433220683508
2.384,-251.217864444356,-339.60060948463
2.385,-251.372010244274,-339.76794453886
2.386,-251.526233491751,-339.935225651252
2.387,-251.680533551688,-340.102452629198
2.388,-251.834909790127,-340.269625282431
2.389,-251.989361574265,-340.43674342303
2.39,-252.143888272466,-340.603806865417
2.391,-252.29848925427,-340.770815426366
