Freq(Hz),S21 Log Mag(dB),S21 Phase(¡)
1822000000,-17.159061,-239.3036
1823000000,-17.171301,-239.42616
1824000000,-17.162348,-239.36392
1825000000,-17.178305,-239.52376
1826000000,-17.236042,-239.6367
1827000000,-17.215429,-239.7659
1828000000,-17.242805,-239.84393
1829000000,-17.26717,-239.86119
1830000000,-17.287941,-240.12749
1831000000,-17.278891,-240.06548
1832000000,-17.31558,-240.13416
1833000000,-17.342916,-240.34143
1834000000,-17.322208,-240.28171
1835000000,-17.326715,-240.54271
1836000000,-17.327232,-240.54358
1837000000,-17.381832,-240.60516
1838000000,-17.37431,-240.95171
1839000000,-17.420671,-240.89799
1840000000,-17.446445,-240.88567
1841000000,-17.443079,-241.18152
1842000000,-17.453659,-241.24023
1843000000,-17.443491,-241.34372
1844000000,-17.490677,-241.35416
1845000000,-17.475239,-241.61169
1846000000,-17.50489,-241.71709
1847000000,-17.550589,-241.69855
1848000000,-17.534464,-242.06609
1849000000,-17.525858,-241.81271
1850000000,-17.571125,-241.9586
1851000000,-17.583796,-241.91609
1852000000,-17.620121,-242.02365
1853000000,-17.634079,-242.40279
1854000000,-17.648273,-242.2787
1855000000,-17.655165,-242.57504
1856000000,-17.690414,-242.52745
1857000000,-17.669548,-242.8344
1858000000,-17.70689,-242.90005
1859000000,-17.702312,-242.77307
1860000000,-17.73917,-242.79865
1861000000,-17.744194,-243.1067
1862000000,-17.735918,-243.03952
1863000000,-17.752861,-243.17995
1864000000,-17.772423,-243.14455
1865000000,-17.80888,-243.47758
1866000000,-17.822531,-243.47855
1867000000,-17.825117,-243.57753
1868000000,-17.848282,-243.75569
1869000000,-17.854685,-243.65222
1870000000,-17.896992,-243.79202
1871000000,-17.862972,-243.95207
1872000000,-17.870157,-244.09514
1873000000,-17.897915,-244.0363
1874000000,-17.943155,-244.19975
1875000000,-17.957132,-244.44043
1876000000,-17.941874,-244.34915
1877000000,-17.978233,-244.33644
1878000000,-17.984667,-244.62566
1879000000,-18.026196,-244.78702
1880000000,-18.021532,-244.91393
1881000000,-18.008337,-244.75937
1882000000,-18.062868,-245.10696
1883000000,-18.061911,-245.00888
1884000000,-18.118433,-245.03123
1885000000,-18.091644,-245.31053
1886000000,-18.140961,-245.41794
1887000000,-18.140865,-245.39471
1888000000,-18.107759,-245.48575
1889000000,-18.152903,-245.44968
1890000000,-18.195026,-245.85086
1891000000,-18.165953,-245.98106
1892000000,-18.214603,-245.83102
1893000000,-18.226057,-245.92722
1894000000,-18.243645,-246.0235
1895000000,-18.252075,-246.3394
1896000000,-18.288496,-246.27553
1897000000,-18.316284,-246.4285
1898000000,-18.317417,-246.44438
1899000000,-18.333921,-246.65628
1900000000,-18.353493,-246.72903
1901000000,-18.378683,-246.63649
1902000000,-18.364357,-246.74709
1903000000,-18.375845,-247.01071
1904000000,-18.417992,-247.07404
1905000000,-18.431887,-247.12718
1906000000,-18.436903,-247.1107
1907000000,-18.453798,-247.44087
1908000000,-18.46324,-247.19843
1909000000,-18.466373,-247.38574
1910000000,-18.512009,-247.61696
1911000000,-18.500477,-247.67683
1912000000,-18.53763,-247.66539
1913000000,-18.552813,-247.88696
1914000000,-18.588127,-247.97838
1915000000,-18.56757,-247.92038
1916000000,-18.602423,-247.98073
1917000000,-18.615789,-248.01511
1918000000,-18.647757,-248.16728
1919000000,-18.672583,-248.24989
1920000000,-18.67605,-248.29558
1921000000,-18.676201,-248.41434
1922000000,-18.699543,-248.64845
1923000000,-18.720757,-248.61739
1924000000,-18.73996,-248.59451
1925000000,-18.750189,-248.81636
1926000000,-18.768757,-248.9648
1927000000,-18.798424,-249.10567
1928000000,-18.803738,-249.12279
1929000000,-18.815241,-249.20451
1930000000,-18.849895,-249.27248
1931000000,-18.836777,-249.203
1932000000,-18.86388,-249.23828
1933000000,-18.895363,-249.17186
1934000000,-18.919504,-249.53236
1935000000,-18.903959,-249.60757
1936000000,-18.947559,-249.94629
1937000000,-18.93438,-249.67484
1938000000,-18.964064,-249.99211
1939000000,-18.989599,-249.90305
1940000000,-19.025368,-249.96259
1941000000,-19.020006,-250.19754
1942000000,-19.033575,-250.09019
1943000000,-19.045517,-250.47137
1944000000,-19.065008,-250.30496
1945000000,-19.050983,-250.48213
1946000000,-19.07806,-250.49072
1947000000,-19.114927,-250.86496
1948000000,-19.143591,-250.7984
1949000000,-19.16259,-250.77739
1950000000,-19.149683,-251.07683
1951000000,-19.21796,-251.02692
1952000000,-19.212,-250.91754
1953000000,-19.228903,-251.02145
1954000000,-19.205372,-251.18106
1955000000,-19.253826,-251.23979
1956000000,-19.284847,-251.39667
1957000000,-19.305531,-251.62756
1958000000,-19.299774,-251.66417
1959000000,-19.299536,-251.48099
1960000000,-19.35146,-251.66933
1961000000,-19.35391,-251.69838
1962000000,-19.362165,-251.87679
1963000000,-19.378237,-251.99223
1964000000,-19.395185,-252.1398
1965000000,-19.431297,-252.21211
1966000000,-19.451866,-252.23793
1967000000,-19.445261,-252.19095
1968000000,-19.479425,-252.43945
1969000000,-19.490294,-252.49748
1970000000,-19.50231,-252.45148
1971000000,-19.548084,-252.68222
1972000000,-19.539576,-252.76154
1973000000,-19.557259,-252.71021
1974000000,-19.571106,-252.82112
1975000000,-19.592598,-252.83315
1976000000,-19.607563,-253.05656
1977000000,-19.625311,-252.90065
1978000000,-19.653646,-253.03415
1979000000,-19.68568,-253.27748
1980000000,-19.716953,-253.20641
1981000000,-19.739231,-253.295
1982000000,-19.739418,-253.28804
1983000000,-19.737732,-253.49327
1984000000,-19.74711,-253.59288
1985000000,-19.806288,-253.56264
1986000000,-19.813763,-253.75746
1987000000,-19.814314,-253.68457
1988000000,-19.821478,-253.77109
1989000000,-19.848269,-253.88753
1990000000,-19.880634,-253.93221
1991000000,-19.899633,-254.14885
1992000000,-19.909773,-254.22401
1993000000,-19.939245,-254.29086
1994000000,-19.948803,-254.32176
1995000000,-19.968176,-254.27095
1996000000,-19.982393,-254.22363
1997000000,-19.960741,-254.67946
1998000000,-20.036177,-254.55246
1999000000,-20.054773,-254.7621
2000000000,-20.064985,-254.73981
2001000000,-20.074656,-254.77191
2002000000,-20.107765,-254.68781
2003000000,-20.137157,-254.90536
2004000000,-20.092516,-254.95657
2005000000,-20.141853,-255.14311
2006000000,-20.167175,-255.01555
2007000000,-20.184536,-254.92734
2008000000,-20.21283,-255.18828
2009000000,-20.226534,-255.2533
2010000000,-20.240549,-255.49312
2011000000,-20.261581,-255.04457
2012000000,-20.278648,-255.35742
2013000000,-20.301512,-255.68256
2014000000,-20.295589,-255.76097
2015000000,-20.366903,-255.62221
2016000000,-20.378815,-255.87143
2017000000,-20.363447,-255.90892
2018000000,-20.35578,-255.66475
2019000000,-20.40102,-255.91725
2020000000,-20.436686,-256.0614
2021000000,-20.466734,-256.22766
2022000000,-20.505909,-256.12344
2023000000,-20.498989,-256.36145
2024000000,-20.506489,-256.04932
2025000000,-20.561314,-256.55661
2026000000,-20.557299,-256.35788
2027000000,-20.578815,-256.50375
2028000000,-20.599888,-256.58304
2029000000,-20.59885,-256.63309
2030000000,-20.631786,-256.50262
2031000000,-20.642342,-256.59625
2032000000,-20.660175,-256.6413
2033000000,-20.670012,-256.96124
2034000000,-20.699259,-256.81635
2035000000,-20.690762,-256.76898
2036000000,-20.742218,-257.01025
2037000000,-20.79249,-256.93964
2038000000,-20.758284,-257.10043
2039000000,-20.779007,-257.05881
2040000000,-20.818682,-257.23318
2041000000,-20.825302,-257.29376
2042000000,-20.838734,-257.35663
2043000000,-20.878691,-257.4433
2044000000,-20.893072,-257.43033
2045000000,-20.902493,-257.29166
2046000000,-20.930172,-257.41464
2047000000,-20.941568,-257.48425
2048000000,-20.96899,-257.69772
2049000000,-21.006052,-257.76776
2050000000,-21.042868,-257.98831
2051000000,-21.043734,-257.8476
2052000000,-21.073572,-257.82565
2053000000,-21.064901,-257.72083
2054000000,-21.083355,-258.10327
2055000000,-21.10977,-257.92477
2056000000,-21.117222,-258.05829
2057000000,-21.181704,-258.12781
2058000000,-21.203209,-258.37134
2059000000,-21.183004,-258.39005
2060000000,-21.20331,-258.37177
2061000000,-21.226704,-258.31387
2062000000,-21.248772,-258.44235
2063000000,-21.287725,-258.33069
2064000000,-21.271471,-258.44623
2065000000,-21.323853,-258.60345
2066000000,-21.32193,-258.5954
2067000000,-21.3424,-258.58633
2068000000,-21.375254,-258.88715
2069000000,-21.386795,-258.81131
2070000000,-21.374384,-258.78644
2071000000,-21.448435,-258.8732
2072000000,-21.451891,-258.95096
2073000000,-21.459354,-258.9014
2074000000,-21.489584,-258.95651
2075000000,-21.495497,-259.02512
2076000000,-21.509392,-259.21146
2077000000,-21.542219,-259.14505
2078000000,-21.571775,-259.15244
2079000000,-21.610487,-259.20389
2080000000,-21.614773,-259.25241
2081000000,-21.625273,-259.25397
2082000000,-21.646799,-259.30328
2083000000,-21.678698,-259.51926
2084000000,-21.678284,-259.59128
2085000000,-21.738403,-259.64221
2086000000,-21.740252,-259.45609
2087000000,-21.753479,-259.67276
2088000000,-21.761726,-259.7168
2089000000,-21.78767,-259.37756
2090000000,-21.808823,-259.647
2091000000,-21.828123,-259.97751
2092000000,-21.856897,-259.92169
2093000000,-21.894995,-259.75894
2094000000,-21.859467,-259.82709
2095000000,-21.907488,-260.04636
2096000000,-21.918631,-260.00549
2097000000,-21.914602,-259.81522
2098000000,-21.954611,-259.65793
2099000000,-21.970133,-260.10635
2100000000,-21.990934,-259.96506
2101000000,-22.021568,-260.17859
2102000000,-22.02828,-260.20886
2103000000,-22.06785,-260.27979
2104000000,-22.09775,-260.08957
2105000000,-22.115353,-260.05444
2106000000,-22.153151,-260.13611
2107000000,-22.178419,-260.4068
2108000000,-22.159498,-260.59277
2109000000,-22.185228,-260.3667
2110000000,-22.231092,-260.41437
2111000000,-22.293383,-260.63242
2112000000,-22.253885,-260.51331
2113000000,-22.298,-260.64468
2114000000,-22.268177,-260.64291
2115000000,-22.333998,-260.49319
2116000000,-22.346407,-260.59952
2117000000,-22.375622,-260.64767
2118000000,-22.411398,-260.63605
2119000000,-22.410175,-260.66315
2120000000,-22.408895,-260.55359
2121000000,-22.468573,-260.71777
2122000000,-22.491117,-260.78796
2123000000,-22.508223,-260.76733
2124000000,-22.501965,-261.20242
2125000000,-22.555853,-260.84299
2126000000,-22.54891,-260.96698
2127000000,-22.581123,-260.83749
2128000000,-22.631258,-260.74921
2129000000,-22.616455,-261.21921
2130000000,-22.651287,-260.84036
2131000000,-22.670362,-260.88721
2132000000,-22.70013,-261.08472
2133000000,-22.705467,-261.01071
2134000000,-22.724482,-261.38974
2135000000,-22.754959,-261.23837
2136000000,-22.789106,-261.01736
2137000000,-22.811172,-261.14233
2138000000,-22.825005,-261.02808
2139000000,-22.831627,-261.2182
2140000000,-22.857182,-261.29877
2141000000,-22.899292,-261.18469
2142000000,-22.912544,-261.17615
2143000000,-22.935503,-261.23257
2144000000,-22.93259,-261.2926
2145000000,-22.989103,-261.18094
2146000000,-22.982428,-261.33176
2147000000,-23.026733,-261.34387
2148000000,-23.010693,-261.33203
2149000000,-23.077633,-261.22025
2150000000,-23.057095,-261.47278
2151000000,-23.088081,-261.41656
2152000000,-23.100225,-261.54858
2153000000,-23.127401,-261.44687
2154000000,-23.166374,-261.52866
2155000000,-23.199648,-261.60522
2156000000,-23.191345,-261.37622
2157000000,-23.208076,-261.28085
2158000000,-23.237492,-261.3681
2159000000,-23.268448,-261.24188
2160000000,-23.298456,-261.42532
2161000000,-23.321009,-261.51758
2162000000,-23.33194,-261.65088
2163000000,-23.350737,-261.49478
2164000000,-23.390118,-261.19348
2165000000,-23.40192,-261.41818
2166000000,-23.433554,-261.55063
2167000000,-23.472551,-261.59695
2168000000,-23.471308,-261.33792
2169000000,-23.548262,-261.50629
2170000000,-23.507488,-261.52887
2171000000,-23.522726,-261.57288
2172000000,-23.557024,-261.50418
2173000000,-23.5907,-261.68774
2174000000,-23.618414,-261.26807
2175000000,-23.608047,-261.40411
2176000000,-23.687071,-261.61783
2177000000,-23.681713,-261.39108
2178000000,-23.699791,-261.41647
2179000000,-23.70455,-261.4137
2180000000,-23.72669,-261.4563
2181000000,-23.74085,-261.35333
2182000000,-23.790754,-261.3833
2183000000,-23.800817,-261.3024
2184000000,-23.821381,-261.39078
2185000000,-23.836052,-261.42786
2186000000,-23.858101,-261.24826
2187000000,-23.895784,-261.45496
2188000000,-23.921888,-261.37518
2189000000,-23.907494,-261.33954
2190000000,-23.923635,-261.13428
2191000000,-23.96686,-261.07962
2192000000,-23.978504,-261.41147
2193000000,-24.014809,-261.53162
2194000000,-24.054264,-261.36084
2195000000,-24.079948,-261.30301
2196000000,-24.083035,-261.32571
2197000000,-24.0907,-261.46347
2198000000,-24.133785,-261.13269
2199000000,-24.153349,-261.42938
2200000000,-24.191446,-261.24878
2201000000,-24.186146,-261.35361
2202000000,-24.209429,-261.23633
2203000000,-24.243992,-261.20163
2204000000,-24.248173,-261.42227
2205000000,-24.306025,-261.2106
2206000000,-24.330221,-261.19391
2207000000,-24.322676,-261.24399
2208000000,-24.343637,-261.15491
2209000000,-24.40852,-261.04907
2210000000,-24.405235,-261.15732
2211000000,-24.409073,-261.07132
2212000000,-24.44627,-260.95987
2213000000,-24.479248,-260.95889
2214000000,-24.482334,-261.01031
2215000000,-24.498524,-260.87106
2216000000,-24.546072,-261.09177
2217000000,-24.523375,-260.97659
2218000000,-24.585608,-260.81149
2219000000,-24.592838,-261.15085
2220000000,-24.630785,-260.76627
2221000000,-24.6675,-260.88235
2222000000,-24.66029,-260.44604
2223000000,-24.70466,-260.77405
2224000000,-24.721931,-260.5065
2225000000,-24.724665,-260.44965
2226000000,-24.75004,-260.50232
2227000000,-24.803621,-260.63943
2228000000,-24.777157,-260.54068
2229000000,-24.798931,-260.60934
2230000000,-24.859642,-260.46832
2231000000,-24.861296,-260.37137
2232000000,-24.943243,-260.56665
2233000000,-24.915943,-260.34888
2234000000,-24.909832,-260.26001
2235000000,-24.92156,-260.10321
2236000000,-24.948822,-260.27777
2237000000,-25.006907,-260.17737
2238000000,-24.975594,-260.12732
2239000000,-25.027355,-260.04501
2240000000,-25.045671,-260.07336
2241000000,-25.108292,-259.94205
2242000000,-25.119158,-259.83704
2243000000,-25.136988,-259.7084
2244000000,-25.160267,-259.79108
2245000000,-25.140963,-259.62283
2246000000,-25.181723,-259.6879
2247000000,-25.172068,-259.52661
2248000000,-25.159199,-259.62018
2249000000,-25.273937,-259.53452
2250000000,-25.280802,-259.5166
2251000000,-25.269464,-259.52808
2252000000,-25.30431,-259.37524
2253000000,-25.350973,-259.23627
2254000000,-25.344158,-259.267
2255000000,-25.362103,-259.26352
2256000000,-25.414709,-259.07693
2257000000,-25.437284,-258.84793
2258000000,-25.473955,-258.83502
2259000000,-25.41839,-258.97025
2260000000,-25.463148,-258.79132
2261000000,-25.499569,-258.76044
2262000000,-25.538754,-258.46872
2263000000,-25.502876,-258.62659
2264000000,-25.551069,-258.7088
2265000000,-25.572472,-258.33072
2266000000,-25.550697,-258.45801
2267000000,-25.597794,-258.53455
2268000000,-25.601854,-258.46588
2269000000,-25.68642,-257.93347
2270000000,-25.627041,-258.09363
2271000000,-25.699018,-258.00302
2272000000,-25.70462,-258.02011
2273000000,-25.739567,-257.92529
2274000000,-25.714968,-257.96756
2275000000,-25.747284,-257.53928
2276000000,-25.785257,-257.8439
2277000000,-25.803543,-257.76337
2278000000,-25.832275,-257.62219
2279000000,-25.865013,-257.45239
2280000000,-25.852644,-257.42276
2281000000,-25.843834,-257.37042
2282000000,-25.853792,-257.24783
2283000000,-25.895164,-257.01428
2284000000,-25.939356,-257.01913
2285000000,-25.963453,-257.24185
2286000000,-25.959833,-257.10953
2287000000,-25.976215,-257.0358
2288000000,-25.978987,-256.76285
2289000000,-26.00532,-256.68652
2290000000,-26.058674,-256.43204
2291000000,-26.093906,-256.63229
2292000000,-26.066744,-256.22141
2293000000,-26.145981,-256.56638
2294000000,-26.09185,-256.07089
2295000000,-26.130522,-256.23129
2296000000,-26.166048,-256.0354
2297000000,-26.150139,-255.78865
2298000000,-26.148623,-255.76198
2299000000,-26.208956,-255.66402
2300000000,-26.185089,-255.73474
2301000000,-26.255219,-255.66313
2302000000,-26.255304,-255.33821
2303000000,-26.25642,-255.11319
2304000000,-26.27499,-255.00577
2305000000,-26.269434,-254.8678
2306000000,-26.296457,-254.87958
2307000000,-26.368574,-255.02197
2308000000,-26.300812,-254.90761
2309000000,-26.376936,-254.8784
2310000000,-26.363487,-254.67256
2311000000,-26.364588,-254.55809
2312000000,-26.464193,-254.59468
2313000000,-26.455475,-254.19046
2314000000,-26.448748,-254.30292
2315000000,-26.46805,-254.25128
2316000000,-26.465307,-253.95163
2317000000,-26.48032,-253.81967
2318000000,-26.481073,-253.9675
2319000000,-26.47385,-253.75594
2320000000,-26.529327,-253.70544
2321000000,-26.530405,-253.34404
2322000000,-26.575701,-253.55968
2323000000,-26.525068,-253.1599
2324000000,-26.59771,-253.04892
2325000000,-26.580723,-253.02873
2326000000,-26.600084,-252.72079
2327000000,-26.633701,-252.72829
2328000000,-26.658779,-252.84897
2329000000,-26.650816,-252.49715
2330000000,-26.687859,-252.46672
2331000000,-26.678093,-252.18619
2332000000,-26.716423,-252.32236
2333000000,-26.780777,-252.20451
2334000000,-26.700384,-251.91927
2335000000,-26.717272,-251.92621
2336000000,-26.754469,-251.55554
2337000000,-26.797291,-251.73053
2338000000,-26.806957,-251.1306
2339000000,-26.766752,-251.21269
2340000000,-26.733891,-251.19997
2341000000,-26.824104,-250.87115
2342000000,-26.760752,-250.94656
2343000000,-26.794376,-250.7767
2344000000,-26.819979,-250.57834
2345000000,-26.820877,-250.42552
2346000000,-26.870544,-250.41916
2347000000,-26.900143,-250.23671
2348000000,-26.846411,-249.9178
2349000000,-26.883261,-249.99307
2350000000,-26.904922,-249.99242
2351000000,-26.93346,-249.7574
2352000000,-26.889355,-249.72101
2353000000,-26.954407,-249.61038
2354000000,-26.944525,-249.40204
2355000000,-26.889606,-249.10124
2356000000,-26.938147,-249.03717
2357000000,-26.942461,-248.97375
2358000000,-26.947742,-248.8544
2359000000,-26.981825,-248.67299
2360000000,-26.975985,-248.56958
2361000000,-26.997837,-248.33885
2362000000,-26.999043,-248.05835
2363000000,-26.963228,-248.11343
2364000000,-26.998049,-248.11029
2365000000,-27.03323,-247.96255
2366000000,-27.010643,-248.03256
2367000000,-27.036648,-247.6293
2368000000,-27.016357,-247.53128
2369000000,-27.008238,-247.31151
2370000000,-27.064289,-247.48027
2371000000,-27.088295,-247.209
2372000000,-27.081152,-247.24055
2373000000,-27.074589,-247.16417
2374000000,-27.039881,-246.87637
2375000000,-27.060637,-246.8838
2376000000,-27.07469,-246.61015
2377000000,-27.087774,-246.49146
2378000000,-27.111687,-246.52994
2379000000,-27.151978,-246.12909
2380000000,-27.127356,-246.01341
2381000000,-27.133833,-245.93924
2382000000,-27.161028,-245.97466
2383000000,-27.117455,-245.88663
2384000000,-27.163727,-245.68442
2385000000,-27.131643,-245.29259
2386000000,-27.11305,-245.36534
2387000000,-27.114233,-245.07962
2388000000,-27.149096,-244.93581
2389000000,-27.134769,-244.7366
2390000000,-27.229515,-244.62402
2391000000,-27.146542,-244.59558
2392000000,-27.140696,-244.44583
2393000000,-27.188522,-244.39668
2394000000,-27.196651,-244.17065
2395000000,-27.176872,-244.05089
2396000000,-27.190979,-244.10135
2397000000,-27.230576,-243.79399
2398000000,-27.203211,-243.71277
2399000000,-27.259687,-243.38216
2400000000,-27.20697,-243.19899
2401000000,-27.176897,-243.26706
2402000000,-27.181976,-243.19788
2403000000,-27.236773,-243.01447
2404000000,-27.164778,-242.79277
2405000000,-27.246094,-242.4832
2406000000,-27.202803,-242.47226
2407000000,-27.227434,-242.41225
2408000000,-27.216791,-242.23665
2409000000,-27.207489,-241.94775
2410000000,-27.212284,-242.12067
2411000000,-27.217379,-241.7262
2412000000,-27.210848,-241.7007
2413000000,-27.187943,-241.5273
2414000000,-27.186876,-241.55125
2415000000,-27.203074,-241.37572
2416000000,-27.177004,-241.37569
2417000000,-27.184179,-241.13731
2418000000,-27.216599,-240.9568
2419000000,-27.198776,-240.78485
2420000000,-27.206858,-240.37419
2421000000,-27.175514,-240.57733
2422000000,-27.155396,-240.52708
2423000000,-27.170086,-240.04028
2424000000,-27.19873,-240.09465
2425000000,-27.215307,-240.12759
2426000000,-27.206347,-239.66377
2427000000,-27.149889,-239.90846
2428000000,-27.12141,-239.75822
2429000000,-27.138493,-239.60312
2430000000,-27.165594,-239.47215
2431000000,-27.158684,-239.15938
2432000000,-27.153345,-239.05655
2433000000,-27.179831,-239.12135
2434000000,-27.184847,-238.96069
2435000000,-27.187906,-238.74339
2436000000,-27.143221,-238.30194
2437000000,-27.136185,-238.5955
2438000000,-27.120726,-238.36723
2439000000,-27.162376,-238.12477
2440000000,-27.157043,-237.97879
2441000000,-27.1092,-237.97275
2442000000,-27.107859,-237.80276
2443000000,-27.132471,-237.646
2444000000,-27.136532,-237.61595
2445000000,-27.128654,-237.46417
2446000000,-27.132856,-237.33362
2447000000,-27.097101,-237.30542
2448000000,-27.134361,-237.284
2449000000,-27.132189,-236.84758
2450000000,-27.093948,-236.80957
2451000000,-27.063843,-236.8441
2452000000,-27.082485,-236.88219
2453000000,-27.067249,-236.59229
2454000000,-27.045671,-236.32422
2455000000,-27.06179,-236.17961
2456000000,-27.014351,-235.9314
2457000000,-27.030422,-235.96091
2458000000,-26.981432,-236.03148
2459000000,-27.026907,-235.82964
2460000000,-27.002014,-235.60806
2461000000,-27.011765,-235.43285
2462000000,-26.988144,-235.42603
2463000000,-26.951403,-235.22989
2464000000,-26.985483,-235.30309
2465000000,-26.972116,-234.95212
2466000000,-26.971775,-234.69003
2467000000,-26.91544,-234.8777
2468000000,-26.949255,-234.93379
2469000000,-26.931049,-234.63596
2470000000,-26.905159,-234.76295
2471000000,-26.942411,-234.67964
2472000000,-26.907436,-234.62247
2473000000,-26.877354,-234.27724
2474000000,-26.897886,-234.22476
2475000000,-26.893623,-234.19661
2476000000,-26.87472,-234.21809
2477000000,-26.841068,-233.95471
2478000000,-26.874489,-233.70383
2479000000,-26.843641,-233.6369
2480000000,-26.873159,-233.5018
2481000000,-26.754049,-233.37973
2482000000,-26.801121,-233.49068
2483000000,-26.751276,-233.03609
2484000000,-26.808809,-233.26199
2485000000,-26.826157,-233.06844
2486000000,-26.79401,-232.89735
2487000000,-26.794661,-232.88747
2488000000,-26.739912,-232.80908
2489000000,-26.730066,-232.93846
2490000000,-26.715595,-232.64406
2491000000,-26.742889,-232.59087
2492000000,-26.701456,-232.39552
2493000000,-26.678736,-232.08354
2494000000,-26.69314,-232.21722
2495000000,-26.694267,-232.15898
2496000000,-26.653728,-232.22845
2497000000,-26.702312,-231.94408
2498000000,-26.646122,-231.89127
2499000000,-26.637846,-231.88242
2500000000,-26.655436,-231.98776
2501000000,-26.619612,-231.53922
2502000000,-26.585846,-231.31561
2503000000,-26.613508,-231.65352
2504000000,-26.584862,-231.41187
2505000000,-26.576223,-231.24396
2506000000,-26.547493,-231.2222
2507000000,-26.559071,-230.95656
2508000000,-26.568329,-230.77338
2509000000,-26.497402,-231.35277
2510000000,-26.49692,-231.00916
2511000000,-26.505898,-230.58203
2512000000,-26.504248,-230.98299
2513000000,-26.438349,-230.43695
2514000000,-26.47608,-230.65883
2515000000,-26.461159,-230.17465
2516000000,-26.421329,-230.4133
2517000000,-26.430819,-230.16412
2518000000,-26.441038,-230.32736
2519000000,-26.41988,-230.23425
2520000000,-26.421829,-230.16841
2521000000,-26.368498,-229.6572
2522000000,-26.389992,-229.95872
2523000000,-26.380659,-229.50099
2524000000,-26.356173,-229.60411
2525000000,-26.306797,-229.36267
2526000000,-26.301888,-229.59448
2527000000,-26.311338,-229.54834
2528000000,-26.277763,-229.29306
2529000000,-26.266933,-229.13155
2530000000,-26.292362,-229.24146
2531000000,-26.245079,-229.13866
2532000000,-26.233715,-229.04381
2533000000,-26.246706,-228.9975
2534000000,-26.227835,-228.98068
2535000000,-26.240385,-229.1575
2536000000,-26.206926,-228.63599
2537000000,-26.16711,-228.70441
2538000000,-26.143036,-228.76379
2539000000,-26.140617,-228.8264
2540000000,-26.135387,-228.42749
2541000000,-26.139273,-228.39046
2542000000,-26.162081,-228.23473
2543000000,-26.071089,-228.28532
2544000000,-26.060083,-228.3365
2545000000,-26.089357,-228.33444
2546000000,-26.052336,-228.12318
2547000000,-26.058491,-228.15825
2548000000,-26.058569,-227.96771
2549000000,-26.047462,-227.84082
2550000000,-25.976564,-227.632
2551000000,-25.957699,-227.76813
2552000000,-25.954535,-227.75238
2553000000,-25.924568,-227.52275
2554000000,-25.885088,-227.79163
2555000000,-25.872332,-227.55444
2556000000,-25.890072,-227.2106
2557000000,-25.915798,-227.22112
2558000000,-25.914917,-227.2713
2559000000,-25.871946,-227.27316
2560000000,-25.833326,-227.21301
2561000000,-25.822596,-227.12265
2562000000,-25.778347,-226.74176
2563000000,-25.810312,-227.07147
2564000000,-25.783838,-226.84648
2565000000,-25.748444,-226.97435
2566000000,-25.747473,-226.82719
2567000000,-25.715002,-226.86377
2568000000,-25.698029,-226.77171
2569000000,-25.670048,-226.91901
2570000000,-25.644176,-226.80812
2571000000,-25.683491,-226.61882
2572000000,-25.662012,-226.65819
2573000000,-25.635677,-226.55626
2574000000,-25.60503,-226.5929
2575000000,-25.592606,-226.36314
2576000000,-25.575228,-226.7065
2577000000,-25.591805,-226.29732
2578000000,-25.547737,-226.20964
2579000000,-25.522915,-226.51151
2580000000,-25.566547,-226.12804
2581000000,-25.510811,-226.21352
2582000000,-25.495377,-226.14494
2583000000,-25.443979,-226.05627
2584000000,-25.42844,-226.22057
2585000000,-25.467722,-226.1411
2586000000,-25.413847,-226.14661
2587000000,-25.42659,-225.97287
2588000000,-25.391077,-226.3416
2589000000,-25.364029,-225.9962
2590000000,-25.373497,-226.07051
2591000000,-25.344265,-225.90532
2592000000,-25.347822,-225.62932
2593000000,-25.340553,-225.82022
2594000000,-25.34223,-225.98708
2595000000,-25.292044,-225.64302
2596000000,-25.257195,-225.84773
2597000000,-25.261738,-225.7467
2598000000,-25.227287,-225.82001
2599000000,-25.239855,-225.9109
2600000000,-25.224516,-225.67818
2601000000,-25.19084,-225.61592
2602000000,-25.177898,-225.74477
2603000000,-25.166025,-225.43338
2604000000,-25.114996,-225.46313
2605000000,-25.172049,-225.64011
2606000000,-25.096777,-225.38451
2607000000,-25.135187,-225.42007
2608000000,-25.088715,-225.24007
2609000000,-25.082066,-225.46835
2610000000,-25.035782,-225.37595
2611000000,-25.003113,-225.3503
2612000000,-24.991673,-225.28708
2613000000,-25.006964,-225.53328
2614000000,-25.032812,-225.26343
2615000000,-24.967911,-225.34116
2616000000,-24.932636,-225.18031
2617000000,-24.942871,-224.95746
2618000000,-24.929794,-225.38876
2619000000,-24.92627,-225.07568
2620000000,-24.886675,-225.02669
2621000000,-24.841686,-225.2444
2622000000,-24.834505,-225.30066
2623000000,-24.836153,-225.14856
2624000000,-24.818436,-225.21657
2625000000,-24.824049,-225.30127
2626000000,-24.767521,-225.20943
2627000000,-24.751869,-225.41623
2628000000,-24.739033,-225.07341
2629000000,-24.728117,-225.18802
2630000000,-24.71909,-224.95905
2631000000,-24.726007,-225.24025
2632000000,-24.693857,-224.93242
2633000000,-24.696619,-225.09663
2634000000,-24.665125,-225.26859
2635000000,-24.642607,-224.9987
2636000000,-24.624285,-225.29926
2637000000,-24.600182,-225.19452
2638000000,-24.611975,-225.24294
2639000000,-24.611155,-225.17337
2640000000,-24.563473,-224.93695
2641000000,-24.583258,-225.2072
2642000000,-24.528635,-225.03604
2643000000,-24.546354,-224.92453
