"Freq [GHz]","S(1,1) []"
4.008,-0.520279293076134 + 0.776978749211756i
4.009,-0.519388510241963 + 0.777419674190219i
4.01,-0.518495804501688 + 0.777859840321756i
4.011,-0.517601169166431 + 0.778299243514225i
4.012,-0.516704597521653 + 0.778737879633213i
4.013,-0.515806082827084 + 0.779175744501736i
4.014,-0.514905618316657 + 0.779612833899914i
4.015,-0.514003197198452 + 0.780049143564659i
4.016,-0.513098812654626 + 0.78048466918935i
4.017,-0.512192457841354 + 0.780919406423509i
4.018,-0.511284125888765 + 0.781353350872474i
4.019,-0.510373809900886 + 0.781786498097067i
4.02,-0.50946150295557 + 0.782218843613265i
4.021,-0.508547198104447 + 0.782650382891859i
4.022,-0.507630888372856 + 0.783081111358113i
4.023,-0.506712566759794 + 0.783511024391426i
4.024,-0.505792226237844 + 0.783940117324984i
4.025,-0.50486985975313 + 0.784368385445412i
4.026,-0.503945460225252 + 0.784795823992416i
4.027,-0.503019020547233 + 0.785222428158438i
4.028,-0.502090533585456 + 0.785648193088285i
4.029,-0.501159992179618 + 0.786073113878779i
4.03,-0.500227389142666 + 0.786497185578383i
4.031,-0.499292717260747 + 0.786920403186835i
4.032,-0.498355969293154 + 0.787342761654777i
4.033,-0.497417137972274 + 0.787764255883379i
4.034,-0.496476216003529 + 0.78818488072396i
4.035,-0.495533196065341 + 0.788604630977607i
4.036,-0.49458807080906 + 0.789023501394785i
4.037,-0.49364083285893 + 0.789441486674956i
4.038,-0.492691474812031 + 0.789858581466174i
4.039,-0.491739989238243 + 0.790274780364702i
4.04,-0.49078636868018 + 0.790690077914607i
4.041,-0.489830605653162 + 0.79110446860735i
4.042,-0.48887269264516 + 0.791517946881386i
4.043,-0.48791262211675 + 0.791930507121756i
4.044,-0.486950386501077 + 0.792342143659662i
4.045,-0.48598597820381 + 0.792752850772059i
4.046,-0.485019389603094 + 0.793162622681226i
4.047,-0.484050613049519 + 0.793571453554344i
4.048,-0.483079640866074 + 0.793979337503064i
4.049,-0.482106465348112 + 0.794386268583077i
4.05,-0.481131078763312 + 0.794792240793673i
4.051,-0.480153473351644 + 0.7951972480773i
4.052,-0.479173641325333 + 0.795601284319116i
4.053,-0.478191574868823 + 0.796004343346551i
4.054,-0.47720726613875 + 0.796406418928839i
4.055,-0.47622070726391 + 0.796807504776568i
4.056,-0.475231890345223 + 0.79720759454122i
4.057,-0.474240807455711 + 0.797606681814701i
4.058,-0.473247450640469 + 0.798004760128872i
4.059,-0.472251811916638 + 0.798401822955078i
4.06,-0.471253883273381 + 0.798797863703664i
4.061,-0.470253656671863 + 0.799192875723501i
4.062,-0.469251124045222 + 0.799586852301491i
4.063,-0.468246277298561 + 0.799979786662078i
4.064,-0.467239108308913 + 0.800371671966754i
4.065,-0.466229608925243 + 0.800762501313557i
4.066,-0.465217770968414 + 0.801152267736573i
4.067,-0.464203586231192 + 0.801540964205412i
4.068,-0.463187046478216 + 0.801928583624712i
4.069,-0.462168143445998 + 0.802315118833611i
4.07,-0.461146868842915 + 0.802700562605223i
4.071,-0.460123214349199 + 0.803084907646119i
4.072,-0.459097171616927 + 0.803468146595785i
4.073,-0.45806873227003 + 0.803850272026093i
4.074,-0.45703788790428 + 0.804231276440758i
4.075,-0.456004630087299 + 0.804611152274786i
4.076,-0.454968950358554 + 0.804989891893931i
4.077,-0.453930840229369 + 0.805367487594133i
4.078,-0.452890291182924 + 0.805743931600963i
4.079,-0.451847294674273 + 0.806119216069048i
4.08,-0.450801842130342 + 0.806493333081511i
4.081,-0.44975392494996 + 0.806866274649383i
4.082,-0.448703534503851 + 0.807238032711038i
4.083,-0.447650662134673 + 0.80760859913159i
4.084,-0.446595299157025 + 0.807977965702312i
4.085,-0.445537436857475 + 0.808346124140036i
4.086,-0.444477066494577 + 0.808713066086556i
4.087,-0.443414179298909 + 0.809078783108012i
4.088,-0.442348766473091 + 0.809443266694288i
4.089,-0.441280819191827 + 0.809806508258383i
4.09,-0.440210328601932 + 0.810168499135801i
4.091,-0.439137285822369 + 0.810529230583912i
4.092,-0.438061681944296 + 0.81088869378132i
4.093,-0.436983508031102 + 0.811246879827231i
4.094,-0.435902755118454 + 0.811603779740793i
4.095,-0.434819414214344 + 0.811959384460463i
4.096,-0.433733476299145 + 0.812313684843335i
4.097,-0.432644932325657 + 0.812666671664488i
4.098,-0.431553773219169 + 0.813018335616311i
4.099,-0.43045998987752 + 0.813368667307836i
4.1,-0.429363573171161 + 0.813717657264052i
4.101,-0.428264513943215 + 0.814065295925224i
4.102,-0.427162803009557 + 0.814411573646199i
4.103,-0.426058431158882 + 0.814756480695708i
4.104,-0.424951389152778 + 0.815100007255666i
4.105,-0.42384166772581 + 0.815442143420458i
4.106,-0.422729257585603 + 0.815782879196227i
4.107,-0.421614149412925 + 0.816122204500149i
4.108,-0.420496333861779 + 0.816460109159707i
4.109,-0.419375801559502 + 0.816796582911953i
4.11,-0.418252543106853 + 0.817131615402772i
4.111,-0.41712654907812 + 0.817465196186132i
4.112,-0.415997810021229 + 0.817797314723332i
4.113,-0.414866316457845 + 0.818127960382238i
4.114,-0.413732058883486 + 0.81845712243652i
4.115,-0.412595027767652 + 0.818784790064881i
4.116,-0.411455213553933 + 0.819110952350269i
4.117,-0.410312606660141 + 0.819435598279101i
4.118,-0.409167197478438 + 0.819758716740459i
4.119,-0.408018976375477 + 0.820080296525301i
4.12,-0.406867933692528 + 0.820400326325642i
4.121,-0.405714059745632 + 0.820718794733753i
4.122,-0.40455734482575 + 0.821035690241331i
4.123,-0.403397779198907 + 0.821351001238674i
4.124,-0.402235353106355 + 0.82166471601385i
4.125,-0.401070056764744 + 0.82197682275185i
4.126,-0.399901880366269 + 0.822287309533743i
4.127,-0.398730814078861 + 0.822596164335817i
4.128,-0.397556848046361 + 0.822903375028718i
4.129,-0.396379972388694 + 0.823208929376578i
4.13,-0.395200177202069 + 0.823512815036141i
4.131,-0.394017452559163 + 0.823815019555869i
4.132,-0.39283178850933 + 0.82411553037506i
4.133,-0.391643175078796 + 0.824414334822941i
4.134,-0.390451602270875 + 0.824711420117761i
4.135,-0.389257060066189 + 0.825006773365878i
4.136,-0.38805953842288 + 0.825300381560835i
4.137,-0.386859027276847 + 0.825592231582427i
4.138,-0.385655516541979 + 0.825882310195768i
4.139,-0.384448996110393 + 0.826170604050338i
4.14,-0.383239455852679 + 0.826457099679034i
4.141,-0.382026885618164 + 0.826741783497207i
4.142,-0.38081127523516 + 0.827024641801688i
4.143,-0.379592614511232 + 0.827305660769818i
4.144,-0.378370893233485 + 0.827584826458454i
4.145,-0.377146101168823 + 0.827862124802978i
4.146,-0.375918228064255 + 0.828137541616296i
4.147,-0.374687263647176 + 0.828411062587824i
4.148,-0.37345319762568 + 0.828682673282474i
4.149,-0.372216019688856 + 0.828952359139622i
4.15,-0.370975719507121 + 0.829220105472074i
4.151,-0.369732286732529 + 0.829485897465022i
4.152,-0.368485710999106 + 0.829749720174992i
4.153,-0.367235981923199 + 0.830011558528784i
4.154,-0.365983089103814 + 0.830271397322396i
4.155,-0.364727022122972 + 0.830529221219957i
4.156,-0.363467770546084 + 0.830785014752626i
4.157,-0.362205323922309 + 0.831038762317508i
4.158,-0.360939671784941 + 0.831290448176544i
4.159,-0.359670803651802 + 0.831540056455398i
4.16,-0.358398709025638 + 0.831787571142331i
4.161,-0.357123377394528 + 0.832032976087078i
4.162,-0.355844798232295 + 0.832276254999704i
4.163,-0.354562960998938 + 0.832517391449446i
4.164,-0.353277855141069 + 0.832756368863568i
4.165,-0.351989470092348 + 0.832993170526185i
4.166,-0.35069779527395 + 0.833227779577086i
4.167,-0.349402820095019 + 0.833460179010552i
4.168,-0.348104533953155 + 0.833690351674159i
4.169,-0.346802926234882 + 0.833918280267566i
4.17,-0.345497986316161 + 0.834143947341314i
4.171,-0.344189703562881 + 0.83436733529559i
4.172,-0.342878067331388 + 0.834588426378999i
4.173,-0.341563066969003 + 0.834807202687321i
4.174,-0.340244691814568 + 0.835023646162257i
4.175,-0.338922931198986 + 0.83523773859017i
4.176,-0.337597774445798 + 0.835449461600807i
4.177,-0.336269210871737 + 0.835658796666023i
4.178,-0.334937229787328 + 0.835865725098489i
4.179,-0.333601820497477 + 0.836070228050385i
4.18,-0.332262972302088 + 0.836272286512098i
4.181,-0.330920674496665 + 0.836471881310893i
4.182,-0.329574916372973 + 0.836668993109587i
4.183,-0.328225687219665 + 0.836863602405204i
4.184,-0.326872976322951 + 0.837055689527628i
4.185,-0.325516772967264 + 0.837245234638239i
4.186,-0.324157066435953 + 0.83743221772854i
4.187,-0.322793846011979 + 0.837616618618783i
4.188,-0.321427100978634 + 0.837798416956567i
4.189,-0.320056820620261 + 0.837977592215447i
4.19,-0.318682994223002 + 0.838154123693512i
4.191,-0.317305611075553 + 0.838327990511969i
4.192,-0.315924660469939 + 0.838499171613707i
4.193,-0.314540131702292 + 0.838667645761857i
4.194,-0.313152014073661 + 0.838833391538335i
4.195,-0.311760296890824 + 0.83899638734238i
4.196,-0.310364969467128 + 0.839156611389077i
4.197,-0.308966021123327 + 0.839314041707877i
4.198,-0.307563441188454 + 0.8394686561411i
4.199,-0.306157219000704 + 0.839620432342423i
4.2,-0.304747343908326 + 0.839769347775373i
4.201,-0.30333380527054 + 0.839915379711791i
4.202,-0.301916592458476 + 0.840058505230303i
4.203,-0.300495694856114 + 0.840198701214764i
4.204,-0.299071101861252 + 0.840335944352706i
4.205,-0.297642802886507 + 0.84047021113376i
4.206,-0.296210787360292 + 0.840601477848084i
4.207,-0.294775044727864 + 0.840729720584769i
4.208,-0.293335564452353 + 0.840854915230236i
4.209,-0.291892336015821 + 0.840977037466625i
4.21,-0.290445348920347 + 0.841096062770172i
4.211,-0.288994592689122 + 0.841211966409577i
4.212,-0.28754005686758 + 0.841324723444357i
4.213,-0.286081731024518 + 0.841434308723191i
4.214,-0.284619604753278 + 0.841540696882258i
4.215,-0.283153667672912 + 0.841643862343554i
4.216,-0.281683909429397 + 0.841743779313212i
4.217,-0.28021031969685 + 0.841840421779803i
4.218,-0.278732888178788 + 0.841933763512619i
4.219,-0.277251604609376 + 0.842023778059966i
4.22,-0.275766458754742 + 0.84211043874743i
4.221,-0.274277440414275 + 0.842193718676129i
4.222,-0.27278453942197 + 0.842273590720976i
4.223,-0.271287745647786 + 0.842350027528906i
4.224,-0.269787048999034 + 0.84242300151711i
4.225,-0.268282439421787 + 0.84249248487125i
4.226,-0.266773906902313 + 0.842558449543668i
4.227,-0.265261441468533 + 0.842620867251582i
4.228,-0.263745033191518 + 0.84267970947527i
4.229,-0.262224672186973 + 0.842734947456249i
4.23,-0.260700348616809 + 0.842786552195441i
4.231,-0.25917205269068 + 0.842834494451324i
4.232,-0.257639774667587 + 0.842878744738083i
4.233,-0.25610350485749 + 0.84291927332374i
4.234,-0.254563233622962 + 0.842956050228284i
4.235,-0.253018951380852 + 0.842989045221782i
4.236,-0.251470648603996 + 0.843018227822487i
4.237,-0.249918315822952 + 0.84304356729493i
4.238,-0.248361943627752 + 0.84306503264801i
4.239,-0.246801522669695 + 0.843082592633065i
4.24,-0.24523704366318 + 0.843096215741946i
4.241,-0.243668497387546 + 0.843105870205064i
4.242,-0.242095874688956 + 0.843111523989445i
4.243,-0.240519166482324 + 0.843113144796765i
4.244,-0.238938363753251 + 0.843110700061378i
4.245,-0.237353457560009 + 0.843104156948341i
4.246,-0.235764439035555 + 0.843093482351418i
4.247,-0.234171299389576 + 0.843078642891089i
4.248,-0.232574029910574 + 0.84305960491254i
4.249,-0.230972621967971 + 0.843036334483645i
4.25,-0.229367067014272 + 0.843008797392951i
4.251,-0.227757356587245 + 0.842976959147639i
4.252,-0.226143482312137 + 0.842940784971485i
4.253,-0.224525435903945 + 0.842900239802817i
4.254,-0.222903209169695 + 0.842855288292454i
4.255,-0.22127679401079 + 0.842805894801648i
4.256,-0.21964618242537 + 0.842752023400009i
4.257,-0.218011366510728 + 0.842693637863429i
4.258,-0.216372338465751 + 0.842630701672i
4.259,-0.214729090593415 + 0.842563178007919i
4.26,-0.213081615303316 + 0.842491029753389i
4.261,-0.211429905114223 + 0.842414219488518i
4.262,-0.209773952656703 + 0.842332709489209i
4.263,-0.208113750675773 + 0.842246461725038i
4.264,-0.206449292033585 + 0.842155437857134i
4.265,-0.20478056971217 + 0.842059599236054i
4.266,-0.203107576816222 + 0.84195890689965i
4.267,-0.201430306575914 + 0.841853321570924i
4.268,-0.199748752349775 + 0.841742803655895i
4.269,-0.198062907627611 + 0.841627313241445i
4.27,-0.196372766033453 + 0.841506810093175i
4.271,-0.194678321328574 + 0.841381253653241i
4.272,-0.192979567414543 + 0.841250603038205i
4.273,-0.191276498336331 + 0.841114817036868i
4.274,-0.189569108285457 + 0.84097385410811i
4.275,-0.187857391603196 + 0.840827672378721i
4.276,-0.186141342783826 + 0.840676229641231i
4.277,-0.184420956477925 + 0.840519483351747i
4.278,-0.182696227495735 + 0.840357390627774i
4.279,-0.180967150810557 + 0.840189908246046i
4.28,-0.179233721562208 + 0.840016992640352i
4.281,-0.177495935060539 + 0.839838599899365i
4.282,-0.175753786788994 + 0.839654685764468i
4.283,-0.174007272408219 + 0.839465205627582i
4.284,-0.17225638775975 + 0.839270114528995i
4.285,-0.170501128869743 + 0.839069367155197i
4.286,-0.168741491952739 + 0.838862917836706i
4.287,-0.166977473415535 + 0.83865072054591i
4.288,-0.165209069861067 + 0.838432728894907i
4.289,-0.163436278092381 + 0.83820889613334i
4.29,-0.161659095116635 + 0.837979175146251i
4.291,-0.159877518149207 + 0.837743518451935i
4.292,-0.158091544617815 + 0.837501878199785i
4.293,-0.156301172166723 + 0.837254206168174i
4.294,-0.154506398661009 + 0.837000453762305i
4.295,-0.152707222190903 + 0.836740572012102i
4.296,-0.150903641076157 + 0.836474511570089i
4.297,-0.149095653870524 + 0.836202222709281i
4.298,-0.147283259366275 + 0.835923655321093i
4.299,-0.14546645659878 + 0.835638758913249i
4.3,-0.143645244851171 + 0.835347482607696i
4.301,-0.141819623659072 + 0.835049775138557i
4.302,-0.139989592815384 + 0.834745584850056i
4.303,-0.138155152375151 + 0.834434859694489i
4.304,-0.13631630266049 + 0.834117547230193i
4.305,-0.134473044265604 + 0.833793594619531i
4.306,-0.132625378061847 + 0.833462948626896i
4.307,-0.130773305202881 + 0.833125555616724i
4.308,-0.128916827129898 + 0.832781361551532i
4.309,-0.127055945576912 + 0.832430311989967i
4.31,-0.125190662576135 + 0.83207235208488i
4.311,-0.123320980463433 + 0.831707426581411i
4.312,-0.121446901883832 + 0.831335479815108i
4.313,-0.11956842979714 + 0.830956455710043i
4.314,-0.117685567483629 + 0.830570297776987i
4.315,-0.115798318549775 + 0.830176949111569i
4.316,-0.113906686934116 + 0.829776352392488i
4.317,-0.112010676913188 + 0.829368449879742i
4.318,-0.1101102931075 + 0.828953183412877i
4.319,-0.10820554048764 + 0.828530494409271i
4.32,-0.106296424380444 + 0.828100323862446i
4.321,-0.104382950475247 + 0.827662612340411i
4.322,-0.10246512483023 + 0.827217299984028i
4.323,-0.100542953878847 + 0.826764326505426i
4.324,-0.0986164444363347 + 0.826303631186433i
4.325,-0.0966856037063201 + 0.825835152877053i
4.326,-0.0947504392875058 + 0.825358829993972i
4.327,-0.0928109591804674 + 0.824874600519116i
4.328,-0.090867171794494 + 0.824382401998222i
4.329,-0.0889190859545859 + 0.823882171539483i
4.33,-0.0869667109084898 + 0.823373845812204i
4.331,-0.0850100563338492 + 0.822857361045522i
4.332,-0.0830491323454454 + 0.822332653027161i
4.333,-0.0810839495025465 + 0.821799657102236i
4.334,-0.0791145188163226 + 0.821258308172106i
4.335,-0.0771408517573901 + 0.820708540693274i
4.336,-0.0751629602634219 + 0.820150288676344i
4.337,-0.0731808567468841 + 0.819583485685018i
4.338,-0.0711945541028564 + 0.819008064835168i
4.339,-0.0692040657169487 + 0.818423958793941i
4.34,-0.067209405473326 + 0.817831099778941i
4.341,-0.0652105877628386 + 0.81722941955746i
4.342,-0.0632076274912405 + 0.816618849445776i
4.343,-0.0612005400875255 + 0.815999320308514i
4.344,-0.0591893415123473 + 0.815370762558065i
4.345,-0.0571740482665613 + 0.814733106154083i
4.346,-0.0551546773998847 + 0.814086280603052i
4.347,-0.0531312465196095 + 0.813430214957913i
4.348,-0.0511037737994822 + 0.812764837817769i
4.349,-0.0490722779886547 + 0.812090077327678i
4.35,-0.0470367784207493 + 0.811405861178507i
4.351,-0.0449972950230469 + 0.810712116606873i
4.352,-0.0429538483257606 + 0.810008770395172i
4.353,-0.0409064594714418 + 0.80929574887168i
4.354,-0.0388551502244771 + 0.808572977910753i
4.355,-0.0367999429807145 + 0.80784038293311i
4.356,-0.0347408607771809 + 0.807097888906208i
4.357,-0.0326779273019372 + 0.806345420344719i
4.358,-0.0306111669040135 + 0.805582901311084i
4.359,-0.0285406046034995 + 0.804810255416201i
4.36,-0.026466266101701 + 0.804027405820168i
4.361,-0.0243881777914336 + 0.803234275233176i
4.362,-0.0223063667674715 + 0.802430785916488i
4.363,-0.0202208608370119 + 0.801616859683514i
4.364,-0.0181316885303593 + 0.800792417901031i
4.365,-0.0160388791116576 + 0.799957381490504i
4.366,-0.0139424625897742 + 0.799111670929507i
4.367,-0.0118424697292709 + 0.798255206253301i
4.368,-0.00973893206152518 + 0.797387907056506i
4.369,-0.00763188189593658 + 0.796509692494921i
4.37,-0.00552135233126824 + 0.795620481287461i
4.371,-0.00340737726711041 + 0.79472019171824i
4.372,-0.00128999141543634 + 0.793808741638778i
4.373,0.00083076968770085 + 0.792886048470365i
4.374,0.00295486967036218 + 0.791952029206543i
4.375,0.00508227131279265 + 0.791006600415777i
4.376,0.00721293653539914 + 0.790049678244222i
4.377,0.00934682638657944 + 0.789081178418691i
4.378,0.0114839010304389 + 0.788101016249763i
4.379,0.0136241197344202 + 0.787109106635043i
4.38,0.0157674408567805 + 0.7861053640626i
4.381,0.0179138218339741 + 0.785089702614569i
4.382,0.0200632191679039 + 0.784062035970924i
4.383,0.0222155884130807 + 0.783022277413433i
4.384,0.0243708841636337 + 0.781970339829784i
4.385,0.026529060040244 + 0.780906135717899i
4.386,0.0286900686769349 + 0.779829577190438i
4.387,0.0308538617077624 + 0.778740575979495i
4.388,0.0330203897533981 + 0.777639043441484i
4.389,0.0351896024075838 + 0.776524890562231i
4.39,0.0373614482234884 + 0.77539802796227i
4.391,0.0395358746999544 + 0.774258365902349i
4.392,0.0417128282676354 + 0.773105814289135i
4.393,0.0438922542750243 + 0.771940282681154i
4.394,0.0460740969743548 + 0.770761680294963i
4.395,0.0482582995074593 + 0.769569916011492i
4.396,0.0504448038914351 + 0.768364898382698i
4.397,0.052633551004288 + 0.767146535638384i
4.398,0.054824480570427 + 0.765914735693302i
4.399,0.0570175311460756 + 0.764669406154475i
4.4,0.059212640104594 + 0.763410454328785i
4.401,0.0614097436216826 + 0.762137787230808i
4.402,0.0636087766605113 + 0.760851311590906i
4.403,0.0658096729567593 + 0.759550933863586i
4.404,0.0680123650035442 + 0.758236560236131i
4.405,0.0702167840362833 + 0.756908096637497i
4.406,0.0724228600174707 + 0.755565448747498i
4.407,0.0746305216213434 + 0.754208522006268i
4.408,0.0768396962185145 + 0.752837221624015i
4.409,0.0790503098604981 + 0.751451452591065i
4.41,0.0812622872641328 + 0.750051119688224i
4.411,0.0834755517960187 + 0.74863612749741i
4.412,0.0856900254567929 + 0.747206380412634i
4.413,0.0879056288653985 + 0.745761782651264i
4.414,0.0901222812432662 + 0.744302238265639i
4.415,0.0923399003984472 + 0.742827651154982i
4.416,0.0945584027096896 + 0.741337925077664i
4.417,0.0967777031104653 + 0.739832963663797i
4.418,0.0989977150729429 + 0.738312670428169i
4.419,0.101218350591926 + 0.736776948783534i
4.42,0.103439520168737 + 0.73522570205426i
4.421,0.105661132795102 + 0.733658833490303i
4.422,0.107883095936968 + 0.732076246281599i
4.423,0.110105315518294 + 0.730477843572791i
4.424,0.112327695904876 + 0.728863528478328i
4.425,0.114550139888087 + 0.727233204097973i
4.426,0.116772548668631 + 0.725586773532694i
4.427,0.118994821840334 + 0.723924139900911i
4.428,0.12121685737387 + 0.722245206355194i
4.429,0.123438551600538 + 0.72054987609934i
4.43,0.125659799196036 + 0.718838052405849i
4.431,0.127880493164256 + 0.717109638633851i
4.432,0.1301005248211 + 0.715364538247419i
4.433,0.132319783778341 + 0.71360265483433i
4.434,0.134538157927505 + 0.711823892125258i
4.435,0.136755533423813 + 0.710028154013392i
4.436,0.138971794670153 + 0.70821534457453i
4.437,0.141186824301158 + 0.706385368087572i
4.438,0.143400503167292 + 0.704538129055525i
4.439,0.145612710319051 + 0.702673532226931i
4.44,0.147823322991242 + 0.700791482617772i
4.441,0.150032216587348 + 0.698891885533847i
4.442,0.152239264663966 + 0.696974646593648i
4.443,0.154444338915434 + 0.695039671751661i
4.444,0.156647309158466 + 0.693086867322225i
4.445,0.158848043317007 + 0.691116140003837i
4.446,0.161046407407176 + 0.689127396903968i
4.447,0.163242265522355 + 0.687120545564389i
4.448,0.165435479818463 + 0.685095493986995i
4.449,0.167625910499369 + 0.683052150660143i
4.45,0.169813415802483 + 0.680990424585519i
4.451,0.171997851984556 + 0.678910225305512i
4.452,0.17417907330764 + 0.676811462931122i
4.453,0.176356932025309 + 0.674694048170393i
4.454,0.178531278369049 + 0.672557892357391i
4.455,0.180701960534898 + 0.670402907481724i
4.456,0.182868824670355 + 0.668229006218578i
4.457,0.185031714861518 + 0.666036101959321i
4.458,0.187190473120478 + 0.66382410884268i
4.459,0.189344939373035 + 0.661592941786416i
4.46,0.191494951446681 + 0.659342516519601i
4.461,0.193640345058898 + 0.657072749615439i
4.462,0.195780953805767 + 0.654783558524657i
4.463,0.197916609150941 + 0.652474861609443i
4.464,0.20004714041493 + 0.650146578177978i
4.465,0.202172374764777 + 0.647798628519522i
4.466,0.204292137204103 + 0.645430933940072i
4.467,0.206406250563547 + 0.643043416798599i
4.468,0.208514535491602 + 0.640636000543873i
4.469,0.210616810445906 + 0.638208609751823i
4.47,0.212712891684952 + 0.635761170163511i
4.471,0.214802593260219 + 0.633293608723707i
4.472,0.21688572700887 + 0.630805853619954i
4.473,0.218962102546838 + 0.628297834322308i
4.474,0.221031527262471 + 0.625769481623605i
4.475,0.223093806310692 + 0.623220727680305i
4.476,0.225148742607701 + 0.62065150605393i
4.477,0.227196136826212 + 0.61806175175307i
4.478,0.2292357873913 + 0.615451401275957i
4.479,0.231267490476818 + 0.612820392653608i
4.48,0.233291040002429 + 0.610168665493558i
4.481,0.235306227631273 + 0.60749616102412i
4.482,0.237312842768288 + 0.604802822139245i
4.483,0.239310672559189 + 0.602088593443907i
4.484,0.24129950189013 + 0.599353421300086i
4.485,0.243279113388103 + 0.596597253873229i
4.486,0.24524928742203 + 0.593820041179326i
4.487,0.2472098021046 + 0.591021735132503i
4.488,0.24916043329492 + 0.588202289593107i
4.489,0.251100954601892 + 0.585361660416368i
4.49,0.253031137388441 + 0.582499805501553i
4.491,0.254950750776551 + 0.579616684841634i
4.492,0.256859561653147 + 0.576712260573459i
4.493,0.258757334676868 + 0.573786497028407i
4.494,0.260643832285709 + 0.57083936078354i
4.495,0.262518814705584 + 0.567870820713212i
4.496,0.264382039959819 + 0.564880848041158i
4.497,0.266233263879604 + 0.56186941639301i
4.498,0.268072240115417 + 0.55883650184928i
4.499,0.269898720149448 + 0.555782082998733i
4.5,0.271712453309037 + 0.552706140992217i
4.501,0.273513186781167 + 0.549608659596837i
4.502,0.275300665627999 + 0.546489625250559i
4.503,0.277074632803493 + 0.543349027117185i
4.504,0.27883482917117 + 0.540186857141608i
4.505,0.280580993522944 + 0.537003110105506i
4.506,0.282312862599146 + 0.533797783683271i
4.507,0.284030171109705 + 0.530570878498275i
4.508,0.285732651756513 + 0.527322398179414i
4.509,0.287420035257018 + 0.524052349417904i
4.51,0.289092050369032 + 0.520760742024311i
4.511,0.290748423916812 + 0.517447588985822i
4.512,0.292388880818406 + 0.514112906523681i
4.513,0.294013144114299 + 0.510756714150824i
4.514,0.295620934997373 + 0.507379034729645i
4.515,0.297211972844211 + 0.503979894529896i
4.516,0.298785975247739 + 0.500559323286694i
4.517,0.300342658051273 + 0.497117354258562i
4.518,0.301881735383947 + 0.493654024285546i
4.519,0.303402919697527 + 0.490169373847387i
4.52,0.304905921804722 + 0.486663447121565i
4.521,0.306390450918883 + 0.483136292041433i
4.522,0.307856214695207 + 0.479587960354185i
4.523,0.30930291927341 + 0.476018507678769i
4.524,0.310730269321914 + 0.472427993563639i
4.525,0.312137968083542 + 0.468816481544348i
4.526,0.313525717422753 + 0.465184039200925i
4.527,0.314893217874421 + 0.461530738215039i
4.528,0.316240168694183 + 0.457856654426854i
4.529,0.317566267910359 + 0.454161867891596i
4.53,0.318871212377466 + 0.450446462935759i
4.531,0.320154697831324 + 0.446710528212926i
4.532,0.321416418945785 + 0.442954156759185i
4.533,0.322656069391089 + 0.439177446048014i
4.534,0.323873341893843 + 0.435380498044726i
4.535,0.325067928298633 + 0.431563419260367i
4.536,0.326239519631326 + 0.427726320804928i
4.537,0.32738780616398 + 0.423869318440042i
4.538,0.328512477481453 + 0.419992532630913i
4.539,0.32961322254966 + 0.416096088597573i
4.54,0.330689729785515 + 0.41218011636533i
4.541,0.331741687128537 + 0.408244750814436i
4.542,0.332768782114145 + 0.404290131728851i
4.543,0.333770701948612 + 0.40031640384414i
4.544,0.33474713358572 + 0.396323716894359i
4.545,0.33569776380506 + 0.392312225658005i
4.546,0.336622279292032 + 0.388282090002803i
4.547,0.337520366719486 + 0.384233474929497i
4.548,0.338391712831044 + 0.380166550614416i
4.549,0.33923600452606 + 0.376081492450815i
4.55,0.340052928946234 + 0.371978481089009i
4.551,0.340842173563847 + 0.367857702475191i
4.552,0.34160342627164 + 0.363719347888787i
4.553,0.342336375474278 + 0.359563613978529i
4.554,0.34304071018142 + 0.35539070279696i
4.555,0.343716120102367 + 0.351200821833448i
4.556,0.344362295742265 + 0.346994184045606i
4.557,0.34497892849985 + 0.342771007889099i
4.558,0.345565710766703 + 0.338531517345742i
4.559,0.346122336028015 + 0.33427594194987i
4.56,0.346648498964807 + 0.3300045168129i
4.561,0.347143895557597 + 0.325717482646058i
4.562,0.347608223191489 + 0.321415085781172i
4.563,0.348041180762632 + 0.317097578189548i
4.564,0.348442468786038 + 0.312765217498819i
4.565,0.348811789504724 + 0.308418267007696i
4.566,0.349148847000125 + 0.304056995698618i
4.567,0.349453347303747 + 0.299681678248305i
4.568,0.349724998510044 + 0.295292595035934i
4.569,0.34996351089044 + 0.290890032149173i
4.57,0.350168597008465 + 0.286474281387824i
4.571,0.350339971835988 + 0.282045640265113i
4.572,0.350477352870448 + 0.277604412006518i
4.573,0.350580460253081 + 0.273150905546157i
4.574,0.350649016888062 + 0.268685435520625i
4.575,0.350682748562516 + 0.264208322260264i
4.576,0.350681384067358 + 0.259719891777808i
4.577,0.350644655318875 + 0.255220475754391i
4.578,0.350572297481018 + 0.250710411522769i
4.579,0.350464049088333 + 0.246190042047881i
4.58,0.35031965216946 + 0.241659715904559i
4.581,0.35013885237115 + 0.237119787252392i
4.582,0.349921399082723 + 0.232570615807746i
4.583,0.349667045560903 + 0.228012566812894i
4.584,0.349375549054952 + 0.223446011002085i
4.585,0.349046670932049 + 0.218871324564771i
4.586,0.348680176802814 + 0.214288889105722i
4.587,0.348275836646931 + 0.209699091602128i
4.588,0.347833424938761 + 0.205102324357609i
4.589,0.347352720772898 + 0.200498984953154i
4.59,0.34683350798956 + 0.195889476194885i
4.591,0.346275575299754 + 0.191274206058704i
4.592,0.345678716410117 + 0.186653587631753i
4.593,0.345042730147366 + 0.182028039050719i
4.594,0.344367420582236 + 0.17739798343684i
4.595,0.343652597152862 + 0.172763848827801i
