Freq [GHz],S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB)
4.754,-27.90777697,-3.735309479,-16.76898552,-3.714406744,-19.95597813,-16.36293589
4.755,-27.91164009,-3.735421359,-16.75910694,-3.714561151,-19.94295878,-16.35339275
4.756,-27.91520108,-3.735533887,-16.74921292,-3.71471623,-19.92995389,-16.34383373
4.757,-27.91845838,-3.735647065,-16.73930353,-3.71487198,-19.91696342,-16.33425889
4.758,-27.92141044,-3.735760897,-16.72937885,-3.715028405,-19.90398734,-16.3246683
4.759,-27.9240558,-3.735875386,-16.71943896,-3.715185507,-19.89102561,-16.31506203
4.76,-27.92639306,-3.735990534,-16.70948392,-3.715343286,-19.87807821,-16.30544014
4.761,-27.92842089,-3.736106347,-16.69951381,-3.715501746,-19.86514511,-16.29580271
4.762,-27.93013801,-3.736222825,-16.6895287,-3.715660889,-19.85222626,-16.2861498
4.763,-27.9315432,-3.736339973,-16.67952867,-3.715820715,-19.83932163,-16.27648148
4.764,-27.93263534,-3.736457793,-16.6695138,-3.715981227,-19.82643121,-16.26679782
4.765,-27.93341334,-3.736576289,-16.65948416,-3.716142428,-19.81355494,-16.2570989
4.766,-27.9338762,-3.736695464,-16.64943982,-3.716304318,-19.80069281,-16.24738478
4.767,-27.93402299,-3.736815321,-16.63938086,-3.7164669,-19.78784477,-16.23765554
4.768,-27.93385284,-3.736935863,-16.62930737,-3.716630177,-19.7750108,-16.22791124
4.769,-27.93336495,-3.737057094,-16.6192194,-3.716794149,-19.76219087,-16.21815196
4.77,-27.93255859,-3.737179016,-16.60911705,-3.716958819,-19.74938495,-16.20837777
4.771,-27.93143312,-3.737301633,-16.59900039,-3.717124189,-19.73659299,-16.19858873
4.772,-27.92998795,-3.737424948,-16.58886949,-3.717290261,-19.72381499,-16.18878493
4.773,-27.92822258,-3.737548965,-16.57872443,-3.717457037,-19.71105089,-16.17896644
4.774,-27.92613657,-3.737673686,-16.5685653,-3.717624518,-19.69830068,-16.16913332
4.775,-27.92372956,-3.737799115,-16.55839216,-3.717792708,-19.68556432,-16.15928566
4.776,-27.92100126,-3.737925255,-16.5482051,-3.717961607,-19.67284178,-16.14942352
4.777,-27.91795145,-3.738052109,-16.5380042,-3.718131218,-19.66013303,-16.13954699
4.778,-27.91458001,-3.738179681,-16.52778954,-3.718301543,-19.64743804,-16.12965613
4.779,-27.91088686,-3.738307974,-16.51756118,-3.718472584,-19.63475678,-16.11975102
4.78,-27.906872,-3.738436991,-16.50731923,-3.718644343,-19.62208923,-16.10983174
4.781,-27.90253554,-3.738566736,-16.49706375,-3.718816821,-19.60943535,-16.09989836
4.782,-27.89787762,-3.738697212,-16.48679482,-3.718990022,-19.59679511,-16.08995096
4.783,-27.89289847,-3.738828421,-16.47651253,-3.719163946,-19.58416848,-16.07998961
4.784,-27.88759841,-3.738960369,-16.46621695,-3.719338597,-19.57155544,-16.0700144
4.785,-27.88197782,-3.739093057,-16.45590817,-3.719513975,-19.55895596,-16.06002539
4.786,-27.87603714,-3.73922649,-16.44558627,-3.719690084,-19.54637,-16.05002266
4.787,-27.86977692,-3.73936067,-16.43525133,-3.719866924,-19.53379754,-16.04000631
4.788,-27.86319774,-3.739495601,-16.42490343,-3.720044499,-19.52123855,-16.02997639
4.789,-27.85630028,-3.739631286,-16.41454265,-3.72022281,-19.508693,-16.019933
4.79,-27.8490853,-3.73976773,-16.40416908,-3.72040186,-19.49616087,-16.0098762
4.791,-27.8415536,-3.739904935,-16.39378281,-3.72058165,-19.48364212,-15.99980609
4.792,-27.83370608,-3.740042904,-16.3833839,-3.720762182,-19.47113672,-15.98972273
4.793,-27.82554369,-3.740181641,-16.37297245,-3.720943458,-19.45864466,-15.97962621
4.794,-27.81706748,-3.74032115,-16.36254854,-3.721125482,-19.44616589,-15.96951662
4.795,-27.80827852,-3.740461434,-16.35211226,-3.721308254,-19.4337004,-15.95939402
4.796,-27.799178,-3.740602496,-16.34166368,-3.721491776,-19.42124816,-15.94925851
4.797,-27.78976715,-3.740744341,-16.33120289,-3.721676052,-19.40880914,-15.93911016
4.798,-27.78004727,-3.74088697,-16.32072999,-3.721861082,-19.39638331,-15.92894905
4.799,-27.77001972,-3.741030389,-16.31024505,-3.722046869,-19.38397064,-15.91877528
4.8,-27.75968594,-3.7411746,-16.29974815,-3.722233416,-19.37157111,-15.90858892
4.801,-27.74904742,-3.741319607,-16.2892394,-3.722420723,-19.3591847,-15.89839005
4.802,-27.73810572,-3.741465413,-16.27871886,-3.722608794,-19.34681136,-15.88817876
4.803,-27.72686247,-3.741612022,-16.26818663,-3.722797631,-19.33445109,-15.87795513
4.804,-27.71531934,-3.741759438,-16.2576428,-3.722987234,-19.32210385,-15.86771925
4.805,-27.70347807,-3.741907663,-16.24708745,-3.723177608,-19.30976962,-15.85747121
4.806,-27.69134047,-3.742056703,-16.23652067,-3.723368753,-19.29744836,-15.84721108
4.807,-27.67890838,-3.742206559,-16.22594254,-3.723560673,-19.28514006,-15.83693895
4.808,-27.66618373,-3.742357236,-16.21535317,-3.723753368,-19.27284469,-15.82665491
4.809,-27.65316847,-3.742508738,-16.20475262,-3.723946841,-19.26056222,-15.81635905
4.81,-27.63986463,-3.742661067,-16.194141,-3.724141095,-19.24829263,-15.80605145
4.811,-27.62627427,-3.742814228,-16.18351839,-3.724336131,-19.23603589,-15.7957322
4.812,-27.61239953,-3.742968224,-16.17288489,-3.724531952,-19.22379198,-15.78540138
4.813,-27.59824257,-3.743123059,-16.16224057,-3.72472856,-19.21156086,-15.7750591
4.814,-27.58380561,-3.743278736,-16.15158554,-3.724925957,-19.19934253,-15.76470542
4.815,-27.56909092,-3.743435259,-16.14091988,-3.725124144,-19.18713695,-15.75434046
4.816,-27.55410081,-3.743592632,-16.13024368,-3.725323125,-19.17494409,-15.74396428
4.817,-27.53883764,-3.743750858,-16.11955704,-3.725522902,-19.16276394,-15.73357698
4.818,-27.5233038,-3.743909942,-16.10886005,-3.725723476,-19.15059646,-15.72317866
4.819,-27.50750172,-3.744069886,-16.09815279,-3.72592485,-19.13844164,-15.7127694
4.82,-27.49143389,-3.744230694,-16.08743536,-3.726127025,-19.12629944,-15.7023493
4.821,-27.47510283,-3.744392371,-16.07670786,-3.726330005,-19.11416986,-15.69191844
4.822,-27.45851108,-3.744554919,-16.06597037,-3.726533791,-19.10205285,-15.68147691
4.823,-27.44166122,-3.744718343,-16.05522299,-3.726738386,-19.0899484,-15.67102482
4.824,-27.42455589,-3.744882646,-16.04446581,-3.726943792,-19.07785649,-15.66056225
4.825,-27.40719773,-3.745047832,-16.03369893,-3.72715001,-19.06577708,-15.6500893
4.826,-27.38958941,-3.745213905,-16.02292244,-3.727357044,-19.05371017,-15.63960606
4.827,-27.37173367,-3.745380868,-16.01213643,-3.727564895,-19.04165571,-15.62911261
4.828,-27.35363322,-3.745548726,-16.00134101,-3.727773565,-19.0296137,-15.61860907
4.829,-27.33529084,-3.745717482,-15.99053626,-3.727983058,-19.0175841,-15.60809552
4.83,-27.31670932,-3.745887139,-15.97972228,-3.728193374,-19.0055669,-15.59757206
4.831,-27.29789146,-3.746057702,-15.96889918,-3.728404517,-18.99356207,-15.58703879
4.832,-27.2788401,-3.746229175,-15.95806703,-3.728616488,-18.98156959,-15.57649579
4.833,-27.2595581,-3.746401561,-15.94722595,-3.728829289,-18.96958944,-15.56594317
4.834,-27.24004832,-3.746574864,-15.93637603,-3.729042924,-18.95762159,-15.55538103
4.835,-27.22031366,-3.746749087,-15.92551736,-3.729257394,-18.94566602,-15.54480946
4.836,-27.20035702,-3.746924236,-15.91465004,-3.729472702,-18.93372271,-15.53422855
4.837,-27.18018132,-3.747100313,-15.90377418,-3.729688849,-18.92179164,-15.52363842
4.838,-27.15978949,-3.747277323,-15.89288987,-3.729905838,-18.90987278,-15.51303916
4.839,-27.13918449,-3.747455268,-15.88199721,-3.730123671,-18.89796612,-15.50243086
4.84,-27.11836926,-3.747634155,-15.8710963,-3.730342351,-18.88607163,-15.49181363
4.841,-27.09734677,-3.747813985,-15.86018724,-3.730561879,-18.87418929,-15.48118756
4.842,-27.07611999,-3.747994763,-15.84927013,-3.730782259,-18.86231908,-15.47055277
4.843,-27.05469191,-3.748176493,-15.83834507,-3.731003492,-18.85046097,-15.45990934
4.844,-27.0330655,-3.748359178,-15.82741216,-3.73122558,-18.83861495,-15.44925739
4.845,-27.01124375,-3.748542824,-15.8164715,-3.731448527,-18.826781,-15.43859701
4.846,-26.98922967,-3.748727433,-15.8055232,-3.731672333,-18.81495909,-15.4279283
4.847,-26.96702623,-3.74891301,-15.79456735,-3.731897002,-18.80314921,-15.41725138
4.848,-26.94463643,-3.749099558,-15.78360407,-3.732122536,-18.79135133,-15.40656634
4.849,-26.92206327,-3.749287082,-15.77263344,-3.732348937,-18.77956543,-15.39587328
4.85,-26.89930974,-3.749475585,-15.76165558,-3.732576207,-18.76779149,-15.38517232
4.851,-26.87637882,-3.749665071,-15.75067059,-3.732804349,-18.75602949,-15.37446356
4.852,-26.8532735,-3.749855545,-15.73967857,-3.733033365,-18.74427941,-15.36374709
4.853,-26.82999677,-3.750047011,-15.72867963,-3.733263257,-18.73254124,-15.35302304
4.854,-26.80655159,-3.750239471,-15.71767387,-3.733494028,-18.72081494,-15.3422915
4.855,-26.78294093,-3.750432932,-15.7066614,-3.73372568,-18.7091005,-15.33155258
4.856,-26.75916775,-3.750627395,-15.69564233,-3.733958215,-18.69739791,-15.3208064
4.857,-26.735235,-3.750822867,-15.68461675,-3.734191636,-18.68570714,-15.31005305
4.858,-26.71114562,-3.751019349,-15.67358478,-3.734425945,-18.67402816,-15.29929264
4.859,-26.68690255,-3.751216847,-15.66254653,-3.734661144,-18.66236098,-15.2885253
4.86,-26.6625087,-3.751415365,-15.65150209,-3.734897236,-18.65070555,-15.27775111
4.861,-26.63796697,-3.751614907,-15.64045158,-3.735134223,-18.63906186,-15.2669702
4.862,-26.61328027,-3.751815476,-15.62939511,-3.735372107,-18.62742991,-15.25618268
4.863,-26.58845147,-3.752017077,-15.61833278,-3.735610891,-18.61580965,-15.24538866
4.864,-26.56348344,-3.752219714,-15.60726471,-3.735850578,-18.60420108,-15.23458824
4.865,-26.53837902,-3.752423391,-15.596191,-3.736091168,-18.59260418,-15.22378154
4.866,-26.51314106,-3.752628112,-15.58511177,-3.736332666,-18.58101893,-15.21296867
4.867,-26.48777237,-3.752833882,-15.57402712,-3.736575073,-18.56944531,-15.20214975
4.868,-26.46227575,-3.753040703,-15.56293716,-3.736818391,-18.5578833,-15.19132489
4.869,-26.43665398,-3.753248581,-15.55184201,-3.737062624,-18.54633289,-15.1804942
4.87,-26.41090982,-3.75345752,-15.54074177,-3.737307773,-18.53479405,-15.1696578
4.871,-26.38504604,-3.753667524,-15.52963657,-3.73755384,-18.52326677,-15.1588158
4.872,-26.35906534,-3.753878596,-15.5185265,-3.737800829,-18.51175102,-15.14796832
4.873,-26.33297043,-3.754090742,-15.50741169,-3.738048742,-18.5002468,-15.13711547
4.874,-26.30676401,-3.754303965,-15.49629225,-3.73829758,-18.48875408,-15.12625737
4.875,-26.28044874,-3.75451827,-15.48516829,-3.738547348,-18.47727285,-15.11539415
4.876,-26.25402725,-3.75473366,-15.47403992,-3.738798045,-18.46580308,-15.1045259
4.877,-26.22750218,-3.75495014,-15.46290726,-3.739049677,-18.45434477,-15.09365277
4.878,-26.20087611,-3.755167714,-15.45177043,-3.739302244,-18.44289789,-15.08277485
4.879,-26.17415164,-3.755386386,-15.44062954,-3.739555749,-18.43146242,-15.07189228
4.88,-26.14733131,-3.755606161,-15.42948471,-3.739810194,-18.42003836,-15.06100517
4.881,-26.12041764,-3.755827042,-15.41833605,-3.740065583,-18.40862567,-15.05011364
4.882,-26.09341317,-3.756049034,-15.40718367,-3.740321917,-18.39722436,-15.03921782
4.883,-26.06632035,-3.756272142,-15.39602771,-3.740579199,-18.38583439,-15.02831782
4.884,-26.03914166,-3.756496369,-15.38486827,-3.740837431,-18.37445575,-15.01741376
4.885,-26.01187953,-3.75672172,-15.37370547,-3.741096616,-18.36308842,-15.00650578
4.886,-25.98453637,-3.756948199,-15.36253943,-3.741356757,-18.3517324,-14.99559399
4.887,-25.95711457,-3.75717581,-15.35137028,-3.741617855,-18.34038765,-14.98467851
4.888,-25.92961648,-3.757404558,-15.34019812,-3.741879913,-18.32905417,-14.97375948
4.889,-25.90204445,-3.757634447,-15.32902308,-3.742142934,-18.31773194,-14.962837
4.89,-25.87440079,-3.757865481,-15.31784528,-3.74240692,-18.30642095,-14.95191122
4.891,-25.84668778,-3.758097664,-15.30666485,-3.742671874,-18.29512117,-14.94098226
4.892,-25.81890769,-3.758331001,-15.29548189,-3.742937798,-18.28383259,-14.93005024
4.893,-25.79106274,-3.758565496,-15.28429654,-3.743204695,-18.2725552,-14.91911528
4.894,-25.76315516,-3.758801154,-15.27310892,-3.743472566,-18.26128898,-14.90817752
4.895,-25.73518711,-3.759037979,-15.26191915,-3.743741416,-18.25003391,-14.89723709
4.896,-25.70716076,-3.759275974,-15.25072735,-3.744011245,-18.23878998,-14.88629411
4.897,-25.67907825,-3.759515146,-15.23953364,-3.744282057,-18.22755718,-14.87534871
4.898,-25.65094168,-3.759755497,-15.22833816,-3.744553854,-18.21633548,-14.86440103
4.899,-25.62275313,-3.759997032,-15.21714101,-3.744826639,-18.20512488,-14.85345118
4.9,-25.59451465,-3.760239756,-15.20594234,-3.745100413,-18.19392535,-14.84249931
4.901,-25.56622828,-3.760483674,-15.19474227,-3.745375181,-18.18273689,-14.83154555
4.902,-25.53789602,-3.760728788,-15.18354091,-3.745650944,-18.17155948,-14.82059002
4.903,-25.50951984,-3.760975105,-15.17233841,-3.745927704,-18.1603931,-14.80963286
4.904,-25.4811017,-3.761222627,-15.16113488,-3.746205465,-18.14923773,-14.7986742
4.905,-25.45264353,-3.761471361,-15.14993045,-3.746484229,-18.13809338,-14.78771418
4.906,-25.42414722,-3.761721309,-15.13872525,-3.746763998,-18.12696001,-14.77675293
4.907,-25.39561466,-3.761972477,-15.12751941,-3.747044775,-18.11583762,-14.76579058
4.908,-25.36704769,-3.762224869,-15.11631306,-3.747326562,-18.10472619,-14.75482727
4.909,-25.33844813,-3.762478489,-15.10510632,-3.747609362,-18.0936257,-14.74386314
4.91,-25.30981779,-3.762733342,-15.09389933,-3.747893178,-18.08253615,-14.73289833
4.911,-25.28115845,-3.762989433,-15.08269222,-3.748178012,-18.07145752,-14.72193296
4.912,-25.25247185,-3.763246765,-15.07148512,-3.748463867,-18.06038979,-14.71096718
4.913,-25.22375971,-3.763505344,-15.06027815,-3.748750746,-18.04933296,-14.70000113
4.914,-25.19502375,-3.763765174,-15.04907146,-3.74903865,-18.038287,-14.68903494
4.915,-25.16626562,-3.764026258,-15.03786517,-3.749327582,-18.0272519,-14.67806875
4.916,-25.137487,-3.764288603,-15.02665942,-3.749617546,-18.01622766,-14.66710271
4.917,-25.10868949,-3.764552211,-15.01545433,-3.749908543,-18.00521426,-14.65613696
4.918,-25.07987471,-3.764817089,-15.00425005,-3.750200576,-17.99421167,-14.64517163
4.919,-25.05104424,-3.76508324,-14.99304671,-3.750493649,-17.9832199,-14.63420687
4.92,-25.02219963,-3.765350668,-14.98184444,-3.750787763,-17.97223893,-14.62324282
4.921,-24.99334242,-3.76561938,-14.97064337,-3.751082921,-17.96126874,-14.61227962
4.922,-24.9644741,-3.765889377,-14.95944365,-3.751379125,-17.95030932,-14.60131742
4.923,-24.93559618,-3.766160667,-14.94824541,-3.751676379,-17.93936066,-14.59035637
4.924,-24.90671011,-3.766433252,-14.93704878,-3.751974685,-17.92842275,-14.57939659
4.925,-24.87781733,-3.766707138,-14.92585391,-3.752274045,-17.91749557,-14.56843825
4.926,-24.84891926,-3.766982329,-14.91466093,-3.752574463,-17.90657911,-14.55748149
4.927,-24.8200173,-3.76725883,-14.90346998,-3.75287594,-17.89567336,-14.54652645
4.928,-24.79111282,-3.767536645,-14.89228119,-3.75317848,-17.88477831,-14.53557328
4.929,-24.76220716,-3.767815779,-14.88109471,-3.753482085,-17.87389394,-14.52462214
4.93,-24.73330167,-3.768096236,-14.86991068,-3.753786758,-17.86302025,-14.51367315
4.931,-24.70439764,-3.768378022,-14.85872924,-3.754092501,-17.85215721,-14.50272649
4.932,-24.67549637,-3.76866114,-14.84755052,-3.754399317,-17.84130482,-14.49178229
4.933,-24.64659911,-3.768945595,-14.83637467,-3.754707209,-17.83046306,-14.4808407
4.934,-24.61770712,-3.769231393,-14.82520183,-3.755016179,-17.81963194,-14.46990189
4.935,-24.58882162,-3.769518536,-14.81403215,-3.75532623,-17.80881142,-14.45896599
4.936,-24.55994381,-3.769807031,-14.80286576,-3.755637365,-17.7980015,-14.44803315
4.937,-24.53107487,-3.770096882,-14.79170281,-3.755949587,-17.78720218,-14.43710355
4.938,-24.50221598,-3.770388093,-14.78054344,-3.756262898,-17.77641343,-14.42617731
4.939,-24.47336826,-3.77068067,-14.7693878,-3.7565773,-17.76563524,-14.41525461
4.94,-24.44453286,-3.770974616,-14.75823603,-3.756892797,-17.75486762,-14.40433559
4.941,-24.41571086,-3.771269936,-14.74708827,-3.757209391,-17.74411054,-14.39342041
4.942,-24.38690337,-3.771566636,-14.73594468,-3.757527085,-17.73336399,-14.38250922
4.943,-24.35811143,-3.771864719,-14.72480539,-3.757845882,-17.72262796,-14.37160218
4.944,-24.32933612,-3.772164191,-14.71367056,-3.758165784,-17.71190244,-14.36069945
4.945,-24.30057844,-3.772465056,-14.70254034,-3.758486794,-17.70118743,-14.34980118
4.946,-24.27183942,-3.772767319,-14.69141486,-3.758808914,-17.6904829,-14.33890754
4.947,-24.24312004,-3.773070984,-14.68029428,-3.759132148,-17.67978885,-14.32801867
4.948,-24.2144213,-3.773376057,-14.66917875,-3.759456499,-17.66910528,-14.31713475
4.949,-24.18574413,-3.773682541,-14.65806841,-3.759781968,-17.65843216,-14.30625592
4.95,-24.15708949,-3.773990442,-14.64696342,-3.760108559,-17.64776948,-14.29538236
4.951,-24.1284583,-3.774299765,-14.63586393,-3.760436274,-17.63711725,-14.28451421
4.952,-24.09985147,-3.774610513,-14.62477008,-3.760765117,-17.62647544,-14.27365165
4.953,-24.07126989,-3.774922693,-14.61368203,-3.761095089,-17.61584405,-14.26279483
4.954,-24.04271442,-3.775236308,-14.60259993,-3.761426194,-17.60522307,-14.25194392
4.955,-24.01418594,-3.775551363,-14.59152393,-3.761758434,-17.59461249,-14.24109907
4.956,-23.98568528,-3.775867863,-14.58045418,-3.762091813,-17.58401229,-14.23026047
4.957,-23.95721328,-3.776185813,-14.56939084,-3.762426333,-17.57342247,-14.21942826
4.958,-23.92877073,-3.776505218,-14.55833407,-3.762761996,-17.56284302,-14.20860261
4.959,-23.90035844,-3.776826082,-14.54728401,-3.763098805,-17.55227392,-14.19778369
4.96,-23.87197719,-3.777148411,-14.53624082,-3.763436764,-17.54171518,-14.18697167
4.961,-23.84362775,-3.777472208,-14.52520466,-3.763775876,-17.53116678,-14.17616671
4.962,-23.81531086,-3.777797478,-14.51417567,-3.764116141,-17.5206287,-14.16536899
4.963,-23.78702726,-3.778124228,-14.50315403,-3.764457565,-17.51010095,-14.15457866
4.964,-23.75877768,-3.77845246,-14.49213987,-3.764800149,-17.49958351,-14.14379589
4.965,-23.73056283,-3.778782181,-14.48113337,-3.765143896,-17.48907637,-14.13302086
4.966,-23.70238339,-3.779113394,-14.47013468,-3.765488809,-17.47857952,-14.12225374
4.967,-23.67424006,-3.779446105,-14.45914396,-3.765834891,-17.46809296,-14.11149469
4.968,-23.64613349,-3.779780319,-14.44816136,-3.766182145,-17.45761668,-14.10074389
4.969,-23.61806435,-3.78011604,-14.43718704,-3.766530573,-17.44715067,-14.09000151
4.97,-23.59003327,-3.780453273,-14.42622117,-3.766880179,-17.43669491,-14.07926772
4.971,-23.56204089,-3.780792022,-14.4152639,-3.767230965,-17.4262494,-14.06854269
4.972,-23.53408782,-3.781132294,-14.4043154,-3.767582934,-17.41581414,-14.0578266
4.973,-23.50617466,-3.781474092,-14.39337582,-3.767936088,-17.4053891,-14.04711962
4.974,-23.478302,-3.781817422,-14.38244533,-3.768290431,-17.3949743,-14.03642193
4.975,-23.45047044,-3.782162288,-14.37152409,-3.768645966,-17.38456971,-14.02573369
4.976,-23.42268052,-3.782508695,-14.36061227,-3.769002695,-17.37417533,-14.01505509
4.977,-23.39493281,-3.782856648,-14.34971001,-3.769360621,-17.36379114,-14.00438631
4.978,-23.36722786,-3.783206152,-14.3388175,-3.769719748,-17.35341716,-13.99372751
4.979,-23.33956619,-3.783557212,-14.32793488,-3.770080077,-17.34305335,-13.98307887
4.98,-23.31194833,-3.783909832,-14.31706234,-3.770441612,-17.33269972,-13.97244058
4.981,-23.28437478,-3.784264017,-14.30620002,-3.770804356,-17.32235626,-13.96181281
4.982,-23.25684606,-3.784619773,-14.2953481,-3.771168311,-17.31202297,-13.95119574
4.983,-23.22936264,-3.784977105,-14.28450674,-3.771533481,-17.30169982,-13.94058956
4.984,-23.20192501,-3.785336016,-14.27367611,-3.771899868,-17.29138682,-13.92999443
4.985,-23.17453364,-3.785696512,-14.26285637,-3.772267476,-17.28108396,-13.91941054
4.986,-23.14718898,-3.786058598,-14.2520477,-3.772636306,-17.27079124,-13.90883808
4.987,-23.11989149,-3.786422279,-14.24125026,-3.773006363,-17.26050863,-13.89827721
4.988,-23.09264159,-3.786787559,-14.23046421,-3.773377648,-17.25023614,-13.88772814
4.989,-23.06543973,-3.787154444,-14.21968973,-3.773750165,-17.23997377,-13.87719103
4.99,-23.03828631,-3.787522939,-14.20892698,-3.774123917,-17.22972149,-13.86666608
4.991,-23.01118176,-3.787893048,-14.19817614,-3.774498907,-17.21947931,-13.85615346
4.992,-22.98412647,-3.788264776,-14.18743737,-3.774875137,-17.20924722,-13.84565336
