Freq [GHz],S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB)
1.898,-16.441385,-3.449161405,-16.26147037,-3.476645608,-10.95940276,-15.67514338
1.899,-16.44447346,-3.449239813,-16.26110448,-3.47672511,-10.96405989,-15.67448273
1.9,-16.44754113,-3.449318877,-16.26072659,-3.47680504,-10.96871904,-15.67381262
1.901,-16.45058793,-3.449398598,-16.26033676,-3.4768854,-10.97338021,-15.67313309
1.902,-16.45361379,-3.449478976,-16.25993504,-3.47696619,-10.9780434,-15.67244421
1.903,-16.45661864,-3.449560011,-16.25952147,-3.477047411,-10.98270862,-15.67174604
1.904,-16.45960241,-3.449641703,-16.25909611,-3.477129064,-10.98737588,-15.67103863
1.905,-16.46256503,-3.449724052,-16.25865901,-3.477211148,-10.99204517,-15.67032203
1.906,-16.46550642,-3.449807059,-16.25821021,-3.477293665,-10.9967165,-15.66959631
1.907,-16.46842652,-3.449890723,-16.25774977,-3.477376616,-11.00138986,-15.66886153
1.908,-16.47132527,-3.449975046,-16.25727773,-3.47746,-11.00606528,-15.66811774
1.909,-16.47420258,-3.450060027,-16.25679415,-3.477543819,-11.01074274,-15.667365
1.91,-16.47705841,-3.450145666,-16.25629907,-3.477628073,-11.01542225,-15.66660337
1.911,-16.47989266,-3.450231963,-16.25579255,-3.477712762,-11.02010382,-15.66583291
1.912,-16.48270529,-3.450318919,-16.25527464,-3.477797888,-11.02478744,-15.66505368
1.913,-16.48549622,-3.450406534,-16.2547454,-3.47788345,-11.02947313,-15.66426574
1.914,-16.48826538,-3.450494808,-16.25420486,-3.47796945,-11.03416087,-15.66346915
1.915,-16.49101271,-3.45058374,-16.25365309,-3.478055887,-11.03885069,-15.66266397
1.916,-16.49373815,-3.450673332,-16.25309013,-3.478142763,-11.04354258,-15.66185026
1.917,-16.49644162,-3.450763583,-16.25251604,-3.478230078,-11.04823654,-15.66102807
1.918,-16.49912307,-3.450854494,-16.25193087,-3.478317832,-11.05293257,-15.66019748
1.919,-16.50178242,-3.450946064,-16.25133467,-3.478406027,-11.05763069,-15.65935853
1.92,-16.50441962,-3.451038294,-16.25072749,-3.478494662,-11.06233089,-15.65851129
1.921,-16.5070346,-3.451131184,-16.2501094,-3.478583738,-11.06703318,-15.65765583
1.922,-16.50962729,-3.451224734,-16.24948043,-3.478673256,-11.07173755,-15.6567922
1.923,-16.51219764,-3.451318943,-16.24884065,-3.478763216,-11.07644402,-15.65592046
1.924,-16.51474558,-3.451413813,-16.2481901,-3.478853618,-11.08115258,-15.65504067
1.925,-16.51727105,-3.451509344,-16.24752884,-3.478944464,-11.08586325,-15.6541529
1.926,-16.51977399,-3.451605534,-16.24685693,-3.479035754,-11.09057601,-15.6532572
1.927,-16.52225434,-3.451702385,-16.24617441,-3.479127488,-11.09529088,-15.65235364
1.928,-16.52471203,-3.451799896,-16.24548134,-3.479219667,-11.10000786,-15.65144229
1.929,-16.52714701,-3.451898068,-16.24477777,-3.479312291,-11.10472695,-15.65052319
1.93,-16.52955921,-3.451996901,-16.24406377,-3.479405361,-11.10944816,-15.64959641
1.931,-16.53194858,-3.452096394,-16.24333937,-3.479498877,-11.11417148,-15.64866202
1.932,-16.53431505,-3.452196549,-16.24260464,-3.47959284,-11.11889693,-15.64772007
1.933,-16.53665858,-3.452297364,-16.24185963,-3.47968725,-11.1236245,-15.64677062
1.934,-16.5389791,-3.45239884,-16.2411044,-3.479782108,-11.12835419,-15.64581375
1.935,-16.54127655,-3.452500977,-16.24033899,-3.479877415,-11.13308602,-15.6448495
1.936,-16.54355088,-3.452603775,-16.23956346,-3.479973169,-11.13781998,-15.64387794
1.937,-16.54580203,-3.452707234,-16.23877787,-3.480069373,-11.14255608,-15.64289914
1.938,-16.54802994,-3.452811354,-16.23798228,-3.480166027,-11.14729432,-15.64191315
1.939,-16.55023457,-3.452916135,-16.23717672,-3.480263131,-11.1520347,-15.64092003
1.94,-16.55241584,-3.453021578,-16.23636127,-3.480360685,-11.15677722,-15.63991985
1.941,-16.55457372,-3.453127682,-16.23553598,-3.48045869,-11.1615219,-15.63891267
1.942,-16.55670815,-3.453234447,-16.23470089,-3.480557147,-11.16626872,-15.63789854
1.943,-16.55881906,-3.453341873,-16.23385607,-3.480656056,-11.17101771,-15.63687754
1.944,-16.56090642,-3.45344996,-16.23300157,-3.480755417,-11.17576885,-15.63584971
1.945,-16.56297016,-3.453558709,-16.23213744,-3.48085523,-11.18052215,-15.63481513
1.946,-16.56501024,-3.453668119,-16.23126374,-3.480955497,-11.18527762,-15.63377385
1.947,-16.5670266,-3.45377819,-16.23038053,-3.481056218,-11.19003525,-15.63272593
1.948,-16.5690192,-3.453888923,-16.22948785,-3.481157392,-11.19479506,-15.63167144
1.949,-16.57098798,-3.454000316,-16.22858577,-3.481259021,-11.19955703,-15.63061043
1.95,-16.57293289,-3.454112371,-16.22767434,-3.481361105,-11.20432119,-15.62954297
1.951,-16.57485388,-3.454225087,-16.22675361,-3.481463644,-11.20908752,-15.62846911
1.952,-16.57675091,-3.454338464,-16.22582363,-3.481566639,-11.21385604,-15.62738892
1.953,-16.57862393,-3.454452503,-16.22488447,-3.48167009,-11.21862674,-15.62630246
1.954,-16.58047289,-3.454567202,-16.22393618,-3.481773998,-11.22339964,-15.62520978
1.955,-16.58229774,-3.454682563,-16.22297881,-3.481878362,-11.22817472,-15.62411094
1.956,-16.58409844,-3.454798584,-16.22201242,-3.481983184,-11.232952,-15.62300601
1.957,-16.58587494,-3.454915267,-16.22103706,-3.482088463,-11.23773148,-15.62189505
1.958,-16.58762719,-3.45503261,-16.22005279,-3.482194201,-11.24251315,-15.62077811
1.959,-16.58935515,-3.455150615,-16.21905966,-3.482300396,-11.24729703,-15.61965525
1.96,-16.59105879,-3.45526928,-16.21805772,-3.482407051,-11.25208312,-15.61852654
1.961,-16.59273804,-3.455388605,-16.21704704,-3.482514165,-11.25687142,-15.61739202
1.962,-16.59439287,-3.455508592,-16.21602766,-3.482621738,-11.26166193,-15.61625177
1.963,-16.59602325,-3.455629239,-16.21499964,-3.482729771,-11.26645466,-15.61510583
1.964,-16.59762911,-3.455750546,-16.21396303,-3.482838264,-11.2712496,-15.61395427
1.965,-16.59921044,-3.455872514,-16.2129179,-3.482947218,-11.27604677,-15.61279714
1.966,-16.60076717,-3.455995142,-16.21186428,-3.483056633,-11.28084616,-15.6116345
1.967,-16.60229928,-3.45611843,-16.21080225,-3.483166508,-11.28564778,-15.61046641
1.968,-16.60380673,-3.456242379,-16.20973185,-3.483276846,-11.29045163,-15.60929293
1.969,-16.60528947,-3.456366987,-16.20865313,-3.483387645,-11.29525772,-15.60811411
1.97,-16.60674747,-3.456492255,-16.20756615,-3.483498907,-11.30006604,-15.60693001
1.971,-16.6081807,-3.456618184,-16.20647096,-3.483610631,-11.3048766,-15.60574069
1.972,-16.6095891,-3.456744771,-16.20536763,-3.483722818,-11.3096894,-15.6045462
1.973,-16.61097265,-3.456872018,-16.20425619,-3.483835468,-11.31450445,-15.6033466
1.974,-16.61233132,-3.456999925,-16.20313671,-3.483948582,-11.31932174,-15.60214194
1.975,-16.61366506,-3.457128491,-16.20200924,-3.484062159,-11.32414129,-15.60093228
1.976,-16.61497384,-3.457257716,-16.20087383,-3.484176201,-11.32896309,-15.59971768
1.977,-16.61625763,-3.4573876,-16.19973053,-3.484290707,-11.33378715,-15.59849819
1.978,-16.6175164,-3.457518143,-16.1985794,-3.484405677,-11.33861347,-15.59727386
1.979,-16.61875011,-3.457649344,-16.1974205,-3.484521113,-11.34344205,-15.59604476
1.98,-16.61995873,-3.457781204,-16.19625387,-3.484637013,-11.3482729,-15.59481092
1.981,-16.62114223,-3.457913722,-16.19507957,-3.48475338,-11.35310601,-15.59357242
1.982,-16.62230058,-3.458046899,-16.19389764,-3.484870211,-11.3579414,-15.59232929
1.983,-16.62343375,-3.458180733,-16.19270816,-3.484987509,-11.36277906,-15.5910816
1.984,-16.62454171,-3.458315226,-16.19151115,-3.485105274,-11.367619,-15.5898294
1.985,-16.62562443,-3.458450376,-16.19030669,-3.485223504,-11.37246122,-15.58857274
1.986,-16.62668189,-3.458586183,-16.18909481,-3.485342202,-11.37730572,-15.58731167
1.987,-16.62771405,-3.458722648,-16.18787558,-3.485461366,-11.38215251,-15.58604625
1.988,-16.62872088,-3.458859769,-16.18664905,-3.485580998,-11.38700159,-15.58477652
1.989,-16.62970238,-3.458997548,-16.18541526,-3.485701098,-11.39185296,-15.58350254
1.99,-16.6306585,-3.459135983,-16.18417426,-3.485821665,-11.39670662,-15.58222436
1.991,-16.63158922,-3.459275075,-16.18292612,-3.4859427,-11.40156258,-15.58094203
1.992,-16.63249452,-3.459414823,-16.18167088,-3.486064203,-11.40642085,-15.5796556
1.993,-16.63337438,-3.459555227,-16.18040859,-3.486186174,-11.41128141,-15.57836512
1.994,-16.63422878,-3.459696287,-16.1791393,-3.486308615,-11.41614428,-15.57707065
1.995,-16.63505768,-3.459838002,-16.17786307,-3.486431524,-11.42100946,-15.57577222
1.996,-16.63586107,-3.459980373,-16.17657995,-3.486554902,-11.42587695,-15.5744699
1.997,-16.63663894,-3.460123398,-16.17528997,-3.486678749,-11.43074676,-15.57316372
1.998,-16.63739125,-3.460267079,-16.17399321,-3.486803066,-11.43561888,-15.57185375
1.999,-16.63811799,-3.460411414,-16.1726897,-3.486927852,-11.44049332,-15.57054001
2,-16.63881915,-3.460556404,-16.1713795,-3.487053108,-11.44537009,-15.56922258
2.001,-16.6394947,-3.460702047,-16.17006266,-3.487178834,-11.45024918,-15.56790148
2.002,-16.64014462,-3.460848345,-16.16873922,-3.48730503,-11.4551306,-15.56657677
2.003,-16.64076891,-3.460995296,-16.16740924,-3.487431697,-11.46001435,-15.5652485
2.004,-16.64136754,-3.4611429,-16.16607276,-3.487558834,-11.46490043,-15.56391672
2.005,-16.64194049,-3.461291157,-16.16472983,-3.487686441,-11.46978885,-15.56258146
2.006,-16.64248777,-3.461440067,-16.16338052,-3.48781452,-11.47467961,-15.56124277
2.007,-16.64300934,-3.461589629,-16.16202485,-3.487943069,-11.47957272,-15.55990071
2.008,-16.6435052,-3.461739844,-16.16066288,-3.48807209,-11.48446816,-15.55855531
2.009,-16.64397534,-3.46189071,-16.15929467,-3.488201581,-11.48936596,-15.55720663
2.01,-16.64441974,-3.462042228,-16.15792025,-3.488331544,-11.49426611,-15.5558547
2.011,-16.64483839,-3.462194398,-16.15653967,-3.488461979,-11.49916861,-15.55449957
2.012,-16.64523129,-3.462347218,-16.15515299,-3.488592885,-11.50407347,-15.55314128
2.013,-16.64559842,-3.462500688,-16.15376025,-3.488724263,-11.50898068,-15.55177988
2.014,-16.64593977,-3.462654809,-16.15236151,-3.488856112,-11.51389026,-15.55041542
2.015,-16.64625534,-3.46280958,-16.15095679,-3.488988434,-11.5188022,-15.54904792
2.016,-16.64654512,-3.462965001,-16.14954616,-3.489121228,-11.52371651,-15.54767744
2.017,-16.6468091,-3.463121071,-16.14812966,-3.489254494,-11.52863319,-15.54630402
2.018,-16.64704727,-3.46327779,-16.14670734,-3.489388232,-11.53355224,-15.5449277
2.019,-16.64725964,-3.463435158,-16.14527924,-3.489522442,-11.53847367,-15.54354853
2.02,-16.64744619,-3.463593173,-16.14384541,-3.489657125,-11.54339747,-15.54216653
2.021,-16.64760692,-3.463751837,-16.14240589,-3.489792281,-11.54832366,-15.54078176
2.022,-16.64774183,-3.463911148,-16.14096074,-3.489927909,-11.55325222,-15.53939426
2.023,-16.64785092,-3.464071107,-16.13950999,-3.49006401,-11.55818318,-15.53800405
2.024,-16.64793418,-3.464231712,-16.1380537,-3.490200583,-11.56311652,-15.5366112
2.025,-16.64799161,-3.464392964,-16.1365919,-3.490337629,-11.56805226,-15.53521572
2.026,-16.64802322,-3.464554862,-16.13512465,-3.490475149,-11.57299039,-15.53381767
2.027,-16.648029,-3.464717406,-16.13365198,-3.490613141,-11.57793091,-15.53241708
2.028,-16.64800896,-3.464880595,-16.13217395,-3.490751606,-11.58287384,-15.53101399
2.029,-16.64796309,-3.465044429,-16.13069059,-3.490890544,-11.58781917,-15.52960844
2.03,-16.6478914,-3.465208907,-16.12920195,-3.491029955,-11.5927669,-15.52820047
2.031,-16.64779389,-3.465374029,-16.12770807,-3.491169839,-11.59771704,-15.52679011
2.032,-16.64767056,-3.465539796,-16.12620901,-3.491310196,-11.6026696,-15.52537739
2.033,-16.64752143,-3.465706205,-16.12470479,-3.491451027,-11.60762456,-15.52396237
2.034,-16.64734649,-3.465873258,-16.12319547,-3.49159233,-11.61258194,-15.52254507
2.035,-16.64714575,-3.466040953,-16.12168109,-3.491734107,-11.61754174,-15.52112553
2.036,-16.64691923,-3.46620929,-16.12016169,-3.491876357,-11.62250396,-15.51970378
2.037,-16.64666691,-3.466378269,-16.11863731,-3.49201908,-11.6274686,-15.51827987
2.038,-16.64638882,-3.466547888,-16.117108,-3.492162276,-11.63243567,-15.51685382
2.039,-16.64608496,-3.466718149,-16.11557379,-3.492305945,-11.63740517,-15.51542567
2.04,-16.64575535,-3.46688905,-16.11403473,-3.492450088,-11.64237709,-15.51399546
2.041,-16.64539999,-3.467060591,-16.11249087,-3.492594703,-11.64735146,-15.51256321
2.042,-16.64501889,-3.467232771,-16.11094223,-3.492739792,-11.65232826,-15.51112897
2.043,-16.64461206,-3.46740559,-16.10938887,-3.492885353,-11.6573075,-15.50969276
2.044,-16.64417952,-3.467579048,-16.10783082,-3.493031388,-11.66228918,-15.50825462
2.045,-16.64372129,-3.467753144,-16.10626813,-3.493177896,-11.6672733,-15.50681459
2.046,-16.64323736,-3.467927877,-16.10470084,-3.493324877,-11.67225988,-15.50537269
2.047,-16.64272777,-3.468103248,-16.10312898,-3.49347233,-11.6772489,-15.50392895
2.048,-16.64219252,-3.468279255,-16.1015526,-3.493620257,-11.68224037,-15.50248342
2.049,-16.64163163,-3.468455898,-16.09997173,-3.493768656,-11.6872343,-15.50103611
2.05,-16.64104512,-3.468633177,-16.09838642,-3.493917528,-11.69223069,-15.49958706
2.051,-16.640433,-3.46881109,-16.0967967,-3.494066873,-11.69722954,-15.49813631
2.052,-16.63979529,-3.468989639,-16.09520262,-3.49421669,-11.70223085,-15.49668388
2.053,-16.63913201,-3.469168822,-16.09360421,-3.49436698,-11.70723462,-15.4952298
2.054,-16.63844318,-3.469348638,-16.09200151,-3.494517743,-11.71224086,-15.4937741
2.055,-16.63772882,-3.469529088,-16.09039457,-3.494668977,-11.71724958,-15.49231681
2.056,-16.63698896,-3.46971017,-16.08878341,-3.494820684,-11.72226076,-15.49085797
2.057,-16.6362236,-3.469891884,-16.08716807,-3.494972863,-11.72727442,-15.48939759
2.058,-16.63543278,-3.470074229,-16.0855486,-3.495125514,-11.73229056,-15.48793572
2.059,-16.63461652,-3.470257206,-16.08392504,-3.495278638,-11.73730918,-15.48647237
2.06,-16.63377483,-3.470440813,-16.08229741,-3.495432233,-11.74233029,-15.48500757
2.061,-16.63290776,-3.47062505,-16.08066576,-3.495586299,-11.74735387,-15.48354136
2.062,-16.63201531,-3.470809917,-16.07903012,-3.495740837,-11.75237995,-15.48207376
2.063,-16.63109752,-3.470995412,-16.07739053,-3.495895847,-11.75740852,-15.4806048
2.064,-16.63015441,-3.471181536,-16.07574702,-3.496051328,-11.76243958,-15.4791345
2.065,-16.629186,-3.471368287,-16.07409964,-3.496207281,-11.76747314,-15.47766289
2.066,-16.62819234,-3.471555666,-16.07244841,-3.496363704,-11.77250919,-15.47619001
2.067,-16.62717344,-3.471743671,-16.07079338,-3.496520598,-11.77754775,-15.47471586
2.068,-16.62612933,-3.471932302,-16.06913458,-3.496677963,-11.78258881,-15.47324048
2.069,-16.62506004,-3.472121559,-16.06747204,-3.496835799,-11.78763237,-15.4717639
2.07,-16.62396561,-3.47231144,-16.0658058,-3.496994105,-11.79267844,-15.47028614
2.071,-16.62284607,-3.472501946,-16.0641359,-3.497152881,-11.79772703,-15.46880722
2.072,-16.62170144,-3.472693075,-16.06246236,-3.497312128,-11.80277812,-15.46732718
2.073,-16.62053176,-3.472884828,-16.06078523,-3.497471844,-11.80783174,-15.46584602
2.074,-16.61933706,-3.473077203,-16.05910453,-3.49763203,-11.81288787,-15.46436379
2.075,-16.61811737,-3.4732702,-16.05742031,-3.497792686,-11.81794652,-15.46288049
2.076,-16.61687274,-3.473463818,-16.05573259,-3.497953811,-11.8230077,-15.46139617
2.077,-16.61560318,-3.473658057,-16.0540414,-3.498115405,-11.8280714,-15.45991083
2.078,-16.61430875,-3.473852915,-16.05234679,-3.498277468,-11.83313763,-15.4584245
2.079,-16.61298948,-3.474048394,-16.05064879,-3.49844,-11.83820639,-15.45693721
2.08,-16.6116454,-3.474244491,-16.04894742,-3.498603,-11.84327768,-15.45544897
2.081,-16.61027654,-3.474441206,-16.04724272,-3.498766469,-11.84835151,-15.45395982
2.082,-16.60888296,-3.474638538,-16.04553472,-3.498930406,-11.85342787,-15.45246976
2.083,-16.60746469,-3.474836488,-16.04382346,-3.499094811,-11.85850678,-15.45097883
2.084,-16.60602176,-3.475035053,-16.04210896,-3.499259683,-11.86358823,-15.44948705
2.085,-16.60455422,-3.475234235,-16.04039126,-3.499425022,-11.86867223,-15.44799443
2.086,-16.60306211,-3.475434031,-16.03867039,-3.499590829,-11.87375877,-15.44650099
2.087,-16.60154546,-3.475634441,-16.03694638,-3.499757103,-11.87884786,-15.44500677
2.088,-16.60000433,-3.475835465,-16.03521926,-3.499923843,-11.88393951,-15.44351177
2.089,-16.59843875,-3.476037102,-16.03348906,-3.50009105,-11.88903371,-15.44201602
2.09,-16.59684877,-3.476239351,-16.03175582,-3.500258723,-11.89413047,-15.44051954
2.091,-16.59523443,-3.476442212,-16.03001956,-3.500426862,-11.89922979,-15.43902235
2.092,-16.59359577,-3.476645684,-16.02828031,-3.500595466,-11.90433167,-15.43752447
2.093,-16.59193284,-3.476849765,-16.02653811,-3.500764535,-11.90943611,-15.43602592
2.094,-16.59024569,-3.477054457,-16.02479298,-3.50093407,-11.91454313,-15.43452671
2.095,-16.58853436,-3.477259757,-16.02304495,-3.501104069,-11.91965271,-15.43302687
2.096,-16.5867989,-3.477465665,-16.02129406,-3.501274533,-11.92476487,-15.43152642
2.097,-16.58503936,-3.47767218,-16.01954032,-3.501445461,-11.92987959,-15.43002537
2.098,-16.58325578,-3.477879302,-16.01778378,-3.501616853,-11.9349969,-15.42852374
2.099,-16.58144821,-3.47808703,-16.01602445,-3.501788708,-11.94011679,-15.42702154
2.1,-16.57961671,-3.478295364,-16.01426238,-3.501961026,-11.94523925,-15.42551881
2.101,-16.57776132,-3.478504302,-16.01249758,-3.502133807,-11.9503643,-15.42401555
2.102,-16.57588209,-3.478713843,-16.01073008,-3.502307051,-11.95549194,-15.42251179
2.103,-16.57397907,-3.478923988,-16.00895991,-3.502480757,-11.96062216,-15.42100754
2.104,-16.57205232,-3.479134735,-16.00718711,-3.502654925,-11.96575498,-15.41950281
2.105,-16.57010188,-3.479346083,-16.00541169,-3.502829555,-11.97089039,-15.41799763
2.106,-16.56812782,-3.479558033,-16.00363368,-3.503004646,-11.9760284,-15.416492
2.107,-16.56613018,-3.479770582,-16.00185312,-3.503180197,-11.981169,-15.41498596
2.108,-16.56410901,-3.479983731,-16.00007002,-3.503356209,-11.98631221,-15.41347951
2.109,-16.56206437,-3.480197478,-15.99828443,-3.503532681,-11.99145801,-15.41197267
2.11,-16.55999632,-3.480411823,-15.99649635,-3.503709613,-11.99660643,-15.41046545
2.111,-16.55790491,-3.480626765,-15.99470582,-3.503887005,-12.00175745,-15.40895788
2.112,-16.5557902,-3.480842304,-15.99291286,-3.504064855,-12.00691108,-15.40744996
2.113,-16.55365224,-3.481058437,-15.99111751,-3.504243164,-12.01206732,-15.40594171
2.114,-16.5514911,-3.481275166,-15.98931978,-3.504421932,-12.01722618,-15.40443316
2.115,-16.54930682,-3.481492488,-15.9875197,-3.504601157,-12.02238765,-15.4029243
2.116,-16.54709946,-3.481710404,-15.9857173,-3.50478084,-12.02755175,-15.40141516
2.117,-16.54486909,-3.481928911,-15.9839126,-3.504960979,-12.03271846,-15.39990576
2.118,-16.54261577,-3.48214801,-15.98210563,-3.505141576,-12.0378878,-15.3983961
2.119,-16.54033955,-3.4823677,-15.98029641,-3.505322629,-12.04305977,-15.3968862
2.12,-16.53804049,-3.48258798,-15.97848496,-3.505504137,-12.04823436,-15.39537608
2.121,-16.53571866,-3.482808849,-15.97667132,-3.505686101,-12.05341158,-15.39386575
2.122,-16.53337411,-3.483030306,-15.9748555,-3.50586852,-12.05859144,-15.39235522
2.123,-16.53100691,-3.48325235,-15.97303754,-3.506051394,-12.06377394,-15.3908445
2.124,-16.52861712,-3.483474981,-15.97121744,-3.506234722,-12.06895907,-15.38933362
2.125,-16.5262048,-3.483698198,-15.96939525,-3.506418503,-12.07414684,-15.38782258
2.126,-16.52377002,-3.483922,-15.96757097,-3.506602738,-12.07933725,-15.3863114
2.127,-16.52131284,-3.484146386,-15.96574464,-3.506787426,-12.08453031,-15.38480009
2.128,-16.51883332,-3.484371355,-15.96391627,-3.506972565,-12.08972602,-15.38328866
2.129,-16.51633153,-3.484596907,-15.9620859,-3.507158157,-12.09492437,-15.38177713
2.13,-16.51380753,-3.48482304,-15.96025354,-3.507344201,-12.10012538,-15.3802655
2.131,-16.51126139,-3.485049753,-15.95841922,-3.507530695,-12.10532904,-15.3787538
2.132,-16.50869317,-3.485277047,-15.95658295,-3.507717639,-12.11053535,-15.37724203
2.133,-16.50610294,-3.485504919,-15.95474477,-3.507905034,-12.11574433,-15.37573021
2.134,-16.50349077,-3.48573337,-15.95290469,-3.508092878,-12.12095596,-15.37421834
2.135,-16.50085673,-3.485962398,-15.95106274,-3.508281172,-12.12617026,-15.37270644
2.136,-16.49820088,-3.486192002,-15.94921893,-3.508469913,-12.13138722,-15.37119453
2.137,-16.49552329,-3.486422181,-15.94737329,-3.508659103,-12.13660685,-15.36968261
2.138,-16.49282403,-3.486652935,-15.94552584,-3.508848741,-12.14182916,-15.36817069
2.139,-16.49010317,-3.486884263,-15.94367661,-3.509038825,-12.14705413,-15.36665879
2.14,-16.48736078,-3.487116163,-15.94182561,-3.509229356,-12.15228177,-15.36514691
2.141,-16.48459692,-3.487348635,-15.93997286,-3.509420333,-12.1575121,-15.36363508
2.142,-16.48181168,-3.487581679,-15.93811839,-3.509611755,-12.1627451,-15.3621233
2.143,-16.47900511,-3.487815292,-15.93626221,-3.509803622,-12.16798078,-15.36061157
2.144,-16.47617729,-3.488049474,-15.93440435,-3.509995934,-12.17321915,-15.35909992
2.145,-16.4733283,-3.488284225,-15.93254483,-3.51018869,-12.1784602,-15.35758835
2.146,-16.4704582,-3.488519543,-15.93068367,-3.510381889,-12.18370394,-15.35607688
2.147,-16.46756707,-3.488755427,-15.92882088,-3.51057553,-12.18895037,-15.35456551
2.148,-16.46465498,-3.488991877,-15.9269565,-3.510769614,-12.19419949,-15.35305425
2.149,-16.461722,-3.489228891,-15.92509053,-3.51096414,-12.1994513,-15.35154312
2.15,-16.4587682,-3.489466469,-15.923223,-3.511159106,-12.20470582,-15.35003212
2.151,-16.45579367,-3.489704609,-15.92135392,-3.511354514,-12.20996303,-15.34852126
2.152,-16.45279847,-3.489943311,-15.91948333,-3.511550361,-12.21522294,-15.34701056
2.153,-16.44978268,-3.490182573,-15.91761123,-3.511746647,-12.22048555,-15.34550003
2.154,-16.44674637,-3.490422396,-15.91573764,-3.511943373,-12.22575088,-15.34398967
2.155,-16.44368963,-3.490662777,-15.91386259,-3.512140536,-12.2310189,-15.34247949
2.156,-16.44061252,-3.490903716,-15.91198609,-3.512338137,-12.23628964,-15.34096951
2.157,-16.43751512,-3.491145211,-15.91010816,-3.512536176,-12.24156309,-15.33945974
2.158,-16.4343975,-3.491387263,-15.90822883,-3.51273465,-12.24683926,-15.33795017
2.159,-16.43125976,-3.49162987,-15.9063481,-3.512933561,-12.25211814,-15.33644083
2.16,-16.42810195,-3.49187303,-15.90446601,-3.513132906,-12.25739974,-15.33493171
2.161,-16.42492417,-3.492116743,-15.90258255,-3.513332686,-12.26268406,-15.33342284
2.162,-16.42172648,-3.492361009,-15.90069777,-3.513532901,-12.2679711,-15.33191422
2.163,-16.41850896,-3.492605825,-15.89881166,-3.513733548,-12.27326087,-15.33040586
2.164,-16.4152717,-3.492851191,-15.89692425,-3.513934628,-12.27855336,-15.32889776
2.165,-16.41201477,-3.493097106,-15.89503556,-3.514136141,-12.28384859,-15.32738994
2.166,-16.40873826,-3.493343569,-15.89314561,-3.514338084,-12.28914655,-15.32588241
2.167,-16.40544223,-3.493590579,-15.89125441,-3.514540459,-12.29444724,-15.32437517
2.168,-16.40212678,-3.493838134,-15.88936198,-3.514743264,-12.29975067,-15.32286823
2.169,-16.39879197,-3.494086235,-15.88746834,-3.514946498,-12.30505683,-15.32136161
2.17,-16.3954379,-3.494334879,-15.8855735,-3.515150161,-12.31036574,-15.3198553
2.171,-16.39206464,-3.494584067,-15.88367748,-3.515354252,-12.31567739,-15.31834932
2.172,-16.38867227,-3.494833796,-15.8817803,-3.51555877,-12.32099178,-15.31684368
2.173,-16.38526087,-3.495084065,-15.87988198,-3.515763716,-12.32630892,-15.31533838
2.174,-16.38183053,-3.495334875,-15.87798252,-3.515969087,-12.33162881,-15.31383344
2.175,-16.37838132,-3.495586223,-15.87608196,-3.516174884,-12.33695145,-15.31232885
2.176,-16.37491333,-3.495838109,-15.8741803,-3.516381106,-12.34227684,-15.31082464
2.177,-16.37142664,-3.496090531,-15.87227756,-3.516587752,-12.34760499,-15.3093208
2.178,-16.36792133,-3.496343489,-15.87037376,-3.516794821,-12.3529359,-15.30781735
2.179,-16.36439749,-3.496596981,-15.86846891,-3.517002313,-12.35826957,-15.30631428
2.18,-16.3608552,-3.496851007,-15.86656303,-3.517210227,-12.363606,-15.30481162
2.181,-16.35729454,-3.497105565,-15.86465614,-3.517418562,-12.36894519,-15.30330937
2.182,-16.35371559,-3.497360654,-15.86274825,-3.517627318,-12.37428715,-15.30180754
2.183,-16.35011844,-3.497616273,-15.86083937,-3.517836493,-12.37963188,-15.30030612
2.184,-16.34650317,-3.497872422,-15.85892953,-3.518046088,-12.38497937,-15.29880514
2.185,-16.34286987,-3.498129098,-15.85701873,-3.518256101,-12.39032965,-15.2973046
2.186,-16.33921862,-3.498386301,-15.855107,-3.518466531,-12.39568269,-15.29580451
2.187,-16.33554951,-3.49864403,-15.85319435,-3.518677379,-12.40103851,-15.29430487
2.188,-16.33186261,-3.498902284,-15.85128079,-3.518888643,-12.40639712,-15.29280569
2.189,-16.32815802,-3.499161061,-15.84936633,-3.519100322,-12.4117585,-15.29130697
2.19,-16.32443582,-3.499420361,-15.847451,-3.519312415,-12.41712266,-15.28980874
2.191,-16.32069609,-3.499680182,-15.84553481,-3.519524923,-12.42248962,-15.28831099
2.192,-16.31693892,-3.499940524,-15.84361778,-3.519737843,-12.42785936,-15.28681373
2.193,-16.3131644,-3.500201384,-15.84169991,-3.519951176,-12.43323188,-15.28531696
2.194,-16.30937261,-3.500462763,-15.83978122,-3.520164921,-12.4386072,-15.2838207
2.195,-16.30556364,-3.500724659,-15.83786173,-3.520379077,-12.44398532,-15.28232496
2.196,-16.30173758,-3.50098707,-15.83594145,-3.520593642,-12.44936623,-15.28082973
2.197,-16.2978945,-3.501249996,-15.8340204,-3.520808617,-12.45474994,-15.27933503
2.198,-16.2940345,-3.501513436,-15.83209859,-3.521024,-12.46013645,-15.27784086
2.199,-16.29015766,-3.501777387,-15.83017603,-3.521239791,-12.46552576,-15.27634723
2.2,-16.28626408,-3.50204185,-15.82825274,-3.521455988,-12.47091787,-15.27485415
