Freq [GHz],S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
2.26,-2.45884605,30.47526247,154.8983166,30.47825763,-68.21192427,154.9317037
2.261,-2.499469336,30.32710147,154.7714478,30.33007971,-68.39204724,154.8053194
2.262,-2.540219028,30.17894148,154.644541,30.18190252,-68.5721674,154.6788933
2.263,-2.581095518,30.03078251,154.5175962,30.03372607,-68.75228475,154.5524255
2.264,-2.62209919,29.88262457,154.3906135,29.88555038,-68.93239928,154.4259162
2.265,-2.663230425,29.73446766,154.2635928,29.73737544,-69.11251099,154.2993653
2.266,-2.704489602,29.5863118,154.1365343,29.58920127,-69.29261988,154.1727729
2.267,-2.745877094,29.43815699,154.0094381,29.44102787,-69.47272594,154.0461391
2.268,-2.787393273,29.29000323,153.8823041,29.29285526,-69.65282917,153.9194639
2.269,-2.829038503,29.14185055,153.7551326,29.14468344,-69.83292957,153.7927474
2.27,-2.870813149,28.99369894,153.6279234,28.99651242,-70.01302713,153.6659896
2.271,-2.912717569,28.84554842,153.5006768,28.8483422,-70.19312186,153.5391907
2.272,-2.954752118,28.69739898,153.3733927,28.7001728,-70.37321374,153.4123506
2.273,-2.996917149,28.54925065,153.2460713,28.55200423,-70.55330279,153.2854695
2.274,-3.039213009,28.40110342,153.1187125,28.40383648,-70.73338898,153.1585474
2.275,-3.081640042,28.2529573,152.9913165,28.25566958,-70.91347233,153.0315843
2.276,-3.124198588,28.10481231,152.8638834,28.10750352,-71.09355282,152.9045803
2.277,-3.166888984,27.95666844,152.7364131,27.95933832,-71.27363046,152.7775355
2.278,-3.209711563,27.80852572,152.6089058,27.81117398,-71.45370525,152.65045
2.279,-3.252666655,27.66038414,152.4813615,27.66301052,-71.63377717,152.5233237
2.28,-3.295754583,27.51224371,152.3537802,27.51484793,-71.81384623,152.3961568
2.281,-3.338975671,27.36410444,152.2261622,27.36668623,-71.99391242,152.2689493
2.282,-3.382330237,27.21596634,152.0985073,27.21852543,-72.17397575,152.1417012
2.283,-3.425818593,27.06782942,151.9708158,27.07036553,-72.35403621,152.0144128
2.284,-3.469441051,26.91969368,151.8430876,26.92220654,-72.53409379,151.8870839
2.285,-3.513197918,26.77155913,151.7153228,26.77404847,-72.7141485,151.7597147
2.286,-3.557089497,26.62342578,151.5875215,26.62589133,-72.89420032,151.6323052
2.287,-3.601116087,26.47529363,151.4596838,26.47773512,-73.07424927,151.5048555
2.288,-3.645277984,26.3271627,151.3318097,26.32957985,-73.25429534,151.3773656
2.289,-3.689575479,26.17903299,151.2038992,26.18142554,-73.43433851,151.2498356
2.29,-3.734008862,26.03090451,151.0759526,26.03327218,-73.6143788,151.1222657
2.291,-3.778578416,25.88277726,150.9479697,25.88511979,-73.7944162,150.9946557
2.292,-3.823284423,25.73465126,150.8199507,25.73696837,-73.9744507,150.8670059
2.293,-3.86812716,25.58652651,150.6918957,25.58881794,-74.15448231,150.7393162
2.294,-3.9131069,25.43840302,150.5638047,25.44066849,-74.33451102,150.6115867
2.295,-3.958223914,25.29028079,150.4356778,25.29252004,-74.51453683,150.4838175
2.296,-4.003478467,25.14215983,150.3075151,25.14437259,-74.69455974,150.3560087
2.297,-4.048870822,24.99404016,150.1793166,24.99622616,-74.87457974,150.2281602
2.298,-4.094401239,24.84592177,150.0510824,24.84808075,-75.05459683,150.1002723
2.299,-4.140069972,24.69780468,149.9228125,24.69993636,-75.23461102,149.9723448
2.3,-4.185877273,24.5496889,149.7945071,24.55179301,-75.41462229,149.844378
2.301,-4.23182339,24.40157442,149.6661662,24.40365071,-75.59463065,149.7163718
2.302,-4.277908568,24.25346126,149.5377898,24.25550945,-75.77463609,149.5883264
2.303,-4.324133047,24.10534942,149.4093781,24.10736925,-75.95463861,149.4602417
2.304,-4.370497065,23.95723891,149.2809311,23.95923012,-76.13463821,149.3321179
2.305,-4.417000856,23.80912975,149.1524488,23.81109206,-76.31463489,149.203955
2.306,-4.463644649,23.66102193,149.0239314,23.66295508,-76.49462864,149.0757531
2.307,-4.510428671,23.51291546,148.8953789,23.51481919,-76.67461946,148.9475123
2.308,-4.557353145,23.36481035,148.7667914,23.36668439,-76.85460736,148.8192325
2.309,-4.60441829,23.21670662,148.6381689,23.2185507,-77.03459232,148.6909139
2.31,-4.651624322,23.06860425,148.5095116,23.07041812,-77.21457435,148.5625565
2.311,-4.698971453,22.92050327,148.3808194,22.92228666,-77.39455344,148.4341604
2.312,-4.746459893,22.77240367,148.2520925,22.77415632,-77.5745296,148.3057257
2.313,-4.794089846,22.62430548,148.1233309,22.62602711,-77.75450281,148.1772525
2.314,-4.841861514,22.47620868,147.9945347,22.47789905,-77.93447309,148.0487407
2.315,-4.889775096,22.3281133,147.8657039,22.32977213,-78.11444042,147.9201904
2.316,-4.937830785,22.18001933,147.7368387,22.18164637,-78.2944048,147.7916018
2.317,-4.986028775,22.03192678,147.6079391,22.03352177,-78.47436624,147.6629748
2.318,-5.034369251,21.88383567,147.4790051,21.88539834,-78.65432473,147.5343096
2.319,-5.082852399,21.735746,147.3500369,21.73727609,-78.83428026,147.4056062
2.32,-5.131478399,21.58765776,147.2210345,21.58915502,-79.01423285,147.2768647
2.321,-5.18024743,21.43957099,147.091998,21.44103514,-79.19418248,147.1480851
2.322,-5.229159664,21.29148567,146.9629274,21.29291647,-79.37412915,147.0192676
2.323,-5.278215273,21.14340181,146.8338229,21.14479899,-79.55407286,146.890412
2.324,-5.327414424,20.99531943,146.7046844,20.99668273,-79.73401362,146.7615187
2.325,-5.376757281,20.84723852,146.5755121,20.8485677,-79.91395141,146.6325875
2.326,-5.426244004,20.69915911,146.446306,20.70045388,-80.09388624,146.5036186
2.327,-5.47587475,20.55108118,146.3170662,20.55234131,-80.27381811,146.374612
2.328,-5.525649674,20.40300475,146.1877928,20.40422997,-80.453747,146.2455678
2.329,-5.575568925,20.25492983,146.0584858,20.25611989,-80.63367293,146.116486
2.33,-5.625632651,20.10685643,145.9291453,20.10801106,-80.81359589,145.9873668
2.331,-5.675840995,19.95878454,145.7997714,19.95990349,-80.99351588,145.8582102
2.332,-5.726194098,19.81071418,145.6703642,19.81179719,-81.1734329,145.7290162
2.333,-5.776692098,19.66264535,145.5409236,19.66369217,-81.35334694,145.599785
2.334,-5.827335127,19.51457806,145.4114499,19.51558844,-81.53325801,145.4705165
2.335,-5.878123318,19.36651232,145.281943,19.36748599,-81.71316609,145.3412108
2.336,-5.929056797,19.21844813,145.152403,19.21938485,-81.8930712,145.2118681
2.337,-5.980135688,19.0703855,145.02283,19.071285,-82.07297333,145.0824884
2.338,-6.031360112,18.92232443,144.8932241,18.92318648,-82.25287248,144.9530717
2.339,-6.082730188,18.77426494,144.7635853,18.77508926,-82.43276864,144.8236181
2.34,-6.134246029,18.62620702,144.6339138,18.62699338,-82.61266182,144.6941277
2.341,-6.185907748,18.47815069,144.5042095,18.47889883,-82.79255202,144.5646005
2.342,-6.237715451,18.33009595,144.3744726,18.33080561,-82.97243923,144.4350366
2.343,-6.289669246,18.18204281,144.2447031,18.18271374,-83.15232345,144.3054361
2.344,-6.341769232,18.03399128,144.114901,18.03462323,-83.33220468,144.175799
2.345,-6.39401551,17.88594135,143.9850666,17.88653408,-83.51208292,144.0461255
2.346,-6.446408174,17.73789305,143.8551998,17.73844629,-83.69195817,143.9164155
2.347,-6.498947318,17.58984636,143.7253006,17.59035987,-83.87183042,143.7866691
2.348,-6.551633031,17.44180131,143.5953693,17.44227484,-84.05169968,143.6568864
2.349,-6.6044654,17.29375789,143.4654058,17.29419119,-84.23156595,143.5270675
2.35,-6.657444507,17.14571611,143.3354102,17.14610893,-84.41142922,143.3972125
2.351,-6.710570433,16.99767599,143.2053826,16.99802808,-84.59128949,143.2673213
2.352,-6.763843256,16.84963751,143.0753231,16.84994863,-84.77114677,143.1373941
2.353,-6.81726305,16.7016007,142.9452316,16.7018706,-84.95100104,143.0074309
2.354,-6.870829887,16.55356556,142.8151084,16.55379398,-85.13085232,142.8774318
2.355,-6.924543834,16.40553209,142.6849535,16.40571879,-85.31070059,142.7473968
2.356,-6.978404957,16.25750029,142.5547669,16.25764503,-85.49054586,142.6173261
2.357,-7.032413319,16.10947019,142.4245487,16.10957272,-85.67038813,142.4872197
2.358,-7.086568979,15.96144177,142.2942989,15.96150185,-85.8502274,142.3570776
2.359,-7.140871994,15.81341505,142.1640178,15.81343243,-86.03006366,142.2269
2.36,-7.195322418,15.66539004,142.0337052,15.66536447,-86.20989691,142.0966868
2.361,-7.249920301,15.51736674,141.9033614,15.51729797,-86.38972716,141.9664382
2.362,-7.304665692,15.36934515,141.7729863,15.36923295,-86.5695544,141.8361542
2.363,-7.359558635,15.22132528,141.6425801,15.2211694,-86.74937864,141.7058349
2.364,-7.414599173,15.07330714,141.5121428,15.07310734,-86.92919986,141.5754804
2.365,-7.469787346,14.92529073,141.3816744,14.92504677,-87.10901808,141.4450906
2.366,-7.52512319,14.77727607,141.2511751,14.7769877,-87.28883328,141.3146658
2.367,-7.58060674,14.62926314,141.1206449,14.62893013,-87.46864548,141.1842059
2.368,-7.636238025,14.48125197,140.9900839,14.48087407,-87.64845466,141.053711
2.369,-7.692017075,14.33324256,140.8594922,14.33281952,-87.82826084,140.9231812
2.37,-7.747943916,14.18523491,140.7288698,14.1847665,-88.008064,140.7926165
2.371,-7.80401857,14.03722902,140.5982168,14.036715,-88.18786415,140.6620171
2.372,-7.860241057,13.88922491,140.4675333,13.88866504,-88.36766128,140.5313829
2.373,-7.916611396,13.74122258,140.3368194,13.74061662,-88.5474554,140.4007141
2.374,-7.9731296,13.59322204,140.206075,13.59256975,-88.72724651,140.2700107
2.375,-8.029795683,13.44522328,140.0753004,13.44452443,-88.9070346,140.1392728
2.376,-8.086609654,13.29722632,139.9444955,13.29648067,-89.08681968,140.0085004
2.377,-8.143571519,13.14923117,139.8136605,13.14843847,-89.26660174,139.8776937
2.378,-8.200681284,13.00123782,139.6827953,13.00039784,-89.44638079,139.7468526
2.379,-8.25793895,12.85324628,139.5519001,12.85235879,-89.62615682,139.6159772
2.38,-8.315344516,12.70525657,139.420975,12.70432133,-89.80592983,139.4850677
2.381,-8.372897978,12.55726868,139.29002,12.55628545,-89.98569983,139.354124
2.382,-8.430599332,12.40928262,139.1590352,12.40825117,-90.16546681,139.2231463
2.383,-8.488448568,12.26129839,139.0280206,12.26021849,-90.34523078,139.0921346
2.384,-8.546445676,12.113316,138.8969764,12.11218741,-90.52499173,138.961089
2.385,-8.604590642,11.96533546,138.7659026,11.96415795,-90.70474966,138.8300095
2.386,-8.66288345,11.81735677,138.6347992,11.8161301,-90.88450457,138.6988962
2.387,-8.721324083,11.66937994,138.5036664,11.66810388,-91.06425647,138.5677491
2.388,-8.779912519,11.52140497,138.3725042,11.52007929,-91.24400535,138.4365685
2.389,-8.838648735,11.37343187,138.2413127,11.37205633,-91.42375121,138.3053542
2.39,-8.897532705,11.22546064,138.110092,11.22403502,-91.60349406,138.1741064
2.391,-8.956564402,11.07749129,137.978842,11.07601535,-91.78323388,138.0428251
2.392,-9.015743796,10.92952382,137.847563,10.92799734,-91.96297069,137.9115104
2.393,-9.075070853,10.78155824,137.716255,10.77998098,-92.14270449,137.7801624
2.394,-9.134545539,10.63359455,137.584918,10.63196629,-92.32243527,137.6487812
2.395,-9.194167816,10.48563276,137.4535521,10.48395326,-92.50216303,137.5173667
2.396,-9.253937644,10.33767288,137.3221574,10.33594192,-92.68188777,137.3859191
2.397,-9.313854983,10.1897149,137.1907339,10.18793225,-92.8616095,137.2544384
2.398,-9.373919787,10.04175884,137.0592818,10.03992427,-93.04132821,137.1229248
2.399,-9.43413201,9.893804691,136.9278011,9.891917979,-93.22104391,136.9913782
2.4,-9.494491603,9.74585247,136.7962918,9.743913387,-93.40075659,136.8597987
2.401,-9.554998516,9.597902178,136.6647541,9.595910498,-93.58046625,136.7281864
2.402,-9.615652696,9.449953819,136.533188,9.447909317,-93.76017291,136.5965414
2.403,-9.676454086,9.302007399,136.4015936,9.299909849,-93.93987654,136.4648638
2.404,-9.737402631,9.154062922,136.2699709,9.151912101,-94.11957717,136.3331535
2.405,-9.79849827,9.006120393,136.1383201,9.003916076,-94.29927478,136.2014107
2.406,-9.859740941,8.858179818,136.0066411,8.855921782,-94.47896938,136.0696354
2.407,-9.921130581,8.7102412,135.8749342,8.707929222,-94.65866096,135.9378277
2.408,-9.982667124,8.562304545,135.7431992,8.559938402,-94.83834953,135.8059877
2.409,-10.0443505,8.414369857,135.6114364,8.411949328,-95.0180351,135.6741154
2.41,-10.10618064,8.266437141,135.4796457,8.263962004,-95.19771765,135.5422109
2.411,-10.16815748,8.118506402,135.3478273,8.115976436,-95.37739719,135.4102742
2.412,-10.23028093,7.970577644,135.2159813,7.967992629,-95.55707372,135.2783055
2.413,-10.29255093,7.822650873,135.0841076,7.820010588,-95.73674725,135.1463048
2.414,-10.35496739,7.674726092,134.9522063,7.672030318,-95.91641777,135.0142721
2.415,-10.41753023,7.526803306,134.8202777,7.524051825,-96.09608528,134.8822075
2.416,-10.48023938,7.37888252,134.6883216,7.376075113,-96.27574978,134.7501112
2.417,-10.54309474,7.230963738,134.5563382,7.228100188,-96.45541128,134.6179831
2.418,-10.60609624,7.083046965,134.4243275,7.080127053,-96.63506977,134.4858233
2.419,-10.66924378,6.935132205,134.2922897,6.932155716,-96.81472527,134.3536319
2.42,-10.73253727,6.787219463,134.1602247,6.784186179,-96.99437775,134.2214089
2.421,-10.79597663,6.639308743,134.0281327,6.636218449,-97.17402724,134.0891545
2.422,-10.85956176,6.491400049,133.8960138,6.48825253,-97.35367373,133.9568686
2.423,-10.92329256,6.343493387,133.7638679,6.340288427,-97.53331722,133.8245514
2.424,-10.98716893,6.195588759,133.6316952,6.192326145,-97.7129577,133.692203
2.425,-11.05119079,6.04768617,133.4994958,6.044365688,-97.8925952,133.5598233
2.426,-11.11535802,5.899785626,133.3672696,5.896407062,-98.07222969,133.4274124
2.427,-11.17967053,5.751887129,133.2350169,5.748450271,-98.25186119,133.2949705
2.428,-11.2441282,5.603990684,133.1027376,5.600495321,-98.4314897,133.1624975
2.429,-11.30873094,5.456096295,132.9704318,5.452542214,-98.61111521,133.0299936
2.43,-11.37347864,5.308203967,132.8380996,5.304590958,-98.79073774,132.8974588
2.431,-11.43837118,5.160313703,132.7057411,5.156641555,-98.97035727,132.7648932
2.432,-11.50340846,5.012425508,132.5733564,5.00869401,-99.14997381,132.6322969
2.433,-11.56859036,4.864539385,132.4409454,4.860748329,-99.32958737,132.4996698
2.434,-11.63391677,4.716655339,132.3085083,4.712804516,-99.50919794,132.3670121
2.435,-11.69938757,4.568773374,132.1760452,4.564862575,-99.68880553,132.2343239
2.436,-11.76500264,4.420893493,132.0435561,4.416922511,-99.86841013,132.1016051
2.437,-11.83076187,4.273015701,131.911041,4.268984328,-100.0480118,131.9688559
2.438,-11.89666514,4.125140002,131.7785002,4.121048031,-100.2276104,131.8360764
2.439,-11.96271231,3.977266398,131.6459335,3.973113624,-100.4072061,131.7032666
2.44,-12.02890327,3.829394895,131.5133412,3.825181112,-100.5867987,131.5704265
2.441,-12.09523789,3.681525496,131.3807232,3.677250498,-100.7663885,131.4375563
2.442,-12.16171605,3.533658205,131.2480797,3.529321788,-100.9459752,131.304656
2.443,-12.2283376,3.385793025,131.1154107,3.381394986,-101.125559,131.1717256
2.444,-12.29510244,3.237929961,130.9827163,3.233470095,-101.3051398,131.0387653
2.445,-12.36201041,3.090069015,130.8499965,3.08554712,-101.4847176,130.9057751
2.446,-12.4290614,2.942210193,130.7172515,2.937626066,-101.6642924,130.772755
2.447,-12.49625526,2.794353496,130.5844812,2.789706936,-101.8438643,130.6397052
2.448,-12.56359186,2.646498929,130.4516858,2.641789735,-102.0234333,130.5066256
2.449,-12.63107106,2.498646496,130.3188653,2.493874467,-102.2029992,130.3735165
2.45,-12.69869272,2.3507962,130.1860199,2.345961136,-102.3825623,130.2403777
2.451,-12.7664567,2.202948044,130.0531495,2.198049746,-102.5621223,130.1072094
2.452,-12.83436286,2.055102033,129.9202542,2.050140301,-102.7416794,129.9740117
2.453,-12.90241106,1.907258169,129.7873342,1.902232805,-102.9212336,129.8407847
2.454,-12.97060115,1.759416455,129.6543895,1.754327262,-103.1007848,129.7075283
2.455,-13.03893298,1.611576897,129.5214201,1.606423676,-103.280333,129.5742426
2.456,-13.10740642,1.463739495,129.3884261,1.458522051,-103.4598783,129.4409278
2.457,-13.1760213,1.315904255,129.2554076,1.310622392,-103.6394207,129.3075838
2.458,-13.24477749,1.168071179,129.1223647,1.1627247,-103.8189601,129.1742108
2.459,-13.31367482,1.020240271,128.9892975,1.014828982,-103.9984965,129.0408089
2.46,-13.38271315,0.872411533,128.8562059,0.86693524,-104.1780301,128.907378
2.461,-13.45189233,0.72458497,128.7230901,0.719043478,-104.3575607,128.7739182
2.462,-13.52121219,0.576760584,128.5899501,0.5711537,-104.5370884,128.6404297
2.463,-13.59067259,0.428938378,128.4567861,0.42326591,-104.7166131,128.5069124
2.464,-13.66027336,0.281118356,128.323598,0.275380111,-104.8961349,128.3733664
2.465,-13.73001435,0.13330052,128.190386,0.127496308,-105.0756538,128.2397919
2.466,-13.7998954,-0.014515126,128.0571501,-0.020385497,-105.2551697,128.1061889
2.467,-13.86991634,-0.16232858,127.9238904,-0.1682653,-105.4346828,127.9725574
2.468,-13.94007702,-0.310139838,127.790607,-0.316143097,-105.6141929,127.8388974
2.469,-14.01037727,-0.457948897,127.6572999,-0.464018884,-105.7937001,127.7052092
2.47,-14.08081693,-0.605755755,127.5239692,-0.611892658,-105.9732044,127.5714927
2.471,-14.15139583,-0.753560408,127.390615,-0.759764416,-106.1527058,127.437748
2.472,-14.22211381,-0.901362854,127.2572373,-0.907634154,-106.3322043,127.3039751
2.473,-14.2929707,-1.04916309,127.1238362,-1.055501868,-106.5116998,127.1701742
2.474,-14.36396632,-1.196961112,126.9904118,-1.203367556,-106.6911925,127.0363452
2.475,-14.43510052,-1.344756919,126.8569641,-1.351231214,-106.8706823,126.9024884
2.476,-14.50637312,-1.492550508,126.7234933,-1.499092838,-107.0501691,126.7686036
2.477,-14.57778395,-1.640341875,126.5899993,-1.646952425,-107.2296531,126.6346911
2.478,-14.64933283,-1.788131019,126.4564823,-1.794809973,-107.4091342,126.5007507
2.479,-14.7210196,-1.935917936,126.3229424,-1.942665477,-107.5886124,126.3667827
2.48,-14.79284407,-2.083702623,126.1893795,-2.090518935,-107.7680877,126.2327871
2.481,-14.86480608,-2.231485079,126.0557938,-2.238370343,-107.9475602,126.098764
2.482,-14.93690545,-2.379265301,125.9221853,-2.386219698,-108.1270297,125.9647133
2.483,-15.00914199,-2.527043286,125.7885541,-2.534066997,-108.3064964,125.8306353
2.484,-15.08151553,-2.674819032,125.6549003,-2.681912237,-108.4859602,125.6965298
2.485,-15.1540259,-2.822592535,125.521224,-2.829755415,-108.6654212,125.5623971
2.486,-15.22667291,-2.970363795,125.3875251,-2.977596527,-108.8448792,125.4282372
2.487,-15.29945637,-3.118132808,125.2538038,-3.125435572,-109.0243345,125.29405
2.488,-15.37237612,-3.265899572,125.1200602,-3.273272545,-109.2037868,125.1598358
2.489,-15.44543196,-3.413664085,124.9862943,-3.421107445,-109.3832363,125.0255946
2.49,-15.51862372,-3.561426344,124.8525062,-3.568940267,-109.562683,124.8913264
2.491,-15.5919512,-3.709186347,124.7186959,-3.716771009,-109.7421268,124.7570313
2.492,-15.66541423,-3.856944093,124.5848635,-3.864599669,-109.9215677,124.6227093
2.493,-15.73901261,-4.004699578,124.4510092,-4.012426243,-110.1010058,124.4883606
2.494,-15.81274616,-4.1524528,124.3171329,-4.160250729,-110.2804411,124.3539852
2.495,-15.88661469,-4.300203758,124.1832347,-4.308073124,-110.4598735,124.2195831
2.496,-15.96061802,-4.447952449,124.0493148,-4.455893425,-110.6393032,124.0851545
2.497,-16.03475595,-4.595698871,123.9153731,-4.60371163,-110.8187299,123.9506993
2.498,-16.1090283,-4.743443023,123.7814097,-4.751527735,-110.9981539,123.8162177
2.499,-16.18343487,-4.891184901,123.6474248,-4.899341739,-111.177575,123.6817097
2.5,-16.25797547,-5.038924505,123.5134183,-5.047153638,-111.3569934,123.5471754
2.501,-16.33264992,-5.186661832,123.3793903,-5.19496343,-111.5364089,123.4126148
2.502,-16.40745801,-5.334396881,123.245341,-5.342771113,-111.7158216,123.278028
2.503,-16.48239956,-5.482129648,123.1112704,-5.490576684,-111.8952315,123.1434151
2.504,-16.55747436,-5.629860134,122.9771785,-5.63838014,-112.0746386,123.0087762
2.505,-16.63268224,-5.777588335,122.8430654,-5.78618148,-112.2540429,122.8741113
2.506,-16.70802298,-5.92531425,122.7089312,-5.9339807,-112.4334444,122.7394204
2.507,-16.7834964,-6.073037877,122.5747759,-6.081777798,-112.6128431,122.6047036
2.508,-16.85910229,-6.220759215,122.4405997,-6.229572773,-112.792239,122.4699611
2.509,-16.93484046,-6.368478262,122.3064026,-6.377365621,-112.9716322,122.3351928
2.51,-17.01071072,-6.516195016,122.1721846,-6.52515634,-113.1510225,122.2003988
