Freq [GHz],S11 Phase(deg),S21 Phase(deg),S22 Phase(deg),S31 Phase(deg),S32 Phase(deg),S33 Phase(deg)
3.898,174.8284673,148.0938448,-56.97319717,148.0461781,-47.42115904,-60.51812012
3.899,174.6838343,147.9434433,-57.07591744,147.8958012,-48.16063784,-60.62247818
3.9,174.5391538,147.7930368,-57.17855416,147.7454193,-48.90843755,-60.72674453
3.901,174.3944257,147.6426253,-57.28110722,147.5950323,-49.66462718,-60.83091903
3.902,174.2496498,147.492209,-57.3835765,147.4446403,-50.4292709,-60.93500153
3.903,174.1048258,147.3417877,-57.48596189,147.2942432,-51.2024276,-61.03899188
3.904,173.9599536,147.1913615,-57.58826326,147.1438411,-51.9841505,-61.14288994
3.905,173.8150329,147.0409304,-57.69048052,146.993434,-52.77448669,-61.24669556
3.906,173.6700635,146.8904944,-57.79261354,146.8430218,-53.57347668,-61.3504086
3.907,173.5250453,146.7400535,-57.8946622,146.6926045,-54.38115393,-61.45402893
3.908,173.379978,146.5896076,-57.99662641,146.5421822,-55.19754441,-61.55755639
3.909,173.2348615,146.4391568,-58.09850605,146.3917549,-56.02266608,-61.66099084
3.91,173.0896954,146.2887011,-58.200301,146.2413225,-56.85652842,-61.76433216
3.911,172.9444797,146.1382405,-58.30201117,146.0908851,-57.69913197,-61.86758018
3.912,172.799214,145.987775,-58.40363643,145.9404426,-58.55046779,-61.97073478
3.913,172.6538982,145.8373046,-58.50517668,145.7899951,-59.41051701,-62.07379582
3.914,172.508532,145.6868292,-58.60663182,145.6395426,-60.27925032,-62.17676316
3.915,172.3631153,145.5363489,-58.70800174,145.489085,-61.15662752,-62.27963666
3.916,172.2176478,145.3858638,-58.80928633,145.3386223,-62.04259702,-62.38241619
3.917,172.0721293,145.2353737,-58.91048549,145.1881547,-62.9370954,-62.48510161
3.918,171.9265597,145.0848787,-59.01159911,145.0376819,-63.84004699,-62.58769278
3.919,171.7809385,144.9343787,-59.1126271,144.8872042,-64.75136344,-62.69018958
3.92,171.6352658,144.7838739,-59.21356934,144.7367213,-65.67094333,-62.79259186
3.921,171.4895411,144.6333642,-59.31442574,144.5862335,-66.5986718,-62.8948995
3.922,171.3437644,144.4828495,-59.41519619,144.4357406,-67.53442027,-62.99711237
3.923,171.1979353,144.3323299,-59.51588061,144.2852426,-68.47804608,-63.09923033
3.924,171.0520537,144.1818055,-59.61647888,144.1347397,-69.42939233,-63.20125325
3.925,170.9061193,144.0312761,-59.71699091,143.9842316,-70.38828761,-63.30318101
3.926,170.760132,143.8807418,-59.81741661,143.8337186,-71.3545459,-63.40501348
3.927,170.6140914,143.7302026,-59.91775587,143.6832004,-72.32796644,-63.50675053
3.928,170.4679973,143.5796585,-60.01800861,143.5326773,-73.30833374,-63.60839203
3.929,170.3218496,143.4291095,-60.11817472,143.3821491,-74.29541758,-63.70993786
3.93,170.1756479,143.2785555,-60.21825412,143.2316158,-75.28897313,-63.81138789
3.931,170.0293921,143.1279967,-60.31824671,143.0810776,-76.28874108,-63.912742
3.932,169.8830819,142.977433,-60.41815241,142.9305342,-77.29444792,-64.01400007
3.933,169.736717,142.8268643,-60.51797111,142.7799859,-78.30580619,-64.11516197
3.934,169.5902974,142.6762908,-60.61770274,142.6294324,-79.32251493,-64.21622759
3.935,169.4438226,142.5257123,-60.7173472,142.478874,-80.34426008,-64.3171968
3.936,169.2972924,142.375129,-60.81690441,142.3283105,-81.37071505,-64.41806948
3.937,169.1507067,142.2245407,-60.91637428,142.177742,-82.4015413,-64.51884552
3.938,169.0040652,142.0739475,-61.01575673,142.0271684,-83.436389,-64.6195248
3.939,168.8573677,141.9233495,-61.11505166,141.8765898,-84.47489784,-64.7201072
3.94,168.7106138,141.7727465,-61.21425901,141.7260061,-85.51669777,-64.82059262
3.941,168.5638033,141.6221386,-61.31337868,141.5754174,-86.56140991,-64.92098092
3.942,168.4169361,141.4715258,-61.41241059,141.4248236,-87.60864748,-65.02127201
3.943,168.2700119,141.3209082,-61.51135467,141.2742249,-88.65801678,-65.12146577
3.944,168.1230303,141.1702856,-61.61021083,141.123621,-89.70911822,-65.22156208
3.945,167.9759912,141.0196581,-61.70897901,140.9730122,-90.7615474,-65.32156085
3.946,167.8288943,140.8690257,-61.80765911,140.8223982,-91.81489622,-65.42146195
3.947,167.6817394,140.7183885,-61.90625107,140.6717793,-92.86875397,-65.52126529
3.948,167.5345261,140.5677463,-62.00475482,140.5211553,-93.92270853,-65.62097075
3.949,167.3872543,140.4170992,-62.10317027,140.3705263,-94.97634753,-65.72057823
3.95,167.2399237,140.2664472,-62.20149735,140.2198922,-96.02925945,-65.82008763
3.951,167.092534,140.1157903,-62.29973601,140.0692531,-97.08103485,-65.91949884
3.952,166.945085,139.9651286,-62.39788616,139.9186089,-98.13126744,-66.01881176
3.953,166.7975764,139.8144619,-62.49594774,139.7679597,-99.17955528,-66.11802628
3.954,166.650008,139.6637903,-62.59392067,139.6173055,-100.2255018,-66.21714232
3.955,166.5023794,139.5131138,-62.6918049,139.4666462,-101.2687168,-66.31615977
3.956,166.3546905,139.3624325,-62.78960036,139.3159819,-102.3088177,-66.41507853
3.957,166.2069409,139.2117462,-62.88730699,139.1653125,-103.3454302,-66.51389851
3.958,166.0591304,139.061055,-62.98492472,139.0146381,-104.3781893,-66.61261962
3.959,165.9112588,138.910359,-63.08245349,138.8639586,-105.4067402,-66.71124175
3.96,165.7633257,138.759658,-63.17989324,138.7132741,-106.4307391,-66.80976481
3.961,165.6153308,138.6089522,-63.27724392,138.5625846,-107.4498537,-66.90818872
3.962,165.467274,138.4582414,-63.37450546,138.41189,-108.463764,-67.00651339
3.963,165.3191549,138.3075258,-63.47167782,138.2611904,-109.4721629,-67.10473872
3.964,165.1709733,138.1568053,-63.56876093,138.1104858,-110.4747567,-67.20286464
3.965,165.0227288,138.0060798,-63.66575474,137.9597761,-111.4712652,-67.30089104
3.966,164.8744213,137.8553495,-63.7626592,137.8090613,-112.4614225,-67.39881785
3.967,164.7260504,137.7046143,-63.85947425,137.6583415,-113.4449771,-67.49664499
3.968,164.5776158,137.5538742,-63.95619986,137.5076167,-114.4216918,-67.59437236
3.969,164.4291173,137.4031292,-64.05283597,137.3568869,-115.3913444,-67.6919999
3.97,164.2805545,137.2523792,-64.14938254,137.206152,-116.3537271,-67.78952753
3.971,164.1319273,137.1016245,-64.24583951,137.055412,-117.3086471,-67.88695515
3.972,163.9832352,136.9508648,-64.34220685,136.904667,-118.2559263,-67.9842827
3.973,163.8344781,136.8001002,-64.43848452,136.753917,-119.195401,-68.08151011
3.974,163.6856556,136.6493307,-64.53467246,136.6031619,-120.1269219,-68.17863729
3.975,163.5367674,136.4985563,-64.63077065,136.4524018,-121.0503539,-68.27566417
3.976,163.3878133,136.3477771,-64.72677905,136.3016366,-121.9655759,-68.3725907
3.977,163.2387929,136.1969929,-64.82269761,136.1508664,-122.8724801,-68.46941678
3.978,163.089706,136.0462039,-64.9185263,136.0000912,-123.7709722,-68.56614236
3.979,162.9405523,135.8954099,-65.01426509,135.8493109,-124.6609706,-68.66276738
3.98,162.7913314,135.7446111,-65.10991395,135.6985256,-125.5424064,-68.75929175
3.981,162.642043,135.5938074,-65.20547284,135.5477352,-126.4152224,-68.85571543
3.982,162.4926869,135.4429988,-65.30094174,135.3969398,-127.2793732,-68.95203835
3.983,162.3432628,135.2921853,-65.39632062,135.2461393,-128.1348245,-69.04826045
3.984,162.1937703,135.1413669,-65.49160945,135.0953338,-128.9815527,-69.14438166
3.985,162.0442091,134.9905436,-65.58680821,134.9445233,-129.8195441,-69.24040194
3.986,161.894579,134.8397154,-65.68191687,134.7937077,-130.648795,-69.33632122
3.987,161.7448796,134.6888823,-65.77693541,134.6428871,-131.4693109,-69.43213945
3.988,161.5951106,134.5380444,-65.87186381,134.4920614,-132.2811056,-69.52785658
3.989,161.4452716,134.3872015,-65.96670206,134.3412307,-133.0842017,-69.62347256
3.99,161.2953625,134.2363538,-66.06145014,134.1903949,-133.878629,-69.71898733
3.991,161.1453829,134.0855012,-66.15610802,134.0395541,-134.6644249,-69.81440086
3.992,160.9953324,133.9346436,-66.25067571,133.8887083,-135.4416335,-69.90971308
3.993,160.8452107,133.7837812,-66.34515318,133.7378574,-136.2103052,-70.00492397
3.994,160.6950175,133.6329139,-66.43954042,133.5870014,-136.9704962,-70.10003346
3.995,160.5447525,133.4820417,-66.53383743,133.4361404,-137.7222684,-70.19504154
3.996,160.3944154,133.3311646,-66.6280442,133.2852744,-138.4656886,-70.28994814
3.997,160.2440058,133.1802827,-66.72216073,133.1344033,-139.2008283,-70.38475324
3.998,160.0935234,133.0293958,-66.816187,132.9835272,-139.927763,-70.4794568
3.999,159.9429678,132.878504,-66.91012302,132.832646,-140.6465723,-70.57405878
4,159.7923388,132.7276074,-67.00396879,132.6817598,-141.3573394,-70.66855916
4.001,159.6416361,132.5767059,-67.09772431,132.5308686,-142.0601504,-70.76295789
4.002,159.4908592,132.4257994,-67.19138958,132.3799723,-142.7550943,-70.85725495
4.003,159.3400078,132.2748881,-67.28496461,132.2290709,-143.4422629,-70.95145032
4.004,159.1890816,132.1239719,-67.37844939,132.0781645,-144.12175,-71.04554397
4.005,159.0380803,131.9730508,-67.47184395,131.9272531,-144.7936512,-71.13953586
4.006,158.8870035,131.8221248,-67.5651483,131.7763366,-145.458064,-71.23342599
4.007,158.7358509,131.6711939,-67.65836243,131.625415,-146.1150875,-71.32721433
4.008,158.5846221,131.5202582,-67.75148637,131.4744885,-146.7648216,-71.42090086
4.009,158.4333167,131.3693175,-67.84452013,131.3235568,-147.4073674,-71.51448556
4.01,158.2819345,131.218372,-67.93746374,131.1726201,-148.0428268,-71.60796842
4.011,158.1304751,131.0674215,-68.0303172,131.0216784,-148.6713022,-71.70134943
4.012,157.9789381,130.9164662,-68.12308054,130.8707316,-149.2928965,-71.79462857
4.013,157.8273232,130.765506,-68.21575378,130.7197798,-149.9077127,-71.88780584
4.014,157.6756299,130.6145408,-68.30833694,130.5688229,-150.5158539,-71.98088123
4.015,157.5238581,130.4635708,-68.40083006,130.417861,-151.1174232,-72.07385473
4.016,157.3720072,130.3125959,-68.49323316,130.266894,-151.7125235,-72.16672634
4.017,157.2200769,130.1616162,-68.58554627,130.115922,-152.3012572,-72.25949606
4.018,157.0680669,130.0106315,-68.67776943,129.9649449,-152.8837264,-72.35216388
4.019,156.9159768,129.8596419,-68.76990266,129.8139628,-153.4600327,-72.44472982
4.02,156.7638062,129.7086474,-68.861946,129.6629756,-154.030277,-72.53719387
4.021,156.6115548,129.5576481,-68.9538995,129.5119834,-154.5945593,-72.62955603
4.022,156.4592221,129.4066438,-69.04576318,129.3609861,-155.1529791,-72.72181633
4.023,156.3068079,129.2556347,-69.1375371,129.2099837,-155.7056347,-72.81397477
4.024,156.1543117,129.1046207,-69.22922129,129.0589764,-156.2526237,-72.90603135
4.025,156.0017332,128.9536017,-69.3208158,128.9079639,-156.7940426,-72.99798611
4.026,155.8490719,128.8025779,-69.41232068,128.7569464,-157.3299867,-73.08983904
4.027,155.6963275,128.6515492,-69.50373598,128.6059239,-157.8605505,-73.18159017
4.028,155.5434996,128.5005156,-69.59506175,128.4548963,-158.385827,-73.27323953
4.029,155.3905878,128.3494771,-69.68629804,128.3038636,-158.9059084,-73.36478712
4.03,155.2375918,128.1984337,-69.77744491,128.1528259,-159.4208852,-73.45623298
4.031,155.084511,128.0473854,-69.86850241,128.0017831,-159.9308472,-73.54757714
4.032,154.9313453,127.8963322,-69.95947061,127.8507353,-160.4358825,-73.63881962
4.033,154.778094,127.7452742,-70.05034957,127.6996824,-160.9360781,-73.72996046
4.034,154.624757,127.5942112,-70.14113935,127.5486245,-161.4315198,-73.82099968
4.035,154.4713336,127.4431433,-70.23184001,127.3975615,-161.9222919,-73.91193732
4.036,154.3178236,127.2920706,-70.32245163,127.2464935,-162.4084774,-74.00277342
4.037,154.1642266,127.1409929,-70.41297427,127.0954204,-162.8901581,-74.09350802
4.038,154.0105421,126.9899103,-70.50340801,126.9443422,-163.3674143,-74.18414117
4.039,153.8567697,126.8388229,-70.59375292,126.793259,-163.8403253,-74.27467289
4.04,153.702909,126.6877305,-70.68400907,126.6421707,-164.3089686,-74.36510325
4.041,153.5489597,126.5366333,-70.77417655,126.4910774,-164.7734207,-74.45543229
4.042,153.3949212,126.3855312,-70.86425543,126.339979,-165.2337568,-74.54566006
4.043,153.2407932,126.2344241,-70.9542458,126.1888755,-165.6900505,-74.63578661
4.044,153.0865752,126.0833122,-71.04414774,126.037767,-166.1423743,-74.72581199
4.045,152.9322669,125.9321954,-71.13396134,125.8866534,-166.5907995,-74.81573628
4.046,152.7778678,125.7810736,-71.22368669,125.7355348,-167.0353959,-74.90555951
4.047,152.6233774,125.629947,-71.31332387,125.584411,-167.4762321,-74.99528177
4.048,152.4687954,125.4788155,-71.40287299,125.4332823,-167.9133754,-75.0849031
4.049,152.3141213,125.327679,-71.49233414,125.2821485,-168.346892,-75.17442359
4.05,152.1593547,125.1765377,-71.58170741,125.1310096,-168.7768467,-75.26384329
4.051,152.0044951,125.0253915,-71.67099291,124.9798656,-169.2033031,-75.35316227
4.052,151.8495421,124.8742403,-71.76019073,124.8287166,-169.6263237,-75.44238062
4.053,151.6944953,124.7230843,-71.84930098,124.6775625,-170.0459696,-75.53149841
4.054,151.5393542,124.5719234,-71.93832378,124.5264033,-170.4623011,-75.62051571
4.055,151.3841184,124.4207575,-72.02725922,124.3752391,-170.8753769,-75.7094326
4.056,151.2287874,124.2695868,-72.11610742,124.2240698,-171.2852549,-75.79824917
4.057,151.0733607,124.1184111,-72.20486849,124.0728955,-171.6919917,-75.88696551
4.058,150.917838,123.9672306,-72.29354254,123.9217161,-172.0956429,-75.9755817
4.059,150.7622188,123.8160451,-72.3821297,123.7705316,-172.4962629,-76.06409783
4.06,150.6065025,123.6648548,-72.47063009,123.619342,-172.8939051,-76.152514
4.061,150.4506888,123.5136595,-72.55904382,123.4681474,-173.2886218,-76.24083029
4.062,150.2947772,123.3624594,-72.64737103,123.3169477,-173.6804645,-76.32904681
4.063,150.1387671,123.2112543,-72.73561183,123.1657429,-174.0694833,-76.41716366
4.064,149.9826582,123.0600443,-72.82376636,123.0145331,-174.4557276,-76.50518094
4.065,149.82645,122.9088294,-72.91183475,122.8633182,-174.8392458,-76.59309875
4.066,149.670142,122.7576096,-72.99981714,122.7120982,-175.2200851,-76.6809172
4.067,149.5137337,122.6063849,-73.08771365,122.5608731,-175.5982921,-76.7686364
4.068,149.3572246,122.4551553,-73.17552444,122.409643,-175.9739122,-76.85625647
4.069,149.2006143,122.3039208,-73.26324963,122.2584078,-176.34699,-76.94377751
4.07,149.0439022,122.1526814,-73.35088938,122.1071675,-176.7175693,-77.03119965
4.071,148.887088,122.001437,-73.43844382,121.9559222,-177.0856929,-77.118523
4.072,148.730171,121.8501878,-73.52591311,121.8046718,-177.4514028,-77.20574769
4.073,148.5731508,121.6989336,-73.6132974,121.6534162,-177.8147401,-77.29287385
4.074,148.4160269,121.5476745,-73.70059683,121.5021557,-178.1757452,-77.37990159
4.075,148.2587988,121.3964105,-73.78781157,121.35089,-178.5344577,-77.46683105
4.076,148.101466,121.2451416,-73.87494178,121.1996193,-178.8909162,-77.55366236
4.077,147.944028,121.0938678,-73.9619876,121.0483434,-179.2451587,-77.64039566
4.078,147.7864843,120.9425891,-74.04894921,120.8970625,-179.5972224,-77.72703109
4.079,147.6288344,120.7913055,-74.13582677,120.7457766,-179.9471439,-77.81356877
4.08,147.4710777,120.6400169,-74.22262045,120.5944855,179.7050411,-77.90000887
4.081,147.3132137,120.4887234,-74.30933041,120.4431894,179.3592975,-77.98635152
4.082,147.155242,120.337425,-74.39595682,120.2918881,179.0155911,-78.07259687
4.083,146.997162,120.1861217,-74.48249987,120.1405818,178.6738882,-78.15874508
4.084,146.8389732,120.0348135,-74.56895973,119.9892704,178.3341557,-78.24479629
4.085,146.680675,119.8835003,-74.65533658,119.837954,177.9963612,-78.33075066
4.086,146.5222669,119.7321822,-74.7416306,119.6866324,177.6604732,-78.41660835
4.087,146.3637484,119.5808592,-74.82784197,119.5353057,177.3264604,-78.50236952
4.088,146.2051189,119.4295313,-74.91397088,119.383974,176.9942924,-78.58803434
4.089,146.046378,119.2781985,-75.00001752,119.2326372,176.6639393,-78.67360296
4.09,145.887525,119.1268607,-75.08598208,119.0812953,176.3353718,-78.75907557
4.091,145.7285594,118.9755181,-75.17186476,118.9299483,176.0085612,-78.84445233
4.092,145.5694807,118.8241704,-75.25766575,118.7785962,175.6834793,-78.92973342
4.093,145.4102883,118.6728179,-75.34338525,118.627239,175.3600985,-79.01491902
4.094,145.2509817,118.5214604,-75.42902346,118.4758767,175.0383917,-79.10000929
4.095,145.0915602,118.3700981,-75.51458058,118.3245094,174.7183324,-79.18500444
4.096,144.9320234,118.2187307,-75.60005683,118.1731369,174.3998945,-79.26990464
4.097,144.7723706,118.0673585,-75.68545241,118.0217593,174.0830524,-79.35471008
4.098,144.6126014,117.9159813,-75.77076754,117.8703767,173.7677812,-79.43942095
4.099,144.452715,117.7645992,-75.85600242,117.7189889,173.4540563,-79.52403744
4.1,144.292711,117.6132122,-75.94115727,117.5675961,173.1418536,-79.60855976
4.101,144.1325888,117.4618202,-76.02623231,117.4161982,172.8311493,-79.6929881
4.102,143.9723477,117.3104233,-76.11122777,117.2647951,172.5219205,-79.77732266
4.103,143.8119873,117.1590215,-76.19614386,117.113387,172.2141442,-79.86156364
4.104,143.6515069,117.0076147,-76.28098082,116.9619738,171.9077983,-79.94571126
4.105,143.4909058,116.856203,-76.36573887,116.8105554,171.6028607,-80.02976573
4.106,143.3301836,116.7047864,-76.45041824,116.659132,171.2993101,-80.11372725
4.107,143.1693397,116.5533648,-76.53501917,116.5077035,170.9971254,-80.19759604
4.108,143.0083733,116.4019383,-76.6195419,116.3562698,170.6962859,-80.28137232
4.109,142.8472839,116.2505069,-76.70398666,116.2048311,170.3967713,-80.36505631
4.11,142.686071,116.0990705,-76.78835369,116.0533872,170.0985617,-80.44864824
4.111,142.5247338,115.9476292,-76.87264324,115.9019383,169.8016375,-80.53214833
4.112,142.3632718,115.7961829,-76.95685556,115.7504842,169.5059797,-80.61555681
4.113,142.2016844,115.6447317,-77.04099089,115.599025,169.2115693,-80.69887392
4.114,142.0399709,115.4932755,-77.12504948,115.4475608,168.918388,-80.78209988
4.115,141.8781306,115.3418144,-77.2090316,115.2960914,168.6264175,-80.86523494
4.116,141.7161631,115.1903484,-77.29293749,115.1446169,168.3356402,-80.94827934
4.117,141.5540675,115.0388774,-77.37676743,114.9931373,168.0460384,-81.03123331
4.118,141.3918434,114.8874014,-77.46052165,114.8416525,167.7575951,-81.11409711
4.119,141.22949,114.7359206,-77.54420044,114.6901627,167.4702935,-81.19687099
4.12,141.0670067,114.5844347,-77.62780406,114.5386678,167.1841169,-81.27955519
4.121,140.9043928,114.4329439,-77.71133278,114.3871677,166.8990492,-81.36214998
4.122,140.7416477,114.2814482,-77.79478687,114.2356625,166.6150745,-81.4446556
4.123,140.5787708,114.1299475,-77.8781666,114.0841522,166.332177,-81.52707232
4.124,140.4157614,113.9784419,-77.96147226,113.9326368,166.0503414,-81.60940041
4.125,140.2526187,113.8269313,-78.04470412,113.7811163,165.7695526,-81.69164012
4.126,140.0893422,113.6754157,-78.12786246,113.6295907,165.4897958,-81.77379173
4.127,139.9259311,113.5238952,-78.21094757,113.4780599,165.2110564,-81.8558555
4.128,139.7623848,113.3723697,-78.29395973,113.326524,164.9333201,-81.93783172
4.129,139.5987027,113.2208393,-78.37689924,113.174983,164.6565729,-82.01972066
4.13,139.4348839,113.0693039,-78.45976638,113.0234369,164.380801,-82.10152259
4.131,139.2709279,112.9177636,-78.54256146,112.8718856,164.1059907,-82.18323781
4.132,139.1068339,112.7662183,-78.62528477,112.7203292,163.8321288,-82.26486659
4.133,138.9426012,112.614668,-78.7079366,112.5687677,163.5592022,-82.34640923
4.134,138.7782292,112.4631128,-78.79051727,112.4172011,163.287198,-82.42786602
4.135,138.6137171,112.3115526,-78.87302707,112.2656293,163.0161036,-82.50923724
4.136,138.4490642,112.1599874,-78.95546631,112.1140524,162.7459066,-82.59052321
4.137,138.2842698,112.0084173,-79.03783531,111.9624704,162.4765946,-82.67172421
4.138,138.1193332,111.8568422,-79.12013438,111.8108832,162.2081559,-82.75284055
4.139,137.9542536,111.7052621,-79.20236382,111.659291,161.9405785,-82.83387253
4.14,137.7890304,111.5536771,-79.28452396,111.5076935,161.6738508,-82.91482047
4.141,137.6236627,111.4020871,-79.36661512,111.356091,161.4079615,-82.99568467
4.142,137.45815,111.2504921,-79.44863762,111.2044833,161.1428994,-83.07646545
4.143,137.2924913,111.0988921,-79.53059178,111.0528705,160.8786535,-83.15716312
4.144,137.126686,110.9472872,-79.61247793,110.9012525,160.6152129,-83.23777801
4.145,136.9607334,110.7956773,-79.69429641,110.7496294,160.3525669,-83.31831043
4.146,136.7946326,110.6440624,-79.77604754,110.5980012,160.0907052,-83.39876071
4.147,136.6283829,110.4924425,-79.85773166,110.4463678,159.8296175,-83.47912918
4.148,136.4619836,110.3408177,-79.93934911,110.2947293,159.5692936,-83.55941617
4.149,136.2954338,110.1891879,-80.02090022,110.1430856,159.3097235,-83.63962201
4.15,136.1287329,110.0375531,-80.10238534,109.9914368,159.0508975,-83.71974704
4.151,135.96188,109.8859133,-80.18380482,109.8397828,158.792806,-83.79979159
4.152,135.7948743,109.7342685,-80.26515899,109.6881237,158.5354394,-83.87975601
4.153,135.6277151,109.5826187,-80.34644822,109.5364595,158.2787886,-83.95964065
4.154,135.4604016,109.430964,-80.42767284,109.3847901,158.0228442,-84.03944584
4.155,135.292933,109.2793042,-80.50883322,109.2331156,157.7675974,-84.11917195
4.156,135.1253084,109.1276395,-80.58992972,109.0814359,157.5130392,-84.19881932
4.157,134.9575271,108.9759698,-80.67096269,108.929751,157.2591609,-84.27838831
4.158,134.7895883,108.8242951,-80.75193249,108.778061,157.005954,-84.35787927
4.159,134.6214911,108.6726154,-80.83283949,108.6263659,156.75341,-84.43729257
4.16,134.4532347,108.5209307,-80.91368406,108.4746656,156.5015205,-84.51662858
4.161,134.2848184,108.369241,-80.99446656,108.3229601,156.2502775,-84.59588765
4.162,134.1162412,108.2175463,-81.07518737,108.1712495,155.9996729,-84.67507016
4.163,133.9475024,108.0658466,-81.15584685,108.0195337,155.7496987,-84.75417647
4.164,133.7786011,107.9141419,-81.2364454,107.8678128,155.5003472,-84.83320698
4.165,133.6095364,107.7624322,-81.31698337,107.7160867,155.2516106,-84.91216204
4.166,133.4403075,107.6107175,-81.39746116,107.5643554,155.0034815,-84.99104205
4.167,133.2709136,107.4589978,-81.47787915,107.412619,154.7559525,-85.06984738
4.168,133.1013538,107.3072731,-81.55823773,107.2608774,154.5090161,-85.14857842
4.169,132.9316272,107.1555434,-81.63853727,107.1091307,154.2626652,-85.22723556
4.17,132.761733,107.0038086,-81.71877818,106.9573788,154.0168927,-85.30581919
4.171,132.5916702,106.8520689,-81.79896084,106.8056217,153.7716917,-85.3843297
4.172,132.4214381,106.7003242,-81.87908566,106.6538594,153.5270552,-85.46276749
4.173,132.2510357,106.5485744,-81.95915302,106.502092,153.2829765,-85.54113296
4.174,132.0804621,106.3968196,-82.03916332,106.3503194,153.039449,-85.61942651
4.175,131.9097164,106.2450598,-82.11911698,106.1985416,152.796466,-85.69764855
4.176,131.7387977,106.093295,-82.19901439,106.0467587,152.5540211,-85.77579948
4.177,131.5677052,105.9415252,-82.27885595,105.8949706,152.3121079,-85.8538797
4.178,131.3964379,105.7897504,-82.35864209,105.7431773,152.0707203,-85.93188964
4.179,131.2249949,105.6379705,-82.4383732,105.5913788,151.8298519,-86.00982971
4.18,131.0533752,105.4861856,-82.51804971,105.4395752,151.5894967,-86.08770032
4.181,130.881578,105.3343957,-82.59767202,105.2877664,151.3496488,-86.1655019
4.182,130.7096023,105.1826008,-82.67724056,105.1359524,151.1103022,-86.24323487
4.183,130.5374471,105.0308008,-82.75675574,104.9841332,150.8714511,-86.32089965
4.184,130.3651116,104.8789958,-82.83621799,104.8323088,150.6330898,-86.39849667
4.185,130.1925947,104.7271858,-82.91562773,104.6804793,150.3952127,-86.47602636
4.186,130.0198955,104.5753707,-82.99498539,104.5286446,150.1578141,-86.55348915
4.187,129.8470131,104.4235506,-83.0742914,104.3768046,149.9208887,-86.63088548
4.188,129.6739465,104.2717255,-83.15354618,104.2249595,149.684431,-86.70821579
4.189,129.5006946,104.1198954,-83.23275017,104.0731092,149.4484357,-86.78548052
4.19,129.3272566,103.9680602,-83.3119038,103.9212537,149.2128975,-86.8626801
4.191,129.1536314,103.8162199,-83.39100752,103.7693931,148.9778113,-86.93981499
4.192,128.9798181,103.6643747,-83.47006176,103.6175272,148.743172,-87.01688564
4.193,128.8058156,103.5125243,-83.54906696,103.4656561,148.5089746,-87.09389249
4.194,128.6316229,103.360669,-83.62802356,103.3137799,148.2752142,-87.17083599
4.195,128.4572391,103.2088086,-83.70693202,103.1618984,148.0418858,-87.24771661
4.196,128.2826631,103.0569431,-83.78579277,103.0100118,147.8089847,-87.32453479
4.197,128.1078938,102.9050726,-83.86460627,102.8581199,147.5765061,-87.40129101
4.198,127.9329304,102.7531971,-83.94337298,102.7062229,147.3444453,-87.47798571
4.199,127.7577716,102.6013165,-84.02209333,102.5543206,147.1127978,-87.55461937
4.2,127.5824166,102.4494308,-84.1007678,102.4024131,146.881559,-87.63119246
4.201,127.4068641,102.2975401,-84.17939683,102.2505005,146.6507245,-87.70770543
4.202,127.2311133,102.1456444,-84.25798089,102.0985826,146.4202897,-87.78415878
4.203,127.055163,101.9937436,-84.33652043,101.9466595,146.1902505,-87.86055296
4.204,126.8790122,101.8418377,-84.41501593,101.7947313,145.9606024,-87.93688845
4.205,126.7026597,101.6899268,-84.49346784,101.6427978,145.7313413,-88.01316575
4.206,126.5261046,101.5380108,-84.57187664,101.4908591,145.502463,-88.08938531
4.207,126.3493457,101.3860897,-84.65024279,101.3389152,145.2739634,-88.16554764
4.208,126.1723819,101.2341636,-84.72856677,101.186966,145.0458383,-88.24165321
4.209,125.9952121,101.0822324,-84.80684904,101.0350117,144.8180839,-88.31770251
4.21,125.8178353,100.9302961,-84.88509008,100.8830522,144.5906961,-88.39369604
4.211,125.6402503,100.7783548,-84.96329038,100.7310874,144.3636711,-88.46963428
4.212,125.462456,100.6264084,-85.0414504,100.5791174,144.137005,-88.54551774
4.213,125.2844513,100.4744569,-85.11957062,100.4271422,143.910694,-88.62134689
4.214,125.106235,100.3225003,-85.19765154,100.2751618,143.6847345,-88.69712226
4.215,124.927806,100.1705387,-85.27569364,100.1231761,143.4591227,-88.77284433
4.216,124.7491632,100.018572,-85.35369739,99.97118525,143.2338549,-88.84851361
4.217,124.5703054,99.86660021,-85.43166329,99.81918916,143.0089276,-88.92413061
4.218,124.3912315,99.71462334,-85.50959182,99.66718784,142.7843372,-88.99969583
4.219,124.2119402,99.56264139,-85.58748348,99.51518129,142.5600803,-89.07520978
4.22,124.0324304,99.41065435,-85.66533877,99.36316952,142.3361534,-89.15067297
4.221,123.852701,99.25866223,-85.74315816,99.21115251,142.1125531,-89.22608593
4.222,123.6727508,99.10666502,-85.82094217,99.05913028,141.889276,-89.30144915
4.223,123.4925784,98.95466272,-85.89869128,98.90710281,141.6663189,-89.37676317
4.224,123.3121829,98.80265532,-85.976406,98.75507011,141.4436783,-89.4520285
4.225,123.1315629,98.65064283,-86.05408683,98.60303217,141.2213512,-89.52724566
4.226,122.9507172,98.49862525,-86.13173427,98.450989,140.9993344,-89.60241518
4.227,122.7696446,98.34660257,-86.20934882,98.29894059,140.7776246,-89.67753758
